Gene = AGMO
Position 17848: 0.004403656986626048
Position 1274: 0.004213346308873056
Position 4488: 0.0041941866717549224
Position 1597: 0.004176087938001276
Position 19902: 0.004035645526936764
Position 1308: 0.003916383217735653
Position 22642: 0.003547355641126678
Position 1233: 0.0035022280888936086
Position 2219: 0.003305302699197172
Position 18240: 0.0032435012629740364
Position 11779: 0.0032153909206719435
Position 2716: 0.003172939484797367
Position 2811: 0.0031481311469280563
Position 2235: 0.003107120897627269
Position 18098: 0.0030330090226709733
Position 21754: 0.0028545553263693807
Position 3791: 0.0027730250825466957
Position 17339: 0.0025252461077308304
Position 23329: 0.002177769541259631
Position 2863: 0.002162615107732372
Position 21225: 0.0020566586251765757
Position 1715: 0.0020398805447053407
Position 17402: 0.001660631785608162
Position 6528: 0.0016348527586282713
Position 6379: 0.0016008758202929478
Position 4232: 0.0014965145568017972
Position 5417: 0.0013086500783661022
Position 15362: 0.0011958489989111988
Position 523: 0.001191230846519353
Position 2230: 0.0011747487286545674
Position 1804: 0.0010915462419051089
Position 481: 0.001005847723179802
Position 2195: 0.0009587301861529277
Position 18547: 0.000881625957900018
Position 3373: 0.0008799153550043322
Position 6176: 0.000864173654298225
Position 1271: 0.0008567133122891106
Position 1036: 0.000851550538547218
Position 19325: 0.0008127726276030906
Position 2334: 0.0008115636590086158
Position 18962: 0.0008107525087194646
Position 1070: 0.0007811736587162503
Position 3746: 0.0006900107626872507
Position 1849: 0.0006758685571112914
Position 1994: 0.0005808312440016743
Position 1062: 0.0005780266683637097
Position 13035: 0.0005641449105594714
Position 18478: 0.0005634650206666927
Position 4535: 0.0005222523345319411
Position 2771: 0.0005075856576357426
Position 2670: 0.0004779535269173822
Position 2505: 0.0004639984591003501
Position 4679: 0.0004336400916050844
Position 3817: 0.00039128192226773733
Position 2729: 0.00031916072970810804
Position 16386: 0.0003095368026526257
Position 1459: 0.00030476224339010254
Position 2777: 0.00030372784034817614
Position 422: 0.0002706669503612263
Position 1681: 0.00026967984588982736
Position 15113: 0.0002356399375777272
Position 4780: 0.0002252195601758671
Position 1361: 0.0002071642388864276
Position 6224: 0.00019616814799431075
Position 1816: 0.00015074866103677792
Position 14596: 0.0001505848743664486
Position 1041: 0.00014305738541666216
Position 581: 0.00013913125931988115
Position 3767: 0.00012804994872480947
Position 797: 0.00012749172089122058
Position 11590: 0.00012530580836457608
Position 13905: 0.00012085812228413326
Position 2618: 0.00010940829259814612
Position 9968: 0.00010677389239761178
Position 1577: 0.00010620467395179945
Position 4649: 9.891437921052463e-05
Position 6262: 9.550138376731997e-05
Position 2368: 8.774695863718216e-05
Position 4624: 8.525408007461104e-05
Position 9862: 8.187012338417878e-05
Position 10146: 7.889671108608961e-05
Position 4581: 6.106120955843926e-05
Position 2826: 6.0054352902490994e-05
Position 4098: 5.6808289551346464e-05
Position 432: 5.5802002825386855e-05
Position 3892: 5.40075189429338e-05
Position 3907: 5.0097910579961895e-05
Position 918: 4.303280094871567e-05
Position 3723: 4.264087903951105e-05
Position 1809: 4.154244848028631e-05
Position 2312: 3.866075744308216e-05
Position 4783: 3.71441322956735e-05
Position 1002: 3.697562040598356e-05
Position 4729: 3.482927236764545e-05
Position 7115: 3.425840236524823e-05
Position 4831: 3.06164583926823e-05
Position 12541: 3.0364220182828373e-05
Position 896: 2.6821970577452124e-05
Position 4304: 2.6309287790676068e-05
Position 6549: 2.5823895460240974e-05
Position 2643: 2.488006219794904e-05
Position 2823: 2.1993947153671087e-05
Position 3976: 2.183604081045135e-05
Position 4430: 2.176212436726311e-05
Position 108: 2.039409978086031e-05
Position 1398: 1.97711977077917e-05
Position 8955: 1.957331990661572e-05
Position 953: 1.8345239588490304e-05
Position 1874: 1.7281129571475083e-05
Position 928: 1.726750401914083e-05
Position 11824: 1.7080833386196786e-05
Position 706: 1.5695649670092064e-05
Position 5892: 1.540973330867973e-05
Position 1314: 1.4302826447846366e-05
Position 11288: 1.3508765093712289e-05
Position 1342: 1.2590029550214658e-05
Position 760: 1.2504205829665867e-05
Position 3492: 1.2487291725689325e-05
Position 7902: 1.2105179598721268e-05
Position 8477: 1.160935236300735e-05
Position 2110: 1.1393165257894592e-05
Position 10443: 1.0650626973192894e-05
Position 4987: 1.0475837213444439e-05
Position 777: 1.0275989118195245e-05
Position 3097: 1.014103934984776e-05
Position 10366: 9.974262451796486e-06
Position 1080: 9.39763263812181e-06
Position 974: 8.427638656847285e-06
Position 1538: 8.12347954721342e-06
Position 8734: 7.695441380929024e-06
Position 2558: 6.867928323462922e-06
Position 2886: 6.649537846347743e-06
Position 2940: 6.6379768672584415e-06
Position 8712: 5.8951188481034815e-06
Position 146: 5.717400269997253e-06
Position 843: 5.3558625251807816e-06
Position 5186: 5.2333573113020354e-06
Position 2199: 4.907465072260983e-06
Position 1601: 4.719425821906768e-06
Position 1557: 4.402831720861576e-06
Position 3973: 3.784393645225275e-06
Position 3889: 3.730335232743225e-06
Position 7852: 3.707758904959732e-06
Position 5028: 3.4654777891255213e-06
Position 2232: 3.3558649801463833e-06
Position 2980: 3.232122064029478e-06
Position 3489: 3.1398755043630886e-06
Position 5484: 3.016888563081135e-06
Position 2676: 3.0131040763596247e-06
Position 2400: 2.9490514666828417e-06
Position 368: 2.4770356031507526e-06
Position 1366: 1.957929873561348e-06
Position 1400: 1.9452068217893166e-06
Position 2586: 1.5751007689390766e-06
Position 878: 1.4591169433024624e-06
Position 730: 1.409635471854109e-06
Position 2527: 1.4033132214059318e-06
Position 5557: 1.3084689442611494e-06
Position 114: 1.2642111603612379e-06
Position 1014: 1.2013494535551977e-06
Position 2942: 1.168091200085862e-06
Position 2947: 1.1505530622036217e-06
Position 4948: 1.0747025139583906e-06
Position 542: 9.223621184651011e-07
Position 4891: 9.217457677956437e-07
Position 934: 9.017933970465214e-07
Position 4440: 8.614327470439513e-07
Position 703: 8.054750280439092e-07
Position 620: 7.940791454996807e-07
Position 269: 7.404395931331686e-07
Position 856: 7.103725809819323e-07
Position 804: 6.646757514580378e-07
Position 862: 6.530512114956501e-07
Position 3583: 6.463771949548474e-07
Position 4286: 6.23430657181769e-07
Position 4277: 6.109826411662502e-07
Position 1962: 5.667950293522862e-07
Position 2145: 5.613138137153469e-07
Position 295: 5.19061453082099e-07
Position 3913: 3.589421253514151e-07
Position 246: 2.6940993266390066e-07
Position 2204: 1.5743235252102734e-07
Position 3624: 4.6014532533270875e-08
Position 3150: 2.475260243429042e-08
Position 3024: 1.7773239260303293e-08
Position 3037: 1.2340095096964924e-08
Position 2890: 6.852226310468674e-09
Position 969: 6.155560906200868e-09
Position 440: 5.427013021578844e-09
Position 2921: 3.590588946200783e-09
Position 606: 3.268696932013278e-09
Position 3412: 2.193436263903221e-09
Position 3021: 2.1696098803018024e-09
Position 3453: 2.0883766833346933e-09
Position 2962: 2.0705711093841107e-09
Position 549: 1.8947794316195734e-09
Position 2590: 1.2759624486086631e-09
Position 449: 3.260823914835552e-10
Position 203: 1.8125345661157348e-10
Position 745: 1.7725992303749662e-10
Position 354: 1.5919507472052347e-10
Position 739: 1.3885862592061857e-10
Position 211: 7.736830839438728e-11
Position 157: 7.477563765963719e-11
Position 591: 6.739216151389732e-11
Position 446: 3.395609215829351e-11
Position 272: 3.199694667414674e-11
Position 967: 1.2820187495220551e-11
Position 185: 3.0162162352409105e-12
Position 167: 2.712992743456634e-12
Position 182: 1.8702956818582346e-12
Position 122: 1.4668145500391752e-12
Position 193: 1.0908904638709185e-12
Position 274: 8.853051930519904e-13
Position 313: 6.995349247217795e-13
Position 175: 6.136551893107416e-13
Position 162: 3.3310592750023863e-13
Position 190: 2.0949229743396123e-13
Position 315: 8.061192345207909e-14
Position 300: 7.772302416434055e-14
Position 82: 4.8306826236029923e-14
Position 714: 4.051093869580337e-14
Position 721: 3.971123614717961e-14
Position 711: 6.385022171605025e-17
