Gene = TROVE2
Position 22908: 1.8621761847685415e-05
Position 265: 1.6530385155954862e-05
Position 1877: 1.6137700936115883e-05
Position 1477: 1.490615261803067e-05
Position 2905: 1.0940326465138943e-05
Position 2504: 7.24805087570674e-06
Position 3699: 6.905438956265181e-06
Position 2082: 6.894028720638401e-06
Position 1275: 6.313530871560007e-06
Position 23675: 5.172606569455606e-06
Position 2348: 4.833441646252796e-06
Position 22952: 4.713421863783777e-06
Position 10502: 4.687542575914117e-06
Position 22957: 4.429746926303192e-06
Position 3555: 4.285474062881176e-06
Position 454: 3.57398650115157e-06
Position 22873: 3.4277814183191656e-06
Position 22899: 3.319833918712157e-06
Position 1467: 2.8769934594414725e-06
Position 23048: 2.741650276344132e-06
Position 24594: 2.0608487531261456e-06
Position 22967: 2.030700589710588e-06
Position 23218: 1.8363523783706709e-06
Position 23008: 1.3086155019231753e-06
Position 69: 1.1980976565663326e-06
Position 23683: 6.616289605141249e-07
Position 286: 5.835492610989096e-07
Position 22913: 5.452628515624068e-07
Position 22830: 4.3703744985963416e-07
Position 237: 4.163348914119939e-07
Position 22888: 3.809479118929755e-07
Position 23150: 3.643535052820573e-07
Position 23742: 2.810258102642696e-07
Position 243: 2.5457825991495713e-07
Position 861: 2.3613892937474712e-07
Position 874: 2.3377371597858946e-07
Position 249: 2.2531929331849493e-07
Position 879: 1.9668636475344133e-07
Position 996: 1.951074024971819e-07
Position 283: 1.87683247901839e-07
Position 15454: 1.6928346085228714e-07
Position 728: 1.580850680603863e-07
Position 255: 1.2908163055429494e-07
Position 748: 6.809775141167906e-08
Position 905: 3.764557464711294e-08
Position 925: 3.2959828081801185e-08
Position 432: 3.2771522337900385e-08
Position 1112: 3.227480949389647e-08
Position 194: 2.4767094764733674e-08
Position 24606: 2.2277094764574652e-08
Position 845: 1.9638064123607095e-08
Position 620: 1.8034744131282596e-08
Position 423: 1.2196550872612375e-08
Position 1143: 7.579388860848959e-09
Position 22926: 6.318922824234885e-09
Position 495: 4.3828241075011646e-09
Position 24948: 1.6565597708328318e-09
Position 512: 1.473522149090094e-09
Position 646: 3.27278441788932e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 22763: 0.9946911238761902
Position 21941: 0.9809596683654745
Position 23139: 0.9472458833462527
Position 17078: 0.8289306312132289
Position 17490: 0.8270218479910484
Position 21770: 0.8162333209315654
Position 9611: 0.7247324350662251
Position 25156: 0.682505920330893
Position 24161: 0.47557621468551114
Position 10134: 0.3856857158080558
Position 24164: 0.2918252998552502
Position 639: 0.2819472695106974
Position 10022: 0.24951964905349044
Position 24701: 0.2100399043614261
Position 6779: 0.17593412270466288
Position 16397: 0.1513645314115305
Position 583: 0.09084935436662424
Position 13627: 0.07993696748998694
Position 9935: 0.07063145789275208
Position 22170: 0.07024267934670864
Position 25220: 0.06929477276123672
Position 24463: 0.0660188401007603
Position 17527: 0.05451787490625799
Position 18755: 0.050816335236550506
Position 451: 0.04693948649510009
Position 24191: 0.044919323697053794
Position 6819: 0.0417061434202221
Position 6733: 0.03626713131817267
Position 9659: 0.033911062017861274
Position 24352: 0.03345309264071521
Position 24427: 0.03202403039180088
Position 24866: 0.025383988833081742
Position 3787: 0.024927177190263022
Position 23856: 0.020610911940591777
Position 24394: 0.017172546362066214
Position 9583: 0.01666902780191716
Position 17733: 0.014884218295241928
Position 23776: 0.014143492285270464
Position 9451: 0.012274151914998036
Position 1142: 0.010846002794765998
Position 14176: 0.009736246691239426
Position 17755: 0.008172941874488075
Position 23695: 0.007447111010892512
Position 21945: 0.00716852511279882
Position 6730: 0.007117860213284001
Position 24652: 0.006496468633070829
Position 10840: 0.0053635991091482895
Position 6704: 0.0048787050717587835
Position 25013: 0.004835182053228484
Position 294: 0.004807450163398044
Position 23881: 0.004705239337601786
Position 23991: 0.004513297554991266
Position 5631: 0.004427142581965303
Position 25172: 0.003942306270230372
Position 21975: 0.0036843591979421916
Position 5038: 0.0029079824499459797
Position 23149: 0.002594176665229758
Position 3094: 0.0023035313034305924
Position 601: 0.002226786917442298
Position 24441: 0.0021414463947747302
Position 22694: 0.0021261442199419695
Position 23818: 0.0018787245061528397
Position 23098: 0.0018063170991414745
Position 3275: 0.0017841977278047721
Position 4968: 0.0017421647865613126
Position 24914: 0.0017153941774674909
Position 22568: 0.0016566136614405013
Position 22200: 0.0016268720474563409
Position 3920: 0.0016035928720304295
Position 23714: 0.0014940220317373144
Position 6630: 0.0014623070228407537
Position 22779: 0.001270341659717631
Position 23564: 0.0012379288958633936
Position 269: 0.0012189083304501279
Position 23367: 0.001156356861616665
Position 23519: 0.0010858143337878524
Position 23146: 0.0010569762925308915
Position 24132: 0.0010440877603851595
Position 23187: 0.001002207652027658
Position 3291: 0.0009909041303758869
Position 24127: 0.0009262886011708032
Position 18494: 0.0009085687598680218
Position 17966: 0.0008580484808225399
Position 25298: 0.0008490000971715332
Position 3618: 0.0008389192373364561
Position 23363: 0.0007892306384626495
Position 24498: 0.0007532081018322205
Position 23837: 0.0006463559467026871
Position 23437: 0.0005926941848178004
Position 24620: 0.0005912208038401975
Position 20804: 0.000588716679381875
Position 5564: 0.0005695872461225412
Position 24468: 0.0005672166857740558
Position 25316: 0.0005527691382598947
Position 25319: 0.0005324601394344801
Position 24233: 0.0005311722659374478
Position 23545: 0.00047991246613600424
Position 22797: 0.0004629965346657262
Position 229: 0.00043732614657476007
Position 24707: 0.00039578666885975444
Position 25226: 0.00039008382098711255
Position 3162: 0.00036867618454398065
Position 23461: 0.000342114661375811
Position 5295: 0.0003274879550698754
Position 24144: 0.00032233907092175734
Position 740: 0.00030521146530643753
Position 3242: 0.0003038313112162902
Position 3724: 0.0003030096663807281
Position 24001: 0.00029209736608603205
Position 24091: 0.0002913129952689554
Position 23033: 0.0002719481388339312
Position 1057: 0.000270344308870882
Position 24170: 0.00026392898788489614
Position 23612: 0.0002496579575116487
Position 5016: 0.00024896963080615566
Position 707: 0.00023913640607967546
Position 23008: 0.0002231674844286819
Position 1164: 0.00021304992014247503
Position 423: 0.00021075050233812685
Position 1181: 0.00020916687323408996
Position 3125: 0.0001998474365131546
Position 24217: 0.00019543160803146012
Position 3721: 0.00019369710870551827
Position 24289: 0.00018157040520568724
Position 1090: 0.00017372733702338192
Position 25060: 0.00017015244190188387
Position 23190: 0.00016091649776521667
Position 22405: 0.00014920920953749185
Position 3245: 0.00014525394798680575
Position 23943: 0.00014225651648727404
Position 23088: 0.00013730639780920454
Position 23925: 0.0001367617321867451
Position 3102: 0.00013601573755524945
Position 709: 0.00013425169325103373
Position 24580: 0.00013364012291579012
Position 12007: 0.0001325593190251937
Position 24630: 0.00010931901954609138
Position 24594: 9.762410544476098e-05
Position 24375: 9.68932128145647e-05
Position 25098: 8.904208810029562e-05
Position 821: 8.361191597550918e-05
Position 1108: 8.05850896558237e-05
Position 24434: 8.042721822492635e-05
Position 759: 7.539346383048783e-05
Position 775: 7.464618560048172e-05
Position 24273: 7.455923382191996e-05
Position 22633: 6.392345316428072e-05
Position 304: 5.245042969978548e-05
Position 3512: 4.71529911175852e-05
Position 24603: 4.293010960160859e-05
Position 24265: 4.2799165297494654e-05
Position 24505: 3.9731591545500615e-05
Position 25371: 3.808969564505035e-05
Position 22830: 3.754017477976935e-05
Position 23720: 3.227921318353753e-05
Position 23678: 3.15100488480749e-05
Position 23904: 3.145766170870389e-05
Position 23702: 2.811476020985187e-05
Position 23742: 2.7379406704476957e-05
Position 23698: 2.5045197231717844e-05
Position 1338: 2.492259233726151e-05
Position 11965: 2.37507762694974e-05
Position 23235: 2.2910771392890532e-05
Position 23800: 2.2597264720732047e-05
Position 2764: 2.2475710606439818e-05
Position 23675: 1.7991294673933923e-05
Position 23910: 1.773820796799254e-05
Position 1813: 1.4811626911368596e-05
Position 535: 1.3573544248696173e-05
Position 23248: 1.241981455752481e-05
Position 561: 1.1875700447242167e-05
Position 23736: 1.184378227298033e-05
Position 22856: 1.1505633369092561e-05
Position 3469: 8.997097182290212e-06
Position 1590: 8.448026162006888e-06
Position 2786: 5.997638334679395e-06
Position 2226: 5.774880815461024e-06
Position 22462: 5.5903679860846385e-06
Position 22611: 4.970598748963731e-06
Position 402: 4.511867739430536e-06
Position 3411: 4.162400906948752e-06
Position 22543: 3.3082221328449443e-06
Position 10388: 3.2334683331939873e-06
Position 2314: 3.1914071018152034e-06
Position 1946: 2.5136405599972087e-06
Position 24310: 2.3625621642414044e-06
Position 1975: 2.3169773893472924e-06
Position 2677: 2.314872718402924e-06
Position 459: 2.2774314712431166e-06
Position 22600: 1.939148208377746e-06
Position 22313: 1.898517328508838e-06
Position 10311: 1.454074242720132e-06
Position 333: 1.4105618970899238e-06
Position 737: 1.3449606783614147e-06
Position 2223: 1.2837924501630047e-06
Position 22573: 1.2533368281434384e-06
Position 2007: 1.1816920508336498e-06
Position 1376: 1.0800912282396046e-06
Position 2331: 9.444620566087673e-07
Position 22429: 9.186287942504327e-07
Position 2186: 8.654010587755326e-07
Position 1371: 7.729731935797505e-07
Position 3140: 7.436544761034864e-07
Position 3147: 6.680998846369701e-07
Position 3069: 5.593440875062238e-07
Position 1747: 5.457542204542777e-07
Position 1828: 5.353244232911516e-07
Position 546: 5.019589930040476e-07
Position 974: 4.997002966883759e-07
Position 1769: 4.676121027565296e-07
Position 1160: 3.0750485731461166e-07
Position 1075: 2.451523662287875e-07
Position 22971: 2.3010861275047512e-07
Position 22476: 2.1979750148129967e-07
Position 15258: 1.692834608522872e-07
Position 22289: 1.6152842695253003e-07
Position 348: 1.5481057076689783e-07
Position 23273: 1.381926478087591e-07
Position 180: 8.858118261659613e-08
Position 755: 8.312457565440723e-08
Position 800: 8.022888510023289e-08
Position 177: 5.5103244477070653e-08
Position 188: 3.8842926077457525e-08
Position 3224: 2.715974363932785e-08
Position 354: 2.3218054611658704e-08
Position 2448: 2.1549039136001717e-08
Position 651: 2.1542755522960628e-08
Position 1776: 1.6008080766080724e-08
Position 1458: 1.4269873460207639e-08
Position 971: 1.2973478597700213e-08
Position 1722: 1.2919855142829047e-08
Position 1686: 1.1237839102306313e-08
Position 653: 9.947159929813594e-09
Position 1254: 9.716050464351297e-09
Position 826: 6.102863582475045e-09
Position 777: 2.9971383208648134e-09
Position 23044: 2.2955914486925165e-09
Position 165: 2.131719693466508e-09
Position 23277: 1.725028886971338e-09
Position 860: 9.335178911982365e-10
Position 182: 7.461296116674204e-10
Position 796: 4.314591483965961e-10
Position 791: 3.314449328695883e-10
Position 1016: 2.4853295813283547e-10
Position 984: 1.849288917484548e-10
Position 1008: 1.7585322593666454e-10
Position 1028: 1.388134090708659e-10
Position 1001: 9.007322081752048e-11
Position 1071: 8.04740332906481e-11
Position 994: 5.445222257432217e-11
Position 1036: 5.377908133867324e-11
Position 372: 3.035502354762537e-11
Position 384: 2.0270518837615493e-11
Position 787: 1.3240941320601906e-11
Position 793: 1.0601735854374367e-11
Position 359: 2.4212912710533694e-12
