Gene = PUSL1
Position 2349: 7.887031186272798e-05
Position 1668: 7.519437831293922e-05
Position 1717: 6.517420056992006e-05
Position 2421: 6.382479070049129e-05
Position 1684: 6.15866315939923e-05
Position 2597: 5.882955379358768e-05
Position 2615: 5.166258102938672e-05
Position 1961: 4.773151014055205e-05
Position 727: 4.484216473086072e-05
Position 2873: 4.4105806482462625e-05
Position 267: 4.187697306467142e-05
Position 365: 3.723168288212033e-05
Position 2517: 3.354566690434772e-05
Position 2827: 3.079554470320362e-05
Position 2581: 2.9982689272053454e-05
Position 807: 2.249893045541687e-05
Position 671: 2.18160626729133e-05
Position 1276: 1.889400427368447e-05
Position 530: 1.7814325447575904e-05
Position 2869: 1.708309425097239e-05
Position 375: 1.5352537679228748e-05
Position 1838: 1.421706532393034e-05
Position 1801: 1.2759407252767914e-05
Position 2172: 1.2550597116243732e-05
Position 1729: 1.0823200367757492e-05
Position 227: 1.0079259040359332e-05
Position 1385: 8.639150639944922e-06
Position 1253: 6.888591637847352e-06
Position 820: 6.043705417781178e-06
Position 1279: 5.965436411985183e-06
Position 787: 5.741155732347319e-06
Position 1055: 5.618605635958505e-06
Position 3015: 4.9245043402870375e-06
Position 310: 4.585379182200578e-06
Position 1322: 4.01444025146299e-06
Position 1284: 2.3111731833532528e-06
Position 201: 1.4196347899989771e-06
Position 823: 1.4159566949108797e-06
Position 777: 1.3044796252230154e-06
Position 2121: 1.2121783006638634e-06
Position 298: 9.626293412065781e-07
Position 415: 9.029190672823071e-07
Position 1345: 8.263027481491158e-07
Position 1209: 6.956872922546753e-07
Position 724: 6.851093960713781e-07
Position 825: 6.452327317582916e-07
Position 1420: 5.7367491515896e-07
Position 445: 5.417988121175094e-07
Position 1073: 5.133823087830168e-07
Position 1257: 4.0468533399954066e-07
Position 1037: 3.612514607693435e-07
Position 1381: 2.8386775344197503e-07
Position 1389: 2.74188218935597e-07
Position 1281: 2.29592366071387e-07
Position 212: 1.5804765523993117e-07
Position 209: 1.473574432769569e-07
Position 405: 8.736634793170424e-08
Position 992: 7.803432567023988e-08
Position 1041: 6.767768215108508e-08
Position 438: 3.913382318405631e-08
Position 451: 3.253716959623246e-08
Position 1482: 2.1643278231211047e-08
Position 157: 6.830822794960722e-09
Position 166: 5.059615714703755e-09
Position 172: 4.371052526756682e-09
Position 711: 3.997552800791427e-09
Position 133: 2.8962031552048704e-09
Position 154: 1.5064856678143349e-09
Position 98: 3.270850105469497e-10
Position 1062: 1.8388172282679795e-10
Position 81: 8.62171851346704e-11
