Gene = CLDND1
Position 667: 9.748966880086589e-05
Position 1339: 8.561050424951717e-05
Position 662: 7.769763858808337e-05
Position 3638: 6.714112467164226e-05
Position 7310: 5.5350352409224744e-05
Position 228: 4.743582221497317e-05
Position 3198: 4.702697568240318e-05
Position 2741: 4.685131073986167e-05
Position 1239: 4.496159947053768e-05
Position 144: 4.447112763665777e-05
Position 351: 4.0888092141468635e-05
Position 3562: 3.975681499897002e-05
Position 1990: 3.6742012187992736e-05
Position 3097: 3.4742449769776585e-05
Position 1297: 3.3771547687958475e-05
Position 6732: 3.308639818707149e-05
Position 239: 3.287287017753739e-05
Position 948: 2.7720452583712625e-05
Position 85: 2.3441487800587817e-05
Position 1303: 1.660848967911944e-05
Position 484: 1.3418431238029416e-05
Position 895: 1.2596940492745636e-05
Position 283: 1.2251080968242336e-05
Position 1520: 1.1536165633512401e-05
Position 118: 1.1050426860069461e-05
Position 1293: 9.342490588954902e-06
Position 456: 9.06607146061478e-06
Position 61: 6.491102849968842e-06
Position 700: 6.302558839067713e-06
Position 152: 5.604898403961464e-06
Position 1090: 4.706739605609259e-06
Position 2784: 3.967681239385502e-06
Position 685: 3.2816351794977728e-06
Position 246: 1.4532960055194746e-06
Position 921: 1.3852429058029696e-06
Position 642: 1.3563407494281514e-06
Position 1484: 1.1528979400258052e-06
Position 1428: 9.688186305574353e-07
Position 903: 8.659906301070428e-07
Position 1860: 7.563921889264754e-07
Position 1858: 6.551248397660913e-07
Position 679: 3.724864320009202e-07
Position 788: 3.71690367108182e-07
Position 687: 3.4262769503490257e-07
Position 233: 3.3604737999872e-07
Position 886: 2.355712006817034e-07
Position 931: 2.2798443574198882e-07
Position 318: 1.8492788360844192e-07
Position 703: 1.7571076981184343e-07
Position 1010: 7.920776533815751e-08
Position 796: 4.6481055174790905e-08
Position 569: 4.523892952934637e-08
Position 214: 4.1435909677149136e-08
Position 149: 1.8428363463899452e-08
Position 731: 9.105411306104321e-09
Position 5: 1.5844931059159977e-09
Position 477: 1.4076246634554051e-11
Position 578: 4.32769150633777e-13
Position 1257: 3.860770918483538e-13
Position 1179: 3.051066721641593e-13
Position 601: 2.1969299062843856e-13
Position 669: 1.65732000418949e-19
Position 634: 1.6107979755259295e-19

Sorted 3' Splice Sites (High to Low Probability):
Position 5895: 0.4996269635601774
Position 6300: 0.4627883498498166
Position 4047: 0.4133494526199922
Position 5853: 0.40991837960319755
Position 7210: 0.2388258588448805
Position 6815: 0.11347849876916119
Position 6163: 0.0948121434472891
Position 3789: 0.08257906567394421
Position 7169: 0.08060669687856659
Position 1120: 0.07594205005647661
Position 403: 0.06839834163044137
Position 4319: 0.06419094349179741
Position 1600: 0.051500759372282066
Position 4028: 0.04157437960952936
Position 5682: 0.034365549446611965
Position 2355: 0.027370461426826653
Position 3420: 0.025329167730237856
Position 1324: 0.024849187783684692
Position 431: 0.02355343822796435
Position 6606: 0.023113852680888423
Position 7129: 0.02274021367732296
Position 3976: 0.019838909157992884
Position 1665: 0.018360286646784723
Position 3864: 0.01642739772144043
Position 4049: 0.012623036847264752
Position 6040: 0.01248446377690915
Position 5575: 0.011607009368832107
Position 5870: 0.01121099788109783
Position 7400: 0.009757925340330757
Position 5890: 0.009695305795288003
Position 2883: 0.008578959704078633
Position 4322: 0.008100840566287596
Position 4506: 0.007849589192736707
Position 1691: 0.007821453136148652
Position 4359: 0.006564140128837021
Position 6576: 0.006155148489669782
Position 5718: 0.00590643094454379
Position 324: 0.005607188341508637
Position 1640: 0.005253820646062226
Position 1203: 0.005128056251569763
Position 1339: 0.005043771859736422
Position 7215: 0.004883435199106211
Position 6127: 0.004740910811764327
Position 5991: 0.004636838780065865
Position 2024: 0.004285909379832863
Position 4242: 0.0038334893147292004
Position 1222: 0.003698697957444973
Position 4692: 0.0036879986784055015
Position 7073: 0.003682469768054057
Position 4097: 0.003677665618639339
Position 437: 0.003358199277097404
Position 4286: 0.003303646463415818
Position 6222: 0.002577170248179817
Position 6104: 0.0024152174044734516
Position 4366: 0.0023388701620373673
Position 6761: 0.0022426178228407514
Position 1785: 0.002145988290993212
Position 7251: 0.0020435228082347242
Position 5517: 0.0020149409242848533
Position 2209: 0.0018474447240290647
Position 1346: 0.0017699896677954537
Position 3113: 0.001642957773437812
Position 7470: 0.0016051372023524976
Position 1841: 0.0016006627439172634
Position 4153: 0.0014348947467878505
Position 2313: 0.001310121550532841
Position 1706: 0.0013054510442307946
Position 4667: 0.0013005885912829235
Position 339: 0.0012980612200341884
Position 1605: 0.0012927355902649248
Position 1123: 0.0008713713679151187
Position 1382: 0.0008562281968158336
Position 6229: 0.00085588395590137
Position 7081: 0.0007958205038056573
Position 2260: 0.0007887584493121532
Position 3246: 0.0006393936841812002
Position 1042: 0.000609671300050133
Position 6854: 0.0004513771365342305
Position 1796: 0.0004392177605041784
Position 6184: 0.0004345436940923612
Position 5126: 0.00041306873783237164
Position 6916: 0.00040868430044786015
Position 384: 0.00040732940468411673
Position 6976: 0.0003858398258126666
Position 6706: 0.0003391747342388287
Position 1728: 0.0003246463446192856
Position 625: 0.00030494539105946567
Position 3390: 0.00030248874426316277
Position 453: 0.00030154638765440297
Position 2215: 0.0002713777981494703
Position 4180: 0.0002202337461181972
Position 3919: 0.00019585278304352983
Position 6903: 0.0001950961166943564
Position 1137: 0.00019064215105474104
Position 4592: 0.00017471977373089692
Position 1958: 0.0001607657732201987
Position 3763: 0.00014842695119768703
Position 1764: 0.00012779071702335
Position 3426: 0.00012308478077075589
Position 6349: 0.00010126974341425989
Position 666: 9.301218887764526e-05
Position 1602: 9.184109585781847e-05
Position 7022: 8.878876085913911e-05
Position 5242: 8.683741656004481e-05
Position 3096: 7.802781405661696e-05
Position 2623: 7.289185414728379e-05
Position 3009: 7.105038660599657e-05
Position 6612: 7.071676544721645e-05
Position 3044: 6.942068889654316e-05
Position 1733: 6.85372448050675e-05
Position 3280: 5.565913797006944e-05
Position 2893: 5.480998696963373e-05
Position 440: 4.5162591753540834e-05
Position 2357: 4.2975805266368744e-05
Position 601: 3.6860973839805186e-05
Position 1893: 3.488327777211523e-05
Position 2653: 3.3786761861263216e-05
Position 6819: 3.349577562603572e-05
Position 2543: 3.097279328438432e-05
Position 5544: 2.6920506269739062e-05
Position 703: 1.9111795845913558e-05
Position 2529: 1.4566197804926504e-05
Position 263: 1.1825459746974605e-05
Position 1617: 1.0743526163045512e-05
Position 225: 1.063524554455686e-05
Position 2506: 8.839225268662261e-06
Position 1239: 8.552650434024502e-06
Position 1139: 6.944766929421759e-06
Position 1792: 6.86352082166239e-06
Position 634: 6.1789142189303225e-06
Position 715: 4.1145212587650545e-06
Position 484: 3.043860519666632e-06
Position 331: 3.0409110639644067e-06
Position 1498: 2.778153937382277e-06
Position 2135: 1.646882905379936e-06
Position 1440: 1.4415230797381802e-06
Position 1749: 1.3974747816767207e-06
Position 731: 1.3782981618655643e-06
Position 1994: 1.229756568219515e-06
Position 307: 9.717503186576636e-07
Position 501: 8.356875329214311e-07
Position 1997: 8.345118664899574e-07
Position 980: 5.881421890739252e-07
Position 2650: 5.310772444708235e-07
Position 3882: 4.861964428828152e-07
Position 867: 3.7103362178796443e-07
Position 265: 2.9729730046928706e-07
Position 2373: 2.638215768385111e-07
Position 569: 2.0576621746618384e-07
Position 823: 1.8554236907529524e-07
Position 183: 1.7409745705630733e-07
Position 1518: 1.5579267572668358e-07
Position 186: 1.2141800939668577e-07
Position 820: 7.168086370784373e-08
Position 766: 6.071116177874107e-08
Position 162: 4.8745975191861897e-08
Position 786: 2.8567998588428714e-08
Position 803: 1.376620152461798e-08
Position 894: 1.2666599797162908e-08
Position 1153: 1.1342226061312967e-08
Position 860: 9.761631337631516e-09
Position 834: 9.219100069618242e-09
Position 900: 4.4707593682219156e-09
Position 164: 4.084514741093901e-09
Position 519: 2.2514985794474407e-09
Position 2427: 3.183969366076509e-11
Position 199: 2.462025122159103e-12
Position 180: 6.661130124091809e-13
Position 203: 5.024759530402372e-13
Position 142: 1.2909724405010288e-13
Position 171: 9.640300364941383e-14
Position 158: 6.805783222083873e-15
Position 109: 9.45576721294216e-17
Position 511: 5.4089830975647866e-17
Position 137: 3.3062494924624176e-17
Position 127: 1.3374443040456984e-17
Position 139: 5.8248104523465924e-18
Position 124: 2.0297783436520182e-19
Position 114: 7.520966953464497e-20
