Gene = ALAD
Position 13159: 0.0018671252485924713
Position 2867: 0.0016799577297343512
Position 2176: 0.0016617411720010796
Position 12083: 0.0016361158234295332
Position 13446: 0.0016337932756295404
Position 12419: 0.001594925702778548
Position 3929: 0.001576445626057042
Position 12944: 0.0015528957853619648
Position 198: 0.0015219003108684793
Position 1478: 0.0013420171079604648
Position 10355: 0.001315378191355957
Position 9656: 0.0012475582373385073
Position 14402: 0.0012109398266344558
Position 9014: 0.001195204968154132
Position 12396: 0.0011742750711166007
Position 2419: 0.001170071900366621
Position 2476: 0.0011428621370966768
Position 12514: 0.0011417210370403598
Position 2254: 0.0010545771370055763
Position 7661: 0.0010450966012292365
Position 12536: 0.0009629429874921195
Position 5022: 0.0009364963144638067
Position 10124: 0.0009161956274508474
Position 1457: 0.0008859359853705339
Position 9796: 0.0008663689849779995
Position 7562: 0.0008490105738496548
Position 12566: 0.000788726095448438
Position 2677: 0.000766369761829337
Position 4081: 0.0007175676392312384
Position 538: 0.0007015789418535971
Position 9530: 0.0006919730239756395
Position 1798: 0.0006843000560517204
Position 13744: 0.000644083688494807
Position 8625: 0.0005999107894424593
Position 8106: 0.000582981874823485
Position 10241: 0.0005803682397868409
Position 2091: 0.0005788940832039866
Position 8551: 0.0005635975915610251
Position 703: 0.0005151131638157727
Position 8944: 0.00047844016452860857
Position 4070: 0.000477926695864701
Position 12498: 0.00042410827681113806
Position 12543: 0.0004113144942045123
Position 14018: 0.0004017882879181467
Position 2880: 0.00039848622918631205
Position 13015: 0.0003790952073611365
Position 3851: 0.00037141956512903016
Position 12540: 0.0003646088105145852
Position 9185: 0.000352410770734437
Position 513: 0.00034433272368311445
Position 4947: 0.0003318793143483348
Position 11827: 0.00032847088760577634
Position 9421: 0.00029542738944387257
Position 2852: 0.0002917861947440486
Position 9363: 0.0002887344730030377
Position 1510: 0.0002885868840193587
Position 14757: 0.0002755618486609773
Position 13443: 0.0002677519336988332
Position 11256: 0.0002628402037667486
Position 11467: 0.0002481164241944406
Position 12500: 0.00023268171117048534
Position 1334: 0.00022753054734862938
Position 9863: 0.0002229213237146284
Position 13121: 0.0002193759135751933
Position 9593: 0.00021144480433551787
Position 9445: 0.00021094356310226485
Position 2558: 0.00020444493761925738
Position 11396: 0.0002004580363896617
Position 4111: 0.00019610575760582152
Position 8643: 0.00019605287774372522
Position 2323: 0.00018954086590097547
Position 8849: 0.00018615446175332105
Position 10418: 0.00018320902540091118
Position 306: 0.00017969715381084783
Position 11000: 0.0001786885346651674
Position 10558: 0.00017466880275215335
Position 11850: 0.00017328654593751184
Position 7559: 0.00016558626690977825
Position 13986: 0.00016555234855212509
Position 9018: 0.00015690593436439119
Position 10691: 0.00015085779766690406
Position 11695: 0.000145190015163141
Position 11568: 0.00013690303599538033
Position 9631: 0.00013502808168407393
Position 13613: 0.00013296485914704995
Position 12351: 0.0001318465728791241
Position 13088: 0.00013174236595059365
Position 8949: 0.0001312242397590015
Position 12494: 0.00012195766281609846
Position 11403: 0.00012110779032808349
Position 10623: 0.00010783999326510418
Position 10666: 0.0001041340439613805
Position 10615: 0.00010158008439253955
Position 13879: 9.810339334213243e-05
Position 10468: 9.720164631252682e-05
Position 12686: 9.263296580541571e-05
Position 8057: 9.012912543036895e-05
Position 756: 8.087334932960175e-05
Position 955: 8.014035249586168e-05
Position 12703: 7.772676207599811e-05
Position 12268: 7.473428387197217e-05
Position 12316: 7.067527617904296e-05
Position 12442: 6.646637573751347e-05
Position 728: 6.248552016780173e-05
Position 11967: 6.019145270468089e-05
Position 9463: 4.923325961660604e-05
Position 376: 4.905485796540252e-05
Position 11991: 4.8713630374212315e-05
Position 11478: 4.6318365712923154e-05
Position 10810: 4.5476792858628445e-05
Position 1879: 4.403406031530482e-05
Position 11296: 4.2972980375870927e-05
Position 2043: 4.290648678591077e-05
Position 12440: 4.185452703851716e-05
Position 8043: 4.092189174566451e-05
Position 11223: 3.9761526941743116e-05
Position 915: 3.810801107200782e-05
Position 12356: 3.699772139647633e-05
Position 14035: 3.570425514085168e-05
Position 11524: 3.379749435480152e-05
Position 2148: 3.195939082957362e-05
Position 12295: 3.169495729481568e-05
Position 260: 3.1505456726304004e-05
Position 7991: 3.0795344721564274e-05
Position 11304: 2.7532868526434186e-05
Position 11227: 2.719193839990126e-05
Position 11180: 2.6641304496955002e-05
Position 12069: 2.49741275048577e-05
Position 7971: 2.495089982123322e-05
Position 11374: 2.1814462184329316e-05
Position 10677: 2.0321026014610968e-05
Position 12266: 1.9865124381903716e-05
Position 1017: 1.9157843574522935e-05
Position 2955: 1.4311811187983985e-05
Position 11830: 1.3389614923447286e-05
Position 10927: 1.3047684467561763e-05
Position 11164: 1.286606143466194e-05
Position 11039: 1.2681585358756444e-05
Position 1893: 1.2397072598022317e-05
Position 1780: 1.2395788053843877e-05
Position 1875: 1.2375755517904707e-05
Position 10694: 1.232300316850359e-05
Position 958: 1.2310165168435553e-05
Position 11008: 1.1258798625190818e-05
Position 200: 1.083924826221456e-05
Position 11268: 1.0334687427442015e-05
Position 11620: 1.0085762033081348e-05
Position 11379: 9.903415426295167e-06
Position 12175: 9.313805276876352e-06
Position 677: 9.177204127027998e-06
Position 2434: 9.096361044232413e-06
Position 674: 8.952367613247372e-06
Position 3160: 8.636309519388393e-06
Position 1997: 8.554634844362243e-06
Position 12290: 7.527835183951414e-06
Position 1922: 7.012459320568647e-06
Position 11777: 6.8663745089061765e-06
Position 10736: 6.675808884572858e-06
Position 11889: 5.660197095337921e-06
Position 172: 5.650668789123338e-06
Position 10820: 5.185039292965935e-06
Position 391: 4.805316577569102e-06
Position 3094: 4.704048647581601e-06
Position 2382: 4.583701740310521e-06
Position 11316: 4.546194943867278e-06
Position 1168: 4.17684936475555e-06
Position 1038: 3.5894169682171437e-06
Position 2943: 3.327376183591166e-06
Position 10854: 2.9562827548076695e-06
Position 11148: 2.444062575447078e-06
Position 986: 2.299814910852861e-06
Position 11407: 2.236855387572809e-06
Position 11274: 2.236450253581423e-06
Position 770: 2.0230884464412614e-06
Position 12923: 1.8895022175816581e-06
Position 11312: 1.5971461933518095e-06
Position 1675: 1.3961831489213897e-06
Position 11201: 1.3207208035757409e-06
Position 11669: 1.297505675023691e-06
Position 12121: 1.1729375814864778e-06
Position 11952: 1.0367537918592806e-06
Position 11766: 9.125162961693569e-07
Position 1516: 8.473791635591207e-07
Position 11565: 7.977022647489164e-07
Position 11578: 7.712591806721667e-07
Position 1645: 7.661826910989564e-07
Position 11714: 7.509858673048979e-07
Position 12089: 7.297239508120674e-07
Position 2012: 7.199424680133043e-07
Position 1665: 6.979910450185091e-07
Position 1345: 6.666214847635571e-07
Position 11659: 6.579403759754369e-07
Position 11708: 6.062881657244596e-07
Position 3873: 5.765276545583861e-07
Position 12059: 5.664533900096175e-07
Position 2285: 5.636547232926736e-07
Position 11045: 5.005441329944167e-07
Position 922: 4.848034159364726e-07
Position 856: 4.555228902673637e-07
Position 270: 4.460635445350338e-07
Position 11729: 4.37378182197896e-07
Position 877: 4.3192028086584235e-07
Position 12656: 4.2881413499159865e-07
Position 12631: 3.913821109827434e-07
Position 1093: 3.5648353266279706e-07
Position 10780: 3.5435964510944384e-07
Position 9376: 3.4257818783487324e-07
Position 1786: 3.310602809216627e-07
Position 997: 3.255059154070266e-07
Position 10812: 3.190236413108484e-07
Position 1418: 2.9534820061892035e-07
Position 12816: 2.924568238701976e-07
Position 1701: 2.0563433859696117e-07
Position 887: 1.7080082120526801e-07
Position 595: 1.6938643129448176e-07
Position 10887: 1.5397046637360484e-07
Position 11094: 1.3986996777161367e-07
Position 836: 1.360326558259156e-07
Position 10896: 1.3462559710012257e-07
Position 10740: 1.227047713813651e-07
Position 12146: 8.894887970065526e-08
Position 12136: 8.822629581242781e-08
Position 825: 7.749851593417087e-08
Position 12113: 7.725808722014083e-08
Position 113: 7.002510896278176e-08
Position 708: 6.447378758469912e-08
Position 679: 5.3675584838058696e-08
Position 2259: 4.6358376121330897e-08
Position 1216: 4.613559713939645e-08
Position 612: 4.124600932524366e-08
Position 1151: 3.662085497679511e-08
Position 519: 3.4971116503060484e-08
Position 11883: 2.455134183955944e-08
Position 1233: 1.771423362193852e-08
Position 12353: 1.722898319045399e-08
Position 12331: 6.30196774229144e-09
Position 12099: 5.747233340416766e-09
Position 96: 4.956031384311059e-09
Position 11979: 4.853808612501225e-09
Position 11895: 4.847179119772138e-09
Position 399: 3.1077205000916465e-09
Position 11746: 2.8163868510391207e-09
Position 150: 1.619569512219692e-09
Position 178: 1.294319295142095e-09
Position 11062: 1.0941405413616256e-09
Position 427: 4.975305391212042e-10
Position 121: 3.7525563559371126e-10
Position 462: 3.5114038899471367e-10
Position 564: 3.182328632567962e-10
Position 11066: 1.5888322840661738e-10
Position 106: 1.1103698921430147e-10
Position 723: 9.082720223678943e-11
Position 624: 6.600962963183038e-11
Position 146: 6.348852616053201e-11
Position 636: 6.088171273452257e-11
Position 161: 2.761522634877166e-11
Position 117: 2.3333033528189703e-11
Position 93: 1.0681753475890034e-11
Position 447: 7.39495427021387e-12
Position 962: 2.9030347350041415e-12
Position 1045: 2.084103543185183e-12
Position 126: 1.5726359466724949e-12
Position 81: 5.2527782783522374e-14
Position 90: 3.1563752603241385e-14
Position 10961: 1.4266740179576147e-14
Position 431: 1.0493785788114083e-14
Position 77: 4.2776223088284635e-16
