Gene = CRCT1
Position 139: 3.3244327604594616e-10
Position 769: 8.945980896825817e-11
Position 718: 7.624518881884551e-11
Position 812: 1.7554849650547884e-11
Position 443: 8.332920574623892e-18
Position 607: 4.278309571872545e-18

Sorted 3' Splice Sites (High to Low Probability):
Position 755: 0.6686543505626567
Position 1012: 0.2625467375940267
Position 859: 0.11209658065005235
Position 1075: 0.03581003331278416
Position 896: 0.018248104525167612
Position 1078: 0.01145674409611987
Position 1331: 0.011206936165876721
Position 1312: 0.008283701534925893
Position 760: 0.007893620985329038
Position 1475: 0.0068789853695828814
Position 843: 0.005603933272170693
Position 1126: 0.005499308615940693
Position 175: 0.004609656156908941
Position 1435: 0.004169818929637186
Position 1048: 0.003935865253389171
Position 915: 0.0039331352728132546
Position 556: 0.003033740504840334
Position 408: 0.002653175760204447
Position 938: 0.0024208586634340795
Position 1032: 0.002279941690321921
Position 289: 0.001397730166661167
Position 792: 0.001194925688209225
Position 466: 0.0011118793824953332
Position 1161: 0.0010051983396449395
Position 618: 0.0009005868068605639
Position 159: 0.0007170949846268058
Position 1432: 0.0006121024424238538
Position 801: 0.0006098823585142183
Position 778: 0.0005688573943416097
Position 1199: 0.0005444714351274356
Position 926: 0.0004788654869626623
Position 118: 0.0004124373987344349
Position 825: 0.0003515495005186369
Position 1091: 0.0003414583591334645
Position 518: 0.0002905625933081775
Position 473: 0.0002820035758538739
Position 1057: 0.0002330512229642583
Position 622: 0.00022227019927794777
Position 1290: 0.00020042685982865884
Position 497: 0.00018869066723384178
Position 819: 0.0001809354920690279
Position 132: 0.00017656745712882883
Position 192: 0.00015945816795378555
Position 1489: 0.00013991954836940033
Position 1210: 0.00012872199393943454
Position 280: 0.00010432616986465621
Position 483: 0.00010207799644622798
Position 353: 9.794097144605386e-05
Position 247: 9.550695319200294e-05
Position 361: 9.516500328773482e-05
Position 238: 9.427111219439465e-05
Position 797: 9.161806267224211e-05
Position 125: 8.848963586427741e-05
Position 570: 8.803606816305138e-05
Position 355: 7.546103965191729e-05
Position 1130: 6.0935299328002894e-05
Position 1382: 5.221132799780193e-05
Position 596: 4.760937528029448e-05
Position 414: 4.506384633607286e-05
Position 1384: 4.340334769651605e-05
Position 379: 3.803921963479604e-05
Position 261: 3.772036696158599e-05
Position 525: 3.7423096224898184e-05
Position 1156: 2.9698038840020846e-05
Position 417: 2.796616182527555e-05
Position 1504: 2.3345486850001707e-05
Position 672: 2.2163486103864468e-05
Position 212: 2.0396551471730646e-05
Position 1182: 1.978900868725363e-05
Position 898: 1.951104533055101e-05
Position 871: 1.8705010839019367e-05
Position 221: 1.760417066842154e-05
Position 1099: 1.72165275777775e-05
Position 1229: 1.5900613085492303e-05
Position 607: 1.4530331565922343e-05
Position 1184: 1.4454978258651576e-05
Position 203: 1.4034779450286478e-05
Position 1212: 1.1471548758329622e-05
Position 1132: 1.0355619912577048e-05
Position 258: 8.350336823194735e-06
Position 803: 7.573631006734202e-06
Position 129: 6.6255674672669284e-06
Position 1139: 5.45420510111736e-06
Position 179: 4.728732571520155e-06
Position 273: 4.366322567523646e-06
Position 1276: 4.008511134462605e-06
Position 136: 3.499687503099427e-06
Position 145: 2.5861834649419325e-06
Position 103: 2.3568312214906363e-06
Position 874: 2.3022157179250844e-06
Position 477: 2.2168730197384712e-06
Position 561: 2.1315496581992677e-06
Position 604: 1.5732608886963986e-06
Position 624: 1.481705194914151e-06
Position 489: 1.4028701327215012e-06
Position 251: 1.351728097067779e-06
Position 1443: 1.1707020274547348e-06
Position 224: 9.845045380975087e-07
Position 263: 7.497132160051821e-07
Position 370: 5.115228600043771e-07
Position 366: 6.182330526107034e-08
Position 111: 4.5729427464653693e-08
Position 96: 1.561309487119242e-08
Position 108: 1.9682328968196748e-11
Position 91: 7.108639608810427e-13
Position 80: 3.0755851400618803e-14
Position 78: 1.44282048101215e-16
