Gene = GPN2
Position 172: 2.2841014136377538e-05
Position 832: 1.915012051652435e-05
Position 458: 1.8223263753049154e-05
Position 737: 1.752466416691363e-05
Position 616: 1.5555472515685697e-05
Position 57: 1.4873836736942396e-05
Position 711: 1.1875393938810006e-05
Position 1038: 1.1592779491057972e-05
Position 324: 1.1023963503163898e-05
Position 1041: 1.0060662681015599e-05
Position 722: 8.29620789279403e-06
Position 1665: 6.3139875094344275e-06
Position 826: 4.596752595031915e-06
Position 1813: 3.2530573096482956e-06
Position 1426: 2.2158572355457914e-06
Position 6: 9.180501947408244e-07
Position 1265: 5.586517854125969e-07
Position 367: 3.836135454006745e-07
Position 66: 3.364127208212488e-07
Position 15: 2.0534333687529837e-07
Position 3201: 2.4549951279707242e-08
Position 293: 3.667966979593817e-09
Position 372: 3.326292002415304e-09
Position 318: 1.898974260760388e-09
Position 34: 1.0152418070059392e-09
Position 159: 2.867741010916802e-10
Position 817: 5.845808033229006e-11
Position 487: 1.6254127077013836e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 6006: 0.6940353324469636
Position 1171: 0.45465539261012916
Position 4163: 0.40326396648160007
Position 1141: 0.2766710543249082
Position 12795: 0.13064341292943113
Position 537: 0.12600311428182392
Position 13562: 0.11833715651696633
Position 1880: 0.09724198456385905
Position 8082: 0.0752812875307775
Position 10547: 0.06973960970163562
Position 5981: 0.05036633241233519
Position 1492: 0.045236233666479754
Position 12172: 0.03814965465791857
Position 12957: 0.03580402892635779
Position 6538: 0.03378601257031248
Position 1689: 0.02503619334559206
Position 11187: 0.02487552189901305
Position 4114: 0.024154859194554585
Position 6068: 0.022981657731268954
Position 1211: 0.0203261462098055
Position 1710: 0.018498879854255253
Position 1232: 0.015569211540225024
Position 3310: 0.014929160773221284
Position 1504: 0.014928254564417329
Position 9090: 0.013837310547914247
Position 7964: 0.013507866478027944
Position 11435: 0.013318061337347278
Position 11378: 0.011915094143091269
Position 695: 0.011104130811784992
Position 9692: 0.011044653041061022
Position 4255: 0.01053019787027934
Position 6260: 0.010070659482301013
Position 5881: 0.009865900973060254
Position 4187: 0.00848778343091311
Position 1100: 0.008157271142961497
Position 12292: 0.007642336218687538
Position 13348: 0.007262638876448872
Position 6150: 0.007104377448980234
Position 9669: 0.007009572535564244
Position 1713: 0.00698167613886457
Position 6515: 0.0063207064072018
Position 7935: 0.006106097457931475
Position 3771: 0.005769844319033137
Position 9263: 0.005724856775712972
Position 11120: 0.00541845040786621
Position 5021: 0.005330993569957081
Position 1980: 0.004908296145568311
Position 5576: 0.004536033136012169
Position 13538: 0.004377779862435411
Position 6728: 0.0042792227187989085
Position 9720: 0.0041920379406594765
Position 8900: 0.003591777224886592
Position 1957: 0.003406436876319264
Position 261: 0.0033280169113823815
Position 3168: 0.0032325500790288163
Position 10526: 0.0029495436727214647
Position 5561: 0.00284042383927988
Position 3017: 0.0025453778832204956
Position 12662: 0.0018762272180350456
Position 5479: 0.0018132201626268178
Position 542: 0.0017833412499030366
Position 5844: 0.0016843708627440682
Position 1297: 0.0016826775858618088
Position 236: 0.0016780321865802995
Position 8983: 0.0016685810208470848
Position 8795: 0.0016635491270250605
Position 4324: 0.0016632520810913975
Position 8014: 0.001483878148729154
Position 3847: 0.001458106415682055
Position 6284: 0.0013457350163648297
Position 8590: 0.0013373867748068735
Position 3820: 0.0013334395556347568
Position 4033: 0.0011874344109425753
Position 807: 0.0010455517268656758
Position 3892: 0.0010311012631396806
Position 6854: 0.0010190536018578882
Position 207: 0.0009340033881545659
Position 3306: 0.0009148522134795725
Position 1665: 0.000910683252056738
Position 8951: 0.0008032243219538969
Position 7131: 0.0007353831181683144
Position 3482: 0.0007001914200170429
Position 9291: 0.0006993965398674417
Position 8414: 0.0006259496323260595
Position 3644: 0.0006096718441415526
Position 5607: 0.0006040947046724849
Position 6358: 0.0005682564359822513
Position 5482: 0.0005613348190481813
Position 5601: 0.0005608740444633472
Position 7989: 0.0005426109833622869
Position 172: 0.0005212241858882891
Position 6422: 0.000503748816607228
Position 494: 0.0005034488984045968
Position 8245: 0.0004837659056075208
Position 10031: 0.0004745453951922292
Position 5343: 0.0004478576509815268
Position 1222: 0.0004201370186128765
Position 3718: 0.0004167763599166131
Position 3045: 0.00041037531279600653
Position 1842: 0.00039144121268434715
Position 783: 0.00038877884437629187
Position 458: 0.000376029170136962
Position 3647: 0.0003685053185825149
Position 1612: 0.0003537436118280533
Position 1116: 0.00031980824005638063
Position 3191: 0.00030550123345051675
Position 6872: 0.0003046772434030471
Position 468: 0.0002879872135539209
Position 4787: 0.00028567619861316325
Position 4769: 0.0002830414626789558
Position 2171: 0.00027759275387536026
Position 832: 0.00023514162501480086
Position 350: 0.00023238003885963087
Position 4355: 0.00018661937701433504
Position 577: 0.00018222551954708046
Position 4122: 0.00016896416095581854
Position 3082: 0.00016886461627313196
Position 5066: 0.00016623285280022805
Position 1028: 0.000164211108916215
Position 835: 0.0001522059779558477
Position 599: 0.0001494684294416465
Position 1549: 0.0001437181685275613
Position 3332: 0.00014141932898448293
Position 730: 0.000140372751049077
Position 6913: 0.00012469411886269498
Position 6819: 0.0001186039930379286
Position 2130: 0.00011574000905734331
Position 3861: 9.332604946215217e-05
Position 1777: 9.173905711902033e-05
Position 4056: 8.145053640489364e-05
Position 856: 6.733108156913095e-05
Position 1347: 5.9720362955897295e-05
Position 1813: 4.89751703892953e-05
Position 1983: 4.774649788913468e-05
Position 1437: 4.550443455253028e-05
Position 1588: 4.5417272225884144e-05
Position 1558: 4.4948102851029055e-05
Position 3732: 4.279380252812097e-05
Position 1440: 3.9158645055437654e-05
Position 787: 3.4428266075271004e-05
Position 1538: 3.134417471257539e-05
Position 289: 2.8352211316938776e-05
Position 1669: 2.730862792336301e-05
Position 6036: 1.764574587075575e-05
Position 293: 1.544064488498295e-05
Position 6012: 1.4574172368502406e-05
Position 548: 1.328981026032249e-05
Position 622: 1.0998032302771828e-05
Position 915: 8.956871324174174e-06
Position 3955: 7.875972005433551e-06
Position 3920: 7.547635682751787e-06
Position 971: 7.4106670922859775e-06
Position 266: 7.376778199966829e-06
Position 610: 6.828912902808427e-06
Position 864: 6.6328209045007784e-06
Position 1569: 6.580329822827771e-06
Position 742: 5.957228789407678e-06
Position 880: 5.686894121409224e-06
Position 102: 5.539944070273192e-06
Position 977: 5.284470398953109e-06
Position 365: 5.095983094504651e-06
Position 650: 4.450719903146665e-06
Position 1446: 4.444613313139777e-06
Position 1518: 4.320325165817502e-06
Position 1400: 4.175489117556682e-06
Position 77: 3.6051080218159987e-06
Position 699: 3.2697128387617757e-06
Position 3179: 3.064539476325185e-06
Position 1025: 2.907560422291992e-06
Position 2977: 2.7993780079874534e-06
Position 130: 2.735312773161478e-06
Position 1048: 2.4447506806549387e-06
Position 1528: 2.2253964650407627e-06
Position 1513: 2.1588531312276597e-06
Position 722: 1.8473474542215462e-06
Position 1058: 1.4703294029251314e-06
Position 1809: 1.2242518859211703e-06
Position 1324: 8.46336563230482e-07
Position 1779: 8.299242996243781e-07
Position 386: 7.591726139461621e-07
Position 1583: 6.757903270439965e-07
Position 662: 4.836606636468049e-07
Position 1004: 4.1847930391412684e-07
Position 1036: 3.6389508284051876e-07
Position 995: 3.2336396755985786e-07
Position 1856: 2.604622393654923e-07
Position 890: 2.3516058771489264e-07
Position 1520: 1.1155149638818622e-07
Position 1081: 8.914230852361286e-08
Position 925: 6.3068162047457725e-09
Position 671: 5.909711035456073e-10
Position 82: 5.453933177141837e-10
Position 631: 1.0273529594035611e-10
Position 703: 3.1741279971251875e-11
Position 666: 4.224682587903162e-12
