Gene = NREP
Position 4059: 1.1399906875191969e-05
Position 901: 7.336325596588822e-06
Position 2414: 6.1632630129127475e-06
Position 210: 3.954963664717714e-06
Position 1133: 3.3349666546391382e-06
Position 6093: 2.9636274495157497e-06
Position 1113: 2.2806718177394676e-06
Position 2287: 2.1430183812988567e-06
Position 879: 1.8889608761283395e-06
Position 4253: 1.7967945768983419e-06
Position 2941: 1.7816202215198597e-06
Position 856: 1.739000075284329e-06
Position 157: 1.6456876623844694e-06
Position 3942: 1.4687905441520086e-06
Position 466: 1.380930604273203e-06
Position 1199: 1.3291029690573267e-06
Position 2473: 1.3065240303642498e-06
Position 3321: 1.2132885618461889e-06
Position 305: 1.1679404285120452e-06
Position 2161: 1.1292844831376986e-06
Position 2603: 9.737373726606852e-07
Position 1139: 8.067660836824115e-07
Position 3399: 7.246200156768709e-07
Position 2306: 7.046314950909099e-07
Position 2943: 6.706929429782846e-07
Position 721: 6.157191880178782e-07
Position 810: 6.083561088028698e-07
Position 2360: 5.58786283567602e-07
Position 2591: 4.879949961229181e-07
Position 2743: 3.2740947318677123e-07
Position 1335: 2.716965469858444e-07
Position 1115: 2.3084212083284452e-07
Position 182: 2.3025786990246797e-07
Position 796: 1.7787413631473416e-07
Position 130: 1.0280859365311122e-07
Position 892: 8.390356192255748e-08
Position 24: 6.102052295364663e-08
Position 1010: 5.3271286987286906e-08
Position 1117: 4.615830329032613e-08
Position 241: 4.223735898485708e-08
Position 2167: 2.588613312244331e-08
Position 986: 2.5405897462699658e-08
Position 1163: 2.4004037654572983e-08
Position 170: 1.832322706224155e-08
Position 976: 1.71766269838055e-08
Position 1093: 1.6214594335575484e-08
Position 5: 1.4394976592259694e-08
Position 692: 6.711706696462683e-09
Position 92: 6.49840609180575e-09
Position 644: 5.766743512077999e-09
Position 357: 5.123288174660221e-09
Position 290: 1.7384758977107894e-09
Position 486: 1.6337996228056503e-09
Position 468: 1.3497076585573472e-09
Position 800: 3.0397994451453926e-10
Position 288: 2.6372203777017567e-10
Position 659: 1.676856476419682e-10
Position 38: 6.941278396420501e-11
Position 470: 3.7916475644783795e-11
Position 478: 2.5379094938430186e-11
Position 763: 4.389737688486035e-12
Position 533: 1.3596506746178488e-17

Sorted 3' Splice Sites (High to Low Probability):
Position 22085: 0.46653191915258846
Position 13186: 0.44561027707492734
Position 5328: 0.2801630476214909
Position 19148: 0.23808965260354997
Position 19536: 0.17232998972097757
Position 5971: 0.1513318719196689
Position 9240: 0.05369010746079244
Position 9935: 0.05276132301676146
Position 13762: 0.03713757455945878
Position 20967: 0.03258970343273251
Position 4346: 0.024906521584539362
Position 6449: 0.019907399496426892
Position 15641: 0.01891143068929232
Position 12249: 0.016211884944138007
Position 1191: 0.01325294862034798
Position 13730: 0.012279108948763086
Position 548: 0.00971310772618406
Position 491: 0.009254458981238606
Position 5272: 0.008059898944174543
Position 5891: 0.006962765109147859
Position 466: 0.006462807586171194
Position 9525: 0.0059105749846764715
Position 5910: 0.005373538905458888
Position 1517: 0.005313447439513025
Position 18747: 0.004452732510903924
Position 8146: 0.004354350193864225
Position 5335: 0.004082121042832535
Position 4664: 0.004039777617255051
Position 3843: 0.0040075181782219145
Position 18091: 0.0038621835932617023
Position 2512: 0.0035840936676942085
Position 12145: 0.0032682079937752817
Position 7921: 0.0032014868254730826
Position 7277: 0.00319008633041192
Position 11150: 0.002987725143054836
Position 529: 0.0026409357109215695
Position 3867: 0.0025568914668899945
Position 2092: 0.0024427996854377264
Position 1010: 0.002379862531466887
Position 4722: 0.0023602911910739805
Position 7310: 0.0021829316294978687
Position 8833: 0.0021721518792444617
Position 5216: 0.0020774829620429035
Position 753: 0.0019863548012521237
Position 2793: 0.0018995165270357568
Position 7149: 0.001847927784174083
Position 1568: 0.001831392212566394
Position 8658: 0.001742403658355201
Position 4927: 0.001719350720272256
Position 12522: 0.001596884812757563
Position 12460: 0.0015485595104084964
Position 8029: 0.0014753111550843336
Position 12278: 0.0014328740946771847
Position 1585: 0.0012560978421328876
Position 1322: 0.00118699945759554
Position 2160: 0.001146486779128865
Position 5304: 0.0010265377861107868
Position 12951: 0.0010047666794803164
Position 1488: 0.00091257073431694
Position 1520: 0.0008186448729326384
Position 4110: 0.0008060845181060396
Position 3335: 0.0007502354856990381
Position 510: 0.0007130758235615129
Position 4967: 0.0007000650874669775
Position 6633: 0.0006565800305235293
Position 8794: 0.0006453585369284219
Position 5307: 0.0006422122801035096
Position 14209: 0.0006277653554091992
Position 7324: 0.0006021926054914943
Position 9303: 0.0005756492800971807
Position 5133: 0.0005669692325799847
Position 4131: 0.0005017080463984397
Position 6619: 0.0005000771013164259
Position 2861: 0.00047590306246967956
Position 5016: 0.00047517358042933476
Position 2459: 0.00043480064504535236
Position 3798: 0.0004224685803646294
Position 1497: 0.0004173236203630414
Position 4580: 0.0003999536959866257
Position 8047: 0.00039641315993429457
Position 9546: 0.00038117788774520055
Position 1238: 0.0003744762786105424
Position 1459: 0.0003417601355009948
Position 11599: 0.0003318719069601446
Position 7587: 0.0003308603143872207
Position 3185: 0.00031150498884969857
Position 4593: 0.0003103719704237551
Position 846: 0.000305248275540221
Position 3373: 0.0002914081294014627
Position 8153: 0.00028979301441121137
Position 2359: 0.00026620533056331787
Position 11234: 0.00025759368208694365
Position 6222: 0.00025132188696345845
Position 5073: 0.00024406394159139124
Position 2389: 0.00023314932193840214
Position 1554: 0.00021199739591944196
Position 1122: 0.00019891900594176987
Position 2536: 0.00019736816412946405
Position 10562: 0.0001902254444722653
Position 3723: 0.00018226620498824295
Position 6603: 0.00017179876505043874
Position 2897: 0.00016971062383021497
Position 3114: 0.00016934802205458235
Position 6920: 0.00016473126391219515
Position 6977: 0.00013584488452065028
Position 2558: 0.00011927547478538546
Position 6291: 0.00011576530412911051
Position 2088: 0.0001090510607844436
Position 1601: 0.00010707975513490362
Position 5275: 0.00010552324032956271
Position 4365: 0.00010398275977208777
Position 2719: 0.00010174944854859249
Position 3398: 9.90921831649775e-05
Position 399: 9.459578891025044e-05
Position 9891: 9.4428278146297e-05
Position 269: 9.288631729466585e-05
Position 8975: 8.621527539549443e-05
Position 3050: 8.400668374465433e-05
Position 5245: 8.294636596767991e-05
Position 4980: 6.946003277053477e-05
Position 6070: 6.863366808149292e-05
Position 604: 6.750981582936086e-05
Position 830: 6.576508163722289e-05
Position 6428: 6.292293243868578e-05
Position 1352: 6.008663089750031e-05
Position 1729: 5.840346708990748e-05
Position 5620: 5.72828408410365e-05
Position 5194: 5.29161614592321e-05
Position 7925: 5.2739323462419465e-05
Position 7708: 5.061853820561795e-05
Position 638: 4.960995608716401e-05
Position 4669: 4.3902737998130666e-05
Position 664: 4.174806176395962e-05
Position 1387: 3.845063470117317e-05
Position 1267: 3.7162666753898716e-05
Position 2335: 3.58930021513283e-05
Position 1087: 3.3948651958160026e-05
Position 554: 3.351538761945148e-05
Position 6951: 3.179403464620317e-05
Position 3869: 3.0356545342859546e-05
Position 3124: 2.854621166826736e-05
Position 6457: 2.734273434630154e-05
Position 3047: 2.5720900231546342e-05
Position 1792: 2.2870354113888114e-05
Position 2683: 2.110797745464563e-05
Position 2630: 2.0668150650632715e-05
Position 3275: 2.0508768518796897e-05
Position 3226: 1.893856921382706e-05
Position 3149: 1.8846086371322287e-05
Position 210: 1.761200616080504e-05
Position 2664: 1.6784240224570868e-05
Position 1290: 1.519231488915833e-05
Position 1063: 1.4966206316963375e-05
Position 1153: 1.4426559334498313e-05
Position 2305: 1.3515383885829153e-05
Position 4466: 1.237125467692931e-05
Position 327: 1.0599039987517044e-05
Position 1324: 1.0327545508440106e-05
Position 601: 9.934381635789541e-06
Position 810: 9.534552406280556e-06
Position 3641: 8.923964529362462e-06
Position 4228: 8.759613131468188e-06
Position 2264: 8.580337776886169e-06
Position 2722: 8.21236989723844e-06
Position 2750: 8.173800245786545e-06
Position 1648: 6.516400369916303e-06
Position 2591: 5.662934485237521e-06
Position 216: 5.258188837561413e-06
Position 895: 5.014327927434697e-06
Position 5806: 4.4994654437937164e-06
Position 3951: 4.483515210487727e-06
Position 788: 3.163754828299678e-06
Position 7199: 2.5605365169544835e-06
Position 288: 1.4850380541182087e-06
Position 3728: 1.3009042543804843e-06
Position 2199: 8.753941026842107e-07
Position 1501: 8.434070290601527e-07
Position 3458: 7.208440122456614e-07
Position 668: 3.782949870569317e-07
Position 1195: 3.0778076559155287e-07
Position 758: 2.8800148717939526e-07
Position 2122: 1.7660849938884445e-07
Position 644: 1.7086112483812458e-07
Position 761: 1.4131274982130208e-07
Position 692: 1.3936034211017974e-07
Position 3691: 1.266384523492987e-07
Position 408: 1.2119447185053327e-07
Position 2184: 1.0595593983078539e-07
Position 686: 7.959756060011849e-08
Position 1273: 6.595146035511954e-08
Position 1296: 6.323392335350447e-08
Position 671: 2.5588710540860294e-08
Position 1356: 2.2193858973052264e-08
Position 1292: 1.9920562031844385e-08
Position 856: 1.7337156587762606e-08
Position 921: 1.1080072726014745e-08
Position 1016: 9.437947743998393e-09
Position 1093: 6.886116719222928e-09
Position 963: 6.594934168778582e-09
Position 1651: 5.803199277559003e-09
Position 337: 5.15913161856687e-09
Position 1130: 4.25871731658443e-09
Position 1073: 2.02031178758888e-09
Position 1132: 1.9426703612752195e-09
Position 763: 1.9194474539747046e-09
Position 1359: 5.194449993088695e-10
Position 966: 3.560557809062595e-10
Position 277: 2.6892296031031276e-10
Position 863: 1.7088159625938538e-10
Position 241: 1.0992094052091733e-10
Position 234: 1.0100167231328477e-10
Position 673: 9.688463972907349e-11
Position 221: 1.4149989627560953e-11
Position 99: 1.3277587488132737e-11
Position 103: 7.403710087476965e-12
Position 274: 6.737242257996859e-12
Position 227: 2.2744084267443035e-12
Position 123: 2.1925284450973124e-13
Position 105: 4.66484906897521e-14
Position 157: 1.6876112378340886e-14
Position 108: 3.376782727185404e-15
Position 127: 2.8293478640881688e-15
Position 170: 1.917347087072477e-15
Position 125: 1.8909803326263544e-15
Position 112: 4.119042415222456e-17
Position 140: 1.5887014071432635e-17
Position 176: 8.856101806523045e-18
Position 135: 3.519419651964149e-19
Position 137: 5.8142522261389914e-21
