Gene = GTF2E1
Position 5465: 0.061854869439563254
Position 38635: 0.059848462327755966
Position 31242: 0.0410006653658881
Position 38529: 0.03850127623048581
Position 3001: 0.03845143515905764
Position 7678: 0.027264108731309637
Position 36636: 0.026557328770892563
Position 34158: 0.024002662087043956
Position 3316: 0.023441323693546894
Position 5804: 0.015450403718554962
Position 34221: 0.012891164121925812
Position 2852: 0.012054275978241569
Position 7012: 0.011840119213617087
Position 7176: 0.011497128563850866
Position 1394: 0.00984184604437338
Position 38011: 0.008735732459795859
Position 9120: 0.008608686247940837
Position 7204: 0.007202033710376957
Position 202: 0.006630308680084568
Position 2955: 0.006225918592475365
Position 5982: 0.004846233351207948
Position 6862: 0.004662303800788326
Position 34033: 0.00420180795970747
Position 2211: 0.004061423340900302
Position 28853: 0.0031422105591913147
Position 6189: 0.003117214909973651
Position 28390: 0.0028825659436165227
Position 7644: 0.0027219778108999817
Position 5173: 0.002485883026133527
Position 8044: 0.0021803813227647072
Position 7115: 0.002123329423907063
Position 4790: 0.00194936465885914
Position 4416: 0.0019287744431620397
Position 30229: 0.001847779854083622
Position 4391: 0.0018353349009722062
Position 4684: 0.0017570122870633293
Position 6470: 0.0016735082393397297
Position 366: 0.0015029841513722456
Position 3030: 0.00145068230361171
Position 2380: 0.0014386779586470497
Position 7017: 0.0013011542326600608
Position 7848: 0.0012945043677481613
Position 5699: 0.0012770204283630267
Position 5576: 0.0012311381101121127
Position 6443: 0.001222098145431906
Position 1526: 0.0011427403473314994
Position 8021: 0.0011385329851767397
Position 29370: 0.0010912617155780953
Position 30734: 0.0010650508253090135
Position 7820: 0.0010118931771731093
Position 5506: 0.0009527106777435023
Position 7936: 0.0009383106365630352
Position 1546: 0.0009006460110175325
Position 1476: 0.0008348874265338388
Position 30148: 0.0007909688643052374
Position 1554: 0.0006901143672279706
Position 3066: 0.000655640158469302
Position 6055: 0.0006385376807187118
Position 6929: 0.0005950774463853592
Position 6278: 0.0005913813393162729
Position 30001: 0.0005734787340611628
Position 2873: 0.0005432444898414101
Position 5651: 0.0004917179469837623
Position 6849: 0.0004750856057595041
Position 6111: 0.00043370705995872524
Position 2243: 0.00042992534981315663
Position 28729: 0.00040832118933354364
Position 2354: 0.00039033129721417975
Position 2789: 0.0003624310541010117
Position 5772: 0.0003046855028676232
Position 333: 0.0002725802753074761
Position 2267: 0.0002713158602229026
Position 1976: 0.00027082275660088615
Position 28429: 0.00025439080678522484
Position 30022: 0.00023619054858952418
Position 2231: 0.0002342490994946568
Position 5489: 0.00022269492889570082
Position 3078: 0.0002051694405669732
Position 4836: 0.000189782305686672
Position 3354: 0.00018270454381598915
Position 2915: 0.00017695368199616528
Position 5000: 0.00017588052611493713
Position 5509: 0.0001659547722522219
Position 1334: 0.00015699295315414394
Position 5071: 0.00014762738130208314
Position 4257: 0.00014544146981268748
Position 5065: 0.0001453456065390494
Position 5105: 0.0001287653317008783
Position 2612: 0.0001070298803545889
Position 2689: 0.00010204263968295931
Position 2180: 0.00010087236064216993
Position 1351: 9.041487091886528e-05
Position 2071: 8.145134744915021e-05
Position 14354: 8.081157977772732e-05
Position 1413: 7.103497778985182e-05
Position 1981: 5.851399588184144e-05
Position 2812: 3.5053788519493445e-05
Position 2116: 2.613208319852917e-05
Position 361: 1.2904415536374382e-05
Position 15570: 1.2722051624197533e-05
Position 14703: 1.0110095394834647e-05
Position 9844: 8.998274409407787e-06
Position 16653: 7.810710434686779e-06
Position 17170: 5.474087298265203e-06
Position 16992: 5.309654172563795e-06
Position 9817: 4.7479744434064605e-06
Position 17579: 4.545949003811619e-06
Position 11533: 3.422307337669123e-06
Position 9672: 3.297051919496791e-06
Position 13498: 3.27844267556978e-06
Position 13012: 2.4075959931009814e-06
Position 9324: 2.262828117683798e-06
Position 9626: 1.9931813221825183e-06
Position 10888: 1.9480350915316827e-06
Position 9902: 1.304517636957462e-06
Position 12722: 1.049938879255973e-06
Position 10755: 9.314988370872061e-07
Position 8218: 7.900923750060515e-07
Position 9688: 7.397347770168934e-07
Position 10850: 6.778763605434715e-07
Position 10306: 6.760422902508445e-07
Position 12820: 5.358748085182516e-07
Position 12568: 4.877810463733423e-07
Position 12545: 4.7266318922806725e-07
Position 14782: 3.3727354730566217e-07
Position 561: 3.332348678854163e-07
Position 8221: 3.13624430990211e-07
Position 11087: 2.6904116803956187e-07
Position 8599: 2.478396100313743e-07
Position 3524: 2.2987687896915183e-07
Position 9470: 2.2771389520823703e-07
Position 630: 2.2254838504397076e-07
Position 7296: 1.8320880733275345e-07
Position 12780: 1.5984840302204583e-07
Position 7260: 1.2241544645747485e-07
Position 8268: 8.672238430522387e-08
Position 10624: 6.350574962139851e-08
Position 10448: 5.729815323960809e-08
Position 1792: 4.826281580499742e-08
Position 4636: 4.764167539802912e-08
Position 6666: 3.193612761338462e-08
Position 8373: 3.051226868439926e-08
Position 1815: 2.387124268392021e-08
Position 633: 2.283565933762188e-08
Position 7219: 2.171689286508408e-08
Position 6753: 1.999382866857026e-08
Position 784: 1.9640860187746794e-08
Position 7369: 1.8205194704152778e-08
Position 4568: 1.2916079321698716e-08
Position 1747: 1.1406189043171756e-08
Position 4546: 1.047031579659691e-08
Position 1698: 1.0078187361337382e-08
Position 3947: 8.965557704015034e-09
Position 3815: 8.809027232590943e-09
Position 4540: 8.33645959562487e-09
Position 5326: 7.746340180194712e-09
Position 674: 7.583611238075258e-09
Position 4941: 7.557525711745556e-09
Position 4287: 7.390196451552455e-09
Position 5268: 6.237823845411483e-09
Position 3501: 5.598464466493809e-09
Position 1719: 5.227172815452294e-09
Position 2447: 5.171246197380631e-09
Position 3473: 4.257755080997915e-09
Position 2639: 4.214665650298411e-09
Position 2621: 4.121122430063045e-09
Position 2433: 3.868121006383249e-09
Position 3823: 3.390032111959031e-09
Position 411: 3.0556708550794005e-09
Position 3147: 2.6159259102111543e-09
Position 637: 2.366329193630926e-09
Position 5032: 2.238613895051473e-09
Position 565: 1.828773471013498e-09
Position 1684: 1.8186467755869534e-09
Position 738: 1.7549542680987316e-09
Position 984: 1.7434117610526434e-09
Position 2356: 1.5264198599440373e-09
Position 1256: 1.3435012470438833e-09
Position 5404: 1.2373324698107549e-09
Position 1212: 1.2119113340270065e-09
Position 1249: 1.1725894356461216e-09
Position 635: 1.1091134143554556e-09
Position 1029: 9.4214225800506e-10
Position 93: 9.360192646285986e-10
Position 946: 9.135683715309903e-10
Position 3214: 6.939090932468118e-10
Position 2409: 6.561566351217824e-10
Position 2092: 5.786796941518351e-10
Position 3158: 5.465841614111334e-10
Position 2300: 3.137988794474201e-10
Position 2128: 2.155178814035652e-10
Position 5896: 2.0634076324983986e-10
Position 315: 1.6274155788410112e-10
Position 243: 1.4498388955805997e-10
Position 390: 1.3411274188105573e-10
Position 1760: 2.7452052354802782e-11
Position 2156: 2.3648294148270694e-11
Position 741: 1.2234453412721555e-11
Position 1721: 8.718966596043567e-12
Position 1827: 5.9402767996456016e-12
Position 219: 5.924015317178748e-12
Position 1846: 3.145747571001311e-12
Position 1291: 2.3746710866172232e-12
Position 330: 2.2014994371439463e-12
Position 1415: 2.1615801896745147e-12
Position 1268: 1.8896235974347734e-12
Position 378: 1.8039865254577171e-12
Position 1575: 1.6995682949309116e-12
Position 288: 1.0743968871333728e-12
Position 1418: 9.165181163037215e-13
Position 3183: 4.1506851780989936e-13
Position 264: 2.585365486565786e-13
Position 290: 9.659903273467026e-14
Position 300: 5.413472560709375e-14
Position 296: 5.0320565719216175e-14
Position 421: 3.856208907655435e-14
Position 2312: 1.1584512875059381e-14
