Gene = MCIDAS
Position 1321: 0.00020225171990830986
Position 4633: 0.00020015604994926624
Position 1151: 0.00016489220977981847
Position 1147: 0.000159628683150419
Position 47: 0.0001568827190218704
Position 185: 0.00013912487414544311
Position 7087: 0.000119965355636442
Position 6304: 9.756158212510182e-05
Position 3461: 9.707140662700229e-05
Position 2986: 7.812295656720794e-05
Position 440: 7.693194171048089e-05
Position 831: 7.605139298978733e-05
Position 2918: 7.377802646990095e-05
Position 1969: 6.89735825707593e-05
Position 6595: 5.3026103991859446e-05
Position 434: 5.1539676171367584e-05
Position 6928: 5.1061236030405566e-05
Position 3304: 5.0214369401201025e-05
Position 513: 4.8719157717334485e-05
Position 7028: 4.201355582955226e-05
Position 717: 3.834326758231783e-05
Position 6349: 2.5986016016244166e-05
Position 325: 1.8700662582847194e-05
Position 1442: 1.797939661481813e-05
Position 2961: 1.5703385986335588e-05
Position 1077: 1.440030315502957e-05
Position 6319: 1.373850177458108e-05
Position 1603: 1.273040854187971e-05
Position 1749: 1.2516817012064754e-05
Position 3474: 1.1398397636880833e-05
Position 7110: 9.538763652283987e-06
Position 338: 6.591055667141069e-06
Position 800: 6.461527837915847e-06
Position 765: 3.704144152246232e-06
Position 1547: 3.5750470190138334e-06
Position 432: 3.342089995537167e-06
Position 3450: 3.1875729310254723e-06
Position 438: 2.606027826757514e-06
Position 208: 2.582469184416383e-06
Position 797: 1.7649392825762325e-06
Position 103: 1.4896498697473576e-06
Position 768: 1.2276874695290666e-06
Position 1959: 6.321871609633729e-07
Position 359: 5.768882869852795e-07
Position 1170: 4.934176122030476e-07
Position 366: 4.932553011611679e-07
Position 151: 4.1658334285902983e-07
Position 112: 2.811724324308133e-07
Position 1743: 2.61792407802105e-07
Position 1359: 1.668507639841497e-07
Position 803: 1.3547578541554066e-07
Position 1867: 1.0811021409418285e-07
Position 1349: 8.77958140643638e-08
Position 2003: 8.225337542675224e-08
Position 401: 7.429493722755265e-08
Position 972: 3.438137327553328e-08
Position 1110: 3.20679230508406e-08
Position 383: 2.7139039826728676e-08
Position 370: 1.769506787029292e-08
Position 372: 1.630496337515797e-08
Position 1030: 1.049774501732569e-08
Position 1627: 7.1596806294187356e-09
Position 1610: 5.357254381724438e-09
Position 1273: 3.985166308203818e-09
Position 1485: 3.964465605381929e-09
Position 1292: 3.4260646210817735e-09
Position 1471: 1.4232483746939237e-09
Position 6335: 5.943633529964323e-10
Position 490: 4.592204742888941e-10
Position 626: 1.0294664765948478e-10
Position 634: 9.715507402979248e-11
Position 578: 7.505489966255602e-11
Position 624: 2.1337031075605458e-11
Position 755: 2.9008189123327402e-12
Position 872: 1.791427265663866e-16

Sorted 3' Splice Sites (High to Low Probability):
Position 383: 0.9516692080267065
Position 6188: 0.9232799268300491
Position 6508: 0.7792619735643143
Position 647: 0.6764368640116709
Position 4291: 0.2649743146330044
Position 3405: 0.14584018549951627
Position 3103: 0.13987809736826998
Position 3908: 0.13347192074608016
Position 4423: 0.08945520618220765
Position 4915: 0.0700199790689378
Position 4520: 0.06718262476765836
Position 3949: 0.0628312898314826
Position 3693: 0.061777711331467984
Position 3719: 0.055867610887100884
Position 662: 0.05513665831689391
Position 6886: 0.05338330110618303
Position 5053: 0.04945670829902981
Position 6088: 0.04722494248362053
Position 2825: 0.04700591245629667
Position 4485: 0.0466915955891561
Position 919: 0.04338832502665682
Position 3990: 0.042937083346498435
Position 7027: 0.038792881639277785
Position 5031: 0.038065285921874845
Position 584: 0.03632161180059598
Position 6568: 0.035917172441840596
Position 7057: 0.02837670383215883
Position 3575: 0.028031747572036827
Position 6511: 0.022976990743532988
Position 2712: 0.017098127250253413
Position 3660: 0.015257328152710388
Position 3919: 0.012575225980281981
Position 3728: 0.01255249269567969
Position 7224: 0.012067373669366476
Position 1193: 0.009955752849154429
Position 420: 0.00909392549638602
Position 6129: 0.008958180275407119
Position 3865: 0.008773516669397918
Position 4545: 0.008718264323794132
Position 401: 0.008544907869073356
Position 6215: 0.008481692856324361
Position 7013: 0.00804364656062773
Position 5393: 0.00685757836825404
Position 972: 0.0066550430602857315
Position 3416: 0.006347184498301632
Position 3532: 0.0062602435541400945
Position 6209: 0.006108642316625373
Position 6852: 0.005930043409342246
Position 3953: 0.005659274404984638
Position 6776: 0.005180279675485181
Position 6995: 0.005143262806817168
Position 2110: 0.004583358467325957
Position 4868: 0.0036746928212557104
Position 1286: 0.003443194225231183
Position 6065: 0.0025596893922543904
Position 7133: 0.002346025531419327
Position 2888: 0.0023159112527525298
Position 6713: 0.0021028386213040712
Position 820: 0.0020869329895374937
Position 3707: 0.0020518135642487558
Position 2794: 0.0020302434203904314
Position 4240: 0.001991128912072698
Position 4949: 0.0018424194489461145
Position 5937: 0.0017485676307737795
Position 3196: 0.0017356929837628208
Position 670: 0.0016592209838040565
Position 6945: 0.001452156770879949
Position 6858: 0.0014171092317969262
Position 1831: 0.0013216762657376568
Position 6906: 0.0011636390986371622
Position 7287: 0.0011536248239223314
Position 1110: 0.001080462352125059
Position 899: 0.0010199398083319637
Position 4709: 0.0009491726115488483
Position 1027: 0.000835017173057342
Position 3888: 0.0007961518364727157
Position 4627: 0.0006020771290319309
Position 843: 0.0006014514934767221
Position 6735: 0.0005668707642459326
Position 6464: 0.000493841173137268
Position 7290: 0.0004464292577983207
Position 894: 0.00040359733676346234
Position 6369: 0.0004011546142023114
Position 7229: 0.0003890395437905116
Position 3344: 0.00037127152588850115
Position 949: 0.00036089964226353487
Position 6616: 0.00036006419979356516
Position 931: 0.000353241376568127
Position 6810: 0.00034016228515132993
Position 3856: 0.0002910278872998803
Position 2134: 0.00025035067005013375
Position 6474: 0.00024574633971058765
Position 6526: 0.0002381929684911174
Position 877: 0.0002231872047775885
Position 7174: 0.00021471334378621567
Position 7200: 0.00020778307019727967
Position 6837: 0.00019914214186579388
Position 7203: 0.00018099836597944513
Position 6679: 0.00017260273309077734
Position 3379: 0.000171007660375987
Position 2564: 0.00016045242519123492
Position 2755: 0.00015644660875012233
Position 545: 0.00014987076219795948
Position 2918: 0.00014751824090455162
Position 3229: 0.000146356594916879
Position 6574: 0.00014311515590156854
Position 6426: 0.0001296351835622471
Position 1912: 0.00012750192443679932
Position 4255: 0.00012629702611851066
Position 3472: 0.00012403870773277192
Position 2774: 0.00011966294233670732
Position 1458: 0.00011913190036782128
Position 2029: 0.00011224142533285071
Position 4542: 9.98465723371537e-05
Position 1267: 9.572665789254766e-05
Position 603: 9.087294243043144e-05
Position 2986: 8.279216703117909e-05
Position 7115: 7.326386650587993e-05
Position 2115: 7.069463051530693e-05
Position 3121: 7.044870575519977e-05
Position 6911: 6.876050788848694e-05
Position 3138: 6.742588487018198e-05
Position 739: 6.362828154537558e-05
Position 1159: 5.614672796346903e-05
Position 2284: 5.558788506786268e-05
Position 2760: 5.471163248960041e-05
Position 6395: 5.4299842034564365e-05
Position 609: 5.342745164199255e-05
Position 1462: 4.902161485502399e-05
Position 3125: 4.684886748355269e-05
Position 3419: 3.290416263099931e-05
Position 2530: 3.271901714920829e-05
Position 347: 3.258852448765078e-05
Position 2718: 2.9933183955124516e-05
Position 3243: 2.9621933944896653e-05
Position 2715: 2.487293841706963e-05
Position 2947: 2.3613867439675756e-05
Position 2961: 1.744083799411668e-05
Position 867: 1.474195784934261e-05
Position 1886: 1.2895920995446444e-05
Position 2334: 1.2438136275595499e-05
Position 6435: 1.2402814262215418e-05
Position 6481: 1.2381505891054797e-05
Position 1288: 1.1115493523447291e-05
Position 1617: 8.863561545704396e-06
Position 1162: 7.428670423964617e-06
Position 3084: 6.755073347409663e-06
Position 5417: 6.310206537809698e-06
Position 1321: 6.18822498500845e-06
Position 1602: 4.985112644870011e-06
Position 2831: 4.6327167667647485e-06
Position 1292: 4.55186605392874e-06
Position 471: 4.477323977197244e-06
Position 238: 3.243393534874246e-06
Position 591: 3.1881141215624416e-06
Position 1976: 2.020674766109043e-06
Position 853: 1.8498404882889009e-06
Position 1621: 1.592522310321031e-06
Position 2351: 1.141117632970283e-06
Position 2184: 9.962163720116372e-07
Position 151: 7.958347895838168e-07
Position 2007: 5.200543574643358e-07
Position 838: 4.976357981926472e-07
Position 988: 3.6204224338209504e-07
Position 1343: 3.525207021391223e-07
Position 446: 3.246927533906127e-07
Position 464: 2.86296973128044e-07
Position 601: 1.912065977959245e-07
Position 223: 1.676352997967221e-07
Position 760: 1.6525720476008746e-07
Position 427: 1.4698551578714733e-07
Position 128: 1.3170175761407135e-07
Position 1037: 1.0004822596993321e-07
Position 275: 8.322753584781249e-08
Position 480: 8.046974157175059e-08
Position 552: 7.677058388305783e-08
Position 1570: 3.473076113794076e-08
Position 1057: 3.440990408684761e-08
Position 555: 2.6663429064761307e-08
Position 168: 2.5015227109860443e-08
Position 886: 2.1865916622757104e-08
Position 1807: 1.842547157832689e-08
Position 182: 1.7784728358263738e-08
Position 529: 1.513962510645437e-08
Position 148: 1.1319500776142615e-08
Position 1661: 9.74817271305752e-09
Position 1331: 7.542583386709924e-09
Position 1464: 7.522741691939439e-09
Position 164: 6.145880351885011e-09
Position 284: 2.9883662761354648e-09
Position 171: 2.118024470604365e-09
Position 1050: 7.526244189073915e-10
Position 1052: 7.178148099423125e-10
Position 1221: 7.029380825722008e-10
Position 1969: 6.292099662812793e-10
Position 485: 4.0960205715406415e-10
Position 1349: 3.320454188997199e-10
Position 1234: 2.8941127694709365e-10
Position 296: 2.7721008713983263e-10
Position 1374: 2.716267331843631e-10
Position 1206: 1.461395154839137e-10
Position 290: 1.07667009320948e-10
Position 1204: 4.4573342270087386e-11
Position 1231: 2.1705951754261375e-11
Position 1164: 2.071657387003539e-11
Position 292: 8.106423337230663e-12
Position 861: 8.094814825790453e-13
