Gene = AK6
Position 17399: 0.001384808345598028
Position 13873: 0.0013586213983729715
Position 16752: 0.0013196027009092321
Position 1749: 0.0010888413561485884
Position 14481: 0.0010877961297298293
Position 14684: 0.0009167741470922711
Position 418: 0.0008922483275671622
Position 718: 0.0007878490005244406
Position 1282: 0.0007216000790325128
Position 2625: 0.0006187860204621965
Position 14641: 0.0004685320526442131
Position 16849: 0.00046025287192904033
Position 16667: 0.0004029489421035687
Position 210: 0.00039442311077151314
Position 891: 0.0003758739048754635
Position 1914: 0.00036308397079460626
Position 1269: 0.00035888356116425634
Position 2947: 0.00035443409784514213
Position 1721: 0.00035394369242266956
Position 16580: 0.00035332165352822744
Position 16169: 0.00032556348062080017
Position 11332: 0.00030358950473129555
Position 2346: 0.0003000055538034059
Position 12146: 0.0002585136124424225
Position 13210: 0.0002556739928364634
Position 11394: 0.00025496172000468906
Position 3018: 0.00023992684109897062
Position 12238: 0.00023733259218015827
Position 1743: 0.00020956605068500787
Position 15393: 0.00019540826002424188
Position 3599: 0.0001833888370743754
Position 675: 0.00016236230881159144
Position 6612: 0.0001604763808967126
Position 17593: 0.0001525144911718936
Position 16534: 0.00014047983283926947
Position 389: 0.0001238996430268878
Position 591: 0.00011731816576404486
Position 812: 0.00011367029636301329
Position 398: 9.772032048496866e-05
Position 582: 8.470789896860298e-05
Position 574: 7.298483966466419e-05
Position 14513: 6.70195461490698e-05
Position 842: 5.63180049739617e-05
Position 3085: 5.465381770828823e-05
Position 1310: 5.405246094626669e-05
Position 7051: 5.231510218525282e-05
Position 1083: 5.036871870174691e-05
Position 207: 4.92711439161289e-05
Position 4616: 4.7578107327663796e-05
Position 484: 3.276975969385012e-05
Position 697: 3.0347662631113475e-05
Position 5166: 3.0116063672138072e-05
Position 1055: 2.622560346186104e-05
Position 510: 2.5258828290980896e-05
Position 385: 2.471061975453373e-05
Position 14465: 2.0977708483288803e-05
Position 731: 1.926661982636116e-05
Position 13868: 1.6392929699734778e-05
Position 14629: 1.1632466119512869e-05
Position 944: 1.1307609349350624e-05
Position 1117: 1.1111303966335417e-05
Position 14089: 5.805814949794914e-06
Position 13782: 4.860628997603383e-06
Position 315: 3.904199991079845e-06
Position 3022: 3.3771531924983155e-06
Position 16046: 1.972289421528013e-06
Position 16435: 1.6012480951371604e-06
Position 615: 1.1548613533679082e-06
Position 13931: 9.780460314894758e-07
Position 14348: 9.709683152202e-07
Position 363: 9.124679908073542e-07
Position 13748: 6.98856822903314e-07
Position 15418: 6.746904965501886e-07
Position 16157: 6.63144666792108e-07
Position 3382: 5.944881213044373e-07
Position 132: 5.559319273179066e-07
Position 54: 4.888610272336516e-07
Position 3350: 4.792268727066909e-07
Position 4015: 4.2715543922366667e-07
Position 401: 3.8053816236117675e-07
Position 4139: 2.848034870258178e-07
Position 3305: 2.4969105303839554e-07
Position 3426: 2.477155001764578e-07
Position 281: 1.812909418031505e-07
Position 474: 2.1990091450714254e-08
Position 241: 1.0091696552732621e-08
Position 37: 5.217061636641793e-09
Position 517: 3.840422366031857e-09
Position 586: 4.5871825857618693e-10
Position 620: 5.867385052102563e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 13747: 0.9955134605010783
Position 13588: 0.9341826159752944
Position 2946: 0.91966054002001
Position 9565: 0.6687217070770309
Position 17288: 0.5226883114469886
Position 1550: 0.3566801416050149
Position 14020: 0.28698183130588145
Position 15227: 0.15896172730375874
Position 12020: 0.13621264153724755
Position 14016: 0.09263754896493287
Position 6802: 0.07211953128470895
Position 9795: 0.0639654571103187
Position 16651: 0.06279581837272696
Position 182: 0.03889598889449464
Position 18158: 0.03371830769887707
Position 9792: 0.028318337145608767
Position 9199: 0.026900738624851154
Position 815: 0.02312837679166224
Position 12366: 0.02269978518647235
Position 17848: 0.020400969432043607
Position 12039: 0.020269900558368886
Position 472: 0.019100872117790026
Position 12420: 0.016825559513105277
Position 16876: 0.01665397850859935
Position 781: 0.01642639141368018
Position 11959: 0.015942855149325974
Position 14176: 0.01586208724955668
Position 2816: 0.01576708725527949
Position 9932: 0.015145387396508073
Position 9521: 0.015039647670496053
Position 15980: 0.013973417405852829
Position 12898: 0.013059915483995082
Position 17144: 0.012396134154305667
Position 1281: 0.010730273381268595
Position 9738: 0.010477260027944383
Position 690: 0.008527870280604796
Position 14447: 0.0079936477407548
Position 18487: 0.007965897459993725
Position 16912: 0.007314213546464894
Position 1218: 0.007276691382145151
Position 18373: 0.007040524964728568
Position 17583: 0.006592086787194024
Position 1138: 0.006043634837144512
Position 9493: 0.00564802507876934
Position 17165: 0.005448765897220429
Position 6822: 0.00544559908559142
Position 16299: 0.005411968015219902
Position 1570: 0.0050400724511845945
Position 6945: 0.004979703478575421
Position 16709: 0.004888177730453141
Position 17106: 0.004869767649646287
Position 155: 0.00486282474389245
Position 18004: 0.004774208841295591
Position 13636: 0.004644743125248832
Position 1829: 0.0044756368299143775
Position 1546: 0.00424857657964363
Position 6965: 0.004224943128321114
Position 5481: 0.004191036400742717
Position 503: 0.003996417188152111
Position 8517: 0.0039896104763296235
Position 4354: 0.00396198594355992
Position 554: 0.003891679392200819
Position 6864: 0.003786718770492931
Position 12894: 0.003713517634119514
Position 416: 0.0036601375783778525
Position 16816: 0.003603929104380093
Position 2335: 0.00350123343742153
Position 1858: 0.0034273209489599082
Position 1207: 0.003276896228962394
Position 7669: 0.0032084981589309393
Position 9421: 0.0029462788017531514
Position 2040: 0.002771705836754
Position 17045: 0.0027673731184617596
Position 11983: 0.002731709758892346
Position 16422: 0.00269677791553997
Position 16789: 0.0024671898174484525
Position 18053: 0.002400653557457619
Position 8554: 0.0022155298847156657
Position 13841: 0.0020012753118219305
Position 1115: 0.0019849525595395214
Position 7629: 0.001922792432388812
Position 15231: 0.0019064145191903111
Position 652: 0.0017602555027216732
Position 16533: 0.0017526961626759428
Position 16723: 0.001734266305140073
Position 17084: 0.001604663044945761
Position 6508: 0.0015768470289994412
Position 4817: 0.0015737861837606616
Position 15154: 0.001553734467913831
Position 2275: 0.0015399917498221949
Position 6548: 0.0014830327742161391
Position 845: 0.0014662997107539645
Position 999: 0.0014582414140422572
Position 5461: 0.0013479430772499418
Position 2652: 0.001328456896847802
Position 2338: 0.001209626894176543
Position 14831: 0.0011660252876671492
Position 14038: 0.001158321765396927
Position 3084: 0.001037032369332486
Position 17353: 0.0010332063837883141
Position 437: 0.0009487277027033635
Position 6721: 0.0008460000363554147
Position 991: 0.000840570654992673
Position 6651: 0.0008378133344071176
Position 184: 0.0008125287448787706
Position 17944: 0.0007603995415235916
Position 474: 0.0007594641526747345
Position 18204: 0.0007378310096869864
Position 14178: 0.000729669276783352
Position 14880: 0.0007098407092552107
Position 14994: 0.0007009817513142043
Position 16434: 0.0006582239623150514
Position 2921: 0.000637773938612166
Position 2872: 0.0006340655045235712
Position 2289: 0.00063028419184193
Position 915: 0.0006299340768033435
Position 1237: 0.0006137403525049701
Position 14201: 0.0006119000952709407
Position 858: 0.0006030044251616317
Position 16359: 0.0005804174054279704
Position 1083: 0.0005794772799600778
Position 11238: 0.0005585512247359846
Position 1407: 0.000552514694145163
Position 14914: 0.0005317780023317306
Position 1337: 0.0005218129342645245
Position 16456: 0.0005141768500413861
Position 18249: 0.00048344965370540854
Position 6798: 0.0004767906458265887
Position 14411: 0.00046977064551532
Position 17341: 0.0004606561080389062
Position 17760: 0.0004476127320278522
Position 14398: 0.00043980857502332917
Position 16156: 0.00042834905677950125
Position 4857: 0.0004180580691309618
Position 18116: 0.0004135553759211341
Position 1110: 0.00041313146080794347
Position 17968: 0.0004104748245042152
Position 14757: 0.0004081744422388384
Position 2517: 0.0003838313514284493
Position 891: 0.00037807210411409915
Position 16066: 0.00037796670957198177
Position 2198: 0.0003503941011774131
Position 1511: 0.0003349796395586487
Position 14095: 0.0003316105151635017
Position 18452: 0.0003228746479738558
Position 2976: 0.0003122371044624922
Position 15505: 0.0003103971212897542
Position 789: 0.0002768269755315561
Position 17770: 0.0002767487296447467
Position 1596: 0.0002743587103482578
Position 15350: 0.00026264237927819224
Position 13061: 0.00025567399283646326
Position 15305: 0.0002492161726933275
Position 1748: 0.0002447065886470429
Position 864: 0.00024227619184959305
Position 964: 0.00024058123236325892
Position 2457: 0.0002349546690337471
Position 4747: 0.00022839133303721016
Position 14890: 0.00022146242539791783
Position 716: 0.00020925607243125062
Position 18449: 0.00019852887703035807
Position 1552: 0.00018529152804716459
Position 4541: 0.00017036909398848973
Position 656: 0.00017003739090983851
Position 14022: 0.00016975715376125433
Position 1731: 0.00016599763845468935
Position 15259: 0.00016511736508437237
Position 3578: 0.00014851841855161716
Position 14425: 0.00013602045223332326
Position 16253: 0.0001280051335107323
Position 16386: 0.00012521967591907937
Position 1063: 0.0001066402709829454
Position 1366: 9.247361974910062e-05
Position 15103: 8.902844791589783e-05
Position 17356: 8.491774760614954e-05
Position 620: 8.176166288834649e-05
Position 15417: 7.999794829014533e-05
Position 731: 7.963798121305133e-05
Position 15997: 7.949415929350385e-05
Position 14227: 6.325857984020517e-05
Position 1451: 5.287298780458571e-05
Position 14870: 4.991724179995194e-05
Position 579: 4.1683244730929465e-05
Position 14127: 3.800969246463955e-05
Position 14112: 3.769299316530394e-05
Position 3457: 3.517208601340714e-05
Position 1869: 3.449901814123875e-05
Position 15936: 3.392069948660938e-05
Position 931: 3.140004993663936e-05
Position 5000: 3.0116063672138072e-05
Position 4917: 2.2465980698704674e-05
Position 956: 2.177384073462831e-05
Position 8667: 2.1418125879566713e-05
Position 958: 2.1233817530043846e-05
Position 14936: 2.1112273212353132e-05
Position 4832: 1.9807636767162797e-05
Position 1438: 1.9792762000826566e-05
Position 214: 1.8191713740409103e-05
Position 14464: 1.7952331000503943e-05
Position 15017: 1.4034897332430581e-05
Position 5214: 1.402311015259963e-05
Position 559: 1.2597846892992115e-05
Position 5531: 1.2264199834550749e-05
Position 1423: 1.2027983273860166e-05
Position 194: 1.1599668652659961e-05
Position 631: 1.1322675869257126e-05
Position 13859: 1.10704009344442e-05
Position 14922: 9.276031729524143e-06
Position 363: 9.091095060976972e-06
Position 14567: 7.731352216301822e-06
Position 1122: 6.279937767530383e-06
Position 706: 5.547684055818355e-06
Position 14337: 5.517176239885471e-06
Position 203: 3.6591434854475793e-06
Position 14551: 3.555298153684129e-06
Position 736: 3.444717893434671e-06
Position 798: 3.118916316762456e-06
Position 3787: 1.8184967604108357e-06
Position 2799: 8.9983391479793e-07
Position 3266: 6.0171607359676e-07
Position 4940: 5.62411819699353e-07
Position 3748: 5.296969662456192e-07
Position 2352: 4.7021491093647174e-07
Position 574: 4.175266298032885e-07
Position 338: 2.4587822294381894e-07
Position 3123: 2.2748364176744305e-07
Position 1047: 1.8315789342826149e-07
Position 3958: 1.7651068248574224e-07
Position 3169: 1.6495779767996194e-07
Position 3686: 1.6280898088652037e-07
Position 3180: 1.14996354003928e-07
Position 225: 9.066485045006858e-08
Position 3304: 7.635666489526668e-08
Position 291: 7.124768675420877e-08
Position 346: 6.742289298415098e-08
Position 4009: 5.920328367933125e-08
Position 451: 4.733176360690914e-08
Position 3425: 3.190838036051197e-08
Position 324: 3.1491712149707114e-08
Position 3496: 2.7116016712506603e-08
Position 693: 2.5868904521198643e-08
Position 332: 1.7794887667767445e-08
Position 320: 1.003139054192862e-08
Position 255: 9.378786818373449e-09
Position 250: 8.362055418272005e-09
Position 322: 7.546911799072992e-09
Position 896: 3.572975446333485e-09
Position 84: 3.3975128232962473e-09
Position 3152: 2.530199022581247e-09
Position 664: 2.174986592878729e-09
Position 130: 1.7508778300484915e-09
Position 3335: 7.047028867938848e-10
Position 117: 5.160306526786947e-10
Position 259: 4.616230531964816e-10
Position 132: 7.428680939371796e-11
Position 100: 4.0333615818181615e-11
