Gene = URGCP-MRPS24
Position 490: 3.998947764292939e-07
Position 448: 3.7811987629317565e-07
Position 893: 2.47477881701935e-07
Position 8888: 2.2752511682532131e-07
Position 980: 2.1967059132944855e-07
Position 1333: 7.701566772500637e-08
Position 1152: 7.05443866211356e-08
Position 873: 5.0164390854724526e-08
Position 480: 7.0366307964722205e-09
Position 6717: 6.474306822994889e-09
Position 6648: 6.080945760268607e-09
Position 19: 1.2450065496399258e-09
Position 949: 1.2402419410649284e-11
Position 502: 3.363451555484576e-12
Position 499: 2.84331294429486e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 24631: 0.9728686767901052
Position 5662: 0.7218346978797643
Position 24891: 0.32058538878161785
Position 10921: 0.3081254083385854
Position 29618: 0.24579699328218732
Position 1137: 0.24254007634222546
Position 25313: 0.22824245883295302
Position 27328: 0.20424548426256062
Position 3835: 0.1316492046367343
Position 6451: 0.11740117406006946
Position 5831: 0.11002739069273489
Position 8362: 0.10339645387037258
Position 27709: 0.06508634902651167
Position 5844: 0.022178084232298164
Position 2361: 0.018659626814384125
Position 10917: 0.01831064221951141
Position 3963: 0.01761552272271103
Position 1043: 0.017203434785283234
Position 3999: 0.01693880037572641
Position 5644: 0.014575346306067952
Position 9026: 0.013927566501169
Position 4093: 0.01254588110953211
Position 681: 0.011792258056587953
Position 2274: 0.011784297674030563
Position 5683: 0.011748436682422876
Position 5043: 0.009497968762320922
Position 6447: 0.007416282473624054
Position 4027: 0.007377141376460551
Position 8333: 0.007056960200851177
Position 2292: 0.00677030771262337
Position 11465: 0.006562968112568502
Position 794: 0.006524061205730123
Position 8644: 0.006432412478059304
Position 4117: 0.006057230782980684
Position 9393: 0.004861762155956677
Position 4080: 0.003942625657963967
Position 5484: 0.0036839289742217843
Position 2203: 0.0032498814740964796
Position 4996: 0.003203657435626166
Position 839: 0.003181479457346233
Position 1301: 0.002781799854815217
Position 4548: 0.002699129926536248
Position 2255: 0.002521939643129898
Position 10141: 0.0024927660421612337
Position 1625: 0.002442948620507549
Position 162: 0.0024169646834117766
Position 6858: 0.0022424887973881724
Position 5403: 0.002185796031330251
Position 4597: 0.0017439972422198461
Position 5025: 0.001728417069177463
Position 2377: 0.001654906739011631
Position 7851: 0.0016018290563293795
Position 1788: 0.0014803757081433562
Position 3667: 0.0012574068937302705
Position 143: 0.0012558870522921934
Position 171: 0.0012528463513873994
Position 8716: 0.001093928996604808
Position 2308: 0.0009730080327351179
Position 3967: 0.0009577506183704877
Position 1081: 0.0009545351632791177
Position 4635: 0.0009270205518591316
Position 1563: 0.0008968385770505164
Position 5698: 0.0008905771961696399
Position 3843: 0.0008766684165797784
Position 908: 0.0008210415118466119
Position 1184: 0.0008120456932675776
Position 1505: 0.0006996393691372887
Position 10013: 0.0006957761960028362
Position 816: 0.0005845948600229901
Position 2584: 0.0004736151626631041
Position 11566: 0.000472036560490328
Position 1604: 0.00046830351584085136
Position 3705: 0.00045178375093540146
Position 9413: 0.00039677292301323566
Position 13286: 0.0003952507161910363
Position 5515: 0.0003843335454457228
Position 6380: 0.00038198369870631385
Position 2764: 0.0003806967220690406
Position 5872: 0.0003694749338951328
Position 2789: 0.0003660557799288725
Position 2332: 0.00034818168108561865
Position 1168: 0.0003231308266913377
Position 13764: 0.00031486964548044975
Position 4762: 0.00029659485827890304
Position 870: 0.00028614280761907516
Position 1747: 0.0002851831759020753
Position 2372: 0.0002818671418911123
Position 12418: 0.00026798778204528326
Position 843: 0.0002333986802358702
Position 7874: 0.00020645650562868534
Position 507: 0.00019011506080973898
Position 2863: 0.00018753822771620657
Position 1149: 0.0001740212948310636
Position 13836: 0.00016724519792985122
Position 1711: 0.0001542398296654419
Position 2317: 0.0001538198889577617
Position 1813: 0.00015087068488914014
Position 850: 0.00014152206261464946
Position 2664: 0.00013803436984034597
Position 2804: 0.00011680119577352185
Position 5850: 7.520603615027608e-05
Position 1048: 7.211704644081056e-05
Position 980: 7.05147341642489e-05
Position 1086: 6.316575027690303e-05
Position 11963: 4.9739343605028036e-05
Position 557: 4.275652533345417e-05
Position 13266: 4.012755543385313e-05
Position 8340: 3.6617039450894054e-05
Position 6141: 3.330539162874617e-05
Position 8175: 2.714326550204845e-05
Position 10161: 2.620413703538023e-05
Position 2974: 2.5987418156479925e-05
Position 7097: 2.5050269745127028e-05
Position 6774: 2.2491361057333183e-05
Position 3321: 2.0858693874746122e-05
Position 2898: 2.0853050703710976e-05
Position 1654: 1.7945841929594257e-05
Position 924: 1.7653187774806482e-05
Position 2462: 1.7504638404359627e-05
Position 1994: 1.7201706819731013e-05
Position 292: 1.699779118592842e-05
Position 7990: 1.4097030042783315e-05
Position 7847: 1.251363712821969e-05
Position 2646: 1.1638557062222418e-05
Position 10066: 1.15521660810267e-05
Position 6137: 1.1057510525424178e-05
Position 7482: 9.89563419796931e-06
Position 1677: 9.218611437563111e-06
Position 3471: 8.624925646801978e-06
Position 5207: 8.041281432996021e-06
Position 1721: 7.956955315237373e-06
Position 6161: 7.211113201498401e-06
Position 7171: 7.023668954915242e-06
Position 968: 6.988053483167614e-06
Position 517: 6.88472149066917e-06
Position 4560: 6.657057445538645e-06
Position 2725: 5.943226508640953e-06
Position 1965: 5.89875873709631e-06
Position 703: 5.571192488340192e-06
Position 2997: 4.959176823138171e-06
Position 247: 4.814739784629113e-06
Position 8015: 4.696168570275477e-06
Position 2916: 4.316729515646385e-06
Position 1878: 4.022349604106541e-06
Position 1898: 4.020082338550865e-06
Position 910: 4.0064889907769585e-06
Position 346: 3.3752819040323216e-06
Position 3474: 3.2582127923763925e-06
Position 857: 3.1226613420044333e-06
Position 1755: 3.0022536020190426e-06
Position 4003: 2.9520658966965068e-06
Position 2227: 2.938385191480071e-06
Position 3055: 2.725064758540694e-06
Position 4573: 2.6539773412953487e-06
Position 525: 2.45362887314955e-06
Position 536: 1.9862495625948845e-06
Position 3368: 1.78699368286832e-06
Position 5248: 1.6013952727197983e-06
Position 542: 1.5387068990529035e-06
Position 4272: 1.040443987945547e-06
Position 252: 7.750379084531837e-07
Position 718: 6.922712844682298e-07
Position 751: 5.854831465156857e-07
Position 958: 5.328111294761213e-07
Position 563: 5.314189432221424e-07
Position 411: 4.886269117616596e-07
Position 944: 4.871276200393189e-07
Position 1101: 4.299703349211797e-07
Position 4120: 3.895451042876986e-07
Position 1196: 3.6845467994328074e-07
Position 949: 2.2806356653503015e-07
Position 1556: 1.8727868269871608e-07
Position 1430: 1.757219448323021e-07
Position 321: 1.7237162384884108e-07
Position 313: 1.6007865618427134e-07
Position 342: 1.5969310937647343e-07
Position 936: 1.3189338669447638e-07
Position 305: 1.210298958525957e-07
Position 1395: 1.1418473026334191e-07
Position 93: 1.0996043553358059e-07
Position 1306: 9.275536448698318e-08
Position 357: 6.062203842569562e-08
Position 986: 5.811259099099683e-08
Position 480: 2.252203098918054e-08
Position 1374: 2.0687987032795596e-08
Position 1216: 1.6255759794812962e-08
Position 1010: 1.5431492119954105e-08
Position 1415: 9.049014318937144e-09
Position 1105: 7.7075375386966e-09
Position 2219: 2.251312312710631e-09
Position 2050: 2.173079962889483e-09
Position 2007: 1.2398609512393736e-09
Position 2167: 6.397345945152376e-10
Position 565: 3.7302860611304383e-10
Position 1848: 3.525742342745379e-11
Position 1633: 2.1682027445994084e-12
Position 81: 4.201822418185066e-22
