Gene = NAIF1
Position 2353: 0.0016820610477411592
Position 5910: 0.0015847859173007473
Position 3692: 0.0015420720423492888
Position 4860: 0.0014397485366354828
Position 267: 0.0013911095242348515
Position 4406: 0.001331921649328679
Position 1738: 0.0012318387083384576
Position 1174: 0.0011272692747611578
Position 5445: 0.001107310938186581
Position 869: 0.0009313522924719017
Position 1070: 0.0006935585196759315
Position 1491: 0.00065018247171371
Position 242: 0.0005733336004057645
Position 1938: 0.0005668402892263237
Position 4991: 0.000548962577116318
Position 3330: 0.0005323841840130047
Position 6066: 0.0005039054869739376
Position 246: 0.0004489524159449703
Position 294: 0.0004475990679857795
Position 351: 0.0004241335782394034
Position 204: 0.0004130050691083264
Position 4283: 0.0003041797370324502
Position 380: 0.0002916833395848086
Position 3429: 0.00028921282305555005
Position 5370: 0.0002835024316969404
Position 5514: 0.0002792222285738255
Position 216: 0.0002630627658100909
Position 3506: 0.00024433583807605434
Position 1697: 0.0002366291893806456
Position 5657: 0.00022696267401105095
Position 4919: 0.000219020841527164
Position 944: 0.0002132216360500029
Position 4938: 0.0001930096114609433
Position 557: 0.0001891859374005783
Position 2902: 0.00018616075694604804
Position 4020: 0.00017810015767776876
Position 1481: 0.00013675109351493997
Position 209: 0.00013538938089843497
Position 4700: 0.00012879592882311148
Position 729: 0.00012424233311068484
Position 2979: 9.904096225072196e-05
Position 4512: 9.752262876785128e-05
Position 2927: 9.46037268990293e-05
Position 3257: 9.048851004091097e-05
Position 2741: 8.755952657353588e-05
Position 3452: 7.591093550771971e-05
Position 2485: 7.560520030373309e-05
Position 261: 7.102438513166026e-05
Position 846: 6.447507516929837e-05
Position 2951: 4.790036629139745e-05
Position 1073: 4.6812631811189445e-05
Position 3365: 4.493557928157768e-05
Position 2719: 4.357975986778479e-05
Position 1326: 3.894907971237234e-05
Position 409: 3.147171021754208e-05
Position 864: 3.053972322046209e-05
Position 522: 2.190778759829771e-05
Position 1329: 2.1880380605614473e-05
Position 474: 2.103052494008739e-05
Position 519: 2.0484012122554363e-05
Position 709: 1.360220293175855e-05
Position 377: 1.2313236558072698e-05
Position 288: 1.1226524934465542e-05
Position 1419: 9.892553393389305e-06
Position 1533: 9.30353191036265e-06
Position 353: 8.613810852308796e-06
Position 666: 6.912893295941995e-06
Position 447: 6.297301270826252e-06
Position 214: 5.916211845343066e-06
Position 465: 5.417590353047027e-06
Position 300: 5.320247858657553e-06
Position 303: 5.213157717643626e-06
Position 752: 3.860534688163575e-06
Position 804: 2.6297132048518433e-06
Position 453: 2.559683252548321e-06
Position 123: 2.212656876526317e-06
Position 529: 2.078442978945263e-06
Position 1124: 1.3658479777870941e-06
Position 1624: 1.3638816223501058e-06
Position 411: 1.3492557845263717e-06
Position 492: 1.2545824285121792e-06
Position 426: 8.318447885754367e-07
Position 285: 7.26814176191447e-07
Position 1310: 6.62125925983733e-07
Position 1634: 5.340292336287289e-07
Position 876: 4.73532014229248e-07
Position 429: 3.2691840394160767e-07
Position 866: 6.310205522529616e-08
Position 880: 5.476774426257273e-08
Position 432: 5.193871339318113e-08
Position 420: 5.07108677305298e-08
Position 1349: 4.90365051346553e-08
Position 854: 4.180883583132174e-08
Position 817: 3.7772332744995086e-08
Position 104: 2.6182924164702934e-09
Position 100: 2.0239185965052014e-09
Position 1382: 1.7245013763813995e-09
Position 1367: 1.6697867794829528e-09
Position 179: 1.0689581773157215e-09
Position 142: 6.674522656266839e-11
Position 152: 1.9603312448690747e-11
Position 155: 1.470940417723052e-11
Position 157: 7.515509730309936e-12
Position 160: 3.1474586841903357e-12
Position 148: 2.4351050970119467e-12
Position 135: 1.5552241831635009e-12
