Gene = L1TD1
Position 3051: 3.804187093008112e-06
Position 3442: 3.625465258882008e-06
Position 2634: 3.5808400014704987e-06
Position 2691: 3.5008265297834064e-06
Position 850: 3.3947800124670264e-06
Position 686: 2.6584145317965364e-06
Position 2799: 2.3648875791997142e-06
Position 3566: 2.198363504730273e-06
Position 1863: 1.9686959434226734e-06
Position 530: 1.8862097399795708e-06
Position 2631: 1.8505751666567892e-06
Position 3431: 1.7422681289017613e-06
Position 652: 1.7174546122996366e-06
Position 385: 1.6049362878420345e-06
Position 937: 1.5693992963600775e-06
Position 1086: 1.526209693777261e-06
Position 970: 1.2948047570723115e-06
Position 614: 1.0480601748155868e-06
Position 1333: 9.868980733668389e-07
Position 848: 8.506550671984107e-07
Position 185: 8.344777130088087e-07
Position 994: 8.168829271444869e-07
Position 815: 7.781603587229952e-07
Position 904: 6.589748961039009e-07
Position 620: 6.408970756657365e-07
Position 565: 6.289096300627653e-07
Position 2201: 5.932779923664353e-07
Position 999: 5.913092337454179e-07
Position 2038: 5.143036712501534e-07
Position 314: 4.390267376681082e-07
Position 1892: 3.833002936382645e-07
Position 1256: 3.618125143129117e-07
Position 575: 3.503239534662447e-07
Position 5550: 3.246064357346246e-07
Position 1904: 2.541540941572585e-07
Position 3449: 2.258461127507012e-07
Position 5575: 1.9109003168847834e-07
Position 2078: 1.8392742019590947e-07
Position 2260: 1.5354845676253183e-07
Position 2187: 1.313356548056972e-07
Position 1177: 9.892375253864162e-08
Position 1983: 6.909403258114985e-08
Position 2436: 5.799935707937412e-08
Position 3054: 5.028313034470671e-08
Position 2987: 3.892070444066133e-08
Position 1141: 3.286703154709103e-08
Position 2398: 2.2477857177316255e-08
Position 1813: 2.0169971453501842e-08
Position 2323: 1.827559693160253e-08
Position 1889: 1.361037303895141e-08
Position 513: 4.989745407061954e-09
Position 626: 4.309678288561495e-09
Position 401: 3.9729750428475625e-09
Position 562: 3.778348844740776e-09
Position 1060: 3.4902721007323014e-09
Position 3399: 2.674921875788399e-09
Position 353: 2.1675167445947694e-09
Position 1008: 1.7774669255766174e-09
Position 828: 1.2791760538271092e-09
Position 448: 8.451921283672613e-10
Position 691: 7.996492511723938e-10
Position 454: 1.273873635761389e-10
Position 415: 5.94955247505677e-11
Position 632: 5.566974363726854e-11
Position 586: 4.5708242046540396e-11
Position 90: 2.739141306336587e-13
Position 394: 2.6957799913556547e-13
Position 649: 6.540666574128924e-14
Position 458: 2.7670957721313158e-14
Position 639: 2.253031248852947e-14
