Gene = DR1
Position 13020: 0.00021113617595377627
Position 1504: 0.00019714336598265439
Position 4901: 0.00019588063830516304
Position 1591: 0.0001919800309251332
Position 2804: 0.00016737324467786983
Position 2717: 0.00014826226892254834
Position 875: 0.00013641060227514664
Position 699: 0.00012029942278282594
Position 10172: 0.00011414661392298766
Position 1408: 9.733170637028424e-05
Position 1201: 8.709016071159725e-05
Position 151: 6.086051343607127e-05
Position 842: 5.232114693675654e-05
Position 999: 4.7478988692878254e-05
Position 4209: 4.314576295227879e-05
Position 28: 3.404136552273724e-05
Position 848: 2.9777961826576134e-05
Position 14: 2.9474044922435356e-05
Position 231: 2.5647019806637833e-05
Position 872: 2.5006311220251817e-05
Position 9568: 2.2114669472899167e-05
Position 1109: 2.062257458286317e-05
Position 1120: 2.0479901453454382e-05
Position 2559: 1.9897046146817016e-05
Position 26: 1.9607233323583887e-05
Position 107: 1.9398350890286387e-05
Position 2418: 1.915325006783956e-05
Position 620: 1.61645182641647e-05
Position 1529: 1.1990633816332633e-05
Position 5113: 1.0927997372590838e-05
Position 253: 8.726060886764149e-06
Position 9453: 7.73030511212913e-06
Position 985: 6.784879701433443e-06
Position 930: 4.481962301281762e-06
Position 5841: 3.968040816653268e-06
Position 4886: 3.954048300820781e-06
Position 1080: 3.671639454824105e-06
Position 377: 2.5980164731343075e-06
Position 987: 2.2454368061583503e-06
Position 5144: 2.21821900420074e-06
Position 519: 2.161310873936048e-06
Position 6755: 1.6723644107899547e-06
Position 5087: 1.5414316023602514e-06
Position 462: 1.2183224903160376e-06
Position 5643: 1.2162471366596654e-06
Position 6488: 1.0976064235734754e-06
Position 720: 1.0835925306402577e-06
Position 6462: 9.370803883953961e-07
Position 5876: 7.660104807880893e-07
Position 4121: 7.527302363971259e-07
Position 4497: 6.141296409535901e-07
Position 982: 6.011991475789123e-07
Position 163: 3.7427870029773635e-07
Position 4994: 3.5828135702349887e-07
Position 702: 2.58935495177304e-07
Position 409: 2.3716579820864214e-07
Position 5268: 2.120447810030907e-07
Position 590: 1.175783103710342e-07
Position 588: 5.5795010887557234e-08
Position 769: 4.821409682602716e-08
Position 173: 4.815255037349914e-08
Position 1333: 7.829713962964455e-09
Position 187: 1.8362981778887456e-10
Position 77: 5.890639733386001e-11
Position 193: 2.0254027833068765e-11
Position 85: 1.810219191648919e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 8019: 0.8200079892185598
Position 4030: 0.6598609409027686
Position 3495: 0.5568955661907521
Position 9410: 0.5124292147659354
Position 14604: 0.3044022139417355
Position 12509: 0.28021084718148503
Position 1871: 0.2623462839906046
Position 7734: 0.2568430081275688
Position 801: 0.21679161378592718
Position 1766: 0.16954209185540622
Position 12934: 0.16622847429624965
Position 8053: 0.12168939941814443
Position 18552: 0.10185276079530727
Position 1145: 0.09538828028994761
Position 8773: 0.09158821154801051
Position 12872: 0.08679600904381328
Position 9720: 0.07801598735123749
Position 2660: 0.07028471954645271
Position 16968: 0.06978404774545865
Position 21554: 0.06978328839777242
Position 10003: 0.05996136951616655
Position 917: 0.04327558420830417
Position 13631: 0.03644348730022868
Position 3864: 0.03414513425019771
Position 1411: 0.03211480221762721
Position 8287: 0.03197894008001554
Position 4374: 0.03079142903583674
Position 9360: 0.029712838209539107
Position 4393: 0.024489547641913818
Position 11827: 0.02377414669871078
Position 11854: 0.022237397459979494
Position 9098: 0.022077081603806028
Position 18990: 0.0219716510483967
Position 3550: 0.021727035505680996
Position 1802: 0.021368972085070003
Position 3407: 0.021011446438570808
Position 1156: 0.020452182043096203
Position 3950: 0.020297920006122447
Position 1839: 0.020068454112567146
Position 17628: 0.01954592919818713
Position 11866: 0.018598631460942257
Position 3982: 0.017914884525114885
Position 15001: 0.017560711815368894
Position 1781: 0.016935469252486245
Position 4084: 0.015324715237776896
Position 9699: 0.014809983673002864
Position 19587: 0.014797940223841198
Position 12799: 0.013433396355695931
Position 8800: 0.013251406156825987
Position 20357: 0.010775517467866532
Position 16572: 0.009791730471801596
Position 2587: 0.00780636282694322
Position 1821: 0.007400558601964912
Position 15757: 0.007345211910400811
Position 1503: 0.006791891779260347
Position 597: 0.006564390192891203
Position 10362: 0.006373856965271586
Position 3829: 0.006211691968848043
Position 647: 0.0059588891324107865
Position 8622: 0.00576471024203904
Position 4036: 0.005693838261096252
Position 3867: 0.005650776646505366
Position 8259: 0.00548301942414896
Position 2671: 0.005334219946557944
Position 1247: 0.005119671586530949
Position 9843: 0.005078532283145524
Position 9227: 0.004912806350975866
Position 15395: 0.004836601335194172
Position 1482: 0.004771024593258177
Position 1170: 0.004416726284521115
Position 8728: 0.004142127808043969
Position 13906: 0.004045999025644847
Position 14637: 0.0039503417358158184
Position 13408: 0.003928167897689523
Position 13131: 0.0037872023508619223
Position 1333: 0.0037717976354244885
Position 1374: 0.003740052275298065
Position 8681: 0.003609907751876989
Position 14873: 0.0034272794919534538
Position 4062: 0.0032036742830727984
Position 1056: 0.003124369129255692
Position 6226: 0.003013339388371656
Position 13812: 0.0029691082405830928
Position 3795: 0.002783734674859308
Position 7761: 0.002590396646799663
Position 10854: 0.00246524415292345
Position 4321: 0.002322965565146832
Position 7932: 0.002291060371439276
Position 9502: 0.002281382646992068
Position 2626: 0.0022627881454807316
Position 1080: 0.0019816660621119883
Position 748: 0.001981007385494041
Position 5578: 0.001923553028031108
Position 8864: 0.0017834650550493914
Position 7031: 0.0017708379326120123
Position 1344: 0.0017168144726637813
Position 9452: 0.001694854184047754
Position 7863: 0.0016301177392570223
Position 4441: 0.001599312939036158
Position 8423: 0.001504520414241153
Position 14460: 0.0014457596406931587
Position 1223: 0.0013682242312991755
Position 1200: 0.0011255772471556909
Position 1016: 0.001103425195202269
Position 3413: 0.001078994753464231
Position 12230: 0.0010657382079504974
Position 1688: 0.0009890307815157097
Position 730: 0.0009481457139232934
Position 3663: 0.000945318113297094
Position 531: 0.0009329135963436205
Position 1251: 0.0007949031166161905
Position 1315: 0.0007680597405273806
Position 1413: 0.0007099310445610387
Position 10388: 0.0006374283572244521
Position 827: 0.000630878126066047
Position 8733: 0.0006127033989648902
Position 10878: 0.0006097728742779769
Position 1661: 0.0005756357561758519
Position 8427: 0.0005579097023160907
Position 2499: 0.000540372686508372
Position 11097: 0.000510915223348416
Position 803: 0.0005008530178211817
Position 8804: 0.0004925542426884765
Position 4048: 0.00048516580759597774
Position 3434: 0.0004742386292207647
Position 11873: 0.0004709380821974817
Position 6445: 0.0004637638587415106
Position 1666: 0.0004455121484819796
Position 7801: 0.00043866915702359057
Position 10223: 0.0004308396681532568
Position 6730: 0.00042770501852036586
Position 3349: 0.0004242307628116631
Position 8472: 0.0004182554976780315
Position 1350: 0.000399271486130103
Position 8969: 0.0003924675949232184
Position 1096: 0.000332312496583872
Position 5264: 0.00032271804960037204
Position 4519: 0.0002924189022416999
Position 1100: 0.0002894636101606966
Position 5319: 0.0002774664773496532
Position 4401: 0.0002687798405529366
Position 510: 0.00026831792392239916
Position 10368: 0.00026491347086347774
Position 1112: 0.00026125316058275974
Position 9655: 0.0002586263719291259
Position 8819: 0.0002430195717475135
Position 4777: 0.00023660696944406644
Position 868: 0.00022795652925104528
Position 1589: 0.00020148052905611386
Position 3114: 0.00018838859802780956
Position 5732: 0.00018801402165038729
Position 1441: 0.00018367995959632483
Position 671: 0.0001825180091643895
Position 962: 0.00018246764095579212
Position 8906: 0.00015807347960410996
Position 9924: 0.00015363400076608241
Position 1584: 0.0001381164911550791
Position 2440: 0.0001257690780420355
Position 1285: 0.0001234006624720336
Position 1873: 0.00011979867846130925
Position 1184: 0.00011941857272396625
Position 949: 0.0001187120437593911
Position 977: 0.00011437356899817824
Position 1295: 0.00011367777300724649
Position 2696: 0.00011212948165537152
Position 12643: 0.00010602361534322695
Position 866: 0.00010113897548718481
Position 8291: 9.461299583304354e-05
Position 12408: 9.078790161771561e-05
Position 1205: 8.972575176552047e-05
Position 12295: 8.41120953886123e-05
Position 1950: 8.246331671639581e-05
Position 7617: 8.121195601646374e-05
Position 8946: 7.829789114128416e-05
Position 8315: 5.594170618224026e-05
Position 1307: 5.1677764180177504e-05
Position 702: 4.9326603259756624e-05
Position 609: 4.458601836356761e-05
Position 3194: 4.070709627840217e-05
Position 3053: 4.02754469865977e-05
Position 2261: 3.5714137926977034e-05
Position 1370: 3.538421079071613e-05
Position 3738: 3.0028915732802745e-05
Position 9601: 2.8273512458171166e-05
Position 3690: 2.650854524052264e-05
Position 447: 2.611187727908641e-05
Position 1116: 2.4291013313039725e-05
Position 588: 2.3792320027077835e-05
Position 946: 2.262535047292349e-05
Position 605: 2.1629970754691407e-05
Position 7051: 1.7518420802948402e-05
Position 2590: 1.6434836696506386e-05
Position 3753: 1.498792502020202e-05
Position 5574: 1.1730683671759892e-05
Position 925: 1.0803183469113038e-05
Position 4108: 1.0001772951777458e-05
Position 964: 9.913957844847203e-06
Position 420: 6.709145278411314e-06
Position 470: 6.107190138952793e-06
Position 982: 5.564223467975783e-06
Position 685: 5.379512033631621e-06
Position 752: 4.955672098721125e-06
Position 5267: 3.6671782131740037e-06
Position 742: 3.4493168858420824e-06
Position 4804: 3.1572194980960186e-06
Position 4954: 2.958330970562723e-06
Position 829: 2.8003961930069478e-06
Position 1021: 2.580983110663098e-06
Position 450: 2.5377393678262574e-06
Position 199: 2.4898182244269257e-06
Position 7517: 2.393414869694721e-06
Position 2178: 2.0718309351878265e-06
Position 699: 1.96269748451062e-06
Position 4432: 1.9423061989212723e-06
Position 2313: 1.8956853080879457e-06
Position 202: 1.894756081663581e-06
Position 6596: 1.6723644107899551e-06
Position 3756: 1.6023089361144802e-06
Position 1024: 9.980544808075943e-07
Position 333: 9.597072479363204e-07
Position 424: 9.238274057630284e-07
Position 1009: 9.101153572870219e-07
Position 710: 8.037219657882853e-07
Position 173: 6.725913813070258e-07
Position 2645: 6.633164219955281e-07
Position 2506: 6.520230893585889e-07
Position 2554: 6.336195771706248e-07
Position 260: 5.641625303283765e-07
Position 5010: 3.1466054776446885e-07
Position 180: 1.5526004459656446e-07
Position 1229: 1.26160444313624e-07
Position 712: 9.980635853262357e-08
Position 4454: 8.804581145274158e-08
Position 238: 8.68139081860251e-08
Position 458: 8.038474534105836e-08
Position 1187: 7.016125597301659e-08
Position 307: 7.014118834885958e-08
Position 3684: 5.8736417522596976e-08
Position 377: 2.5522388267694416e-08
Position 313: 1.2104982358162464e-08
Position 133: 1.0583449783814945e-08
Position 220: 1.0466547674007916e-08
Position 372: 9.948176968774623e-09
Position 335: 7.089633531331783e-09
Position 431: 6.434938244787718e-09
Position 2547: 5.62864859782532e-09
Position 2756: 5.445233847065138e-09
Position 214: 3.4913687732540816e-09
Position 720: 3.3345303226883765e-09
Position 208: 3.2754332441173e-09
Position 275: 2.2366166801136627e-09
Position 4404: 1.5723946647574518e-09
Position 340: 1.1489267646195055e-10
Position 1698: 2.7338387391004798e-11
Position 2451: 1.4690755754539137e-12
