Gene = APOA2
Position 1225: 2.5781338477468634e-05
Position 606: 2.26517356801761e-05
Position 1000: 2.06367255330791e-05
Position 155: 1.8262654642624434e-05
Position 787: 1.808428496442193e-05
Position 461: 1.5180370043463149e-05
Position 678: 1.29710241971554e-05
Position 784: 1.2318891019023908e-05
Position 428: 1.1024981920044904e-05
Position 484: 9.876809655141744e-06
Position 842: 8.410921122390706e-06
Position 618: 7.777221382671654e-06
Position 885: 7.3073326100173945e-06
Position 123: 7.1764318718764865e-06
Position 883: 6.5608743953654216e-06
Position 836: 5.8183482808976225e-06
Position 924: 3.0509025617019165e-06
Position 1002: 2.8604585134175734e-06
Position 1016: 2.822559684361971e-06
Position 417: 1.790878741022469e-06
Position 278: 1.7847901156921387e-06
Position 149: 1.419795715098615e-06
Position 495: 1.1279468926069729e-06
Position 684: 7.834991903620615e-07
Position 891: 6.333548247508561e-07
Position 675: 5.109966109331032e-07
Position 463: 2.9642647745801194e-07
Position 454: 2.8399523790610326e-07
Position 109: 2.1250325017213318e-07
Position 103: 1.7942734702926544e-07
Position 503: 1.614928271926112e-07
Position 486: 1.5984833117647894e-07
Position 130: 1.5101855694780767e-07
Position 101: 1.372929008387842e-07
Position 308: 1.0694070190602998e-07
Position 705: 1.013726265368647e-07
Position 532: 7.762942370430015e-08
Position 295: 6.314219310238682e-08
Position 297: 5.7298107103680365e-08
Position 498: 5.25453009985646e-08
Position 105: 4.395810674783939e-08
Position 97: 4.218905598984594e-08
Position 699: 2.598956248001148e-08
Position 134: 1.1896824119059655e-08
Position 312: 1.0217114328565566e-08
Position 465: 6.617654876357715e-09
Position 146: 5.681540502106113e-09
Position 691: 7.089046236016239e-10
Position 686: 6.57595423737265e-10
