Gene = VGLL4
Position 524: 9.144710992926081e-09
Position 429: 1.7078143140939252e-09
Position 1354: 5.652378301153418e-10
Position 499: 2.2906029096527236e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 10006: 0.9587529455708224
Position 20713: 0.7751725755193647
Position 23912: 0.7449751724891892
Position 24268: 0.7270148617206283
Position 10684: 0.4948875426031309
Position 11618: 0.48603428155362904
Position 17148: 0.43987341838728083
Position 23547: 0.41191003457024167
Position 10704: 0.3466283815543837
Position 33628: 0.30168048161716654
Position 29124: 0.29766150548682824
Position 397: 0.2795864832674677
Position 27603: 0.2678976641935331
Position 20356: 0.25393295316418946
Position 17487: 0.2455581149151764
Position 30555: 0.23857971814318496
Position 23700: 0.21650559980454281
Position 21099: 0.15858461433904528
Position 20849: 0.11401255919313255
Position 5557: 0.09306463108630823
Position 10990: 0.09294479893936358
Position 10258: 0.09077749577354664
Position 5232: 0.08134498167695202
Position 17410: 0.08044516628264091
Position 5500: 0.07884266524513532
Position 31884: 0.07664065342167369
Position 33784: 0.06605003035809183
Position 280: 0.06403562471210342
Position 5091: 0.06253841886947122
Position 5537: 0.05538218666103683
Position 6432: 0.05107896757700956
Position 36220: 0.04940759417387562
Position 420: 0.04892468394192539
Position 21600: 0.04638029659299904
Position 33768: 0.04405106208308954
Position 34330: 0.04196249508670578
Position 25086: 0.039059383266219876
Position 7614: 0.0360939959443965
Position 9266: 0.0347150883069471
Position 16974: 0.03194394513052307
Position 23565: 0.029321639781107356
Position 4615: 0.02677563501582143
Position 33893: 0.02537551986405736
Position 4860: 0.025117047579285505
Position 30366: 0.02484153015742039
Position 441: 0.022681037412734494
Position 2467: 0.02246234494433023
Position 309: 0.022173815246683506
Position 373: 0.021502767112739494
Position 6150: 0.02039041690217137
Position 10735: 0.01965328767548551
Position 20285: 0.019522774928992303
Position 29511: 0.0186050059033258
Position 4434: 0.018357492840277434
Position 10281: 0.018066313625077907
Position 5690: 0.017386753458880796
Position 6305: 0.016373227668881902
Position 11392: 0.014013780988193196
Position 4473: 0.013584557569631017
Position 1713: 0.012719649438748709
Position 4359: 0.011746945729162715
Position 11638: 0.01105236955809814
Position 121: 0.011029654224869838
Position 7646: 0.01069023449037496
Position 4408: 0.009205177048797223
Position 595: 0.009094969558635639
Position 6049: 0.008997869303670934
Position 30798: 0.008978990111216872
Position 27149: 0.008978616666653005
Position 6147: 0.008550592730430002
Position 20306: 0.007743714012021708
Position 21350: 0.007184243761674531
Position 3837: 0.007134231476642715
Position 4968: 0.006519088299388513
Position 25211: 0.006345297933622508
Position 11294: 0.005917413843002418
Position 1065: 0.005539086836278171
Position 10960: 0.005274324529281474
Position 11614: 0.005237600235439246
Position 805: 0.005076413282930658
Position 26437: 0.005024947101300684
Position 28365: 0.00489665920228031
Position 29376: 0.004779201449470983
Position 8340: 0.0037369062920280583
Position 1601: 0.0037004735992042337
Position 4559: 0.0033151956570285886
Position 4702: 0.0030588396059646385
Position 5572: 0.0030494456494953117
Position 10331: 0.0028115131063309235
Position 2373: 0.002444983229416545
Position 10029: 0.002329579071051595
Position 25249: 0.002192595524807596
Position 11549: 0.002162446568961757
Position 11064: 0.00206602940413589
Position 27061: 0.002065392565851416
Position 2541: 0.001964696223792424
Position 25773: 0.0018494833198510114
Position 30320: 0.0017746569177609541
Position 11341: 0.0015761958889764342
Position 315: 0.001481792483732135
Position 6387: 0.001273256458545894
Position 25874: 0.00114685938601813
Position 656: 0.0011233688768788382
Position 24646: 0.0010565593632418265
Position 24588: 0.0010052123460246765
Position 1145: 0.0009581260891169319
Position 622: 0.0008149961084911948
Position 24494: 0.0008121948282280401
Position 26205: 0.0007440316726188476
Position 24660: 0.0007378050871006694
Position 2299: 0.0006843075085976062
Position 2419: 0.000522831096235747
Position 25814: 0.0004936214419378166
Position 911: 0.0004487471390943243
Position 17614: 0.00042414981189507257
Position 1561: 0.00039625751337897985
Position 17678: 0.00034688851005936335
Position 5339: 0.00033314660666441145
Position 2385: 0.0003300997419522881
Position 24585: 0.0003224306691299631
Position 26378: 0.00031062129222092613
Position 568: 0.0002850286888798704
Position 4269: 0.0002822352669831227
Position 15538: 0.00022625862019894387
Position 544: 0.00021827404012102832
Position 4373: 0.00021534904389759873
Position 11008: 0.00020260754833174445
Position 3200: 0.00018417088761689044
Position 15111: 0.00016496782615386192
Position 4218: 0.00012955714243582706
Position 24068: 0.00012467680098911387
Position 4051: 0.00011112877604245912
Position 1685: 0.00010514593059592516
Position 1582: 0.00010397394455563466
Position 4916: 0.00010255627280107044
Position 1544: 9.519783176455045e-05
Position 2433: 8.61300346499259e-05
Position 21323: 8.114788888172841e-05
Position 11975: 7.601991450974688e-05
Position 125: 5.6777020232480034e-05
Position 3159: 5.6673573528563926e-05
Position 15493: 5.37357549941659e-05
Position 2354: 4.853821142556103e-05
Position 1426: 4.833396800753573e-05
Position 17939: 4.706455126354785e-05
Position 16331: 4.5849247574893774e-05
Position 3252: 4.397246648186792e-05
Position 505: 3.926702500944657e-05
Position 6021: 3.837693419413792e-05
Position 12521: 3.454067079460791e-05
Position 378: 3.236176125234343e-05
Position 2834: 3.137481060296187e-05
Position 1429: 2.5900428160055448e-05
Position 286: 2.5880691304464044e-05
Position 3441: 2.4623173999457486e-05
Position 14883: 2.4505286963135244e-05
Position 14813: 2.2626260178434725e-05
Position 12626: 2.0384349284227535e-05
Position 5441: 1.8471978620847285e-05
Position 15563: 1.6719896464501472e-05
Position 12653: 1.2857645228823339e-05
Position 4019: 7.767661939685418e-06
Position 14144: 7.58237140465847e-06
Position 14093: 6.758846457019693e-06
Position 4477: 6.0645760532754735e-06
Position 1249: 5.594441423344719e-06
Position 487: 3.4817810137290196e-06
Position 1926: 2.9096658409235895e-06
Position 3144: 2.471719458968871e-06
Position 820: 2.1937550155248018e-06
Position 4297: 1.8490060747555132e-06
Position 1252: 1.6819874243812843e-06
Position 321: 1.4635940485857788e-06
Position 453: 1.425943267306098e-06
Position 974: 1.1691444322174255e-06
Position 1867: 1.086076959240215e-06
Position 640: 9.05708618687163e-07
Position 4519: 8.90829716819059e-07
Position 834: 7.695236557272641e-07
Position 1276: 6.382063394244896e-07
Position 1766: 5.715908927042673e-07
Position 317: 5.351111688079148e-07
Position 1687: 3.689609250680774e-07
Position 607: 3.6515189485620134e-07
Position 176: 3.6495867169633356e-07
Position 135: 3.3429848464262487e-07
Position 1310: 3.3156977533026543e-07
Position 864: 2.540587283549994e-07
Position 811: 2.3661916273292746e-07
Position 332: 2.188501870748642e-07
Position 1160: 1.7794523385468025e-07
Position 8681: 1.537621721368873e-07
Position 1008: 1.309118419956088e-07
Position 491: 7.436273141209698e-08
Position 195: 6.667313009449939e-08
Position 380: 5.390060852656511e-08
Position 2614: 2.919564349496907e-08
Position 716: 2.7158935607569852e-08
Position 199: 2.540258873618502e-08
Position 695: 1.99036384930554e-08
Position 1119: 1.7798351298438938e-08
Position 962: 1.5621926222348917e-08
Position 938: 1.1540720418822372e-08
Position 853: 1.1296585548480547e-08
Position 675: 8.36499441722699e-09
Position 932: 6.1074261584423905e-09
Position 2557: 5.88804737022587e-09
Position 3556: 4.9783279964793716e-09
Position 208: 3.0041793259939572e-09
Position 324: 2.0141611644431496e-09
Position 1030: 1.27685466169294e-09
Position 2473: 2.921712554134394e-10
Position 691: 1.7079753564253172e-10
Position 221: 1.3823353084152708e-11
