Gene = ERRFI1
Position 12161: 0.031212683829055562
Position 12367: 0.029244447240419115
Position 868: 0.025588028684267194
Position 4889: 0.025484175157744954
Position 710: 0.024672062597613814
Position 12432: 0.023748827270509892
Position 12355: 0.023084850629475684
Position 4866: 0.022140759744486437
Position 13846: 0.02196716123606225
Position 6017: 0.01972587114047724
Position 14215: 0.019650783319312717
Position 5925: 0.017906513565302408
Position 3213: 0.015722568491920563
Position 2373: 0.014188837900979235
Position 10206: 0.01287514352819581
Position 14154: 0.0128309571330207
Position 1862: 0.012776432845821684
Position 3053: 0.011523042809175734
Position 355: 0.00882896009130388
Position 3230: 0.00849099561067024
Position 5967: 0.006654053089215882
Position 10907: 0.006515410045355564
Position 11169: 0.006494952297240097
Position 12521: 0.006097192437985824
Position 4778: 0.005808655466743374
Position 4344: 0.0055131529669216195
Position 14234: 0.005435696387367966
Position 6074: 0.0053897805392576345
Position 11437: 0.005323292321073988
Position 2214: 0.005124271657685326
Position 4234: 0.005081167246618074
Position 6024: 0.004991751693259696
Position 796: 0.004840647406803081
Position 388: 0.00472832866961163
Position 10981: 0.004573024547027337
Position 14360: 0.004137565621853191
Position 12409: 0.003936092587174139
Position 12211: 0.003719923756159804
Position 13231: 0.003620940405703624
Position 3085: 0.0036029143646635277
Position 14429: 0.00359269170937596
Position 10904: 0.003586659329241523
Position 1117: 0.0034326548128735825
Position 12584: 0.0033171358893714933
Position 769: 0.003156052269674387
Position 11119: 0.00292565071518511
Position 10536: 0.0025519730948667693
Position 5100: 0.0024815873504182295
Position 10514: 0.002438108505525119
Position 3406: 0.002349707261992134
Position 4193: 0.002339306579923505
Position 658: 0.0019613016854839885
Position 2466: 0.0017388534868883695
Position 5497: 0.0017152614552166348
Position 1683: 0.0015777170820635712
Position 12008: 0.0013999346440127516
Position 512: 0.001349924477664025
Position 4380: 0.0012471693983401677
Position 14104: 0.0012444244844487923
Position 5955: 0.0012253683730642346
Position 1008: 0.0011629069948243345
Position 2005: 0.001154898184675965
Position 4275: 0.0010997605093565428
Position 11465: 0.0008532773681852942
Position 10418: 0.0008452926569786536
Position 12190: 0.0008307672688529971
Position 4755: 0.000823451263769072
Position 13687: 0.0007800161620719935
Position 1062: 0.0007726089200283818
Position 993: 0.0007696497763967004
Position 1041: 0.0007574985003012564
Position 3136: 0.0007179078919416024
Position 11093: 0.0006328668592564218
Position 3252: 0.0005629846572555744
Position 2984: 0.0005057213814831321
Position 9834: 0.00047616381746550483
Position 2404: 0.0004426543341606655
Position 3237: 0.00042596141682928787
Position 3264: 0.00042300967079419733
Position 576: 0.00042277219199890215
Position 6236: 0.000406284370479217
Position 526: 0.00039715047338738244
Position 5352: 0.0003926680241709544
Position 1083: 0.000372179604341464
Position 2298: 0.0003443937011242884
Position 8062: 0.0003440539685837266
Position 2165: 0.0003258303759254666
Position 1280: 0.00032218880056070307
Position 4486: 0.0003014136272372087
Position 1804: 0.00029736424380008607
Position 1788: 0.0002798229596279181
Position 7885: 0.0002621112415900029
Position 3951: 0.00023672354263731108
Position 3351: 0.00023610092499613903
Position 11328: 0.00018008756430430096
Position 9909: 0.0001787666274518186
Position 1202: 0.0001776740847994228
Position 2433: 0.0001660502740189476
Position 7616: 0.00016074270966925995
Position 8986: 0.0001604765405584228
Position 1090: 0.00015786187716648018
Position 5632: 0.0001451064678722274
Position 8796: 0.00013858601022260136
Position 1656: 0.00012335983293308383
Position 5444: 0.00011879425193838301
Position 1444: 0.00010597539959685837
Position 9974: 9.707469574372866e-05
Position 8534: 8.60727154849572e-05
Position 7785: 8.293367223889325e-05
Position 2094: 7.027331656035879e-05
Position 6239: 6.09143808724264e-05
Position 6814: 5.8286167560042614e-05
Position 3581: 5.782606293646809e-05
Position 1574: 5.508429634081256e-05
Position 7765: 5.312820390764946e-05
Position 6753: 4.930129374736718e-05
Position 3624: 4.926654958818495e-05
Position 2146: 4.742188545488847e-05
Position 8043: 4.284504930454265e-05
Position 8153: 4.1977268791031135e-05
Position 2638: 4.1319630781506064e-05
Position 7551: 3.6655479788450005e-05
Position 1653: 3.5501985482108953e-05
Position 3611: 3.311179333632679e-05
Position 6578: 2.8138391336649173e-05
Position 4683: 2.4468599693129245e-05
Position 2284: 2.2146095265673376e-05
Position 6325: 2.1637190108103907e-05
Position 2763: 2.088949248351277e-05
Position 5178: 1.5251027495682037e-05
Position 3190: 1.3792991819559488e-05
Position 2224: 1.349537147673921e-05
Position 5375: 1.3162817715463376e-05
Position 1142: 1.3105046933436037e-05
Position 4282: 1.168345012946591e-05
Position 4307: 1.1367618219041936e-05
Position 2036: 1.1026960394049016e-05
Position 890: 1.0028383106698066e-05
Position 3915: 9.94628177951048e-06
Position 1739: 9.587227922306566e-06
Position 840: 8.395376627207039e-06
Position 2612: 7.062819374569991e-06
Position 256: 6.908968473205463e-06
Position 1138: 6.776475287346247e-06
Position 412: 5.352427413131869e-06
Position 238: 5.194397337854275e-06
Position 2780: 4.393642088132252e-06
Position 2693: 3.9529427800959295e-06
Position 1185: 3.6512189436128432e-06
Position 3644: 3.2194458037265635e-06
Position 2488: 2.412749450675936e-06
Position 1125: 2.2311618689246107e-06
Position 942: 2.024792909821942e-06
Position 490: 1.3903433974568763e-06
Position 1816: 8.979718111095305e-07
Position 5893: 8.638152504406115e-07
Position 1052: 8.087661496306553e-07
Position 1559: 1.2899792379283233e-07
Position 899: 1.0322371721211659e-07
Position 2741: 9.980552298308401e-08
Position 300: 9.387539050161886e-08
Position 1868: 9.234785419283486e-08
Position 722: 3.2539748441318106e-08
Position 314: 3.2524633257768564e-08
Position 1491: 3.096833282725018e-08
Position 2103: 2.8842749781694035e-08
Position 320: 2.4579592270102688e-08
Position 1581: 2.1610096032863913e-08
Position 2267: 2.0594216362281598e-08
Position 1659: 1.967955570954796e-08
Position 4024: 1.6127340740260486e-08
Position 209: 1.3878877037005404e-08
Position 1224: 1.3862811470276748e-08
Position 1165: 1.2505509771163958e-08
Position 365: 1.1867050017244826e-08
Position 529: 9.058173184898656e-09
Position 1156: 8.917659869595221e-09
Position 561: 8.856354400297774e-09
Position 1844: 8.296402787715143e-09
Position 1765: 8.074089375884074e-09
Position 363: 7.0648266075161585e-09
Position 1624: 6.313959120763856e-09
Position 1612: 5.530481043375215e-09
Position 1418: 5.032450510058589e-09
Position 1206: 1.2585065343030379e-09
Position 820: 1.0155698780631964e-09
Position 271: 4.56787703688654e-10
Position 1235: 3.3298520304065356e-10
Position 1167: 3.314797797904278e-10
Position 318: 3.237645511544533e-10
Position 547: 2.6280099999308236e-10
Position 554: 2.3815207337518855e-10
Position 282: 1.488192470850683e-10
Position 609: 6.609210730720423e-11
Position 97: 2.8815833135923167e-11
Position 79: 2.4894912004773316e-11
Position 155: 2.4085028853883418e-11
Position 193: 1.6297566515630866e-11
Position 172: 1.242599852493119e-12
Position 93: 5.44006285925879e-13
Position 134: 6.897793404561109e-14
Position 119: 4.44053625897199e-14
Position 183: 3.1867771223172446e-14
