Gene = SIL1
Position 268: 6.973782525954003e-05
Position 3703: 6.41580678055116e-05
Position 7584: 6.361270687679947e-05
Position 7201: 5.5055166837266354e-05
Position 4053: 5.059748098793695e-05
Position 6326: 4.99463501612683e-05
Position 1207: 4.902503131765663e-05
Position 2473: 4.896914957452825e-05
Position 4589: 4.367529007713779e-05
Position 1190: 4.334319117247039e-05
Position 3123: 4.079059697607853e-05
Position 6070: 3.938310613309455e-05
Position 859: 3.496877903066822e-05
Position 679: 3.4241008640733955e-05
Position 2702: 3.3608450705616404e-05
Position 5569: 3.331537191695644e-05
Position 5143: 3.3065198218405695e-05
Position 1375: 3.2524028988546077e-05
Position 494: 3.159724221376841e-05
Position 577: 2.9499001407186206e-05
Position 2039: 2.7835179855983446e-05
Position 2095: 2.7318526169455176e-05
Position 4712: 2.5436095974233516e-05
Position 747: 2.4105273024142845e-05
Position 5027: 2.3567117287436172e-05
Position 3921: 2.294182744216444e-05
Position 5070: 2.236940980481871e-05
Position 2432: 2.2027892381779194e-05
Position 1302: 2.1214769278451647e-05
Position 447: 1.9419106845666627e-05
Position 3200: 1.8341357515982513e-05
Position 2235: 1.7700868419135786e-05
Position 4203: 1.555133008782668e-05
Position 305: 1.5520522018493957e-05
Position 3857: 1.4474477656685659e-05
Position 1243: 1.4170899957604426e-05
Position 1538: 1.3919669114427926e-05
Position 3682: 1.3822454152678677e-05
Position 1246: 1.3615756130655344e-05
Position 4022: 1.2498648724321697e-05
Position 1556: 1.245594616796876e-05
Position 2045: 8.86484648835737e-06
Position 1443: 8.49009144247279e-06
Position 1620: 8.133843302130079e-06
Position 6057: 7.479653384028487e-06
Position 631: 7.461149674480253e-06
Position 1389: 5.304937818610805e-06
Position 957: 4.519143294615386e-06
Position 5891: 4.033957572973927e-06
Position 1138: 2.4090236084636546e-06
Position 866: 1.9855651791033737e-06
Position 386: 1.947553614820515e-06
Position 1517: 1.3238875563074906e-06
Position 5646: 1.0578250996567467e-06
Position 1558: 9.598227625545725e-07
Position 6054: 9.274815745585075e-07
Position 1933: 3.1165808249435924e-07
Position 1787: 1.696804214138027e-07
Position 1298: 4.931985390852889e-08
Position 2711: 2.9203686934681608e-08
Position 2762: 2.4734811403313215e-08
Position 365: 2.106969131820035e-08
Position 2643: 2.0306069494467893e-08
Position 2347: 1.8357494079639396e-08
Position 751: 6.820545364304272e-09
Position 774: 3.2408959086855203e-09
Position 2466: 2.86666994123091e-09
Position 795: 2.7898828691281844e-09
Position 804: 2.1815896364700946e-09
Position 915: 1.9582382611707304e-09
Position 593: 1.9048348404256167e-09
Position 1930: 1.726261286270375e-09
Position 1078: 7.928113524886101e-10
Position 281: 3.1690129353797615e-10
Position 1044: 1.1446184238811079e-10
Position 815: 5.338546890618199e-11
Position 808: 5.1334357782776155e-11
Position 835: 5.0668480014239196e-11
Position 178: 1.8829609333841764e-11
Position 161: 1.780341184514647e-11
Position 122: 2.066774557317758e-12
Position 129: 3.592915676247735e-13
Position 133: 1.6860551714499426e-14
Position 143: 5.04297896007815e-15
Position 96: 7.228729887019517e-18
