Gene = HMHB1
Position 6386: 0.015037739028584032
Position 3086: 0.014179238251256833
Position 1438: 0.013390492372089552
Position 7846: 0.012903242931071104
Position 1094: 0.01152941487835795
Position 8534: 0.007984588533133356
Position 755: 0.007921438897306041
Position 985: 0.007911090026740787
Position 1834: 0.007791778196818
Position 7216: 0.0073814206564429205
Position 4351: 0.007346573486672403
Position 2820: 0.00719774678159508
Position 1600: 0.007085258483974317
Position 5621: 0.006332648474990433
Position 3559: 0.0063050720367343145
Position 6998: 0.005936264777924606
Position 6648: 0.005466858392062603
Position 5806: 0.005165991937626753
Position 894: 0.004915400471147096
Position 5726: 0.004875817344939201
Position 7740: 0.004628886096339624
Position 4730: 0.004532662892211224
Position 1174: 0.004427869976427614
Position 4259: 0.00432257884069918
Position 5160: 0.004255691397283493
Position 2753: 0.004197904035880867
Position 3405: 0.004187236229213019
Position 2635: 0.0036332509445056727
Position 4663: 0.003628074159523974
Position 5665: 0.003403068507234063
Position 3976: 0.003215272164665505
Position 1157: 0.002976205928191255
Position 1952: 0.002800439770256467
Position 3920: 0.0023692646150913666
Position 1314: 0.002342279002623397
Position 670: 0.0021798266563380847
Position 8338: 0.0021273021591893555
Position 4870: 0.002092460235507777
Position 5809: 0.0019149483290778048
Position 351: 0.0016843315489992153
Position 5346: 0.0016257387967979066
Position 7650: 0.0015781999086307264
Position 4660: 0.0015708994494368193
Position 1253: 0.0015625691009623743
Position 1210: 0.0015271252803113874
Position 4966: 0.0014965113510774094
Position 3253: 0.001362604240444666
Position 6712: 0.001322195880432392
Position 3862: 0.0013197834346578355
Position 8261: 0.0012263068190794212
Position 316: 0.0011869300450202433
Position 1399: 0.001179991070379553
Position 927: 0.0010587384086969062
Position 2880: 0.0010447846571539404
Position 3157: 0.0010011365828749958
Position 7556: 0.0009170730075369298
Position 7632: 0.0008524877979691552
Position 839: 0.0008188364365875708
Position 5421: 0.0008187923727616488
Position 6724: 0.0007988277859587439
Position 5894: 0.0007354493177866983
Position 2771: 0.0007178170773492254
Position 6319: 0.0006938684944417123
Position 5553: 0.0006875565803322459
Position 3583: 0.0006643405685216069
Position 4599: 0.0006442691530209094
Position 8094: 0.0006041435619577436
Position 621: 0.0005519871927485417
Position 708: 0.0005355617213626286
Position 7016: 0.0005221896889796204
Position 5579: 0.0005081812121481416
Position 8133: 0.0005043049762437232
Position 2255: 0.0004828530431167279
Position 1866: 0.00047167827228965974
Position 2574: 0.0004487265560271119
Position 3015: 0.0004253119227943592
Position 4173: 0.00040418235731187014
Position 2408: 0.00039741957565795553
Position 1063: 0.00038864182544076794
Position 4422: 0.00037821471085157935
Position 2486: 0.00037715425785075045
Position 3387: 0.0003733420796897815
Position 6970: 0.0003327031389785545
Position 2539: 0.00031820899321019735
Position 6264: 0.000316264134546258
Position 4926: 0.00031550075215896307
Position 5668: 0.0003120471210060858
Position 8420: 0.00029634735190675214
Position 7085: 0.00028293787207612126
Position 2042: 0.00028177002721451307
Position 4996: 0.0002809909114440346
Position 5453: 0.00026755932911693233
Position 6350: 0.00026131621826350866
Position 1230: 0.00023301407684565156
Position 2675: 0.00023017725100500753
Position 4213: 0.00022282990523450277
Position 2894: 0.00022161320486401102
Position 872: 0.00019831426201167955
Position 380: 0.00019783854737237964
Position 6435: 0.00019148764861078556
Position 2828: 0.00018607100768241707
Position 4793: 0.0001819385538052775
Position 6529: 0.00017951015900510218
Position 1893: 0.0001569905818299034
Position 531: 0.00014668895873810983
Position 1354: 0.00014487340862027434
Position 5635: 0.0001263890979798665
Position 2605: 0.0001260235852965288
Position 3728: 0.00012219822400264923
Position 5487: 0.00010671277904218154
Position 2447: 0.00010187775976544949
Position 2691: 0.00010078908623681259
Position 3128: 9.323545453698929e-05
Position 388: 8.814409184151023e-05
Position 1003: 8.808644992573157e-05
Position 4699: 8.552448326658344e-05
Position 485: 8.151929309450853e-05
Position 1616: 8.007272219679262e-05
Position 5035: 7.700070655772613e-05
Position 4101: 7.25544550154657e-05
Position 1538: 6.477858380899944e-05
Position 1684: 5.779483670597354e-05
Position 1319: 5.6872953735963625e-05
Position 1705: 5.602436092326101e-05
Position 4326: 5.525009907254107e-05
Position 3731: 5.216595305857988e-05
Position 3053: 5.20313208509327e-05
Position 249: 4.930198775446186e-05
Position 3268: 4.3425229877993545e-05
Position 3882: 4.291465082368473e-05
Position 1564: 4.0628086810988944e-05
Position 3565: 3.2752879772668136e-05
Position 3289: 3.274492743694819e-05
Position 936: 2.976807080941087e-05
Position 1381: 1.631119009695031e-05
Position 673: 1.1453790987838236e-05
Position 545: 1.1138690421380441e-05
Position 1478: 5.213379134618523e-06
Position 1452: 4.488407669278369e-06
Position 1405: 4.186808396926257e-06
Position 994: 2.8379542438309244e-06
Position 4644: 2.2819610314921313e-06
Position 332: 2.201276315367569e-06
Position 761: 1.8756824367320193e-06
Position 950: 1.0983760686995547e-06
Position 701: 1.019444654420122e-06
Position 1331: 1.012250176825391e-06
Position 390: 9.879967531727914e-07
Position 960: 8.184147063551661e-07
Position 337: 7.684134835184841e-07
Position 1014: 7.046569982273289e-07
Position 691: 6.729278823598002e-07
Position 259: 5.730164761975694e-07
Position 394: 5.472237819067161e-07
Position 1275: 4.925955196924048e-07
Position 1337: 4.1339157332372796e-07
Position 235: 4.0622938809103895e-07
Position 406: 3.576833114366637e-07
Position 397: 3.5033889500268516e-07
Position 771: 3.2920160236830416e-07
Position 541: 1.6113563344747283e-07
Position 431: 1.2674597359190554e-07
Position 757: 8.726688492729866e-08
Position 289: 6.297684106406428e-08
Position 850: 4.807357998178555e-08
Position 325: 4.228392038935755e-08
Position 424: 4.014881571326621e-08
Position 1456: 3.987331867044973e-08
Position 552: 3.9624367872320526e-08
Position 1367: 3.818637999623927e-08
Position 550: 3.783772153393738e-08
Position 1255: 3.587263365268982e-08
Position 1466: 3.307614511892387e-08
Position 1020: 2.2771088343398295e-08
Position 714: 2.0574642606210723e-08
Position 775: 1.674359807224437e-08
Position 1050: 1.2369221842500452e-08
Position 453: 1.0874418028540604e-08
Position 271: 8.887840652933407e-09
Position 233: 7.467576688126314e-09
Position 443: 6.78597746386675e-09
Position 403: 5.093469467423245e-09
Position 275: 4.724044256505222e-09
Position 557: 2.860957853933606e-09
Position 448: 2.81436898427191e-09
Position 1039: 2.0637866028998526e-09
Position 481: 1.041227065000924e-09
Position 214: 7.713557070392053e-10
Position 1028: 5.10559733941228e-10
Position 285: 4.716321904674963e-10
Position 490: 2.317128427510449e-10
Position 461: 1.4570250122872688e-10
Position 282: 8.062018322631779e-11
Position 465: 6.851871446550226e-11
Position 681: 2.9232536060879016e-11
Position 495: 2.6506739785373365e-11
Position 280: 5.494381053285768e-12
Position 171: 3.991623763361299e-15
Position 191: 2.1696258200275566e-15
Position 202: 1.792118855224387e-15
Position 162: 5.430642041738438e-16
Position 166: 4.573548137576564e-16
Position 179: 1.3822651153066213e-16
Position 156: 8.320389770436878e-17
Position 185: 2.504221134405361e-17
Position 187: 2.0521122686734997e-17
Position 175: 1.4533624878896465e-17
Position 204: 1.7101326600711394e-21
Position 196: 1.4657637219959327e-21
Position 159: 1.1668266143349943e-21
Position 177: 5.858292755683583e-22
Position 173: 3.3688714842654767e-22
