Gene = CDCP1
Position 156: 5.052921844075469e-05
Position 388: 4.1871198667621646e-05
Position 1232: 3.921942266959588e-05
Position 177: 3.3540942945603294e-05
Position 1029: 3.0568726779397165e-05
Position 593: 2.8299754546083453e-05
Position 941: 2.3705355801748776e-05
Position 410: 1.1316848490557506e-05
Position 939: 1.1313979033944052e-05
Position 713: 8.963235903740426e-06
Position 4756: 8.938309898200381e-06
Position 366: 8.772229919217401e-06
Position 349: 8.653825477444099e-06
Position 1016: 6.086689606677695e-06
Position 988: 4.326664784332144e-06
Position 1054: 4.081897934149951e-06
Position 955: 2.541624399464371e-06
Position 1086: 1.9425996656699296e-06
Position 952: 1.9345926711610966e-06
Position 703: 2.158819746775028e-07
Position 393: 1.3055368697617664e-07
Position 564: 3.9689200555064234e-08
Position 679: 2.96883086091095e-08
Position 745: 2.653818661091543e-08
Position 132: 2.6499498025159305e-08
Position 465: 2.291759419426077e-08
Position 1365: 2.021172165854879e-08
Position 124: 6.605143734447745e-09
Position 630: 4.807946377164837e-09
Position 439: 7.587993902231088e-11
Position 221: 5.484346282713581e-11
Position 251: 3.796423466982914e-11
Position 101: 1.6354500327514335e-11
Position 352: 1.5051526970134503e-11
Position 467: 1.3603851219142231e-11
Position 98: 5.516630023933176e-12
Position 246: 7.8537988606369e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 12404: 0.9745849424801261
Position 19315: 0.7957212230283088
Position 20957: 0.4484454743565683
Position 18490: 0.4079579812882403
Position 27800: 0.4045884923614591
Position 18645: 0.3755525503773452
Position 16809: 0.3389511021463566
Position 16604: 0.2946246051597539
Position 8944: 0.23022096819572052
Position 16478: 0.22946235940802756
Position 35198: 0.2025069681923642
Position 13392: 0.18278181670236565
Position 9103: 0.15744917390056778
Position 1198: 0.13771734746004233
Position 28215: 0.11628024979936123
Position 16607: 0.1067786196222463
Position 19947: 0.0971360192753068
Position 9404: 0.09408925716530885
Position 8995: 0.07305420553604788
Position 11510: 0.07139270945317748
Position 18744: 0.06092397055978921
Position 14190: 0.060685356572835095
Position 11530: 0.05786576293420487
Position 21389: 0.05328942940160426
Position 24584: 0.050080157891768444
Position 13465: 0.04793742881123619
Position 15756: 0.04124340286286234
Position 4689: 0.039450780409550995
Position 2377: 0.03879108525416328
Position 19693: 0.03695689922560851
Position 22352: 0.033433005360399504
Position 20133: 0.03306253147214213
Position 18125: 0.029676207168516534
Position 13895: 0.02938003735758304
Position 14406: 0.02852615607203007
Position 6001: 0.027990975502975343
Position 16539: 0.02644469638650051
Position 6457: 0.025984886626890677
Position 9252: 0.024350620141917533
Position 8102: 0.024221351503739653
Position 6060: 0.02237967136952284
Position 21335: 0.021697638181526074
Position 14525: 0.020583147286901297
Position 22744: 0.01903242402738555
Position 22146: 0.01876170618896045
Position 21968: 0.017173293630481024
Position 14024: 0.015978120330514635
Position 19057: 0.013243079401257627
Position 12453: 0.012328324376888623
Position 1131: 0.012154633082054549
Position 21290: 0.012114896495430837
Position 18047: 0.011482491541826633
Position 18609: 0.011258123242443508
Position 6557: 0.01120099437774351
Position 16958: 0.010723167684516342
Position 1178: 0.010720261953314329
Position 21525: 0.00997657474980168
Position 7338: 0.009287281366016474
Position 20029: 0.00878184634700167
Position 11465: 0.007853629444683886
Position 19113: 0.00740883391366313
Position 2229: 0.007199304898890126
Position 7258: 0.007028820655183049
Position 8629: 0.006185524486053309
Position 16828: 0.006143649438001836
Position 7210: 0.005840882267752099
Position 7425: 0.005789236145268285
Position 3907: 0.005714787193236916
Position 6986: 0.005460017970319154
Position 8367: 0.005420268679866795
Position 13472: 0.0049121599392761076
Position 7346: 0.004630170188962074
Position 2313: 0.004317413573318372
Position 6033: 0.004290048732280069
Position 12409: 0.004066487424279656
Position 13230: 0.004025071354631215
Position 3882: 0.003924058406686653
Position 20355: 0.0037858178708858655
Position 16772: 0.0036900006289496716
Position 19697: 0.003100981310688056
Position 9883: 0.0030966682220788756
Position 6872: 0.0030163676936974214
Position 6021: 0.002979388398379866
Position 19777: 0.0027343315945291347
Position 19815: 0.002628389727333237
Position 821: 0.0023527624643016557
Position 13279: 0.0022169803909287723
Position 17189: 0.002199118078044965
Position 13335: 0.002137850613097251
Position 11091: 0.0018825739868728632
Position 9444: 0.001746328494059933
Position 18987: 0.0016156897694420479
Position 7000: 0.00157600102575869
Position 6492: 0.0015255198049888593
Position 2343: 0.001440823310447833
Position 18974: 0.0013523618398084368
Position 7311: 0.0012883823338745454
Position 1209: 0.001169765646681194
Position 21163: 0.0011331520103290903
Position 2387: 0.0010704459734975685
Position 5929: 0.0010632920519636825
Position 9142: 0.0010275451292891943
Position 20032: 0.0009076361721565888
Position 3843: 0.0008697620669282089
Position 19021: 0.0008170872178288298
Position 216: 0.0007417149267305198
Position 13528: 0.0006137053970857154
Position 730: 0.00059466573042221
Position 115: 0.0004421477416617359
Position 3033: 0.0004184501438680771
Position 17028: 0.0004037488945860288
Position 174: 0.0003804670713039884
Position 900: 0.0003539127559244435
Position 1281: 0.0002782104811313798
Position 3224: 0.0002304898007426504
Position 862: 0.00016532689376952227
Position 1215: 0.0001545988706902889
Position 775: 0.00010625798556783887
Position 2990: 9.374913779727389e-05
Position 6420: 7.661241661615068e-05
Position 1470: 7.464804983533094e-05
Position 6311: 7.127277869568347e-05
Position 12707: 6.933848663268871e-05
Position 2452: 6.857765686168059e-05
Position 971: 6.795210128198187e-05
Position 463: 4.9175662387128663e-05
Position 2175: 4.765312050260904e-05
Position 654: 4.5489005935673866e-05
Position 988: 4.3582443521938865e-05
Position 121: 3.730613285902998e-05
Position 439: 3.398903456409498e-05
Position 2601: 1.9917609004907457e-05
Position 1001: 1.9222565368506975e-05
Position 831: 1.8850737348696146e-05
Position 591: 1.554577641756979e-05
Position 523: 1.1185122354710194e-05
Position 1978: 8.453867941544733e-06
Position 7578: 8.096546093493459e-06
Position 3951: 7.305505608449745e-06
Position 1005: 7.0469372015015485e-06
Position 916: 6.937997173425706e-06
Position 1068: 6.60356034190416e-06
Position 1133: 6.423870447524187e-06
Position 684: 6.131885329134094e-06
Position 10332: 5.958462915625298e-06
Position 952: 5.347047650376659e-06
Position 2861: 4.122496839334989e-06
Position 482: 3.938285458657815e-06
Position 1035: 3.5094868743181473e-06
Position 465: 2.7026281775061354e-06
Position 5224: 2.5830606576553475e-06
Position 3246: 2.5730634224204333e-06
Position 3220: 2.4192684021158565e-06
Position 498: 2.3361753852240548e-06
Position 1444: 2.297961296386546e-06
Position 504: 2.2449498636720063e-06
Position 3121: 2.1272459347511007e-06
Position 1285: 1.8809583827397646e-06
Position 236: 1.856251784411249e-06
Position 1346: 1.3424213008766347e-06
Position 520: 1.2347697672262668e-06
Position 132: 1.2054077235930557e-06
Position 864: 1.1666514510446744e-06
Position 305: 1.142780369727751e-06
Position 286: 1.0628751382829766e-06
Position 781: 8.880700027376485e-07
Position 622: 8.831957224270635e-07
Position 556: 8.820912259711956e-07
Position 1450: 7.190983643435585e-07
Position 1585: 6.289765615252639e-07
Position 570: 5.25014445504928e-07
Position 837: 4.84787121741839e-07
Position 1753: 4.6760622395724236e-07
Position 615: 3.9734133155092277e-07
Position 1309: 3.936423438536706e-07
Position 1441: 2.74520778939806e-07
Position 626: 2.6510461638249194e-07
Position 352: 2.5161822429324534e-07
Position 803: 2.422727468627572e-07
Position 911: 1.7421353477489994e-07
Position 221: 1.7028011493612634e-07
Position 336: 1.6002284388041924e-07
Position 546: 1.0880867501879617e-07
Position 2938: 7.200382212471379e-09
Position 2192: 5.924405425541543e-09
Position 3068: 3.0939015984253586e-09
Position 1997: 1.7498619867517632e-09
Position 2128: 1.120823632825171e-09
Position 1315: 3.451773624634784e-11
Position 1111: 2.6584197800815846e-11
Position 1106: 2.4997242220092387e-11
Position 1523: 8.76863060295565e-14
