Gene = TRNP1
Position 2025: 2.0771854958997097e-06
Position 846: 2.066512640327674e-06
Position 1252: 2.036751465928954e-06
Position 2186: 1.8874733524999108e-06
Position 550: 1.711783379129405e-06
Position 266: 1.5310830562244601e-06
Position 1110: 1.0995323628381223e-06
Position 385: 1.0670635430078837e-06
Position 1315: 8.893186988317972e-07
Position 421: 8.440044143652231e-07
Position 1385: 8.211889915428941e-07
Position 466: 7.868667432011703e-07
Position 589: 6.414784470884019e-07
Position 592: 4.0625313497993915e-07
Position 1060: 2.572663172850255e-07
Position 341: 2.244436014299298e-07
Position 134: 2.1517193548136977e-07
Position 451: 1.684829586207726e-07
Position 304: 1.4459777397007897e-07
Position 519: 1.2512292407386177e-07
Position 493: 1.194743732424014e-07
Position 395: 1.181511911882981e-07
Position 1062: 1.0992220851627592e-07
Position 263: 9.246045800991121e-08
Position 1097: 7.202453540541766e-08
Position 866: 7.177164369635053e-08
Position 917: 6.502502917588985e-08
Position 445: 6.246758481269168e-08
Position 292: 5.988790602356097e-08
Position 517: 5.3202321804759024e-08
Position 139: 4.8226508880359625e-08
Position 312: 4.702195592609604e-08
Position 124: 3.622980124954514e-08
Position 283: 1.280807411370635e-08
Position 1066: 1.271457654472434e-08
Position 1681: 8.106249180829292e-09
Position 1082: 7.829079983742482e-09
Position 136: 5.414758484216073e-09
Position 868: 4.531042401273646e-09
Position 286: 2.508795461043955e-09
Position 141: 2.3333858197805344e-09
Position 1668: 1.2520675444197416e-09
Position 1407: 1.1255923639641642e-09
Position 1236: 1.089488498973042e-09
Position 453: 1.084605594795368e-09
Position 1397: 7.848901127711604e-10
Position 556: 6.704229169767661e-10
Position 883: 3.8659796795906227e-10
Position 1337: 2.6556576465190084e-10
Position 525: 2.348222133198884e-10
Position 277: 1.949314667908641e-10
Position 894: 8.110183788274651e-11
Position 534: 6.850743873126474e-11
Position 891: 2.760287574884918e-11
Position 872: 8.61955403539926e-12
Position 934: 3.1948433724194e-12
Position 896: 1.482270215110176e-12
Position 905: 7.669328605419994e-13
