Gene = ZC3HC1
Position 902: 8.560161263671333e-05
Position 678: 6.688186997881296e-05
Position 29904: 6.66584611432663e-05
Position 2353: 6.427240718964319e-05
Position 1860: 6.350855174218729e-05
Position 2957: 6.169989291009011e-05
Position 900: 6.023738693323736e-05
Position 2513: 5.7939170674918326e-05
Position 2001: 5.764189552413686e-05
Position 979: 5.7028207998211384e-05
Position 186: 5.485725350467966e-05
Position 174: 5.4514105181991934e-05
Position 1555: 5.122088810344783e-05
Position 29288: 4.846092063786284e-05
Position 1775: 4.4568059081499205e-05
Position 28969: 3.445738467072045e-05
Position 11731: 2.9985509990829567e-05
Position 28253: 2.7018459665927803e-05
Position 1946: 2.6337522365109794e-05
Position 1824: 2.60597729628589e-05
Position 14576: 2.5922987117792173e-05
Position 163: 2.170222866282705e-05
Position 1236: 2.144767890174708e-05
Position 1428: 2.1236054241894326e-05
Position 214: 2.0798462998936855e-05
Position 160: 1.9375494412205407e-05
Position 29102: 1.8569705438079863e-05
Position 2751: 1.8307335382947267e-05
Position 663: 1.774533101882823e-05
Position 1872: 1.708384079016798e-05
Position 13012: 1.5116305324831909e-05
Position 1007: 1.4236782054726824e-05
Position 670: 1.4034170349410006e-05
Position 12759: 1.0363004354424111e-05
Position 362: 1.0221862671996845e-05
Position 1682: 8.571955544626908e-06
Position 1445: 8.550705984714154e-06
Position 28146: 8.445173421250414e-06
Position 28004: 8.130201582935564e-06
Position 193: 7.314623209489966e-06
Position 28052: 7.207678019781559e-06
Position 2381: 6.395138772819944e-06
Position 29522: 6.182611113882564e-06
Position 28861: 6.13966300626575e-06
Position 469: 6.064830523997375e-06
Position 2275: 6.0229679843541755e-06
Position 29449: 5.8348817732293576e-06
Position 999: 4.696062363071009e-06
Position 2102: 4.165413586123394e-06
Position 2477: 3.2535685865951845e-06
Position 216: 2.821987615253532e-06
Position 1559: 2.807011596479764e-06
Position 1028: 2.7661384494524936e-06
Position 1916: 2.3464931734539584e-06
Position 1818: 2.188102175125163e-06
Position 2236: 2.0768900235478485e-06
Position 1652: 1.6791792360368233e-06
Position 1242: 1.6137425519638881e-06
Position 12785: 1.5685865573222416e-06
Position 1210: 1.4536690703575843e-06
Position 489: 1.3550591140702602e-06
Position 755: 1.035237537964272e-06
Position 471: 9.119595917002478e-07
Position 12109: 4.980730722263431e-07
Position 2127: 4.92649293346222e-07
Position 1116: 3.209596129220433e-07
Position 1119: 3.0869958473800263e-07
Position 220: 2.791300100416846e-07
Position 12134: 1.3895358722569283e-07
Position 13023: 1.265704322776217e-07
Position 1001: 1.0512191560435138e-07
Position 12654: 9.810287245714646e-08
Position 308: 6.717150923271388e-08
Position 2936: 2.7862018415915475e-08
Position 3022: 2.4790566499495882e-08
Position 268: 1.4539597354523941e-08
Position 1291: 6.130258945691783e-09
Position 198: 6.118970485740679e-09
Position 1327: 4.41851767516806e-09
Position 145: 1.7184150283296187e-09
Position 1533: 1.0344301905188564e-09
Position 121: 5.137898120746468e-10
Position 12428: 4.1188565638235156e-10
Position 109: 3.399888055278691e-10
Position 148: 2.1150736405496094e-10
Position 275: 7.034969986039756e-11
Position 278: 5.075730038903696e-11
Position 235: 4.268063480994533e-11
Position 132: 3.012059140537142e-11
Position 102: 2.432619940505578e-11
Position 243: 1.0456827533094785e-11
Position 289: 9.06782751823753e-12
