Gene = IL17RD
Position 2770: 0.0009034812669212568
Position 6945: 0.0008523457361741071
Position 2789: 0.0007841185544621462
Position 5910: 0.0007630938929595051
Position 8250: 0.000687541627842772
Position 3457: 0.0006842835034701105
Position 2680: 0.000657885286192751
Position 4152: 0.0006176660148084055
Position 7968: 0.0006090197396885205
Position 11884: 0.0006031426568467336
Position 4469: 0.0005672937827072538
Position 11153: 0.0005466777106442639
Position 6568: 0.0005322550217391948
Position 2501: 0.00047515845815110727
Position 1198: 0.00040558111314505617
Position 4846: 0.0004024644808618384
Position 5814: 0.00040041540860160063
Position 5127: 0.00038762812983891777
Position 3068: 0.00036379195795132273
Position 7138: 0.0003618901702728113
Position 1450: 0.00029931387009255893
Position 2192: 0.00029487390034183534
Position 865: 0.0002686366405095676
Position 3916: 0.00023651890947194726
Position 4900: 0.00021782524707376102
Position 2563: 0.00020804037792519225
Position 6829: 0.00020267125835426872
Position 9148: 0.0001946766324736451
Position 3035: 0.00019061079450750798
Position 5864: 0.00018857231621998655
Position 4710: 0.00018460392216799104
Position 1115: 0.0001827896041623373
Position 7494: 0.0001741926037454612
Position 8667: 0.0001737806943465952
Position 5666: 0.00017184602818350725
Position 2102: 0.0001716473068581141
Position 4341: 0.00015314516679772522
Position 4925: 0.00015076201553504247
Position 966: 0.00014949734764173778
Position 1599: 0.00014942961025359028
Position 1746: 0.00014725833987299576
Position 1807: 0.00012650187583052597
Position 3994: 0.00011336289081908301
Position 1771: 0.00010777696273377827
Position 4316: 0.00010688632903631239
Position 7180: 0.00010571085573342667
Position 3085: 9.323435861225707e-05
Position 7203: 9.262228974808709e-05
Position 1706: 8.812279582558397e-05
Position 2170: 8.033644181783481e-05
Position 1619: 8.02859192737768e-05
Position 2428: 7.711688143902107e-05
Position 6083: 6.94093573081925e-05
Position 4504: 5.911600777907041e-05
Position 4449: 5.905073162450218e-05
Position 4678: 5.5906888840571996e-05
Position 4220: 3.835662426828379e-05
Position 8289: 3.059353562751193e-05
Position 4272: 3.02130428112023e-05
Position 3226: 2.8614633649111186e-05
Position 1411: 2.5597245152585165e-05
Position 3122: 2.3027750486717427e-05
Position 2038: 1.859341469945251e-05
Position 2992: 1.659679969265209e-05
Position 3672: 1.3466059224074481e-05
Position 2609: 1.268234267467527e-05
Position 2365: 1.1322956993798535e-05
Position 2454: 1.0482113218184726e-05
Position 2845: 7.683454942373744e-06
Position 1822: 6.68744038472251e-06
Position 792: 5.94895396813774e-06
Position 266: 5.903344866432147e-06
Position 1757: 5.198285097193266e-06
Position 914: 4.57781786608885e-06
Position 3724: 3.672201306697575e-06
Position 407: 2.710631115185305e-06
Position 2981: 2.6588514263741766e-06
Position 1724: 2.522638883982444e-06
Position 1127: 1.8663668341249674e-06
Position 985: 1.7988041173578482e-06
Position 923: 8.654328072035562e-07
Position 661: 8.071637161085341e-07
Position 1185: 5.905155574309387e-07
Position 1149: 7.897201670054805e-08
Position 1167: 5.6102214443975685e-08
Position 1850: 5.150709708111518e-08
Position 1371: 3.0091756300925326e-08
Position 1094: 2.745692623570368e-08
Position 1205: 2.6021570592166105e-08
Position 294: 2.136617934081545e-08
Position 1202: 2.0014338113551743e-08
Position 1881: 1.914027754868789e-08
Position 1290: 1.7177279978937112e-08
Position 275: 1.3502026094309906e-08
Position 289: 1.0217743045614762e-08
Position 1419: 9.968068987353853e-09
Position 614: 9.43230012989258e-09
Position 945: 9.33781972749877e-09
Position 1470: 8.95556675011644e-09
Position 1331: 8.847836803674624e-09
Position 1508: 8.600966087993554e-09
Position 1393: 8.460918225678873e-09
Position 478: 6.159126841489527e-09
Position 414: 3.216216429122123e-09
Position 677: 2.019073972451144e-09
Position 937: 1.4035501557127258e-09
Position 621: 1.0122061296530303e-09
Position 616: 5.880829322107698e-10
Position 587: 4.659977634507487e-10
Position 1311: 4.2665327814946374e-10
Position 679: 2.2200903040161037e-10
Position 449: 1.4376678637844563e-10
Position 700: 7.184141574472752e-11
Position 928: 3.1432991348604376e-11
Position 935: 2.6531420789493085e-11
Position 480: 8.30821494641914e-12
Position 690: 2.530372354421882e-12
Position 219: 1.9454010248749685e-13
Position 213: 9.408928443633691e-14
