Gene = PVRIG
Position 636: 2.3712257003506523e-07
Position 27: 1.136239036235903e-07
Position 594: 8.710791548674722e-08
Position 224: 4.1526201657537296e-08
Position 522: 1.3477885741717775e-08
Position 1373: 6.326391269203819e-09
Position 413: 4.109632694868254e-09
Position 50: 3.196873405165042e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 1691: 0.8727151909731609
Position 1310: 0.6894031930957998
Position 877: 0.657393476028236
Position 1535: 0.41965719621939296
Position 1523: 0.3508593296653541
Position 1352: 0.2588692222398385
Position 476: 0.2249280246379818
Position 707: 0.10848329599968043
Position 1074: 0.10611172413993554
Position 1039: 0.09717912325865449
Position 615: 0.08579198342490099
Position 575: 0.08071327078842475
Position 664: 0.05436993647268015
Position 684: 0.05347850458955088
Position 1117: 0.049592487813326695
Position 578: 0.030451745278163533
Position 714: 0.016983284236723045
Position 245: 0.015956529454018067
Position 1092: 0.015845061861835562
Position 1841: 0.010955318059874306
Position 334: 0.010334537565599726
Position 418: 0.00803115403289303
Position 1984: 0.0072091203314191095
Position 358: 0.007080615017017068
Position 2170: 0.006805152488486457
Position 555: 0.0046835826973445766
Position 533: 0.004582549842129813
Position 2110: 0.004293885715449154
Position 1097: 0.004231432114694385
Position 1379: 0.004181234885250586
Position 2205: 0.002720275506629067
Position 686: 0.002522065990407176
Position 1556: 0.0025007271789915585
Position 2052: 0.002491808558322963
Position 1495: 0.0018545877844957732
Position 692: 0.0017334101873250074
Position 1885: 0.0016325740139067563
Position 306: 0.0016320995918499438
Position 1750: 0.0016169779346741787
Position 1563: 0.001379884039093907
Position 269: 0.001230502874671357
Position 1133: 0.0010646987531079198
Position 622: 0.0010290575240694535
Position 1712: 0.0009689473752786951
Position 1432: 0.0007201004230930952
Position 538: 0.0005775052359671704
Position 1776: 0.00047964736500847953
Position 636: 0.00042444869905384716
Position 901: 0.0004015610996857525
Position 447: 0.0003940783314970209
Position 391: 0.0003768587753986067
Position 2122: 0.00035794963577393186
Position 482: 0.0003510451682026432
Position 586: 0.00030076488261620427
Position 1919: 0.00025401513268289214
Position 679: 0.00022982424992915555
Position 1130: 0.00020966683216954652
Position 1164: 0.00020859053470679187
Position 1542: 0.00019925507977223842
Position 632: 0.00018341616180027768
Position 2004: 0.0001661572187127092
Position 277: 0.00012679188770014528
Position 1094: 0.00012249177338331376
Position 842: 0.0001152765869581924
Position 828: 0.00010914667942376455
Position 1382: 0.00010862413324675481
Position 437: 9.960189291662821e-05
Position 1217: 8.8952757601535e-05
Position 2226: 8.260678380379924e-05
Position 728: 5.83336790124533e-05
Position 627: 5.2444830758885256e-05
Position 1703: 5.00812029075026e-05
Position 629: 4.660710307852947e-05
Position 888: 4.4713161480447324e-05
Position 486: 4.2874387971020554e-05
Position 809: 3.990466163215448e-05
Position 552: 3.7926910360517814e-05
Position 423: 3.3929964298973123e-05
Position 1182: 3.1547952456656596e-05
Position 850: 3.0424287964013314e-05
Position 1699: 2.2868040938112714e-05
Position 2191: 2.265287414076989e-05
Position 1222: 2.0761355605654186e-05
Position 986: 1.8726876964823503e-05
Position 1761: 1.85252777542023e-05
Position 396: 1.6447454530760388e-05
Position 1901: 1.574095218540916e-05
Position 2100: 1.4817272327020511e-05
Position 252: 1.389534953384114e-05
Position 1252: 1.3715656803052792e-05
Position 1228: 5.6184184819147e-06
Position 135: 4.00385232842885e-06
Position 624: 3.1829948334965083e-06
Position 378: 3.1476328943008308e-06
Position 797: 2.431910111657021e-06
Position 1260: 2.1997419111054653e-06
Position 232: 1.9423852618122606e-06
Position 139: 1.3029067384847476e-06
Position 912: 1.2166804879545256e-06
Position 108: 4.3523452392374746e-07
Position 428: 3.088108492255717e-07
Position 819: 2.8864187432036606e-07
Position 174: 2.387736611914201e-07
Position 811: 1.5017339692451784e-07
Position 101: 5.785676453404709e-08
Position 132: 2.8457904692749974e-08
Position 179: 1.8271603611925254e-08
Position 151: 1.7760970265714493e-08
Position 98: 1.0030644622964137e-08
Position 112: 8.707611320611221e-09
Position 153: 2.657751138209431e-09
Position 213: 1.964136953068965e-09
Position 158: 5.305499648938696e-10
Position 105: 1.0851252486951162e-10
Position 184: 1.0119161946452557e-10
Position 201: 9.611488975453657e-11
Position 380: 3.026481004467554e-11
Position 187: 1.092375264717874e-11
Position 367: 7.670199580036762e-12
Position 209: 2.2418992091204647e-12
Position 194: 1.7086488737258441e-12
