Gene = URM1
Position 16849: 0.0013491867613813209
Position 19352: 0.0013075687600342082
Position 539: 0.0012670679937812352
Position 2037: 0.0012639550315976212
Position 1900: 0.0011953801720686569
Position 16725: 0.0011729507275618169
Position 18257: 0.001165165867292517
Position 16970: 0.0010452547608232681
Position 11064: 0.0009567626098720156
Position 11356: 0.000914621613391125
Position 3908: 0.0008563367609645798
Position 14099: 0.0008521469893196399
Position 6642: 0.000851578531714485
Position 19980: 0.0008487174391736653
Position 7301: 0.0008013736765200016
Position 13162: 0.0007738662413252299
Position 617: 0.0007734989894747822
Position 11390: 0.0007647413985159923
Position 2034: 0.0007301194179337643
Position 16653: 0.0007112790737125637
Position 1365: 0.0006892387318739272
Position 2537: 0.0006489646841648468
Position 18649: 0.0005644141207637295
Position 19214: 0.0005511382355718762
Position 2197: 0.0005420073293236224
Position 4765: 0.0005353683928966761
Position 18549: 0.0005221249697505161
Position 18078: 0.0004904028060688041
Position 918: 0.0004641170032899869
Position 15969: 0.00043462166886382245
Position 2058: 0.0003985240619949968
Position 1799: 0.0003902831471775561
Position 18646: 0.0003715318579522524
Position 1744: 0.00036998656413158085
Position 17124: 0.00035325499767385656
Position 16798: 0.0003474872024615036
Position 1686: 0.00033120466168807833
Position 4805: 0.00031122024527193033
Position 2282: 0.0003094221373226674
Position 18021: 0.0002856602723795987
Position 6909: 0.0002827748882993515
Position 740: 0.0002711131205655702
Position 6601: 0.00024738624962714637
Position 7331: 0.00023662119518316055
Position 204: 0.000212269718577325
Position 695: 0.0002057739231539086
Position 17751: 0.0001930065560466876
Position 7387: 0.00019292461360881916
Position 350: 0.00017736239721277312
Position 17866: 0.00015107569308890612
Position 1816: 0.00014621671799647747
Position 1172: 0.00014150770867389916
Position 490: 0.00012485622166354086
Position 265: 0.00011510482275802149
Position 2913: 0.00011377010569190963
Position 17224: 0.00011354331960609424
Position 1380: 0.00010014180974677495
Position 2848: 9.709045676660916e-05
Position 706: 9.39825104798509e-05
Position 17467: 8.933744931099896e-05
Position 288: 8.724268570814855e-05
Position 6894: 7.971841326371376e-05
Position 2363: 7.823245729712511e-05
Position 1478: 7.214994565390801e-05
Position 17512: 7.122052340696375e-05
Position 17398: 6.777426371953066e-05
Position 1393: 6.32964434832411e-05
Position 1248: 6.0069166170716215e-05
Position 1527: 5.91039435047937e-05
Position 16893: 5.657349624922466e-05
Position 493: 5.5799503969017e-05
Position 2810: 5.3996588968968176e-05
Position 759: 5.1075103685245626e-05
Position 1034: 4.490889217953514e-05
Position 1622: 3.9618433230358935e-05
Position 1924: 3.41408505912419e-05
Position 1010: 3.319856697667628e-05
Position 1838: 3.2975849782744296e-05
Position 2919: 3.091926087876005e-05
Position 1547: 3.0884327102263107e-05
Position 1818: 2.8037927789394932e-05
Position 776: 2.55736803519234e-05
Position 1905: 2.52206297184976e-05
Position 654: 2.1953757544472835e-05
Position 712: 2.1133799573748305e-05
Position 1530: 1.9323491958325264e-05
Position 3204: 1.5925122576376394e-05
Position 1229: 1.563272252691537e-05
Position 862: 1.5119000787966325e-05
Position 1312: 1.3297530072741883e-05
Position 781: 1.2662401669880486e-05
Position 768: 1.1816806695421744e-05
Position 1842: 1.1711995092861229e-05
Position 234: 1.1224647539631187e-05
Position 658: 1.0729301216916607e-05
Position 727: 8.685850929646453e-06
Position 977: 6.162166076542312e-06
Position 742: 5.943443628233797e-06
Position 1651: 5.68872285613325e-06
Position 17949: 5.378755338163781e-06
Position 942: 5.317875137969321e-06
Position 2983: 5.275550552336062e-06
Position 1560: 4.805372727060983e-06
Position 799: 3.935932011111585e-06
Position 717: 3.799405243205932e-06
Position 290: 3.7857943734041453e-06
Position 443: 3.704298821344234e-06
Position 2891: 3.6934820139272607e-06
Position 681: 3.5708651913495235e-06
Position 1193: 3.471742442817306e-06
Position 1423: 3.00921642211995e-06
Position 1176: 2.8628416177726592e-06
Position 373: 2.464423456094029e-06
Position 2298: 2.378074345644076e-06
Position 851: 2.1548766374503333e-06
Position 546: 2.0182456914089008e-06
Position 6867: 1.7881028871141752e-06
Position 1463: 1.5178516648663903e-06
Position 1758: 1.384593743618926e-06
Position 1610: 1.3099701284494368e-06
Position 269: 1.3069029856087936e-06
Position 664: 1.176814595978795e-06
Position 2146: 1.1711515640901522e-06
Position 2328: 1.1244703472158993e-06
Position 621: 9.578225639819686e-07
Position 370: 7.70888209140206e-07
Position 17339: 6.693225874639157e-07
Position 898: 6.390028063657312e-07
Position 3280: 6.245135791295972e-07
Position 217: 4.1890590014443435e-07
Position 864: 3.774804820935785e-07
Position 356: 2.850455878268494e-07
Position 377: 2.6676255872933073e-07
Position 237: 2.4152748547974295e-07
Position 602: 2.36305411822958e-07
Position 436: 2.0782421436971382e-07
Position 2170: 1.3700295039428047e-07
Position 2211: 1.313579107673698e-07
Position 935: 8.27721412804159e-08
Position 149: 7.591363456243702e-08
Position 789: 6.48023869628429e-08
Position 450: 3.417794566766275e-08
Position 239: 2.8647274988131318e-08
Position 1647: 2.0876841294103492e-08
Position 453: 9.607710489270008e-09
Position 304: 3.701391844387459e-09
Position 252: 2.1763530895008752e-09
Position 785: 1.4288703171562054e-09
Position 1426: 1.4106609526860495e-09
Position 245: 3.827640038872502e-10
Position 778: 7.166810415036363e-11
Position 91: 1.5609018028775265e-11
Position 136: 1.2892646752621796e-11
Position 247: 4.028959383363711e-12
Position 107: 2.3992947416596004e-12
Position 109: 6.968988543964738e-18
Position 101: 6.098644044148017e-22
