Gene = P3H2
Position 825: 4.009999591913406e-06
Position 808: 2.848447081073966e-06
Position 932: 1.979810243891031e-06
Position 642: 1.5809576557734192e-06
Position 606: 1.185315054005649e-06
Position 796: 8.632119705321207e-07
Position 867: 8.495744439771993e-07
Position 536: 7.811500661361406e-07
Position 798: 6.829381385584401e-07
Position 173: 6.174165146812083e-07
Position 916: 5.368989331627624e-07
Position 2721: 2.5346850283124396e-07
Position 2856: 2.0601412956683606e-07
Position 1078: 1.168929495746491e-07
Position 768: 1.1249781011578899e-07
Position 2055: 1.6511594164431795e-08
Position 1397: 6.412192937347981e-09
Position 1436: 1.6493741627870136e-09
Position 1339: 1.22637044678966e-09
Position 553: 2.8358289711565937e-10
Position 1151: 1.4815439867420654e-20

Sorted 3' Splice Sites (High to Low Probability):
Position 16526: 0.9479403339625678
Position 12203: 0.9476847707587219
Position 24102: 0.834972724315655
Position 27254: 0.737949822352884
Position 562: 0.599604722638943
Position 14094: 0.5040951544127832
Position 35993: 0.4325491314876743
Position 887: 0.36888711205844577
Position 4222: 0.329864362574397
Position 2466: 0.26252797158370206
Position 1129: 0.23650477851777724
Position 26119: 0.12085990288558146
Position 34095: 0.11575810053190444
Position 27471: 0.11231928843053159
Position 14841: 0.1011453698908051
Position 21649: 0.0944936090840275
Position 18417: 0.09113945954598479
Position 3876: 0.0849139926291824
Position 8199: 0.08163553783138267
Position 7302: 0.07915546073464831
Position 13522: 0.06915303090285202
Position 14218: 0.060786582214749856
Position 23647: 0.06065578488977672
Position 9437: 0.059627712541227396
Position 610: 0.05374019411952188
Position 32582: 0.05252150725436862
Position 14403: 0.05247075688128886
Position 27526: 0.04797305380452558
Position 27319: 0.04637146407766543
Position 18445: 0.04160873724154372
Position 16507: 0.04112967977405061
Position 346: 0.04023663558360275
Position 1109: 0.03963524168863121
Position 23480: 0.03598759469140094
Position 18270: 0.03562727987519701
Position 35807: 0.03482429400679751
Position 27152: 0.029095028331103695
Position 18598: 0.026064470565245593
Position 8072: 0.02379166689741722
Position 35253: 0.02202564254326913
Position 14822: 0.021835672576503158
Position 36619: 0.01890784404432282
Position 28655: 0.017519583387570387
Position 18579: 0.0173949897988913
Position 8290: 0.017083064196567046
Position 21073: 0.016820986686231866
Position 28632: 0.0162622913984757
Position 31668: 0.01616096585144408
Position 4149: 0.015264213091040611
Position 2577: 0.014684756679689125
Position 30618: 0.013310519123459251
Position 23502: 0.013010796161941377
Position 804: 0.012413297535168911
Position 7394: 0.0109656161490095
Position 31123: 0.010249662892181613
Position 2436: 0.009602508557313661
Position 4312: 0.00933778009759894
Position 27645: 0.008489644552626147
Position 29137: 0.0083267137711523
Position 575: 0.008324375795394837
Position 3971: 0.007942004724582657
Position 24342: 0.0075249670869155585
Position 768: 0.007470727465200091
Position 30599: 0.007357170149508062
Position 29853: 0.006967927055368281
Position 3180: 0.006967276767620985
Position 29105: 0.006511271013208364
Position 16490: 0.00650455413602304
Position 2563: 0.005359820799782296
Position 29898: 0.005096642796576692
Position 18623: 0.005046195997821429
Position 2769: 0.004854336429540548
Position 323: 0.004403196798525984
Position 283: 0.004331432013524957
Position 635: 0.004178395656457709
Position 29272: 0.004166752159995701
Position 190: 0.003400019765123534
Position 30646: 0.002995360357173476
Position 1151: 0.0027698800332417893
Position 3553: 0.002692422083608891
Position 367: 0.002427038581491926
Position 4259: 0.0023020049282101826
Position 28527: 0.002208620065120801
Position 4027: 0.002136850282774933
Position 18291: 0.0020342166435672548
Position 31716: 0.0020247284820577695
Position 7181: 0.0017100350479807248
Position 29460: 0.0016638454273223118
Position 2973: 0.0016202196790929897
Position 2870: 0.001594454993136999
Position 817: 0.0015937173358724153
Position 26148: 0.0014334579011244463
Position 3615: 0.0013820570593739462
Position 3701: 0.0012715185406510041
Position 569: 0.0012102103961315026
Position 28410: 0.0010561737624725015
Position 3851: 0.0010514013487536366
Position 196: 0.0010256822101867966
Position 20722: 0.000810952667031986
Position 22490: 0.0008054682694166299
Position 19195: 0.0007059933874350785
Position 2808: 0.0006777712189073244
Position 24442: 0.0006431946299413034
Position 1476: 0.0006241553211676734
Position 21330: 0.0006089379450505674
Position 893: 0.0005490081905664121
Position 2178: 0.0005281635516339387
Position 1498: 0.0005262607380945527
Position 1851: 0.0005154473564496752
Position 19222: 0.0004619177663948222
Position 26314: 0.00045475056640572427
Position 2662: 0.00041950026273877286
Position 662: 0.0004063762797518169
Position 1616: 0.0004010658368960106
Position 1137: 0.00037805390357238607
Position 24571: 0.0003676364509527309
Position 640: 0.0003661563664679346
Position 500: 0.0003648542233798618
Position 3357: 0.0003439117218740291
Position 889: 0.000336720873375967
Position 625: 0.0003253717429129418
Position 2054: 0.0003145374032384154
Position 614: 0.000283593724879141
Position 17987: 0.0002827172319027092
Position 2298: 0.00026167251595708073
Position 7643: 0.0002596647475707712
Position 18721: 0.0002589388728224622
Position 1386: 0.0002509722905636728
Position 2363: 0.0002389684880933347
Position 1495: 0.0002260124072107463
Position 22554: 0.00019432443133375157
Position 2593: 0.0001932431752334678
Position 19753: 0.00018932359864485204
Position 1321: 0.00018208366123863732
Position 909: 0.00017604617100963689
Position 18137: 0.00017286126085085972
Position 2000: 0.00015714178112336417
Position 25495: 0.00015325415416217827
Position 17586: 0.00014841519226523912
Position 302: 0.00014669330575680574
Position 3041: 0.0001449004843162409
Position 19102: 0.00014289761282537165
Position 4890: 0.0001354112050634797
Position 20361: 0.00012774611048428443
Position 16787: 0.0001186241634170043
Position 17543: 0.0001140049725175735
Position 867: 0.00010911265501012915
Position 2082: 0.00010780668481372984
Position 17731: 9.703980818415255e-05
Position 22525: 8.959093378629204e-05
Position 21257: 8.556201430782765e-05
Position 17271: 8.258993157345018e-05
Position 19071: 8.254645937792461e-05
Position 16871: 8.104127343969398e-05
Position 2779: 7.089204570861696e-05
Position 17344: 6.123076719759428e-05
Position 16714: 5.5123595563331576e-05
Position 19168: 5.0403963712248795e-05
Position 17829: 4.767847939849637e-05
Position 2003: 4.660837832297371e-05
Position 19409: 4.657020749954586e-05
Position 13289: 4.592640003186656e-05
Position 18939: 4.318292551862748e-05
Position 17998: 4.0398671874533604e-05
Position 18788: 3.580159174561115e-05
Position 950: 3.2253099095213525e-05
Position 2214: 2.7771576137989434e-05
Position 2096: 2.6274441604237495e-05
Position 19289: 2.4590369029081212e-05
Position 2131: 2.398578777746987e-05
Position 926: 2.254016515937181e-05
Position 911: 2.2322462748404256e-05
Position 1832: 1.991213213953191e-05
Position 1417: 1.7327280925846142e-05
Position 1156: 1.09936342061046e-05
Position 296: 9.377979353721414e-06
Position 2029: 9.346564274005724e-06
Position 3430: 8.740513909393587e-06
Position 13307: 7.184756937287939e-06
Position 1214: 6.631189365580349e-06
Position 18157: 6.590889977264159e-06
Position 372: 6.180467653450482e-06
Position 13845: 6.164110058257123e-06
Position 402: 5.674920188708867e-06
Position 2402: 5.257224275364902e-06
Position 1421: 4.8498609033498476e-06
Position 17393: 4.740595820042983e-06
Position 415: 3.987817562346173e-06
Position 13333: 3.781334536567762e-06
Position 642: 3.2917242277734953e-06
Position 5644: 2.961617762019768e-06
Position 515: 2.424167979407021e-06
Position 308: 2.423730238370676e-06
Position 736: 1.5365051033132705e-06
Position 13656: 9.421325264115827e-07
Position 2658: 5.80270945165292e-07
Position 384: 4.4174679726548164e-07
Position 707: 3.560376321079627e-07
Position 5341: 3.128710810770451e-07
Position 677: 2.2881802928448902e-07
Position 687: 1.7738726252729124e-07
Position 4107: 1.1419129342183789e-07
Position 206: 8.625325876114602e-08
Position 119: 8.08408285910217e-08
Position 380: 3.462102678122126e-08
Position 155: 3.4467657070301506e-08
Position 939: 1.9134560641194334e-08
Position 1219: 1.585237673905805e-08
Position 986: 8.721041723912183e-09
Position 144: 7.295087887148895e-09
Position 114: 6.326312732846555e-09
Position 1365: 6.1582710468614865e-09
Position 976: 6.0044690835313925e-09
Position 964: 2.4329414611113043e-09
Position 1323: 2.4245806921988606e-09
Position 165: 1.6524592067849937e-09
Position 1163: 9.890601712470687e-10
Position 1272: 6.111168483630143e-10
Position 1226: 9.80652779502942e-11
Position 126: 7.336868164957016e-12
Position 1238: 1.9867890312353207e-12
Position 128: 6.912010807647408e-13
