Gene = TFG
Position 10596: 0.7848586363509586
Position 29982: 0.608004235130331
Position 13484: 0.5014605385963741
Position 33585: 0.4233139080149997
Position 37867: 0.3769646828331905
Position 32701: 0.3595522828133262
Position 32259: 0.25363335917890784
Position 4416: 0.20688146408339733
Position 37437: 0.19728347295858648
Position 4275: 0.17494574392763226
Position 32777: 0.14907283263446272
Position 37730: 0.14684708132835503
Position 29394: 0.14514441294883737
Position 20174: 0.13122393710166896
Position 9587: 0.1236120863381003
Position 19651: 0.11620627037298639
Position 11010: 0.11553489286493712
Position 19613: 0.1144661981691363
Position 10810: 0.11345165589130835
Position 32256: 0.08351349662648952
Position 31869: 0.07868500996129443
Position 11031: 0.07547611397534543
Position 34000: 0.07357750808564206
Position 32859: 0.06739437668789425
Position 32428: 0.05751157214224448
Position 23070: 0.0560636062899457
Position 37982: 0.052223057212174746
Position 33468: 0.051436833749777325
Position 4395: 0.04725088315582171
Position 10758: 0.04505534557917342
Position 25252: 0.04500477494305248
Position 3239: 0.04392252924096514
Position 38035: 0.04290656443421781
Position 27662: 0.04275625626901011
Position 8571: 0.04249592895565761
Position 25849: 0.039587083938559225
Position 33612: 0.033472879158937985
Position 20042: 0.032251345223106
Position 4319: 0.02730038100304683
Position 19793: 0.027144520016151308
Position 34536: 0.023947150919549597
Position 19697: 0.023443364732407077
Position 22363: 0.0232910049005916
Position 37846: 0.023282741907005113
Position 20258: 0.023111822821353323
Position 2123: 0.02191963761082229
Position 4107: 0.020220041633933598
Position 34486: 0.01967330602708171
Position 7525: 0.018458493947290402
Position 29214: 0.01638672355847289
Position 24386: 0.015539653506555177
Position 11817: 0.013930710198644707
Position 25340: 0.013784800680604729
Position 20556: 0.012794283649074414
Position 20631: 0.012679544784656311
Position 4289: 0.0126452390325917
Position 29925: 0.012481167279459103
Position 27218: 0.012198401934946495
Position 31772: 0.012108143162142168
Position 24976: 0.011761872445726906
Position 27263: 0.011755708656935572
Position 27564: 0.011710933422993942
Position 34446: 0.011611931966281368
Position 141: 0.011212579282765723
Position 34786: 0.011059887505833602
Position 33363: 0.010849517996969153
Position 29964: 0.010529532153148
Position 3264: 0.010426693928915196
Position 30074: 0.010407838571458829
Position 6961: 0.01036832009348302
Position 27891: 0.009977501315696274
Position 10858: 0.00981420377278695
Position 30058: 0.009657270058039513
Position 38480: 0.009554870964063267
Position 25753: 0.009370227158270293
Position 7485: 0.008784812700603105
Position 27443: 0.008552081611983595
Position 23933: 0.008521381155310648
Position 1567: 0.007759886505895759
Position 7471: 0.007687166567962913
Position 25302: 0.007635368887492647
Position 39120: 0.007585665085295963
Position 29276: 0.007231098663955736
Position 27221: 0.006789055240475479
Position 2000: 0.006642092297354474
Position 3433: 0.006165629457027456
Position 4264: 0.005922616971493722
Position 11656: 0.005886056608497912
Position 6855: 0.005781719724448791
Position 34675: 0.005591895823086125
Position 36265: 0.005578700531258334
Position 37791: 0.005451860688814032
Position 37756: 0.005436316895470399
Position 35848: 0.005291131420326236
Position 38522: 0.005163183405272261
Position 3365: 0.005158096319256519
Position 1537: 0.005085353446026771
Position 27207: 0.004686244467830958
Position 11773: 0.004634587706268447
Position 37501: 0.00454986473926796
Position 25041: 0.004431744238907512
Position 28883: 0.0044191843612933395
Position 8592: 0.004329484991626361
Position 4441: 0.004255350554458706
Position 10649: 0.004128532623066727
Position 10528: 0.00409673060154449
Position 24337: 0.0039941646652674676
Position 300: 0.0038432148317993544
Position 25854: 0.0037970741170112055
Position 23279: 0.0035646561715411166
Position 13620: 0.0034361309215160335
Position 4127: 0.003422206392012553
Position 3880: 0.0033824443353664304
Position 27266: 0.0033158973992064677
Position 2101: 0.0032363677810320663
Position 20478: 0.0031625382124475126
Position 1986: 0.003160737110511837
Position 37661: 0.003029546890355634
Position 30062: 0.0030205562266107937
Position 19555: 0.002971067600272374
Position 39359: 0.0029547950922662524
Position 27426: 0.0028586624787022416
Position 35739: 0.002818693524007725
Position 8759: 0.0028098972595048863
Position 173: 0.002637403533224335
Position 2069: 0.002600662305123442
Position 37893: 0.0024439757255763886
Position 29331: 0.0024358800335829885
Position 33561: 0.0024314972910953175
Position 25081: 0.002312375603134737
Position 34287: 0.002282947802829033
Position 37392: 0.002258430882563739
Position 39423: 0.0022231364663837902
Position 34921: 0.002119924334241801
Position 29560: 0.002112868446751483
Position 744: 0.002085430683848767
Position 2276: 0.001976080503806992
Position 11550: 0.0018102644746376283
Position 2264: 0.0016839174791720016
Position 37339: 0.0014962514612897185
Position 34760: 0.0014014803205302001
Position 7317: 0.001387293428663914
Position 3441: 0.0013348398405312269
Position 38567: 0.0012603548800394979
Position 38586: 0.0012583556801791852
Position 32918: 0.0012418329834663051
Position 27810: 0.001238036438844876
Position 3322: 0.001162227164155234
Position 37452: 0.0011497517021273485
Position 5777: 0.0011291706000565213
Position 27491: 0.0010621296629909963
Position 1906: 0.0010415814987765942
Position 28821: 0.0010049629119280932
Position 38774: 0.0009531222913954686
Position 38092: 0.0009335317436031785
Position 35836: 0.0009192727487521277
Position 1909: 0.0009088478791443649
Position 39077: 0.0008973472460034087
Position 159: 0.0008617748746022178
Position 613: 0.0008615979296222521
Position 38553: 0.0008544070708858075
Position 29496: 0.000836230645760708
Position 1592: 0.0008255474640991023
Position 3499: 0.0007967406608613368
Position 3276: 0.0007669402906927263
Position 36347: 0.0007537942691366307
Position 38955: 0.0007474227105929176
Position 35913: 0.0006997803946260542
Position 30096: 0.0006765168866752438
Position 28018: 0.0006605235082269499
Position 272: 0.0006194424772476358
Position 29399: 0.0006122007034362313
Position 1649: 0.0005960482357181665
Position 35459: 0.0005650159962577158
Position 24296: 0.000544734899310392
Position 32616: 0.0005333760588274825
Position 36215: 0.0005228669074000728
Position 3125: 0.0005058821411726315
Position 38871: 0.0005047431087865699
Position 38811: 0.00046273860416937287
Position 2360: 0.00043811048918384
Position 30287: 0.00042431223109074266
Position 1543: 0.00037351479939345814
Position 3372: 0.0003698784790187599
Position 39236: 0.0003533200251443724
Position 799: 0.00035157026379416414
Position 29531: 0.00033323972773591427
Position 1743: 0.00032592129236974
Position 19558: 0.00032336494003661
Position 38725: 0.0003177356428329406
Position 38808: 0.0003173143169541531
Position 27570: 0.0003031421573792539
Position 7647: 0.0003011040298638201
Position 37399: 0.0002996904165488992
Position 28663: 0.000296804658721889
Position 36158: 0.000294264965338985
Position 39056: 0.00029253011912273353
Position 1621: 0.0002688771645438988
Position 669: 0.0002602647816203523
Position 37574: 0.00025991012117220435
Position 38700: 0.0002482630572892362
Position 35924: 0.00024256268096551717
Position 37551: 0.00023430279774270925
Position 36227: 0.00023164843460356157
Position 36802: 0.00020822264225971488
Position 35639: 0.00020601581701403
Position 3472: 0.00020524306921009027
Position 1380: 0.00019169647301780026
Position 36487: 0.00017533240404288432
Position 2208: 0.0001722328409146948
Position 277: 0.00017016547217620388
Position 1867: 0.00016936646451686172
Position 27398: 0.00013883946770127818
Position 28727: 0.00013542616984506682
Position 7881: 0.0001327754259976196
Position 1438: 0.00013195482741776534
Position 39181: 0.00013064978954714567
Position 37665: 0.0001249675042935013
Position 36778: 0.00012324468650321845
Position 783: 0.00011870964446304024
Position 5245: 0.000117109531552715
Position 36566: 0.00010768734682699131
Position 36912: 0.00010077411103767547
Position 38043: 9.83101828445317e-05
Position 39362: 7.571415234904831e-05
Position 38456: 6.923315370015642e-05
Position 4005: 6.879549479210251e-05
Position 36872: 6.566318248363008e-05
Position 3503: 6.2123686146331e-05
Position 7167: 5.9857931396709344e-05
Position 38844: 5.9341127750132426e-05
Position 3457: 5.222617364876546e-05
Position 6369: 4.8268420494965615e-05
Position 35815: 4.5540203644803793e-05
Position 1444: 4.4404054775347686e-05
Position 7930: 4.387441688850753e-05
Position 36079: 4.04140920299193e-05
Position 2292: 3.804645235400264e-05
Position 2126: 3.565736710372319e-05
Position 25305: 3.473117557406544e-05
Position 883: 3.385118910874378e-05
Position 2880: 3.2453041670088044e-05
Position 36433: 3.012725900580182e-05
Position 747: 2.9771918274838672e-05
Position 1251: 2.92516963366171e-05
Position 198: 2.883720196740008e-05
Position 616: 2.7285752661450327e-05
Position 2243: 2.5954841401391515e-05
Position 2414: 2.5209117445693608e-05
Position 2073: 2.4999598656669968e-05
Position 37082: 2.376579772367658e-05
Position 36664: 2.1420237018042096e-05
Position 4567: 2.0068479453335058e-05
Position 36735: 1.9717138711579198e-05
Position 5864: 1.9080669164711422e-05
Position 36317: 1.642433850666231e-05
Position 1298: 1.6006156677750217e-05
Position 37525: 1.5447577639614997e-05
Position 5983: 1.5039835377760577e-05
Position 2745: 1.50156579014956e-05
Position 1476: 1.4509114360120728e-05
Position 3853: 1.4060762883668336e-05
Position 227: 1.3995843849306509e-05
Position 2151: 1.3778364751738947e-05
Position 1629: 1.3503068780076621e-05
Position 829: 1.2997787967760556e-05
Position 1843: 1.260940334713038e-05
Position 3892: 1.1961265311242212e-05
Position 871: 1.1838000712688107e-05
Position 36648: 1.17183475090818e-05
Position 1767: 1.1681717046936215e-05
Position 23375: 1.1524985718266463e-05
Position 2472: 1.0661012717483137e-05
Position 696: 1.0023551394628308e-05
Position 2960: 9.541906990174587e-06
Position 1615: 8.524802467175437e-06
Position 2397: 7.777523372823782e-06
Position 681: 6.819901930128423e-06
Position 2707: 6.4246144194063625e-06
Position 37923: 5.712045660049443e-06
Position 2528: 4.799299316169358e-06
Position 2934: 4.167115187067302e-06
Position 5600: 4.146797413273727e-06
Position 1826: 3.856921732668528e-06
Position 37634: 3.5498824259460805e-06
Position 701: 2.6216337835957914e-06
Position 35792: 2.2780840188233953e-06
Position 6443: 2.122839911745559e-06
Position 5856: 9.227558544578692e-07
Position 35312: 3.282902937893474e-07
Position 35933: 3.156902652049367e-07
Position 29876: 2.9556695424616827e-07
Position 2810: 2.873842352096107e-07
Position 35963: 1.840437787053361e-07
Position 35945: 1.6443315789089317e-07
Position 35194: 1.4659094374089037e-07
Position 35655: 1.0762895532463357e-07
Position 1215: 8.145831435426613e-08
Position 35982: 7.092443779911335e-08
Position 35857: 5.615517726523095e-08
Position 35673: 4.503867943579646e-08
Position 35166: 2.4874566887598156e-08
Position 2903: 3.708479269099049e-09
Position 35770: 1.1498454535846464e-09
Position 35617: 7.513528763787434e-10
