Gene = FCGR2C
Position 8977: 0.009914086371487472
Position 6595: 0.00968568363755793
Position 17953: 0.009683219742149507
Position 1091: 0.009390164442484413
Position 2245: 0.009218211341670416
Position 10412: 0.00892845816059277
Position 1040: 0.008815085827065309
Position 683: 0.008276836483518724
Position 2854: 0.008180120815860623
Position 15287: 0.008041065458331869
Position 17571: 0.007909746417280174
Position 17165: 0.00786011710315165
Position 1465: 0.007579893942916421
Position 1529: 0.0073097158407676
Position 14087: 0.007247628022547531
Position 18227: 0.007182468994212448
Position 13780: 0.0071004612214924335
Position 723: 0.006796017220390392
Position 2688: 0.006771472055866387
Position 2404: 0.00665987009178501
Position 10568: 0.006217788882453625
Position 7587: 0.006066050774926188
Position 937: 0.005978276241448721
Position 13692: 0.005627454527750275
Position 13327: 0.005609414119330355
Position 6710: 0.005321250930751342
Position 17002: 0.004688431735115078
Position 13396: 0.004299451193042809
Position 6029: 0.004297606572679716
Position 17681: 0.0042376086694752586
Position 12085: 0.004061327501757223
Position 17501: 0.003894606236096732
Position 15319: 0.003863299913749119
Position 2087: 0.0038590605577657955
Position 11050: 0.003726586374935005
Position 312: 0.0034377195412674233
Position 6929: 0.003326000550215159
Position 3834: 0.0032989426201467105
Position 2728: 0.0032683152700170295
Position 2139: 0.0031610419164667175
Position 710: 0.0030642779023614787
Position 1071: 0.002882197112933868
Position 6572: 0.002791786745430447
Position 2631: 0.0025019921881756515
Position 17104: 0.0023828137608673007
Position 7794: 0.0022240304572026886
Position 10582: 0.0022176280697903845
Position 11463: 0.0021656609660189877
Position 9968: 0.002119202407623975
Position 484: 0.002030341532567527
Position 15810: 0.0019797550655947195
Position 8633: 0.0019495246681405637
Position 2823: 0.0019369871091259214
Position 7714: 0.0018605226991285457
Position 13111: 0.001752730074618313
Position 1035: 0.0016793695474729064
Position 12142: 0.0016617768417585548
Position 8947: 0.0015144630875503523
Position 5427: 0.001496790235359688
Position 2736: 0.0014452654410269507
Position 6934: 0.0013576967356041796
Position 2676: 0.0013434181582829292
Position 10252: 0.0013205977829923638
Position 1224: 0.0012951605842755024
Position 10995: 0.0012172790400787287
Position 5385: 0.0012033748257527298
Position 435: 0.001187410741447332
Position 3174: 0.0011806807915380202
Position 12399: 0.0011301786836651955
Position 2653: 0.0011240386361104095
Position 1545: 0.0010157602542795634
Position 11359: 0.0009104917634463774
Position 9913: 0.0008851029463682218
Position 4274: 0.0008736245122379267
Position 13851: 0.0007999664539611469
Position 5456: 0.0007808172535872312
Position 5309: 0.0007542695369355659
Position 386: 0.0007269827918290613
Position 4310: 0.0007160244479409606
Position 8542: 0.0006875659158054458
Position 1795: 0.0006512004566698317
Position 10004: 0.0006452728242756767
Position 3975: 0.0006068033860515097
Position 1130: 0.0006053645529782402
Position 1020: 0.0005641338200815465
Position 12320: 0.0005267562426730911
Position 817: 0.0005155713058370758
Position 559: 0.000497659867119482
Position 4212: 0.0004547312197030272
Position 370: 0.0004129123352904963
Position 11031: 0.00038417343409251386
Position 2768: 0.00037422288532392784
Position 689: 0.00037025904584662484
Position 326: 0.00036987088286287336
Position 989: 0.00036048003729789057
Position 12774: 0.0003557990274567776
Position 8235: 0.00033917249645144224
Position 3690: 0.0003212031777314051
Position 11820: 0.00031693032040877204
Position 13433: 0.000313038113772578
Position 522: 0.00029403973084821594
Position 1679: 0.00025898086797180046
Position 1183: 0.0002455305100602977
Position 1076: 0.00024470787743083354
Position 3041: 0.0002438051412851562
Position 880: 0.00023812574463961
Position 12734: 0.00019405252577816553
Position 754: 0.0001742811407148612
Position 948: 0.00016221695073700455
Position 404: 0.00016140231949237694
Position 2022: 0.00016106838452582847
Position 3840: 0.00015134402297524275
Position 12867: 0.0001443533231808176
Position 972: 0.00014193670063619975
Position 727: 0.0001361419450999475
Position 984: 0.00012934135476558794
Position 1838: 0.00012390836389111504
Position 303: 0.00011999152256525849
Position 4183: 0.00011641138587268262
Position 2605: 0.00011134585984275456
Position 479: 0.00010802206052265957
Position 1551: 0.00010726077499563856
Position 1380: 9.291809908919714e-05
Position 3950: 9.209248018964945e-05
Position 295: 8.174708130539857e-05
Position 8647: 7.456462128623269e-05
Position 600: 7.017152640155306e-05
Position 639: 6.312700236957815e-05
Position 1096: 6.114799898891134e-05
Position 571: 5.923239506259335e-05
Position 2660: 5.787933706258096e-05
Position 606: 5.587044593982868e-05
Position 636: 5.544398573054412e-05
Position 1566: 4.554036310448261e-05
Position 5247: 4.3106418102197175e-05
Position 1779: 3.963358484394052e-05
Position 1287: 3.9017622380046205e-05
Position 761: 3.725769470565704e-05
Position 393: 3.571054902097008e-05
Position 819: 3.46012169757861e-05
Position 730: 3.334782718042424e-05
Position 322: 3.307254391525853e-05
Position 1770: 2.698719247210211e-05
Position 575: 2.1275836329393335e-05
Position 9820: 1.709894551758992e-05
Position 274: 1.701441206322743e-05
Position 791: 1.334791697614842e-05
Position 10866: 1.1374564287923335e-05
Position 1190: 1.048694886923824e-05
Position 892: 9.265094800984496e-06
Position 8773: 8.401305137411432e-06
Position 194: 7.463180734406644e-06
Position 317: 7.310892540954412e-06
Position 5767: 6.437204493473672e-06
Position 2709: 6.077427020181505e-06
Position 524: 5.994632046694263e-06
Position 3212: 5.78983615613824e-06
Position 2463: 5.2896177506051995e-06
Position 2549: 4.768593201164642e-06
Position 10885: 4.477672396807261e-06
Position 489: 4.4533416229049715e-06
Position 4772: 4.132048342928338e-06
Position 1186: 4.102111377788047e-06
Position 388: 4.0140420313530845e-06
Position 4877: 3.985271738077356e-06
Position 884: 3.59882593849415e-06
Position 280: 3.474331221656592e-06
Position 1244: 3.3146969601647566e-06
Position 4226: 3.2426195981512833e-06
Position 584: 2.9364981223015e-06
Position 578: 2.552595367144881e-06
Position 3256: 2.5182857368740165e-06
Position 1003: 2.463042148484216e-06
Position 3276: 2.181675198990011e-06
Position 864: 2.016122268050372e-06
Position 621: 1.6200800935673857e-06
Position 91: 1.0189306378586743e-06
Position 735: 1.0002256813943826e-06
Position 2693: 9.71599204686995e-07
Position 1389: 9.207889223168764e-07
Position 610: 9.10823458617255e-07
Position 2961: 8.81783954966204e-07
Position 2832: 8.765670458859501e-07
Position 1000: 8.348205236373986e-07
Position 2230: 7.532518112479729e-07
Position 3030: 7.170091208817491e-07
Position 2225: 5.823675392659283e-07
Position 1292: 5.60488507008427e-07
Position 2554: 5.422527941965502e-07
Position 888: 4.7606972988929425e-07
Position 614: 2.155887399223178e-07
Position 166: 1.9100818147094876e-07
Position 336: 1.6831813570316533e-07
Position 136: 1.5143128346473815e-07
Position 798: 8.019959251876934e-08
Position 912: 7.900780931742897e-08
Position 138: 6.619645726147283e-08
Position 2936: 4.436178556389101e-08
Position 227: 2.212574073059607e-08
Position 771: 1.950444199627348e-08
Position 157: 1.412451755886132e-08
Position 218: 2.177795869597847e-09
Position 81: 1.3796049397813616e-09
Position 95: 6.898718923314576e-10
Position 253: 4.060403379435764e-10
Position 230: 1.3743868381730975e-10
Position 214: 8.048730765223012e-11
Position 234: 7.403576211740255e-11
Position 236: 3.980045456561783e-11
Position 886: 2.1974989899401953e-11
Position 238: 2.716397678775336e-12
