Gene = SETD9
Position 5219: 0.00016228233545758194
Position 4674: 0.0001613012328487136
Position 6608: 0.00014019719585834902
Position 3869: 0.0001383565145982581
Position 5088: 0.00012647668037953503
Position 1496: 0.00012311652122555774
Position 7074: 0.00010957356607764011
Position 7327: 0.00010798814110294526
Position 950: 0.00010741793585191635
Position 1049: 9.882486542990367e-05
Position 5947: 9.619894545343896e-05
Position 4219: 9.062912854877647e-05
Position 76: 8.841022295261602e-05
Position 1341: 7.925912584380399e-05
Position 4225: 7.63836667519081e-05
Position 6290: 6.91567634512147e-05
Position 4251: 6.4943456188188e-05
Position 1408: 6.030199870832296e-05
Position 844: 5.6866796843466456e-05
Position 245: 5.583380420516117e-05
Position 825: 4.898280316967822e-05
Position 7647: 4.6899253723030514e-05
Position 1391: 4.518122924502844e-05
Position 1437: 4.1163555269920395e-05
Position 152: 3.0448862353676e-05
Position 1226: 2.6116177804818034e-05
Position 111: 2.0843618535669905e-05
Position 1501: 2.0407723050586753e-05
Position 253: 1.5292090748616238e-05
Position 1721: 1.2324707698240775e-05
Position 1706: 1.2018440400287692e-05
Position 1879: 1.1889273636507083e-05
Position 732: 9.116086857112422e-06
Position 849: 7.949589768050692e-06
Position 1076: 5.299434900130075e-06
Position 155: 4.715110607540236e-06
Position 827: 4.319946911788344e-06
Position 4844: 3.961029718573305e-06
Position 1015: 3.4792307571870128e-06
Position 1251: 3.314433245010398e-06
Position 364: 3.257420614757918e-06
Position 45: 3.0555200606824753e-06
Position 1681: 2.0097518248963662e-06
Position 1292: 1.8488140081138685e-06
Position 1109: 1.5953601506143637e-06
Position 4819: 1.1791608196938366e-06
Position 525: 1.0928643510518284e-06
Position 992: 1.026593757917789e-06
Position 661: 4.837482631509255e-07
Position 109: 4.3612767280455483e-07
Position 702: 3.206171641527781e-07
Position 8: 3.0777084502805194e-07
Position 834: 1.33772427402984e-07
Position 779: 1.0776737729305355e-07
Position 396: 1.0734612312045237e-07
Position 707: 8.916533034743232e-08
Position 6951: 3.910351355691997e-08
Position 412: 1.1921726075561642e-08
Position 429: 2.3930483823111202e-09
Position 739: 3.0765878890089114e-10
Position 446: 4.774118103687371e-11
Position 358: 4.731683602903769e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 3750: 0.866449431035964
Position 4613: 0.8203062188443837
Position 7554: 0.7636817695912812
Position 5600: 0.7088867726072596
Position 2048: 0.231246212402761
Position 1908: 0.1298511670447547
Position 532: 0.1255515995714382
Position 5645: 0.09604601511965222
Position 7219: 0.08621942562505368
Position 5626: 0.06851892229772892
Position 4954: 0.056669315340294436
Position 777: 0.05641933428146557
Position 7587: 0.04912928776564843
Position 5604: 0.03553125364893657
Position 3788: 0.03476816168223123
Position 4562: 0.029596194776955465
Position 3814: 0.02786738347980359
Position 1781: 0.026689959749839037
Position 5657: 0.021128789379295458
Position 6374: 0.018725956311556862
Position 947: 0.01856738187920384
Position 5136: 0.014607727768994631
Position 6205: 0.014037124513497546
Position 6350: 0.01356447383277453
Position 5118: 0.013459010450170615
Position 7373: 0.013216459360622173
Position 418: 0.012088387450866577
Position 1530: 0.011857914320117078
Position 2503: 0.011810478879693567
Position 7955: 0.011583941539832771
Position 5896: 0.009701232860131402
Position 2178: 0.009626030134579855
Position 1928: 0.007723878746761137
Position 383: 0.007391944148730615
Position 6057: 0.0060630335673715645
Position 7286: 0.006025929962560485
Position 4148: 0.005408281499437348
Position 2237: 0.00489160848820665
Position 6250: 0.004710795595320813
Position 6885: 0.004648589450420922
Position 5000: 0.004588647053988984
Position 2533: 0.004509987821392245
Position 4547: 0.003950464248348761
Position 6852: 0.0031540506288643545
Position 1005: 0.003151653816435399
Position 5510: 0.003027117181402301
Position 4522: 0.0024911170716485917
Position 1158: 0.0022052928222296374
Position 6121: 0.0021654840656732542
Position 1058: 0.001939583237149042
Position 6285: 0.0018887216624191604
Position 2219: 0.0017787508803810653
Position 3756: 0.001759940694236925
Position 2781: 0.0017404760938390582
Position 1548: 0.0016948955307780718
Position 1788: 0.0014606714087645385
Position 2084: 0.00142755896028396
Position 5691: 0.0013878219698759604
Position 6781: 0.0013260610782794388
Position 6183: 0.001323866317794124
Position 5861: 0.0013102978399603812
Position 2118: 0.0012291295755379515
Position 667: 0.001151269639041275
Position 2866: 0.0011276801027737295
Position 2072: 0.0010637814259537273
Position 4582: 0.0010279858898745704
Position 6324: 0.0010239846725811582
Position 976: 0.0008255337844431358
Position 7386: 0.0007931064682328442
Position 6673: 0.0007492708806906101
Position 6422: 0.0007259606099773677
Position 4576: 0.0007102130549691109
Position 2607: 0.0006523398284784964
Position 97: 0.0006303884312586479
Position 5088: 0.0005929101844704355
Position 1036: 0.0005814364914542049
Position 3697: 0.0005675575689031441
Position 6708: 0.0005413222325300586
Position 5809: 0.0005182093712646228
Position 2150: 0.0004934951262158998
Position 1033: 0.00048674564254467335
Position 2455: 0.00045081640276277017
Position 333: 0.0004462123042605472
Position 1677: 0.00044568878260673595
Position 471: 0.00043311823965824553
Position 4707: 0.00042122329884408113
Position 1471: 0.00041192288515152586
Position 7400: 0.0004044379567011629
Position 6293: 0.0003922069823573764
Position 6455: 0.00039096419644303176
Position 748: 0.00038787668544199494
Position 2128: 0.00038207933156301626
Position 5462: 0.00037487975061611186
Position 6061: 0.0003450559450666701
Position 436: 0.00033408697309488363
Position 2147: 0.00031098390231167327
Position 4004: 0.000302195239451308
Position 1728: 0.00026539841799627813
Position 4168: 0.00025658415464074294
Position 6472: 0.0002534661651590311
Position 2096: 0.0002115813246501939
Position 2508: 0.00019972302627205228
Position 1486: 0.00018964462242654473
Position 483: 0.00018600745917500978
Position 6495: 0.00017941227293815132
Position 5042: 0.00017684430337499334
Position 1341: 0.00016945710601662013
Position 5827: 0.00016563835441569302
Position 6584: 0.00016419209249713613
Position 1689: 0.000155898737946923
Position 5609: 0.00014976968308308354
Position 958: 0.00014356128868264542
Position 1220: 0.00014215895702088577
Position 5961: 0.00014133327981000527
Position 1618: 0.00013785983220223797
Position 4455: 0.00013752125586678036
Position 3564: 0.00013436539904075368
Position 6820: 0.00013403873144971214
Position 7321: 0.0001256023315992395
Position 2027: 0.00012215368634023566
Position 5947: 0.00012139852541998089
Position 5312: 0.00011855982801968591
Position 3680: 0.00011800241123535137
Position 4655: 0.00011396384890497165
Position 4144: 0.0001131607549158564
Position 7324: 0.00011166034004141916
Position 2957: 0.00011023732606529244
Position 1238: 0.00010059692821556337
Position 6902: 9.886588057907213e-05
Position 2283: 9.496213434388583e-05
Position 2164: 9.063839835554454e-05
Position 7163: 9.006780871376619e-05
Position 125: 8.770721040613596e-05
Position 1805: 8.677434550508051e-05
Position 1388: 8.499564774615825e-05
Position 4661: 8.246964130072536e-05
Position 503: 7.565467636349943e-05
Position 7407: 7.561698634445091e-05
Position 2366: 7.535573864362875e-05
Position 7306: 7.532778041407899e-05
Position 7018: 7.364147429987168e-05
Position 804: 6.869931554182185e-05
Position 2196: 6.244885796291592e-05
Position 6427: 6.13973208326547e-05
Position 904: 6.055706902970944e-05
Position 5184: 5.996496138476049e-05
Position 4917: 5.556419191108729e-05
Position 4305: 5.309681643484847e-05
Position 7760: 5.300951126217665e-05
Position 4308: 5.21406557324323e-05
Position 5665: 5.114350472045729e-05
Position 1261: 5.069569703483606e-05
Position 7815: 4.679970407891047e-05
Position 2189: 3.857509672106893e-05
Position 1168: 3.606688282640968e-05
Position 7890: 3.363318042571413e-05
Position 1090: 2.9988601541581214e-05
Position 3331: 2.885728463600707e-05
Position 6074: 2.7698232306052485e-05
Position 1500: 2.7479743864490545e-05
Position 6150: 2.217052000623243e-05
Position 488: 2.006849372363023e-05
Position 559: 1.9937837893220734e-05
Position 1224: 1.8987194680796484e-05
Position 1053: 1.857397616688958e-05
Position 196: 1.760191533845303e-05
Position 1706: 1.5083935423293718e-05
Position 5014: 1.2883476459591597e-05
Position 1197: 1.013108518947996e-05
Position 280: 9.899596917555059e-06
Position 3978: 8.657735106984316e-06
Position 725: 8.400612772543223e-06
Position 1175: 6.645673643387426e-06
Position 490: 5.919670377386412e-06
Position 649: 5.506929803186819e-06
Position 175: 4.854958618150051e-06
Position 5668: 3.0793315826335577e-06
Position 682: 2.953205373247877e-06
Position 810: 2.8455620535078896e-06
Position 1081: 2.136827462953042e-06
Position 2252: 1.919651569767357e-06
Position 1355: 1.5750460601236746e-06
Position 697: 1.3406506127716662e-06
Position 680: 1.0221401075483419e-06
Position 981: 1.009665793322751e-06
Position 612: 9.574043476477339e-07
Position 1015: 8.908188078168265e-07
Position 707: 8.856459960732704e-07
Position 658: 7.052177586658702e-07
Position 1993: 6.721568467367042e-07
Position 3568: 6.393561602956927e-07
Position 103: 4.003662712979451e-07
Position 509: 3.079354404327053e-07
Position 732: 2.371350772826943e-07
Position 286: 1.8658057562653295e-07
Position 1811: 1.843607158097706e-07
Position 146: 1.0516737528341809e-07
Position 1273: 6.320634597007459e-08
Position 590: 6.1047997380179e-08
Position 1199: 5.073302893370832e-08
Position 923: 4.731273768904563e-08
Position 295: 2.4507565211789766e-08
Position 713: 2.4006410199905978e-08
Position 198: 2.258557824138547e-08
Position 142: 1.6421115626869257e-08
Position 269: 1.3475408692644695e-08
Position 818: 9.985238082436212e-09
Position 276: 8.332313761177652e-09
Position 566: 8.275400698647062e-09
Position 242: 7.334675458304886e-09
Position 133: 6.908838001670859e-09
Position 271: 3.6490490177473553e-09
Position 990: 3.4996401232782225e-09
Position 5029: 3.3245757056689516e-09
Position 160: 2.3032861152965248e-09
Position 564: 2.269571307337018e-09
Position 620: 1.9901432493677384e-09
Position 152: 1.651912255072111e-09
Position 1105: 7.107327620626333e-10
Position 572: 6.962882987913162e-10
Position 868: 4.552626228195227e-10
Position 1065: 4.4700060783140715e-10
Position 4501: 4.3472325441025775e-10
Position 1068: 4.2432222523170857e-10
Position 259: 3.899380678633872e-10
Position 200: 3.1152698068348895e-10
Position 234: 2.677956542540456e-10
Position 205: 1.389887973093752e-10
Position 245: 5.361442285228734e-11
Position 228: 3.784113456713198e-11
Position 249: 2.7842456347178227e-11
Position 70: 1.223743624679176e-11
Position 221: 3.2345991544566576e-12
Position 210: 2.739075073798361e-12
Position 236: 1.1385272859364261e-12
Position 215: 3.2529490744954586e-13
