Gene = PXK
Position 101: 1.1842367273895846e-09
Position 658: 2.942557328800047e-10
Position 3891: 2.1119366356165644e-10
Position 3895: 1.2641016389303378e-10
Position 77: 3.883838308126969e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 2476: 0.9900312242618249
Position 8242: 0.47409413732706734
Position 22865: 0.18125484671291694
Position 8118: 0.16970806673536307
Position 20807: 0.16362827153438042
Position 20141: 0.10992584666896453
Position 628: 0.08985081182289459
Position 3583: 0.05818872285807155
Position 14480: 0.0517085875983012
Position 17560: 0.046658999418926816
Position 20568: 0.04474464473506123
Position 2186: 0.044178601638958474
Position 13803: 0.044120328795264986
Position 16496: 0.043116755503613026
Position 7917: 0.03908140162260887
Position 11135: 0.03628283716258375
Position 1463: 0.02729401456035704
Position 19208: 0.02587170565198594
Position 3241: 0.025585131733836388
Position 10166: 0.02449572243862737
Position 13019: 0.023807710446955545
Position 3640: 0.023458184985631195
Position 18959: 0.02254460198549218
Position 8194: 0.021857112545045444
Position 16111: 0.01939716979848068
Position 12942: 0.018041885930473907
Position 18177: 0.016380878613146622
Position 9289: 0.015794805642233137
Position 1197: 0.015224181370123031
Position 14505: 0.014983039764475356
Position 17598: 0.014197689755141091
Position 3607: 0.013243035603655041
Position 6954: 0.01244777527781232
Position 5850: 0.012261355577334007
Position 13418: 0.011178578422996622
Position 7995: 0.010019447528113007
Position 8150: 0.008634320308659382
Position 8868: 0.008213989134430314
Position 6859: 0.00801389314465397
Position 12555: 0.0071983262578988755
Position 3378: 0.006930656553294761
Position 3493: 0.006293559382082501
Position 10320: 0.00612155668659402
Position 1820: 0.00608606508558234
Position 15754: 0.005573463521838842
Position 10589: 0.0055396745786232245
Position 8354: 0.005529891346518884
Position 14581: 0.005472175378792526
Position 3645: 0.004867040538609182
Position 8121: 0.004723554637927427
Position 3673: 0.004683363867241756
Position 11145: 0.004661247302942009
Position 1265: 0.004504645481665491
Position 10738: 0.004438613872028835
Position 2108: 0.004427544378788561
Position 1880: 0.003998566678890513
Position 1014: 0.003737673797874083
Position 589: 0.0036439153114209344
Position 11219: 0.0035360180002798345
Position 10384: 0.003521319610311532
Position 4984: 0.0033813503760413374
Position 9963: 0.003322627050153068
Position 12876: 0.003305496585780689
Position 744: 0.0032805666432309507
Position 3551: 0.003205134798456676
Position 3611: 0.0030743486352604954
Position 9340: 0.0030743364743516036
Position 11591: 0.0027950464519815132
Position 3660: 0.002646182126543971
Position 6979: 0.002445038117292272
Position 3407: 0.0023451852664078537
Position 6371: 0.00229156642076409
Position 9406: 0.0022047138957396835
Position 3537: 0.00217243776083576
Position 11610: 0.002146088783824217
Position 1420: 0.002109291781637978
Position 2968: 0.002068516323046326
Position 1718: 0.0020005699074956275
Position 2206: 0.0017398559075627689
Position 3308: 0.0017282219573505752
Position 605: 0.0016527135391637105
Position 9481: 0.0014791625860931567
Position 1361: 0.001471122910936456
Position 705: 0.001382279946920022
Position 3445: 0.0013541155062006627
Position 3360: 0.0013025626990192372
Position 1348: 0.0012985257285407505
Position 390: 0.001257349224805369
Position 5826: 0.0012526131392465415
Position 2693: 0.0012480433068373618
Position 8775: 0.0012168581465082002
Position 3284: 0.0012060321995577801
Position 3704: 0.001126885445652735
Position 708: 0.0010980532551434566
Position 2114: 0.0010951803113924585
Position 5181: 0.0010415947241120885
Position 4641: 0.0010385015091104808
Position 5213: 0.001009066763653719
Position 7940: 0.0009918798976136186
Position 3592: 0.0009750270191780601
Position 3328: 0.0009669917958283798
Position 3414: 0.0009497059200756106
Position 10387: 0.0008989169761096842
Position 9892: 0.0008938893217804557
Position 11695: 0.0008804804982757688
Position 2134: 0.0008744465871071489
Position 11049: 0.0007250252043515969
Position 5062: 0.0007070028977489421
Position 4800: 0.0006913431528906992
Position 5013: 0.0006823679166799981
Position 9059: 0.0006544510987851141
Position 10806: 0.0006434699752548784
Position 3558: 0.0006304842028522917
Position 3975: 0.0006159118461230641
Position 8925: 0.0006101202279871177
Position 9649: 0.0006006273826690803
Position 12493: 0.0005626953067559246
Position 12557: 0.0005626455067381014
Position 10137: 0.0005278735130421377
Position 1524: 0.0005047293961211225
Position 3349: 0.0004986230789664024
Position 1332: 0.000481972551489201
Position 2765: 0.00045012853726189973
Position 1311: 0.0004471153210426995
Position 3267: 0.0004075200020522701
Position 11572: 0.0004060082553392664
Position 4621: 0.0004005906956128476
Position 7265: 0.00037755459795879906
Position 2182: 0.0003650567846132709
Position 539: 0.00032774856918170274
Position 1780: 0.00031936968719075424
Position 3449: 0.00031647288935730074
Position 4521: 0.0003150319932402354
Position 7261: 0.0003026714881658911
Position 10851: 0.0002935394201378764
Position 4471: 0.0002599256677406003
Position 2910: 0.00025974931226263533
Position 6445: 0.00022677816563478845
Position 2330: 0.0002199851277263369
Position 374: 0.00021404516685102944
Position 6670: 0.0002059970872266078
Position 4369: 0.0002045845751853166
Position 5119: 0.00020417953760133877
Position 6613: 0.00020001074457308416
Position 9935: 0.00019868353214591407
Position 1552: 0.00019682271602262065
Position 6395: 0.00019217693205157395
Position 1857: 0.00018933996436280466
Position 5185: 0.00018632496852809767
Position 3417: 0.00016843899848248346
Position 4953: 0.00015376187454457929
Position 1148: 0.00014988282736784825
Position 686: 0.00014579622882385934
Position 1040: 0.00014351882061153058
Position 4920: 0.00013280148254936653
Position 3474: 0.00012869833100974176
Position 1740: 0.00012759639151352603
Position 2300: 0.00012179202745808855
Position 7453: 0.00011956765772904959
Position 3818: 0.0001180519465104586
Position 7506: 0.00011451621454521841
Position 2674: 0.00010789442841037516
Position 732: 0.00010524686681574829
Position 2681: 0.00010223317725658538
Position 5494: 0.00010127958392048695
Position 7433: 0.00010063472617260429
Position 1392: 9.375269269032961e-05
Position 4024: 9.230238695444322e-05
Position 295: 9.011744423266064e-05
Position 2701: 8.871788932346583e-05
Position 4771: 8.796241695685283e-05
Position 2786: 7.610469720181484e-05
Position 2110: 7.595462914763248e-05
Position 7323: 6.98119215629502e-05
Position 2047: 6.967193350095216e-05
Position 547: 6.813348480217421e-05
Position 7119: 6.23892707506812e-05
Position 9514: 6.184624052847735e-05
Position 455: 5.938332675003359e-05
Position 1052: 5.8894952995549366e-05
Position 7173: 5.813303897782561e-05
Position 6038: 5.618617578614255e-05
Position 6531: 5.4028335047937635e-05
Position 2915: 5.359986788491053e-05
Position 1632: 5.1878504317164e-05
Position 5077: 5.1873774266456345e-05
Position 4192: 4.977489164703385e-05
Position 9449: 4.829992841520017e-05
Position 1485: 4.599312869218411e-05
Position 9435: 4.108220714478552e-05
Position 2592: 4.016624939687058e-05
Position 4595: 3.8277674330078836e-05
Position 4897: 3.614374181655328e-05
Position 633: 3.193859572733264e-05
Position 675: 3.148081597241242e-05
Position 2644: 3.0706433502521125e-05
Position 5685: 3.062445504559606e-05
Position 3294: 2.9992871550699263e-05
Position 1379: 2.882180390765019e-05
Position 4774: 2.8682302639774214e-05
Position 4165: 2.8393535464208666e-05
Position 4319: 2.6005385279284553e-05
Position 563: 2.575522395964166e-05
Position 322: 2.5375536940172612e-05
Position 1285: 2.4206315890862562e-05
Position 473: 2.3886226288448325e-05
Position 841: 2.3796169064458516e-05
Position 4114: 2.1831219958934487e-05
Position 3068: 2.088806636355903e-05
Position 4111: 1.9291417841437786e-05
Position 418: 1.873579717809395e-05
Position 1161: 1.862951929219366e-05
Position 2354: 1.7465827418639226e-05
Position 2249: 1.5340655872739307e-05
Position 4140: 1.4815095432714267e-05
Position 3120: 1.4587295936766914e-05
Position 2976: 1.417535109383302e-05
Position 2508: 1.334434837889522e-05
Position 432: 1.2304010768357513e-05
Position 2231: 1.1181351300972743e-05
Position 749: 1.109377204113703e-05
Position 3434: 1.1030380522310792e-05
Position 710: 7.254491477961857e-06
Position 2484: 7.121539330026532e-06
Position 1722: 6.677701108934989e-06
Position 3138: 5.957753066809872e-06
Position 688: 5.870140552265751e-06
Position 345: 5.725012449290575e-06
Position 1557: 5.649038616458401e-06
Position 3083: 5.08168888315817e-06
Position 654: 4.1445816681694075e-06
Position 2723: 3.245300274423721e-06
Position 2562: 2.9948349055130927e-06
Position 2516: 2.2046293932018435e-06
Position 2707: 1.2383344074752757e-06
Position 2726: 1.1163028134117996e-06
Position 2790: 5.606736407782049e-07
Position 2335: 2.6790470658481535e-07
Position 410: 2.2174290747199663e-07
Position 1059: 2.1507660841647088e-07
Position 1528: 1.8392465125393154e-07
Position 1746: 1.6953384516978374e-07
Position 1475: 1.6515112658055495e-07
Position 1678: 1.5959500807761312e-07
Position 1230: 9.453796914889957e-08
Position 3680: 9.160978259908148e-08
Position 886: 7.206094534877643e-08
Position 807: 6.885808891506774e-08
Position 478: 6.559381582713927e-08
Position 1167: 6.110000161404333e-08
Position 773: 6.030098542283982e-08
Position 925: 4.8217591107091614e-08
Position 310: 4.5520696919715604e-08
Position 1223: 3.9149983806241575e-08
Position 1103: 3.8847477525968576e-08
Position 2769: 3.662193267356645e-08
Position 2730: 3.189567400832073e-08
Position 1539: 2.5663191145355328e-08
Position 402: 2.3379100534495262e-08
Position 1397: 2.3328590922996673e-08
Position 458: 2.2390934249591123e-08
Position 1315: 2.1681606601703683e-08
Position 84: 1.4533685297580158e-08
Position 544: 1.4329202253423151e-08
Position 554: 1.3915818370099828e-08
Position 126: 1.3128926939893819e-08
Position 2647: 1.2000158514360204e-08
Position 902: 1.1478403402865827e-08
Position 3956: 9.571695923425227e-09
Position 848: 5.150528191685344e-09
Position 342: 3.733991474700018e-09
Position 262: 1.5055752882946582e-09
Position 223: 1.1947544232892007e-09
Position 172: 1.1010783993746256e-09
Position 133: 3.763279285198966e-10
Position 175: 2.11480890042467e-10
Position 123: 1.9261571480241792e-10
Position 488: 1.2846109002681904e-10
Position 141: 1.2413666610879524e-10
Position 788: 7.028365434781512e-11
Position 804: 5.596972608434004e-11
Position 716: 4.5449521831094524e-11
Position 2577: 3.3804962798217e-11
Position 3790: 3.00048672231022e-11
Position 3797: 3.4828672898044033e-12
Position 192: 5.51346883681458e-13
Position 201: 1.6465287198954702e-13
Position 183: 9.398551612565347e-14
Position 188: 6.327437519364699e-14
Position 194: 4.2807650136309443e-14
