Gene = FTSJ2
Position 2540: 8.882411344450878e-08
Position 2506: 7.444707867233829e-08
Position 420: 6.510669768771431e-08
Position 921: 3.360530452148342e-08
Position 146: 1.449655224235656e-08
Position 388: 9.333342034999815e-09
Position 512: 5.285074493447777e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 2490: 0.5422895336042924
Position 6633: 0.4705240087491366
Position 2521: 0.3203371531042061
Position 3738: 0.14652499290958837
Position 3260: 0.06727766315485026
Position 4689: 0.04501887829015584
Position 4098: 0.04018827401016754
Position 5518: 0.030003196817038492
Position 3580: 0.023136103439200376
Position 4059: 0.02216775377973209
Position 6772: 0.016644152381833206
Position 4566: 0.01565233705767631
Position 4009: 0.014581189605256685
Position 1653: 0.013843178116512917
Position 5971: 0.011276041795435043
Position 6696: 0.010372818319438308
Position 581: 0.0097114192378603
Position 3768: 0.009625013737616017
Position 5855: 0.009344336692627735
Position 3868: 0.008950550862994488
Position 4187: 0.008544272568142757
Position 6746: 0.00826440598648269
Position 4125: 0.00800623722370596
Position 2400: 0.007653799926484446
Position 4733: 0.007310040285864304
Position 4500: 0.006897253433988006
Position 4130: 0.006571457819328881
Position 2936: 0.00656040708082392
Position 3658: 0.006477423484572261
Position 4314: 0.0057540419841871785
Position 3481: 0.005424061232075743
Position 5367: 0.005219461390845573
Position 2003: 0.004761111116838125
Position 6950: 0.004720501690600255
Position 2961: 0.00464971902971838
Position 7577: 0.004518316867499561
Position 6669: 0.004491839252449274
Position 6816: 0.0044000246975308445
Position 2888: 0.004266772864956527
Position 6871: 0.0037517450624873563
Position 1236: 0.003477236843069632
Position 2139: 0.0034526400348798125
Position 2601: 0.003442149556970577
Position 2915: 0.0031799754759483287
Position 2203: 0.003013713789626903
Position 2142: 0.0029641723285081423
Position 3854: 0.0029019764525941307
Position 630: 0.002887573359264332
Position 5676: 0.0028566388100490915
Position 4449: 0.0028014880128162936
Position 7775: 0.002719076894366958
Position 1983: 0.002716638531654741
Position 3980: 0.0025368216656607295
Position 4280: 0.0022966441220909294
Position 6472: 0.0020932306606739047
Position 2353: 0.0020722921425079146
Position 3976: 0.0019215746188610014
Position 5568: 0.001793275606683841
Position 5858: 0.0017449224065996258
Position 2178: 0.0016868845625285034
Position 6371: 0.0013711690316842776
Position 518: 0.0011164043039057013
Position 1675: 0.0010956888295602168
Position 5466: 0.001068771657094608
Position 5060: 0.0009820103184975844
Position 362: 0.0009647959749087242
Position 2780: 0.0008951732694979794
Position 2231: 0.000881535698561418
Position 2617: 0.0008728409426355655
Position 4699: 0.0008339238012237862
Position 4467: 0.000777524786198728
Position 5327: 0.0007345752443788644
Position 7242: 0.0007122724252273999
Position 4423: 0.0006968924196212852
Position 4248: 0.0006967167980447628
Position 4334: 0.0006744921743240975
Position 2245: 0.0006504337040240039
Position 3902: 0.0006245179790422156
Position 7110: 0.0006224747091451538
Position 3017: 0.0006222404786564497
Position 3282: 0.0005939513281577742
Position 7752: 0.000576547167203458
Position 159: 0.0005743082378127387
Position 2823: 0.0005659416442843968
Position 6265: 0.0005281304480765078
Position 3751: 0.0005167865223528019
Position 1683: 0.00047423633668750075
Position 308: 0.00047110942055676616
Position 5285: 0.0004568077219025537
Position 4420: 0.00043893103397121635
Position 4670: 0.00041687649778079813
Position 6426: 0.00040678543932465115
Position 3881: 0.00040671998443414016
Position 2120: 0.00038911417360432013
Position 4391: 0.00038398388421310824
Position 5454: 0.00038209745375836874
Position 6595: 0.00036766895819109394
Position 1372: 0.0003513649338102762
Position 5916: 0.000321478776970077
Position 2774: 0.0002897150719535555
Position 6306: 0.0002883252977986293
Position 5995: 0.00028586584261566604
Position 2528: 0.0002847383796067713
Position 780: 0.0002812439021280781
Position 3523: 0.00027854744373412505
Position 3509: 0.0002667145917893131
Position 2432: 0.0002618440311399317
Position 3585: 0.0002575249736375708
Position 3704: 0.00025326663946904443
Position 1253: 0.0002501576178732636
Position 437: 0.0002370523485364174
Position 1449: 0.00022169037988276668
Position 3813: 0.00021988937650840244
Position 4934: 0.00020091085599779592
Position 2714: 0.00019092668393319643
Position 5745: 0.00018896963845860712
Position 5342: 0.0001839839821175843
Position 1892: 0.00017502911964447946
Position 1214: 0.00017365865787795508
Position 2966: 0.00016818852406814665
Position 5769: 0.00016766890205742232
Position 2059: 0.00015345136767683004
Position 5486: 0.0001478327528736749
Position 2856: 0.00014453996648893414
Position 4793: 0.00012975521583834357
Position 1415: 0.00012743628083470933
Position 2746: 0.00012670442243269383
Position 4474: 0.00011283297742692827
Position 3053: 0.00010767357850321236
Position 930: 0.00010702797188907093
Position 4613: 0.00010464414758478053
Position 3124: 9.443476042183208e-05
Position 447: 8.886945231711705e-05
Position 585: 7.529206378223826e-05
Position 3456: 5.940651985433391e-05
Position 1617: 5.563615115429049e-05
Position 500: 5.5593418394080986e-05
Position 1354: 4.605464606783386e-05
Position 1461: 4.5837750509724295e-05
Position 478: 3.5708656499847904e-05
Position 1150: 3.475559673183325e-05
Position 1393: 3.4391716606398336e-05
Position 1706: 3.2314814568504746e-05
Position 1967: 2.9953630514623344e-05
Position 1751: 2.78929717228991e-05
Position 2144: 2.648253458183199e-05
Position 295: 2.577729028285022e-05
Position 3834: 2.574984810682063e-05
Position 872: 2.3701518397475732e-05
Position 475: 2.1987527440453578e-05
Position 641: 2.1582359714598333e-05
Position 720: 2.0960253374215024e-05
Position 1567: 1.99331882715686e-05
Position 786: 1.9273047645933738e-05
Position 1428: 1.914031253648693e-05
Position 1121: 1.8596458651746993e-05
Position 1194: 1.8171041462522193e-05
Position 827: 1.4457197623528885e-05
Position 821: 1.3642419454305122e-05
Position 947: 1.3460471983127049e-05
Position 1421: 1.208256436923658e-05
Position 2500: 1.1611326578718639e-05
Position 282: 1.0543520684538084e-05
Position 521: 9.431616617493571e-06
Position 2829: 9.145389552594917e-06
Position 1659: 7.69256740176129e-06
Position 315: 7.597007463625518e-06
Position 2567: 7.347300637913716e-06
Position 1338: 5.396423425656833e-06
Position 1191: 5.367198900940977e-06
Position 729: 4.743003954471485e-06
Position 277: 3.6851484507501115e-06
Position 753: 3.59252991679334e-06
Position 2319: 1.970178059718252e-06
Position 2742: 1.7906730149751081e-07
Position 1247: 1.5926277794577039e-07
Position 1485: 1.3788105646046085e-07
Position 1261: 9.952959477019843e-08
Position 1526: 9.546578570422193e-08
Position 829: 9.486261266695442e-08
Position 794: 8.271071216244119e-08
Position 1763: 7.520850065117459e-08
Position 1788: 7.088904791535554e-08
Position 839: 6.163224498636611e-08
Position 651: 4.218331278779563e-08
Position 1850: 3.0587278101208834e-08
Position 1162: 3.017992112762981e-08
Position 1024: 3.001757591798449e-08
Position 803: 2.0952782611112946e-08
Position 846: 1.917371726560349e-08
Position 758: 1.4736610763232283e-08
Position 1923: 1.3885241960788475e-08
Position 1106: 1.3677637107646225e-08
Position 647: 9.912356265037961e-09
Position 797: 8.855530243489063e-09
Position 457: 5.051139881436555e-09
Position 482: 4.832052949705737e-09
Position 393: 4.097147365304509e-09
Position 461: 3.9446625755804015e-09
Position 231: 2.775473360237161e-09
Position 198: 2.351249699599575e-09
Position 134: 1.841990797548534e-09
