Gene = HGD
Position 2547: 0.00029018884171683526
Position 2390: 0.0002750860906236551
Position 8737: 0.0002727356514596319
Position 8107: 0.000262218333222301
Position 167: 0.0002515783699761988
Position 4382: 0.00022943710174891282
Position 10121: 0.00022927064921618657
Position 2543: 0.00020725360881212115
Position 3310: 0.000181263956457349
Position 285: 0.00017092060527293043
Position 8561: 0.0001588116682620134
Position 1718: 0.0001535868194405029
Position 1379: 0.00015151453587587585
Position 2609: 0.00014130545204446668
Position 3280: 0.0001095948888538804
Position 13210: 8.604752904787364e-05
Position 10076: 6.576821439578093e-05
Position 7845: 6.537575381724372e-05
Position 377: 3.49072025208216e-05
Position 9338: 1.999270869748774e-05
Position 685: 1.122273675409955e-05
Position 1106: 1.086523473122579e-05
Position 1199: 1.0647707710409088e-05
Position 494: 8.916096857041063e-06
Position 581: 6.419825630366439e-06
Position 983: 6.23263958486557e-06
Position 529: 5.135217901416838e-06
Position 424: 4.85295980571718e-06
Position 1445: 4.316177900608289e-06
Position 468: 3.411578674483985e-06
Position 8932: 3.048749958019561e-06
Position 595: 2.323763266198899e-06
Position 555: 2.197810795624261e-06
Position 291: 2.0261452410184213e-06
Position 399: 1.9188356281128165e-06
Position 434: 1.8455445217457223e-06
Position 851: 1.6750384350010404e-06
Position 41: 1.6330851060910356e-06
Position 616: 1.5713985934998957e-06
Position 374: 1.5494110585530899e-06
Position 620: 1.2679593264422529e-06
Position 95: 9.85881331675592e-07
Position 343: 9.061310765691248e-07
Position 614: 8.482631343343994e-07
Position 874: 6.938565520042441e-07
Position 730: 6.827022362994949e-07
Position 1643: 6.457759140583459e-07
Position 333: 5.546869470447091e-07
Position 1041: 4.313313109859164e-07
Position 351: 4.1599337596334404e-07
Position 973: 3.731217650477841e-07
Position 701: 3.620882916404463e-07
Position 945: 3.4446028662874836e-07
Position 318: 2.1009609125753506e-07
Position 2737: 1.8918618027919156e-07
Position 967: 1.531492799968718e-07
Position 245: 1.2161317318453471e-07
Position 2739: 8.132147439346833e-08
Position 611: 7.033519037970297e-08
Position 717: 4.685420730906947e-08
Position 978: 2.5874817682534645e-08
Position 24: 2.5706033730776675e-08
Position 312: 6.142607666481774e-09
Position 283: 1.988875988296057e-09
Position 277: 1.404460387510786e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 12038: 0.991932348114102
Position 7581: 0.9716040716266596
Position 4167: 0.5126594373995079
Position 6707: 0.48069773450403286
Position 11653: 0.3193037285796799
Position 4541: 0.3114142636361234
Position 25508: 0.30313358290564446
Position 7789: 0.2719246808082103
Position 7754: 0.2644444685605023
Position 13831: 0.23858144742204038
Position 3309: 0.20006112438572285
Position 14577: 0.1571835699837425
Position 28636: 0.08758208706706236
Position 12748: 0.07884068401742492
Position 20614: 0.07470102929710805
Position 8488: 0.05972949396637585
Position 20237: 0.05863682160460275
Position 825: 0.053283960585182616
Position 11785: 0.052499124699450186
Position 8869: 0.051710059040485465
Position 24214: 0.04931222368147917
Position 23150: 0.04399412960593038
Position 13565: 0.04330489015322318
Position 12387: 0.041868671626633325
Position 3270: 0.03855526651456744
Position 14516: 0.038150859385126315
Position 14208: 0.03688581651975865
Position 11383: 0.03650647459905749
Position 13489: 0.03623112876954648
Position 10246: 0.0344159554467031
Position 5208: 0.033302635582338
Position 5887: 0.033140405325826544
Position 8962: 0.03305925459507154
Position 10976: 0.03203904214443559
Position 4579: 0.030449280063911816
Position 13772: 0.02917307706566967
Position 2142: 0.028426106271982755
Position 18886: 0.026818776503185444
Position 16726: 0.025905005984315763
Position 11751: 0.025022224112246392
Position 7971: 0.02356281505034695
Position 3206: 0.022955499623895648
Position 12796: 0.02254244979100236
Position 17436: 0.02246455887746781
Position 8621: 0.021751563051977937
Position 8199: 0.015869988852209544
Position 8261: 0.01564151106321309
Position 8384: 0.015584236730167955
Position 11297: 0.01515170926822849
Position 23359: 0.014620434159815893
Position 24338: 0.014447106491216522
Position 13154: 0.013379350282551127
Position 1577: 0.012873534350233164
Position 18284: 0.012452774225849466
Position 11067: 0.012340642213306186
Position 18843: 0.011998552740310565
Position 15146: 0.011760220302361651
Position 19860: 0.011717045430631911
Position 11565: 0.011683624537656857
Position 4693: 0.011656465980838181
Position 20659: 0.011342372308536562
Position 2081: 0.010780669030616667
Position 733: 0.010650509440431813
Position 23652: 0.010474158988545833
Position 14449: 0.010360434550061987
Position 4070: 0.010146420419645733
Position 4671: 0.009223578673696295
Position 5890: 0.008701311872910473
Position 295: 0.00811466459252856
Position 13265: 0.007554166384346225
Position 874: 0.007553636989824587
Position 8170: 0.007360627652580477
Position 15247: 0.007192436145265942
Position 16573: 0.00668557556475263
Position 629: 0.006674005527667072
Position 7593: 0.006512174748525643
Position 13692: 0.006324395795456668
Position 17228: 0.005934981670558105
Position 8665: 0.00588207015129276
Position 312: 0.005793130950412162
Position 3671: 0.00562673008858048
Position 10213: 0.005382394817629804
Position 1669: 0.005139566661098207
Position 3876: 0.0048693551449749736
Position 4402: 0.004620017468510791
Position 3173: 0.004469716321738483
Position 7468: 0.004445606349694187
Position 2186: 0.004373399562784895
Position 600: 0.0043160348067055945
Position 2098: 0.003975155624397462
Position 14805: 0.003962700557691963
Position 1487: 0.003702740735068945
Position 16129: 0.003658239480991236
Position 13996: 0.00352103652531301
Position 1377: 0.003364724008161497
Position 13712: 0.0032276864648352797
Position 3092: 0.0031541785223446646
Position 3631: 0.0031095262949836925
Position 21078: 0.0030443365973746046
Position 9173: 0.0029537036260111255
Position 20831: 0.0028324721983558508
Position 7264: 0.0026972734989992764
Position 8880: 0.002697123280558687
Position 14536: 0.002629690314969077
Position 12050: 0.0025600764327896024
Position 3616: 0.002559957028509822
Position 1622: 0.00246709253180529
Position 308: 0.002462869028897343
Position 6389: 0.002371446869123944
Position 3992: 0.0023305450724519883
Position 2328: 0.0023194322337383327
Position 5910: 0.0023086014845561387
Position 13511: 0.002230426280052341
Position 5770: 0.002209220340258851
Position 12470: 0.002199707267085391
Position 5369: 0.0019285430938765203
Position 19605: 0.0018407107997888542
Position 333: 0.0017789842211664135
Position 16318: 0.0017745403080069526
Position 15675: 0.0017545144069495682
Position 14076: 0.0017363995368087164
Position 13844: 0.0017091918279509204
Position 11922: 0.0017073237909893697
Position 3386: 0.0016565236569532275
Position 1069: 0.0016448861257328377
Position 7195: 0.001622958230189137
Position 3817: 0.001608077240045765
Position 18223: 0.0016040943149870665
Position 17127: 0.001564612119060952
Position 12801: 0.001551445146509438
Position 602: 0.0015426410470568382
Position 12765: 0.001505211104930817
Position 6759: 0.0012788647707103228
Position 4614: 0.0012613913714406475
Position 2820: 0.0012321558485741105
Position 14284: 0.0012259858671458562
Position 2129: 0.0011637082304341512
Position 2190: 0.0011060941428635792
Position 4256: 0.001088053098709397
Position 1306: 0.0010764479720681902
Position 7623: 0.001020648949739677
Position 16132: 0.0009955548371695499
Position 1594: 0.0009829405154587441
Position 851: 0.0009599205441167786
Position 987: 0.0009032768989907405
Position 9216: 0.0008970238380984565
Position 12064: 0.0008556202261909604
Position 2150: 0.0008537540291995154
Position 14412: 0.0008442762750898367
Position 1253: 0.0008180434650946841
Position 945: 0.0007911215365522105
Position 13388: 0.0007774836495047708
Position 7834: 0.0007372696559886715
Position 6880: 0.0007082544499191447
Position 5673: 0.0007058570501313681
Position 14356: 0.0006976515833481207
Position 338: 0.0006837714409177571
Position 1609: 0.0006808624894450027
Position 2104: 0.0006480041983180028
Position 12363: 0.0006341936186672369
Position 2500: 0.0005962899919418886
Position 3274: 0.0005931596347857377
Position 17076: 0.0005726882363451861
Position 1885: 0.0005164322343975219
Position 1642: 0.00047135545705584246
Position 4117: 0.0004497155138006598
Position 2482: 0.0004455561610558102
Position 13441: 0.00043507625566423583
Position 4782: 0.00043025203091249283
Position 12719: 0.00042798030140988013
Position 2968: 0.0004270259148756385
Position 4127: 0.00042580561109765427
Position 16402: 0.0004044062610527445
Position 8070: 0.00039963871689479934
Position 1105: 0.00036308101366173436
Position 2688: 0.00035854656684509837
Position 15695: 0.00035171928124010327
Position 895: 0.00033827306067072706
Position 513: 0.0003337188193106541
Position 545: 0.0003192553984312118
Position 12851: 0.00031382264349200627
Position 3477: 0.0003137652025751082
Position 10036: 0.0002950388636119673
Position 17283: 0.00029163224858342663
Position 13954: 0.00028988331893092296
Position 8032: 0.00028082628101356195
Position 883: 0.0002733041072547176
Position 343: 0.00021989046300895378
Position 7812: 0.00017613629847307996
Position 1046: 0.00016457999229570362
Position 8297: 0.00016043916067825405
Position 7934: 0.00016017903597060598
Position 1932: 0.00014389467830961048
Position 7762: 0.0001282137707346085
Position 13897: 0.00011092232005109728
Position 1358: 0.00010765439615158918
Position 3221: 0.00010268504024600073
Position 3320: 0.000100550505073482
Position 4442: 9.602946809746212e-05
Position 8362: 8.964947562137599e-05
Position 434: 8.835917718512904e-05
Position 1696: 8.251565240852776e-05
Position 12823: 8.23255657762372e-05
Position 855: 8.097510412854356e-05
Position 4295: 8.079612764116438e-05
Position 909: 6.338363026511408e-05
Position 291: 5.870449016384242e-05
Position 372: 5.2750784863435563e-05
Position 553: 5.1471404211302365e-05
Position 3006: 5.139950383427781e-05
Position 384: 4.333751143951726e-05
Position 924: 3.955181752965015e-05
Position 7773: 3.706302762791093e-05
Position 1329: 3.695703190260356e-05
Position 2847: 3.3917179720277994e-05
Position 9068: 3.366774268208731e-05
Position 7838: 2.4851830167864773e-05
Position 8206: 2.339270595727783e-05
Position 1119: 1.8533101454169285e-05
Position 2201: 1.8413359205445788e-05
Position 8053: 1.465548435290641e-05
Position 7815: 1.464388707419735e-05
Position 7953: 1.3625144860178177e-05
Position 2222: 1.30523447425322e-05
Position 743: 1.1819534606667447e-05
Position 447: 1.1049928281974245e-05
Position 1791: 1.0837555840463849e-05
Position 1646: 9.157659272815187e-06
Position 9198: 7.695586178739163e-06
Position 1554: 7.282149837227223e-06
Position 1194: 7.083647513879036e-06
Position 2731: 7.040011410079204e-06
Position 1260: 6.773218075661855e-06
Position 1938: 6.07494925129862e-06
Position 564: 5.791456024383964e-06
Position 2357: 5.31628612887341e-06
Position 1208: 4.1021346476358525e-06
Position 4709: 3.602267907080118e-06
Position 7701: 3.4718277924676735e-06
Position 12631: 2.493481807025857e-06
Position 263: 1.7883812728531097e-06
Position 3590: 1.6742863592552055e-06
Position 1003: 1.558653434527142e-06
Position 1960: 1.529560567332084e-06
Position 1316: 1.3740536200918262e-06
Position 570: 1.362284373415224e-06
Position 1417: 1.144370678731128e-06
Position 1135: 9.964272406896579e-07
Position 391: 8.42471194387669e-07
Position 474: 8.106124832532478e-07
Position 1074: 7.17595730737739e-07
Position 529: 6.984872705386041e-07
Position 1157: 6.51271243984621e-07
Position 1462: 6.325574724829158e-07
Position 912: 6.193198067549186e-07
Position 387: 4.880845585241174e-07
Position 494: 4.751632310667112e-07
Position 1265: 4.562183809304209e-07
Position 1648: 3.814312458789172e-07
Position 351: 3.5470757746240273e-07
Position 1052: 3.3952588432868226e-07
Position 1703: 3.383550810424745e-07
Position 394: 3.1711783278958515e-07
Position 906: 2.966423474525026e-07
Position 1672: 2.5860569141581816e-07
Position 635: 2.012069846722654e-07
Position 1514: 1.708542088247023e-07
Position 1520: 1.700904498443642e-07
Position 1181: 1.397048791129548e-07
Position 348: 1.365037359263019e-07
Position 537: 1.3451576204611e-07
Position 1388: 1.329754212153197e-07
Position 1138: 1.2748617412658002e-07
Position 1434: 1.1501001918655759e-07
Position 318: 8.30824595040462e-08
Position 1213: 8.079024881950052e-08
Position 1424: 7.625502893811454e-08
Position 456: 5.803500836854605e-08
Position 1689: 5.029777508882279e-08
Position 662: 4.1348414146390375e-08
Position 745: 3.497658798843335e-08
Position 1162: 3.344931143196097e-08
Position 2004: 2.4276606701000672e-08
Position 183: 2.3995338275467012e-08
Position 449: 1.8211200421982984e-08
Position 374: 1.7183605944663967e-08
Position 647: 1.347978644859914e-08
Position 2436: 1.140424841172595e-08
Position 572: 1.0006513629226387e-08
Position 238: 7.663351676038614e-09
Position 479: 7.539521445552843e-09
Position 641: 7.247692727122335e-09
Position 574: 7.190425830700796e-09
Position 963: 5.3224939285461286e-09
Position 995: 5.270086382448595e-09
Position 1132: 5.243437711001197e-09
Position 454: 4.703870518717391e-09
Position 452: 3.733439712739066e-09
Position 555: 2.940848295513497e-09
Position 111: 1.993145298324122e-09
Position 1050: 1.5197405321230327e-09
Position 1088: 1.3799901009963621e-09
Position 216: 1.175543878051834e-09
Position 139: 4.3859238870480874e-10
Position 653: 4.1744979751399033e-10
Position 675: 3.1943328920790133e-10
Position 667: 2.9845409619278414e-10
Position 1048: 2.2894903802451243e-10
Position 468: 4.6344399279412956e-11
Position 189: 5.215532048632194e-12
Position 191: 1.2110117608239633e-13
Position 199: 6.927229184312083e-17
