Gene = PSMG3
Position 2356: 0.0007645087567881093
Position 235: 0.0006633055271603281
Position 1605: 0.0006306820581203126
Position 2176: 0.0005542833579139474
Position 808: 0.0005415274601302956
Position 392: 0.0005334525035365066
Position 1825: 0.000529494670986597
Position 767: 0.0005239639179055629
Position 863: 0.0005211371612392096
Position 1846: 0.0005166587307852099
Position 2324: 0.0004991688222890789
Position 2286: 0.00049814483665043
Position 924: 0.00044766584130589586
Position 2407: 0.00044398211182982713
Position 915: 0.00042425915132824005
Position 2232: 0.00041292283955693897
Position 1182: 0.0003273018900132936
Position 2392: 0.00024363827553678004
Position 1222: 0.00020097783478839905
Position 683: 0.00019289931652691526
Position 739: 0.00019161794973653436
Position 849: 0.00018911928471238744
Position 1955: 0.00017656132332237608
Position 1541: 0.00017428894540530378
Position 1562: 0.00013736054987061318
Position 686: 0.00013324508349321903
Position 2100: 0.00012167351052608722
Position 742: 0.00012122420847827641
Position 1797: 0.0001175318471581061
Position 2344: 0.0001092353367846936
Position 1958: 0.00010640984609105387
Position 1338: 0.00010369207967281074
Position 2204: 0.00010253861399814935
Position 2420: 9.995407282122331e-05
Position 2306: 8.435981511750173e-05
Position 660: 6.638403004882277e-05
Position 2082: 4.8715697859863345e-05
Position 1481: 3.770144244443066e-05
Position 1263: 3.433604321764563e-05
Position 2510: 2.9433827744680586e-05
Position 1364: 2.5141998100453488e-05
Position 2556: 2.428346117966827e-05
Position 2618: 1.79005862427912e-05
Position 689: 1.6236111320040247e-05
Position 1040: 1.5483926888995167e-05
Position 1311: 1.343278076036843e-05
Position 776: 1.1962235921918052e-05
Position 419: 1.1132797528063861e-05
Position 1646: 1.1020916123920526e-05
Position 826: 7.90093737629102e-06
Position 1413: 7.644228930747169e-06
Position 817: 5.917072339061173e-06
Position 1407: 5.74686083429125e-06
Position 1344: 1.949727722079586e-06
Position 1255: 1.8816234260248286e-06
Position 471: 1.7626971077425608e-06
Position 1374: 1.3363295670983376e-06
Position 2209: 9.63548893484976e-07
Position 1257: 7.514649137648006e-07
Position 576: 5.251916898235092e-07
Position 1096: 4.2031748821180815e-07
Position 646: 3.928557923175352e-07
Position 1128: 3.0500758477470134e-07
Position 830: 2.3077049908461936e-07
Position 1235: 2.1136335053708534e-07
Position 394: 1.8879999459218112e-07
Position 1104: 1.306220893533102e-07
Position 1225: 9.903854695120636e-08
Position 932: 9.10804797642344e-08
Position 940: 8.977683368824603e-08
Position 998: 8.415406099139835e-08
Position 1090: 6.43019138942774e-08
Position 969: 5.1815535827617615e-08
Position 1439: 4.850307460934513e-08
Position 1114: 4.7595035557027274e-08
Position 1445: 3.5880137884661104e-08
Position 955: 1.2207597347196155e-08
Position 1452: 6.825644880249201e-09
Position 485: 3.9026086305817205e-09
Position 569: 3.0505523795135473e-09
Position 353: 1.1884998661641133e-09
Position 291: 6.950160580224823e-10
Position 329: 5.242752872859518e-10
Position 312: 2.5263653131886077e-10
Position 695: 1.3794190525905808e-10
Position 138: 2.7397311450668812e-11
Position 1046: 2.3716651119953747e-11
Position 950: 1.9749198916884613e-11
Position 1057: 1.629854674587164e-11
Position 169: 8.351600246114355e-12
Position 173: 1.1727535690801891e-12
Position 152: 5.272918350657102e-13
Position 179: 1.339479502495769e-13
