Gene = WLS
Position 3525: 0.00011270964379453113
Position 12496: 9.746183096198364e-05
Position 2300: 8.918505339184956e-05
Position 7108: 8.02668718650354e-05
Position 7088: 7.353421564703996e-05
Position 2900: 7.306424137473204e-05
Position 1634: 6.591468893734636e-05
Position 1040: 6.432605026536938e-05
Position 474: 5.686354391408241e-05
Position 6191: 5.309475179897547e-05
Position 2504: 5.0662449013144764e-05
Position 13757: 4.8811402496812807e-05
Position 8473: 4.7724324968761454e-05
Position 2457: 4.667563586049035e-05
Position 5704: 4.055545791967173e-05
Position 1297: 3.706823936334282e-05
Position 1194: 3.6402165798836765e-05
Position 1183: 3.563966780077102e-05
Position 1319: 3.295295682231679e-05
Position 2549: 3.29429938305027e-05
Position 785: 3.276101944474834e-05
Position 1223: 3.27307406965828e-05
Position 9086: 2.3819934290878885e-05
Position 9114: 2.2809440474201778e-05
Position 8076: 1.5351909477760886e-05
Position 4746: 1.4409548397760937e-05
Position 2774: 1.360714200351845e-05
Position 1261: 1.2222289007780833e-05
Position 1660: 1.1374753522651842e-05
Position 1131: 1.1199871956271661e-05
Position 1075: 1.0163919380058433e-05
Position 7021: 8.471040985283087e-06
Position 595: 8.36149693413773e-06
Position 6997: 8.343083653450979e-06
Position 4929: 7.526071889365787e-06
Position 2001: 5.934218859233393e-06
Position 3479: 5.6786867591560915e-06
Position 4637: 5.599609676399574e-06
Position 5571: 5.111937659080809e-06
Position 292: 4.414201726566109e-06
Position 2395: 3.93507933714663e-06
Position 2398: 3.932367487991931e-06
Position 1028: 3.5423271387852393e-06
Position 289: 3.3540972664583404e-06
Position 2054: 3.2179641757384786e-06
Position 3718: 2.888280785433336e-06
Position 493: 2.57821609319299e-06
Position 629: 2.5516342347683137e-06
Position 3507: 2.2327888344848747e-06
Position 500: 1.7419361509531084e-06
Position 1891: 1.7340613697628296e-06
Position 2407: 1.5586776610847003e-06
Position 229: 1.5534646954959647e-06
Position 5753: 1.5361860829592402e-06
Position 1852: 1.4528403123991302e-06
Position 2317: 1.436018126866578e-06
Position 2297: 1.3927883205214426e-06
Position 4631: 1.3851033180759785e-06
Position 1768: 1.1365673652385143e-06
Position 2794: 8.948700048104232e-07
Position 888: 4.3449565242659203e-07
Position 2365: 2.454009876870147e-07
Position 581: 1.676915230852395e-07
Position 753: 1.5197893948035628e-07
Position 788: 1.4570161567095052e-07
Position 1530: 1.435592822580393e-07
Position 986: 1.0068612574856683e-07
Position 821: 8.276264145708737e-08
Position 600: 5.8777410149958054e-08
Position 1185: 5.0537493978787386e-08
Position 575: 4.388677109471924e-08
Position 532: 3.368767161140735e-08
Position 1017: 3.2815850480915125e-08
Position 497: 3.146883403036787e-08
Position 669: 3.1181553451220136e-08
Position 654: 2.3457299275346432e-08
Position 839: 1.3580500535923889e-08
Position 1063: 1.2555050286780835e-08
Position 650: 1.2412997136915356e-08
Position 234: 1.0818650592884493e-08
Position 147: 1.0040112905280875e-08
Position 350: 8.10835459739248e-09
Position 790: 6.753920343152419e-09
Position 602: 2.2042819521102117e-09
Position 240: 2.1418404165403973e-09
Position 282: 1.8275293469152847e-09
Position 1714: 1.6149795236947561e-09
Position 537: 8.328685147259089e-10
Position 564: 6.155520781163299e-10
Position 158: 3.926674571489104e-10
Position 154: 2.0308334417413768e-10
Position 194: 1.2981673930783114e-10
Position 128: 4.1307534883172916e-11
Position 552: 1.967279808065524e-11
Position 201: 1.859231543189092e-11
Position 190: 1.733776945502511e-11
Position 502: 1.6249741152144456e-11
Position 364: 8.137060480160747e-12
Position 170: 6.119801073388016e-12
Position 177: 5.449758673371416e-12
Position 161: 3.4368604208854996e-12
Position 545: 3.030768602523985e-12
Position 173: 2.1146459675937844e-12
Position 139: 9.638542480529786e-13
Position 555: 3.860626813713955e-13
Position 547: 3.670473530168787e-13
Position 371: 2.0086073963132406e-13
Position 166: 3.1992211253199717e-14
Position 187: 2.6127887092122205e-14
Position 373: 2.5442506343640095e-14
Position 185: 1.3800696711037025e-14
