Gene = C8G
Position 711: 9.009510711985981e-05
Position 1059: 8.75220209609661e-05
Position 1673: 8.573581149021098e-05
Position 1549: 6.516356632497704e-05
Position 1301: 5.453661918889543e-05
Position 105: 4.6337241776839394e-05
Position 507: 4.166171501766535e-05
Position 447: 4.10723469708619e-05
Position 1237: 4.091297494908583e-05
Position 1489: 3.938961661683501e-05
Position 1283: 3.627978588240049e-05
Position 570: 3.30909017069487e-05
Position 781: 3.296613292845507e-05
Position 1622: 3.072635434838211e-05
Position 695: 2.8705686987422533e-05
Position 1553: 2.1672767487480834e-05
Position 350: 2.0966872765699266e-05
Position 900: 2.0537074852747014e-05
Position 287: 1.656566821771635e-05
Position 1110: 1.482186902765976e-05
Position 1070: 1.4809369398773052e-05
Position 1319: 1.4667867831120434e-05
Position 1259: 1.3840728349778243e-05
Position 481: 1.2548961671659286e-05
Position 1564: 1.2250990531977295e-05
Position 1330: 1.1618581202893057e-05
Position 1000: 1.1165847020715967e-05
Position 494: 1.0130156393765883e-05
Position 1449: 9.02273299387505e-06
Position 1119: 7.815692445960982e-06
Position 1262: 7.198994859326372e-06
Position 313: 7.0244760050714815e-06
Position 1277: 6.025771652777457e-06
Position 1083: 5.504520788224991e-06
Position 1546: 5.157109890689846e-06
Position 756: 5.149003370010696e-06
Position 290: 4.638468714266984e-06
Position 705: 4.531803981906926e-06
Position 525: 4.286628623373149e-06
Position 318: 4.129930877472286e-06
Position 912: 4.059123264767748e-06
Position 1562: 3.955016062758889e-06
Position 1087: 3.6141109019035117e-06
Position 282: 2.3398596952422923e-06
Position 1516: 2.14274143757779e-06
Position 321: 2.14029977674234e-06
Position 1108: 2.043151190743832e-06
Position 946: 1.984105218765724e-06
Position 1521: 1.5512442743690992e-06
Position 520: 1.1693213865407338e-06
Position 1247: 1.0812277319011196e-06
Position 1466: 1.0678493276578639e-06
Position 959: 1.0178750912355562e-06
Position 878: 8.31063025231748e-07
Position 514: 5.993035373009285e-07
Position 1335: 4.202629684029394e-07
Position 919: 4.112881748622904e-07
Position 1077: 3.300878391498828e-07
Position 963: 2.598685521096534e-07
Position 1682: 2.097191103939661e-07
Position 125: 1.7030359058235e-07
Position 296: 1.6930366577768675e-07
Position 160: 1.5775800508756907e-07
Position 743: 1.3407712365947162e-07
Position 1012: 1.1383677831554982e-07
Position 280: 1.0593140513900387e-07
Position 924: 9.542851971528707e-08
Position 1101: 9.253410686453766e-08
Position 122: 8.835861805392214e-08
Position 747: 6.30708800779924e-08
Position 1074: 3.7130448951451674e-08
Position 1310: 2.879089241311957e-08
Position 972: 2.2540985721153222e-08
Position 522: 1.1891449255921262e-08
Position 266: 1.1562563985022963e-08
Position 263: 2.8920412302502674e-09
Position 131: 1.879420472675479e-09
Position 326: 1.0253618487390716e-09
Position 170: 5.252554140155244e-10
Position 197: 3.4810910508243676e-10
Position 194: 7.95961502628299e-11
Position 176: 2.2170524374226414e-11
Position 249: 6.3093703278773595e-12
Position 133: 1.241294770261161e-12
Position 251: 9.648628630996726e-13
Position 219: 7.412952355368168e-13
Position 223: 6.74438780414291e-13
Position 217: 4.839240334113202e-13
Position 255: 4.0549960078707493e-13
Position 259: 3.688325444994153e-13
Position 227: 2.364223459229257e-13
Position 201: 1.2082424802952084e-13
Position 204: 4.026472998607977e-14
Position 234: 6.945961716485646e-15
Position 231: 3.1733551561601466e-15
Position 243: 3.267156123849217e-16
