Gene = S100PBP
Position 561: 1.28775317695804e-10
Position 310: 1.239129412086929e-10
Position 278: 8.665378400113482e-11
Position 421: 1.8482174128195978e-11
Position 2220: 3.380041315759089e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 10709: 0.8038981238645376
Position 9384: 0.6237797389641465
Position 10553: 0.5969481811270022
Position 12521: 0.46567053385510715
Position 4695: 0.35650431794778664
Position 16591: 0.27465319762499396
Position 10550: 0.2573117384524048
Position 8715: 0.2272939917456353
Position 15096: 0.19871285293259527
Position 8655: 0.1703570500123643
Position 22400: 0.16974482697152632
Position 25173: 0.15609515082474626
Position 12546: 0.14601799044798577
Position 21971: 0.09337490573840793
Position 10868: 0.09176921481363047
Position 14389: 0.04736542856491027
Position 14891: 0.04210003195670905
Position 13013: 0.04070190802259639
Position 10720: 0.03986175476133609
Position 9320: 0.0376957465183285
Position 16933: 0.037444304816149326
Position 9120: 0.03695587000220983
Position 7870: 0.03475047477578889
Position 8631: 0.034147515103986274
Position 20228: 0.029941187806000445
Position 14850: 0.029633122895910285
Position 16532: 0.02958576353318971
Position 19251: 0.02886253182432089
Position 19870: 0.028555294296284728
Position 13128: 0.026128425473385918
Position 8388: 0.0258012177592084
Position 15950: 0.024771615559200558
Position 18363: 0.02341682623562712
Position 17422: 0.01907445216994976
Position 15068: 0.018944622994223576
Position 10725: 0.01789623120208944
Position 13095: 0.017034210700924757
Position 18131: 0.016689638265681362
Position 15039: 0.016378560057030016
Position 18012: 0.01632395202522147
Position 10368: 0.016203267081945447
Position 12424: 0.015730262758470986
Position 14089: 0.015729134142604954
Position 13167: 0.015513461898554605
Position 8130: 0.014254640944476066
Position 15296: 0.013766247567122405
Position 4676: 0.012846855713241566
Position 10746: 0.012570318757440772
Position 8687: 0.012446886813626145
Position 15021: 0.010593414183232742
Position 9143: 0.0077507337164850155
Position 11310: 0.006719054362430397
Position 11277: 0.006243395945572429
Position 4616: 0.00618321311007048
Position 8427: 0.006075558268344718
Position 19147: 0.0055162672808422575
Position 11589: 0.005262855569358116
Position 14023: 0.004676442791678562
Position 1274: 0.004336623718443777
Position 7705: 0.004320857513344741
Position 13068: 0.004036951916870247
Position 1569: 0.00368307531306175
Position 322: 0.003605916526937694
Position 5905: 0.0035503071735740505
Position 5309: 0.0035164002480308374
Position 12039: 0.0034583513623537582
Position 18066: 0.003351503388948943
Position 16840: 0.002824680815955699
Position 14796: 0.0027227809468720514
Position 13684: 0.0025166827843053196
Position 14515: 0.002226338783817432
Position 1530: 0.0022182806755867705
Position 3104: 0.0022153022381994963
Position 12045: 0.002127535215319553
Position 3019: 0.002117457547250649
Position 16512: 0.002007656357915206
Position 13131: 0.001998787238506559
Position 13201: 0.001994938682695022
Position 16235: 0.0019485467995573377
Position 3629: 0.0019327087024074115
Position 11772: 0.0019161460747249036
Position 17842: 0.001914125040861232
Position 15240: 0.0019037826823388236
Position 11625: 0.001841852741951087
Position 19866: 0.0015094722014550915
Position 1501: 0.001407150254348522
Position 12401: 0.0013747588410533917
Position 4294: 0.0012780776636255346
Position 12691: 0.0012775384498147347
Position 17816: 0.0012511656977575408
Position 3610: 0.0012483517128388446
Position 16949: 0.0011529600095295332
Position 3676: 0.001111651332770916
Position 11119: 0.000975550230393506
Position 16424: 0.0009408994011258201
Position 11945: 0.0009396234690958682
Position 12757: 0.0008643008138652158
Position 10838: 0.0008301303705864956
Position 12786: 0.0008208535628255743
Position 13026: 0.0007716964759594594
Position 12910: 0.0007231085897784337
Position 15946: 0.0006215794767511459
Position 2939: 0.0006124506477968469
Position 12772: 0.000545264599898677
Position 3703: 0.0005356582064571212
Position 1608: 0.0005323105440192727
Position 12041: 0.00048780311619248606
Position 11446: 0.00047741714698984315
Position 7145: 0.0004725448791554679
Position 10882: 0.00047151340502106634
Position 12438: 0.0004190240549553522
Position 11884: 0.0004039980471278477
Position 12066: 0.0003847513014276434
Position 12737: 0.00035696990365388783
Position 2725: 0.00032070169339955945
Position 1315: 0.0003008241802395238
Position 12556: 0.000298113567207464
Position 14231: 0.0002886486518333654
Position 1430: 0.00027865810365194677
Position 5374: 0.00025839080987861615
Position 14518: 0.0002222859420328382
Position 11983: 0.00018761891524054215
Position 3749: 0.0001821355323993519
Position 2981: 0.00017746842849200142
Position 11980: 0.00017173134338243373
Position 3076: 0.0001456989417989357
Position 12441: 0.00013992680537649638
Position 4219: 0.00013933572045366383
Position 11069: 0.00013422743743773355
Position 1575: 0.0001247603921528435
Position 1671: 0.00010972102953822847
Position 1082: 9.8107453721101e-05
Position 939: 9.542767189196918e-05
Position 4372: 6.425814597608939e-05
Position 4237: 6.358160158966591e-05
Position 12821: 5.883442768387199e-05
Position 6306: 5.848251715092805e-05
Position 12601: 5.324013901187077e-05
Position 12815: 5.1333237977283575e-05
Position 790: 4.600805837344447e-05
Position 6252: 3.436057455806992e-05
Position 642: 3.416942813999365e-05
Position 13900: 2.6948777082233112e-05
Position 7440: 2.150256870204283e-05
Position 13078: 1.3534066170729025e-05
Position 2439: 1.1374881891998843e-05
Position 1532: 1.0544058187468752e-05
Position 822: 9.02461303500197e-06
Position 844: 8.163319813462708e-06
Position 4407: 8.114959913916804e-06
Position 903: 7.822583972220843e-06
Position 970: 4.042624466149818e-06
Position 5950: 3.929365365252339e-06
Position 1159: 3.7721459099805904e-06
Position 2806: 3.555731982556289e-06
Position 443: 3.289822221029488e-06
Position 2749: 3.1424905582906994e-06
Position 4867: 3.1176736135770015e-06
Position 2957: 2.815606253760075e-06
Position 2885: 2.5026521963841206e-06
Position 540: 2.0860807495072357e-06
Position 352: 1.6624278206159959e-06
Position 882: 1.4112870394955357e-06
Position 1369: 1.33921336441114e-06
Position 818: 1.2909274203386136e-06
Position 1143: 1.1980702041334682e-06
Position 13706: 1.070531471629618e-06
Position 226: 1.0552258253869406e-06
Position 247: 7.912380297081509e-07
Position 12353: 6.006567228671245e-07
Position 4922: 2.4869005970451377e-07
Position 3924: 4.918280162309904e-09
Position 2168: 4.602567885083763e-09
Position 3900: 3.753551884609488e-09
Position 2242: 2.717755767254574e-09
