Gene = CARTPT
Position 1125: 8.814855873976287e-06
Position 504: 8.72379902181337e-06
Position 527: 8.641183225631422e-06
Position 782: 8.099831909725184e-06
Position 226: 7.448274841553886e-06
Position 612: 6.725858057078349e-06
Position 776: 4.8114914480951065e-06
Position 845: 4.521926870128524e-06
Position 407: 4.192901451556201e-06
Position 564: 3.3841321700981092e-06
Position 1283: 3.3628031679756104e-06
Position 88: 2.5301259781161953e-06
Position 402: 2.2832261053939556e-06
Position 746: 2.2006892908345683e-06
Position 1181: 1.5469604962467382e-06
Position 322: 1.4447001048124813e-06
Position 450: 1.397971229134047e-06
Position 732: 1.3048222457142973e-06
Position 280: 7.318374690748638e-07
Position 286: 5.530774237051225e-07
Position 805: 5.5175660731325e-07
Position 529: 2.496077150688247e-07
Position 477: 1.8834579468853713e-07
Position 792: 3.863886668297328e-08
Position 150: 2.8261322605628843e-08
Position 743: 1.6583030202613517e-08
Position 138: 7.2933698474241744e-09
Position 120: 4.170268757413718e-09
Position 95: 2.763631987052873e-09
Position 136: 3.115703155749871e-10
