Gene = SPATA31D3
Position 232: 1.1774108126136303e-06
Position 316: 7.798974263687909e-07
Position 49: 7.373900783937643e-07
Position 537: 7.184735942617416e-07
Position 684: 4.768504029745023e-07
Position 561: 4.562430563117386e-07
Position 496: 4.1277834062126387e-07
Position 609: 2.987472500666089e-07
Position 56: 4.445767255081456e-08
Position 196: 2.9764202838630357e-08
Position 211: 2.2495450047905274e-08
Position 310: 9.36768827340056e-09
Position 384: 8.52409265424655e-09
Position 2133: 6.306132811409889e-09
Position 2142: 6.2498564661636024e-09
Position 2113: 5.229522179159958e-09
Position 2129: 3.4410072564492595e-09
Position 102: 3.3481273415149518e-09
Position 370: 9.31135514172247e-10
Position 534: 5.066636898548147e-11
Position 493: 2.7780392542511753e-12
Position 1873: 4.810760896723333e-14
Position 1681: 4.40711319595361e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 1671: 0.6369671435387253
Position 2046: 0.5560620120895048
Position 1837: 0.5538788137340098
Position 15662: 0.5491798665771588
Position 20506: 0.30985335827600635
Position 423: 0.15124196834479625
Position 1027: 0.1377652039791572
Position 7602: 0.09030609307976505
Position 19170: 0.08858646127601533
Position 2070: 0.07589083129140689
Position 18736: 0.06839472605282798
Position 8270: 0.053601941909813745
Position 1605: 0.052943611097526204
Position 6370: 0.04251829202947035
Position 8250: 0.039454521543842484
Position 8511: 0.03901981177983416
Position 6828: 0.034911316660700936
Position 16097: 0.03475724811826033
Position 2231: 0.029596276275464007
Position 917: 0.027683597198241646
Position 12099: 0.02457662468272308
Position 3567: 0.02109252392256433
Position 1154: 0.020220369628852698
Position 6714: 0.019280345496139342
Position 3704: 0.01840824715563081
Position 17156: 0.018341649399935486
Position 9366: 0.016896374134831842
Position 9615: 0.01390071237586707
Position 1577: 0.011898460583043405
Position 6115: 0.011166385931395318
Position 8082: 0.010067865066317813
Position 2005: 0.009461203706848142
Position 7573: 0.008563914425543995
Position 2967: 0.00854234547864641
Position 5494: 0.008195481299020565
Position 470: 0.007561182179782226
Position 5054: 0.006988723012051555
Position 9171: 0.006957267704382935
Position 5646: 0.006898577071656117
Position 6890: 0.006394789517485708
Position 6790: 0.006094133810191721
Position 3685: 0.006084954998597988
Position 1593: 0.005939804431083215
Position 2470: 0.005578003413166991
Position 1357: 0.004537667472476541
Position 848: 0.00427964552998318
Position 2123: 0.004194445801133744
Position 5532: 0.0041121758864169815
Position 1131: 0.004084799029647523
Position 840: 0.0037975796740098897
Position 823: 0.0037851636817532635
Position 748: 0.0036940184086027396
Position 4847: 0.0036665743806124844
Position 1242: 0.0030163302083638928
Position 1033: 0.0029391625426747857
Position 6120: 0.00268195189678362
Position 3543: 0.0021661046217343696
Position 12223: 0.002164660461410331
Position 2735: 0.002154973675705697
Position 2276: 0.0019307345493119862
Position 3634: 0.001861272826523584
Position 5279: 0.0017978249825448735
Position 976: 0.0016622866256502476
Position 2807: 0.0016484205264407465
Position 2148: 0.0013352828437174246
Position 114: 0.0012949723990836825
Position 4238: 0.00128418264677905
Position 1850: 0.0011537281386643815
Position 3858: 0.0011014997118402672
Position 349: 0.0009719617380788737
Position 3726: 0.0008646363467097829
Position 3279: 0.0008430549117578036
Position 3414: 0.0008078438638776404
Position 1162: 0.0006984344302992941
Position 5964: 0.0006919060359892942
Position 769: 0.0006682776745547489
Position 2915: 0.0006266910032359012
Position 358: 0.0005880024828840259
Position 9578: 0.000555641897929529
Position 826: 0.0005525681432506166
Position 6403: 0.0005293786757699278
Position 6096: 0.0005270867920266375
Position 376: 0.0005216458318350309
Position 4612: 0.00048460960438337537
Position 1275: 0.0004309432236884075
Position 8735: 0.0004180921565330337
Position 3783: 0.00040577787897620005
Position 1222: 0.00038740198652307184
Position 4533: 0.00037296911397564014
Position 1329: 0.0003720432104053658
Position 4629: 0.000370799841022334
Position 897: 0.00036549820618731425
Position 543: 0.00035411380171727425
Position 1732: 0.0003406181773544962
Position 1202: 0.00031967373256024285
Position 1860: 0.0003006509626334583
Position 739: 0.00029709734116484867
Position 2585: 0.0002948479678526145
Position 1384: 0.0002933796658366502
Position 919: 0.00027852938149256336
Position 809: 0.0002683519854492826
Position 2944: 0.0002592422042105221
Position 2777: 0.0002575321369413062
Position 7256: 0.0002468220566842958
Position 2596: 0.00024646169541620835
Position 7435: 0.00023998319749761636
Position 1688: 0.00021660556379069106
Position 2666: 0.00021384809293771115
Position 1169: 0.000210117995048885
Position 2416: 0.00019810988772597842
Position 1138: 0.0001878550877583172
Position 1915: 0.0001842686644906236
Position 4999: 0.0001834464873557275
Position 4376: 0.00017380651260286392
Position 642: 0.00015998867217159411
Position 4414: 0.00015196096542059072
Position 1195: 0.0001492873628655098
Position 1910: 0.00014653662306946032
Position 1607: 0.0001253063105232961
Position 438: 0.0001249779682506732
Position 1104: 0.00012058457441634554
Position 1353: 0.0001185441422044218
Position 5835: 0.00011770527083877883
Position 2440: 0.00011639621233528914
Position 2083: 0.00011110959528209422
Position 1681: 9.779975651128348e-05
Position 667: 9.66547818551542e-05
Position 432: 9.574394808681269e-05
Position 577: 8.901072841319165e-05
Position 4299: 8.601488744437047e-05
Position 4731: 8.303218294468229e-05
Position 4810: 7.90190463179652e-05
Position 1333: 7.711123033946594e-05
Position 2369: 7.201206050484605e-05
Position 968: 7.192032615684643e-05
Position 786: 7.104333812513318e-05
Position 695: 6.711808033767017e-05
Position 2013: 6.602841370705533e-05
Position 1073: 6.339151053494977e-05
Position 743: 6.334573559940432e-05
Position 1691: 5.850510606751575e-05
Position 1579: 5.799091383648373e-05
Position 3380: 5.736358009464157e-05
Position 363: 5.735999258368234e-05
Position 1173: 5.313384380767216e-05
Position 477: 5.10266590542481e-05
Position 989: 4.695019993197218e-05
Position 921: 4.412109610087067e-05
Position 1421: 3.969152171735868e-05
Position 1186: 3.8603125739794305e-05
Position 3162: 3.717067931871262e-05
Position 2710: 3.672031289751647e-05
Position 5565: 3.6219644306434824e-05
Position 1321: 3.4472374447300855e-05
Position 3072: 3.412866517520403e-05
Position 613: 2.936679753944207e-05
Position 2317: 2.3316850358006227e-05
Position 1038: 2.309806667532118e-05
Position 1487: 2.3000081424707082e-05
Position 1913: 1.8235278668870305e-05
Position 1876: 1.8039538700750523e-05
Position 1882: 1.769324143626758e-05
Position 800: 1.6053111167704403e-05
Position 1198: 1.600895940255587e-05
Position 1460: 1.2865668462526146e-05
Position 3475: 1.1796525461952999e-05
Position 853: 1.0504981604062732e-05
Position 993: 1.0266085687134257e-05
Position 509: 9.576178684103734e-06
Position 999: 9.003376610014533e-06
Position 978: 8.812493976839286e-06
Position 384: 8.465129031357706e-06
Position 128: 7.862439822941043e-06
Position 850: 7.29237014854897e-06
Position 271: 6.710178607960881e-06
Position 3512: 5.6259744033334544e-06
Position 580: 5.594520275482012e-06
Position 1179: 4.309436273565686e-06
Position 1979: 3.8773742283421925e-06
Position 526: 3.7028229477288065e-06
Position 183: 3.4857771961092224e-06
Position 365: 3.006401225853067e-06
Position 395: 2.72220436732165e-06
Position 456: 2.5815170787470433e-06
Position 446: 2.376935649562151e-06
Position 609: 2.105432984192759e-06
Position 708: 1.6197700184183606e-06
Position 449: 1.3683881608608274e-06
Position 557: 1.3304173630534291e-06
Position 503: 1.257063954041828e-06
Position 585: 4.987764997347769e-07
Position 391: 2.736109755429469e-07
Position 501: 1.5077359756543215e-07
Position 298: 1.2737059496829907e-07
Position 697: 5.998506111230327e-08
Position 400: 4.4131974153239264e-08
Position 276: 3.790556376154535e-08
Position 1044: 1.6875145169659297e-08
Position 1047: 1.6400007344076956e-08
Position 1040: 1.3173375576769222e-08
Position 124: 7.87946035300108e-09
Position 561: 3.880007953798546e-09
Position 559: 2.000862814807074e-09
Position 302: 4.057568717422651e-10
Position 91: 3.030143690283098e-10
Position 135: 2.539680942429015e-10
Position 300: 2.1807181662004613e-10
Position 69: 1.7266553675990474e-10
Position 82: 4.0347395144602826e-11
Position 393: 3.0369329811820775e-11
Position 74: 4.374922043279407e-15
