Gene = CASZ1
Position 12561: 0.4997772967342598
Position 2026: 0.464354760612482
Position 3691: 0.43768852649957307
Position 16813: 0.4313614474359304
Position 8866: 0.2687499275717584
Position 17206: 0.18438311757025824
Position 5899: 0.1612578727443028
Position 14560: 0.12333441121119106
Position 2040: 0.11122173349816891
Position 16683: 0.08442224792641032
Position 3711: 0.075238518760928
Position 3200: 0.07217395382031326
Position 19388: 0.04801792286158816
Position 10100: 0.04663588191894478
Position 1631: 0.04663505796205778
Position 951: 0.045331484035671776
Position 15292: 0.044729436869398814
Position 4932: 0.04060542284119461
Position 19149: 0.040004834831611435
Position 5016: 0.03998533715509885
Position 14594: 0.036309588867762504
Position 2046: 0.03444091132123858
Position 1563: 0.030352188926189586
Position 5865: 0.025118983302926952
Position 8250: 0.021832047624325068
Position 15263: 0.018360759912764084
Position 5759: 0.016820772270832104
Position 13160: 0.016731191910617314
Position 1363: 0.016169951037497136
Position 9203: 0.016119663301063836
Position 597: 0.01415915298076922
Position 12779: 0.013556722366537053
Position 6326: 0.011560902184198838
Position 8871: 0.011357633095705326
Position 600: 0.009495197144652131
Position 3821: 0.008775132068995216
Position 5348: 0.008491388213781715
Position 2088: 0.008234526892539938
Position 17440: 0.007793225383465198
Position 5814: 0.0073063075734954505
Position 4211: 0.006851457011322129
Position 2886: 0.0066168012361856885
Position 19079: 0.006100271417058359
Position 5301: 0.006030752956436562
Position 1593: 0.005763760529258325
Position 3913: 0.00533228856357654
Position 214: 0.004104991159530616
Position 3269: 0.0040819603407267575
Position 4851: 0.003231787216601396
Position 1201: 0.0030693140678944826
Position 5516: 0.003061560351726452
Position 2795: 0.0028845594013611753
Position 13886: 0.00267346112754109
Position 13862: 0.0025577517264039553
Position 2860: 0.0025460063081155
Position 9821: 0.002445532449913171
Position 534: 0.002270284396467141
Position 1044: 0.0019827106665253826
Position 3376: 0.0018859484856302887
Position 14331: 0.0017601896680393486
Position 2832: 0.0015769341333259628
Position 1635: 0.0015314576178256233
Position 6082: 0.0014879454486633873
Position 1022: 0.0012451009540089303
Position 6301: 0.001198252846814194
Position 1944: 0.0010564454871286402
Position 6607: 0.0010094037276298022
Position 603: 0.001003641560116097
Position 1918: 0.000982380653065061
Position 493: 0.0009608983312857965
Position 14532: 0.0008652839721005949
Position 4188: 0.0007735341019409965
Position 6167: 0.0007727307488167101
Position 623: 0.0007370194383381887
Position 4184: 0.0007304030728201105
Position 4449: 0.0006559761612643292
Position 9888: 0.0006350198967920969
Position 5791: 0.0006265497487648053
Position 7656: 0.0006106003151865181
Position 971: 0.0005470442986274678
Position 2762: 0.0005035997664717322
Position 4748: 0.0005014315436065287
Position 9481: 0.0004950379158046705
Position 4052: 0.0004203514001118728
Position 1967: 0.00036973224360622856
Position 957: 0.0003569581119599726
Position 217: 0.00032368194830569214
Position 6331: 0.0003217904825787721
Position 9070: 0.00029950959206858925
Position 740: 0.00023794718466347406
Position 628: 0.00023532328220139245
Position 999: 0.00023067831810783356
Position 8476: 0.00021800434784047815
Position 1819: 0.0001692849148250561
Position 7716: 0.00016323152138980374
Position 2628: 0.00015544819122789442
Position 1485: 0.00014750804136957047
Position 4071: 0.0001427619818760779
Position 7540: 0.00012482420324792245
Position 2280: 0.00011515020579336567
Position 1080: 0.00010527230570534693
Position 2662: 0.00010340624759988303
Position 1383: 0.00010110278530240681
Position 5306: 0.0001004573631087184
Position 2252: 9.07536634453043e-05
Position 3115: 8.761997690313636e-05
Position 710: 8.71621921001425e-05
Position 872: 8.063310345340354e-05
Position 6019: 7.5103560110538e-05
Position 670: 6.460860378371595e-05
Position 6477: 5.620809228197892e-05
Position 1930: 5.1462694337587476e-05
Position 2528: 4.8429942768018316e-05
Position 3632: 4.537625436344645e-05
Position 1083: 4.1745627117614044e-05
Position 1323: 4.0114753525059484e-05
Position 2357: 3.786635200979149e-05
Position 804: 3.148831402845476e-05
Position 896: 3.082808473650775e-05
Position 1001: 2.6652780354102166e-05
Position 2001: 2.5439211970363552e-05
Position 687: 2.250529299632781e-05
Position 3044: 2.1291289803679884e-05
Position 1386: 1.965076434457693e-05
Position 1166: 1.6947322728780215e-05
Position 1572: 1.4616513934389544e-05
Position 3597: 1.2745772466454716e-05
Position 479: 1.0509632415359158e-05
Position 2134: 1.0398193004607189e-05
Position 1512: 9.596098881812907e-06
Position 6087: 9.324409153600399e-06
Position 358: 7.0504610911431275e-06
Position 883: 6.082002769047979e-06
Position 1597: 4.679042249013959e-06
Position 1714: 3.7750120083940433e-06
Position 2075: 3.5460810106747813e-06
Position 2055: 3.010199188233767e-06
Position 2549: 2.9676787997219163e-06
Position 2601: 2.8438824610189344e-06
Position 2655: 2.816044496363309e-06
Position 2863: 2.754956053218129e-06
Position 3635: 2.3166213346803357e-06
Position 2837: 2.2331451506750695e-06
Position 4213: 2.1648643277380466e-06
Position 753: 1.9073413359531332e-06
Position 2888: 1.8610039762364637e-06
Position 2200: 1.1236637202928314e-06
Position 1405: 3.3475409919273536e-07
Position 1886: 3.0128625086321993e-07
Position 1335: 2.528359615923546e-07
Position 1267: 2.4273872835761546e-07
Position 630: 1.8188713108181347e-07
Position 429: 1.4791586668425447e-07
Position 302: 8.038267726226076e-08
Position 3670: 7.963878959812421e-08
Position 774: 6.007368722677036e-08
Position 605: 4.454031555215294e-08
Position 467: 4.120013833625726e-08
Position 633: 3.337247500856611e-08
Position 750: 3.1808065994755024e-08
Position 1429: 2.7517680218476097e-08
Position 444: 2.516197463699806e-08
Position 906: 2.2402660835883535e-08
Position 221: 2.1271974288597603e-08
Position 790: 1.7755617827259963e-08
Position 755: 1.4783455625387178e-08
Position 814: 1.1908438629850403e-08
Position 1981: 8.18471689466562e-09
Position 393: 5.853480960695912e-09
Position 2218: 5.071357973699614e-09
Position 1839: 4.356726010963875e-09
Position 298: 3.2116640675546264e-09
Position 830: 3.145628311075147e-09
Position 636: 2.2694808353008187e-09
Position 646: 2.087458244230379e-09
Position 452: 1.97069457818109e-09
Position 474: 1.001909060746093e-09
Position 759: 8.01824514488237e-10
Position 456: 4.899736250246092e-10
Position 388: 3.2760518343445944e-10
Position 249: 1.1679147106402393e-10
Position 253: 6.599665462024077e-11
Position 257: 4.9730306906106795e-11
Position 233: 2.8652053062701433e-11
Position 313: 2.0369466192909196e-11
Position 245: 1.7959456309601778e-11
Position 237: 1.7001875160679236e-11
Position 241: 1.0217565173843841e-11
Position 454: 6.4934134852965725e-12
Position 460: 3.4363112875826464e-12
Position 229: 1.7249207545865248e-12
Position 132: 1.4809178506159376e-12
Position 449: 2.6092938937610544e-13
