Gene = ZZZ3
Position 307: 6.32833525570502e-08
Position 705: 5.410557690454044e-08
Position 495: 1.6392393778506703e-08
Position 578: 1.8087462667627366e-09
Position 616: 1.7980788465799501e-09
Position 562: 2.2848027329802205e-10
Position 658: 1.5278208035003344e-10
Position 428: 1.0686659291680931e-10
Position 736: 3.3638177570858874e-17

Sorted 3' Splice Sites (High to Low Probability):
Position 6968: 0.7880817076300335
Position 2562: 0.28438160695150244
Position 15972: 0.13656003583391618
Position 21272: 0.11510472346129068
Position 18389: 0.09275708802191611
Position 441: 0.09244688646067935
Position 7568: 0.09138903278858228
Position 6360: 0.0903297358203054
Position 3603: 0.08897050552193425
Position 5327: 0.08863011684370403
Position 2740: 0.08547415884754758
Position 17524: 0.06317088223433555
Position 7077: 0.05869129879151511
Position 5908: 0.057227890042131226
Position 2507: 0.05327354050176254
Position 2715: 0.052109118311227574
Position 14017: 0.03886985236732719
Position 5935: 0.031059634213938144
Position 6159: 0.029893787193358567
Position 11228: 0.029790966986774522
Position 12717: 0.029300649785361607
Position 11299: 0.028364279075035272
Position 13772: 0.020931547448737844
Position 11276: 0.019213127530293684
Position 2565: 0.019014744472061
Position 6011: 0.017355569882439574
Position 3625: 0.015888390236697046
Position 10081: 0.01578773218362152
Position 529: 0.015360438758182991
Position 11102: 0.013890575999000645
Position 11442: 0.012373960823620718
Position 3920: 0.012272089669408667
Position 15514: 0.011427358551751554
Position 11923: 0.009420636845229322
Position 17389: 0.0092947969320013
Position 12651: 0.009136438744937435
Position 16644: 0.008568872363313095
Position 9414: 0.00849516501519931
Position 5323: 0.008382425485713958
Position 3023: 0.008024934449841243
Position 2405: 0.007220968781333396
Position 3644: 0.0068251804118359275
Position 8111: 0.005710660845946451
Position 15927: 0.005439075540421124
Position 9989: 0.005433760677343836
Position 10209: 0.005112948687407415
Position 7302: 0.005100039264556754
Position 10060: 0.0050313080988612395
Position 9088: 0.004900757783357318
Position 15019: 0.004384859050649977
Position 11462: 0.004142958898518421
Position 12609: 0.004078549273589889
Position 8684: 0.003955158788259712
Position 4086: 0.0037608027189017105
Position 3815: 0.0037560386974825398
Position 12048: 0.0036505558527599132
Position 1892: 0.003474152782029752
Position 11883: 0.0033055221919012735
Position 3741: 0.003223503978930341
Position 10406: 0.0031169157896782317
Position 8346: 0.002965057300125332
Position 11412: 0.0028852993048108814
Position 761: 0.0027044365667778783
Position 2540: 0.0025918741777362993
Position 5347: 0.0025517794659324767
Position 14178: 0.00252442728841721
Position 9949: 0.0024763866418024976
Position 3049: 0.0023671644925066363
Position 7331: 0.0021533740284280364
Position 467: 0.002035199866499488
Position 8098: 0.0018711915240749444
Position 7680: 0.0018174638030447417
Position 2427: 0.0017978953472595795
Position 10478: 0.0017685307271751755
Position 10424: 0.0016891187887603408
Position 12814: 0.0015669237465266105
Position 5486: 0.0014413313051599545
Position 11003: 0.0013951687819025145
Position 7446: 0.0013613531126012973
Position 7659: 0.001360086752193457
Position 9070: 0.0013132855555798005
Position 7870: 0.0011685086513404791
Position 12133: 0.0011682705048831415
Position 2773: 0.0010615555522778043
Position 7733: 0.001043351824832537
Position 11862: 0.0010265687974723775
Position 7709: 0.0009857730568304814
Position 4176: 0.0009313810074883884
Position 786: 0.0008964959046694359
Position 4885: 0.0008705656252815889
Position 2159: 0.0008427155344516351
Position 4385: 0.0008246476620418253
Position 3983: 0.0008182786177370887
Position 7873: 0.0008163639141092775
Position 398: 0.0007987393558862106
Position 7386: 0.0007460747895036844
Position 358: 0.0007259306629818192
Position 8340: 0.000722729485661344
Position 8201: 0.0007066423619487526
Position 4295: 0.0006533009691491509
Position 10788: 0.0006309929804277887
Position 7966: 0.0005603571841685743
Position 4280: 0.0005467108274882436
Position 5696: 0.0005405963487328726
Position 7426: 0.0005350732327358468
Position 4251: 0.0005263379789430717
Position 3797: 0.0004970967454736135
Position 10507: 0.0004927305172517587
Position 10298: 0.000479524873139103
Position 7253: 0.0004278114572905517
Position 2763: 0.00041593548351169215
Position 1915: 0.000395496853199967
Position 1681: 0.0003752618417015339
Position 8926: 0.00031932141575130644
Position 5174: 0.0003162157057579068
Position 542: 0.0003124573185429335
Position 8902: 0.000292227868728802
Position 3526: 0.00028972874538122793
Position 585: 0.0002504523659425212
Position 8946: 0.00024772724826835064
Position 1603: 0.0002449467044340038
Position 2085: 0.00023523002329986611
Position 5056: 0.0002265225922513444
Position 1903: 0.00022413461210983064
Position 1625: 0.00022371432179593462
Position 8759: 0.00022200342951048083
Position 264: 0.00019874005649947403
Position 1722: 0.00018300196248094669
Position 4957: 0.00015564479375356166
Position 1940: 0.00014523014561903944
Position 7479: 0.00013832419537182546
Position 1748: 0.00013585511489108815
Position 2101: 0.0001349590939221051
Position 1649: 0.00013474249704968936
Position 5042: 0.00013220867459753975
Position 2598: 0.00012948940105897804
Position 1477: 0.00011003335586143966
Position 6083: 8.712877652933192e-05
Position 6202: 8.354491556087085e-05
Position 1499: 7.923226417712557e-05
Position 930: 7.364079055818733e-05
Position 406: 7.132284303594588e-05
Position 1179: 6.89485520047184e-05
Position 5656: 5.8345718966288344e-05
Position 5293: 5.767905412903324e-05
Position 933: 5.2521855468164115e-05
Position 2409: 3.9552291643484695e-05
Position 1012: 3.677848752558981e-05
Position 718: 3.511145491027227e-05
Position 1221: 3.325704671104723e-05
Position 2455: 3.1080951269104985e-05
Position 1519: 3.0551320180143066e-05
Position 704: 2.8739409775294836e-05
Position 2513: 2.8532265304079867e-05
Position 2048: 2.739329902077159e-05
Position 454: 2.6555416821808876e-05
Position 3064: 2.2472909787279944e-05
Position 1958: 2.1110212239054503e-05
Position 689: 2.0122415856363737e-05
Position 3264: 1.4602635906728447e-05
Position 2605: 1.3925059003895616e-05
Position 2627: 1.3276458393708557e-05
Position 1224: 1.321301973085834e-05
Position 959: 1.1883395383116282e-05
Position 1182: 1.037432667618726e-05
Position 3010: 1.026960565547753e-05
Position 985: 9.589915158330706e-06
Position 2242: 8.514198761089352e-06
Position 767: 7.85830238049913e-06
Position 843: 7.737648325100849e-06
Position 1026: 7.160058549482714e-06
Position 860: 6.626925213802762e-06
Position 371: 5.398723565698811e-06
Position 3709: 3.8902451909899895e-06
Position 242: 3.677283190707137e-06
Position 2801: 3.626508009912015e-06
Position 1242: 2.8134609547917224e-06
Position 1062: 2.8046575099433244e-06
Position 1245: 2.6957767904789365e-06
Position 935: 1.9838211998038862e-06
Position 684: 1.6585328599839172e-06
Position 270: 1.400013583535486e-06
Position 2022: 7.08349357232209e-07
Position 246: 6.8013854132038e-08
Position 296: 5.955802549232549e-08
Position 318: 5.187973187906463e-08
Position 226: 2.4336439044021862e-08
Position 551: 1.53886636858652e-08
Position 631: 7.190933278257601e-09
Position 146: 5.518381023895849e-09
Position 176: 2.8106691694759e-09
Position 1449: 1.8250163093921592e-09
Position 1106: 1.3717107109217225e-09
Position 1134: 8.607036189115113e-10
Position 154: 8.389219182356558e-10
Position 1193: 8.337052060084897e-10
Position 136: 2.5702221495138846e-10
Position 163: 8.4841419045952e-11
Position 304: 7.648280760873083e-12
Position 641: 7.70685957060916e-13
Position 78: 6.416696584822245e-13
Position 103: 6.326879350618997e-13
Position 668: 5.283977583614874e-13
Position 725: 4.559424691448483e-13
Position 85: 2.979040212750637e-14
Position 89: 1.008368002045195e-16
