Gene = PPP6C
Position 29422: 0.00045084210045442296
Position 24632: 0.00042664531808968764
Position 26817: 0.0003958139029086341
Position 1779: 0.0003945741803627028
Position 1317: 0.0003234499001028041
Position 1695: 0.0003117999665545146
Position 37415: 0.00030491898202043355
Position 967: 0.00016811842470718373
Position 391: 0.00015509864583889216
Position 702: 0.00014291864926153978
Position 38434: 0.00010482572596240664
Position 411: 7.942049083775885e-05
Position 19166: 6.670863573081451e-05
Position 816: 6.059648536501936e-05
Position 345: 5.885019492776914e-05
Position 633: 4.7448341314251944e-05
Position 674: 4.220304183132073e-05
Position 22386: 3.7336938746573e-05
Position 23863: 3.2095185510556735e-05
Position 631: 3.1190307479529276e-05
Position 1808: 2.9644813667718115e-05
Position 307: 2.7487602919973122e-05
Position 24312: 2.6228283539537783e-05
Position 747: 2.570104678689431e-05
Position 453: 1.9228909321076122e-05
Position 934: 1.9101861597901127e-05
Position 26157: 1.9039174810533472e-05
Position 150: 1.799923145513776e-05
Position 1295: 1.4718175403425962e-05
Position 697: 1.0901567353084372e-05
Position 944: 1.0685847280292102e-05
Position 358: 9.882302887845741e-06
Position 1559: 9.238596906026355e-06
Position 751: 9.225740005517071e-06
Position 19349: 6.967043593686687e-06
Position 819: 6.877704159313907e-06
Position 21201: 6.873459176860809e-06
Position 24396: 6.693070670261639e-06
Position 22010: 5.703735876074995e-06
Position 39135: 5.1002878330356545e-06
Position 671: 4.520235159169634e-06
Position 275: 4.2000700089475794e-06
Position 498: 1.6255512158285157e-06
Position 807: 1.198665668770504e-06
Position 823: 9.980423174158041e-07
Position 209: 7.239130764771498e-07
Position 792: 3.9279825832525563e-07
Position 319: 1.5699934153418814e-07
Position 403: 1.1743517020528767e-07
Position 88: 8.587852185437873e-08
Position 127: 6.05716860252078e-08
Position 75: 5.037624468532055e-08
Position 269: 2.1834884828785e-08
Position 4: 2.1705881000458114e-08
Position 38788: 1.6471610245904006e-08
Position 18783: 1.2832035977172085e-08
Position 18: 1.0644468892859426e-08
Position 144: 1.0262204696646428e-08
Position 588: 3.1617378271490835e-09
Position 264: 2.941948608483684e-09
Position 579: 1.6646953216125957e-09
Position 547: 1.6551669370005017e-09
Position 298: 3.228741438588887e-10
Position 348: 2.920664825946128e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 18637: 0.9874423425670539
Position 35832: 0.98532945888687
Position 17816: 0.8757263394966962
Position 36075: 0.8583015612167336
Position 18423: 0.7847433401691654
Position 31435: 0.7232425400602411
Position 28874: 0.6165962652338122
Position 9523: 0.5132910372309717
Position 9503: 0.41836560113517796
Position 37498: 0.34484081774404274
Position 41160: 0.14145907872297306
Position 37501: 0.1276755791498737
Position 31498: 0.12527670846917466
Position 29308: 0.11715700569504019
Position 41532: 0.10027495313912982
Position 39931: 0.09443251421431477
Position 24421: 0.0915496649284707
Position 42191: 0.09074860197001001
Position 37299: 0.0679833296240831
Position 39896: 0.06545166366888798
Position 39051: 0.05580602653822174
Position 39669: 0.05524711798158275
Position 40720: 0.05169987524728862
Position 36208: 0.04908192061462655
Position 42968: 0.04878110667280164
Position 41614: 0.04420769159687501
Position 40898: 0.03600804262321694
Position 28911: 0.03562758658302497
Position 40053: 0.0352464925915334
Position 742: 0.03378469701912368
Position 41907: 0.031235248595912354
Position 26746: 0.029124461113681485
Position 41203: 0.028734508947406253
Position 508: 0.02724987966383852
Position 40517: 0.025673181454037936
Position 40320: 0.023807967894569983
Position 36082: 0.02220409856506814
Position 36165: 0.02115523110586295
Position 23755: 0.020826287579569454
Position 42684: 0.01658716441587958
Position 38722: 0.01629396970616625
Position 896: 0.015499614580262415
Position 38826: 0.01403228756723398
Position 41329: 0.013155650565455626
Position 18671: 0.012546969477006892
Position 41350: 0.012167837018380525
Position 36545: 0.011890580338285498
Position 40120: 0.011709454559192794
Position 11425: 0.010559972440748777
Position 35797: 0.010053065275916673
Position 23722: 0.00971146144246783
Position 15664: 0.009569890711207986
Position 33669: 0.009257660508905443
Position 29338: 0.008856063877166854
Position 2247: 0.008755446084814173
Position 38468: 0.008615538380051148
Position 20765: 0.008567856896349478
Position 24446: 0.007906477496099434
Position 1928: 0.00780993204917521
Position 37409: 0.00767363325426707
Position 38743: 0.007625277830439816
Position 40530: 0.007496235134259851
Position 244: 0.007176919683954645
Position 36181: 0.006665334043117599
Position 39691: 0.006603014569685509
Position 36418: 0.006382039723411804
Position 39541: 0.006149514510754392
Position 39167: 0.006101623106928828
Position 40089: 0.006097875903194258
Position 39862: 0.00567413840905209
Position 765: 0.005631422003797757
Position 11474: 0.005346675142724454
Position 37464: 0.004959759642721762
Position 37375: 0.004841703125459032
Position 32482: 0.004597519104133926
Position 34490: 0.004303292158960159
Position 38497: 0.00414759032920994
Position 40781: 0.004132775446281201
Position 2039: 0.003967636636469859
Position 37752: 0.003749075451391755
Position 28937: 0.003472846918799873
Position 35794: 0.0034333811717138325
Position 36008: 0.003432277834745554
Position 870: 0.003235488901846285
Position 36569: 0.0029739951734022627
Position 38389: 0.0028928437748689585
Position 41084: 0.002837625341275157
Position 37657: 0.002614435428148909
Position 23699: 0.0026102900363897705
Position 39517: 0.0025763802984009707
Position 31344: 0.0024311742736495964
Position 41032: 0.0024047487483871343
Position 5268: 0.0020920287468015977
Position 9896: 0.0019647332659250972
Position 23659: 0.0018266696797726637
Position 5264: 0.0017947582352610724
Position 23677: 0.001741626461440828
Position 32571: 0.0017235100231354596
Position 38250: 0.0016518428375311138
Position 6537: 0.001650574320550824
Position 37478: 0.00163792643142118
Position 37809: 0.0016333577822641519
Position 42486: 0.0016076685927663447
Position 38089: 0.001564048956706518
Position 39980: 0.0015484448502133576
Position 531: 0.0014939636776429776
Position 37232: 0.0014325380468641637
Position 40095: 0.0014041196213087294
Position 40622: 0.0013657851911822098
Position 37531: 0.0013446428472988462
Position 4801: 0.0013013815889276962
Position 4854: 0.001288420991972626
Position 39643: 0.0012385362512064443
Position 37546: 0.001216277602618458
Position 40447: 0.001148424418226535
Position 41758: 0.0011310696318961293
Position 42161: 0.0011068459659317794
Position 37321: 0.001093699902372645
Position 40470: 0.0010515905802228373
Position 39098: 0.001004052481578965
Position 36911: 0.000983401483983084
Position 36622: 0.0009669672328570021
Position 37533: 0.0009590612759336486
Position 8170: 0.0009391580822097345
Position 2119: 0.0009146195096643974
Position 37873: 0.0008637471210024833
Position 441: 0.0008540071145021688
Position 31863: 0.0008524567427138487
Position 37972: 0.0008519093782090948
Position 38414: 0.0008403048755546584
Position 35978: 0.0008156911679727174
Position 39619: 0.0007987843814791407
Position 36027: 0.0007817285392151332
Position 8068: 0.0007372800935173953
Position 37015: 0.0006616901148194951
Position 29802: 0.0006490597199766585
Position 37205: 0.0006067016506728399
Position 409: 0.0005794930105013188
Position 36989: 0.000536323466288063
Position 37898: 0.0005188913613962611
Position 36423: 0.0005149352495486988
Position 20331: 0.00047763327318680075
Position 38234: 0.000475614247336237
Position 40923: 0.00046416329902934227
Position 38830: 0.00039639212302019887
Position 6411: 0.00038363418754079886
Position 36459: 0.0003515798431527677
Position 562: 0.0003330637065545875
Position 36090: 0.0003326681848080568
Position 1436: 0.00031521638714448574
Position 20793: 0.00029464625947699384
Position 38209: 0.0002889224085229386
Position 20701: 0.0002869051340631373
Position 450: 0.00023868452980135453
Position 1598: 0.00021229896641275736
Position 39221: 0.00021171915893702226
Position 36217: 0.00019411658026700468
Position 1996: 0.0001935432778131426
Position 298: 0.0001910382940693672
Position 1779: 0.00017894826003965456
Position 36763: 0.00016724149134895322
Position 569: 0.0001492773486806442
Position 36273: 0.00014635944765464796
Position 38565: 0.00014170749713747556
Position 1601: 0.00013051513708790623
Position 1196: 0.00012185748171053048
Position 4878: 0.00010984825682859235
Position 1061: 9.825614500164905e-05
Position 38298: 9.384035726088736e-05
Position 264: 8.534533612283553e-05
Position 373: 7.588496479083564e-05
Position 36253: 7.137363249008366e-05
Position 20336: 6.419566806479834e-05
Position 472: 6.219682716362473e-05
Position 20195: 5.8550121074636225e-05
Position 36358: 5.4332123596898444e-05
Position 1199: 5.4086468889610356e-05
Position 596: 5.050189893147476e-05
Position 638: 4.6959083483778805e-05
Position 20354: 4.301049388802242e-05
Position 20261: 3.583143563042398e-05
Position 1460: 3.329073551492127e-05
Position 2254: 3.156865503474137e-05
Position 899: 3.088501307295005e-05
Position 24215: 2.9855771515361446e-05
Position 2268: 2.9413854820062595e-05
Position 19059: 2.5902511407100946e-05
Position 20233: 2.5562482565689882e-05
Position 20348: 2.5531711695791266e-05
Position 459: 2.3978829397834005e-05
Position 19145: 2.3236335859672877e-05
Position 1041: 2.2143824317102148e-05
Position 36551: 2.1992832880561518e-05
Position 19937: 1.9021934808518964e-05
Position 37329: 1.8623291030192368e-05
Position 36239: 1.643696721900907e-05
Position 19094: 1.5520280989572268e-05
Position 1678: 1.549852676501416e-05
Position 629: 1.4806993760850155e-05
Position 22280: 1.3549757950168635e-05
Position 1225: 1.2118861139619553e-05
Position 22121: 1.1131347718744235e-05
Position 26083: 1.0138356300771873e-05
Position 1118: 1.00996443592269e-05
Position 514: 9.222964826188103e-06
Position 26078: 8.9008185097616e-06
Position 329: 8.147477352019845e-06
Position 469: 8.05819539063079e-06
Position 22142: 7.386605699133378e-06
Position 21095: 6.87345917686081e-06
Position 767: 6.777238018834143e-06
Position 1623: 6.6522663582869095e-06
Position 1135: 6.12112437290964e-06
Position 21840: 5.703735876074993e-06
Position 22192: 5.2692273785267515e-06
Position 19077: 5.174717270000056e-06
Position 1944: 3.791935381618895e-06
Position 269: 3.475320308351352e-06
Position 24229: 3.065582694437985e-06
Position 2143: 2.768415649629364e-06
Position 599: 2.0745776692264994e-06
Position 701: 1.8850037172662093e-06
Position 1534: 1.7348578107624459e-06
Position 37247: 1.6396910402287631e-06
Position 19006: 1.484585226759446e-06
Position 19268: 1.4773916230308911e-06
Position 20200: 1.271663576847618e-06
Position 19203: 8.79856948364645e-07
Position 657: 7.913084719463526e-07
Position 651: 7.599914498506998e-07
Position 797: 5.833197354707128e-07
Position 519: 5.738093589351112e-07
Position 572: 4.970035970811823e-07
Position 922: 4.19433084004913e-07
Position 1201: 3.1393400816928106e-07
Position 37551: 2.2278034736725006e-07
Position 36378: 1.1389775098177123e-07
Position 340: 1.1031821465921341e-07
Position 671: 6.866526287563273e-08
Position 280: 6.168497779095969e-08
Position 36373: 5.847453791143759e-08
Position 579: 5.3314457856604546e-08
Position 1251: 3.575189170535017e-08
Position 386: 3.270940044910215e-08
Position 647: 2.310576213941294e-08
Position 1147: 2.0377605022130918e-08
Position 345: 4.951088241952077e-09
Position 819: 2.7432017928099016e-09
Position 816: 1.105379546282129e-09
Position 904: 8.156609015288951e-10
Position 112: 7.864449741727056e-12
Position 160: 2.0530824041757505e-12
Position 136: 2.228495326348426e-13
Position 150: 1.1216896449102603e-13
Position 174: 6.089934079071697e-14
Position 123: 3.151085513232321e-14
Position 162: 3.292706101024578e-15
Position 179: 1.5069089134426677e-15
