Gene = LELP1
Position 743: 1.7890243742545532e-05
Position 772: 1.4808530139857192e-05
Position 755: 1.3989045241729982e-05
Position 1315: 1.2384633899020735e-05
Position 780: 1.1808259423743217e-05
Position 1284: 1.0917827281603157e-05
Position 257: 1.0002568649891953e-05
Position 465: 9.579997947118914e-06
Position 1004: 9.50955069313539e-06
Position 717: 9.444501710492634e-06
Position 1172: 9.390503661962617e-06
Position 1057: 9.378324412924257e-06
Position 964: 8.430931078802205e-06
Position 1138: 8.35516815934562e-06
Position 1201: 8.086771734147854e-06
Position 156: 7.68428561321132e-06
Position 1050: 7.009447922902121e-06
Position 1037: 6.935137450878831e-06
Position 186: 6.504069802227186e-06
Position 490: 5.829642614189792e-06
Position 1309: 5.498988094075749e-06
Position 1025: 5.494768834027711e-06
Position 403: 4.5215984451443075e-06
Position 1110: 4.078224787234417e-06
Position 635: 3.794526665475012e-06
Position 860: 3.6271830137661835e-06
Position 1653: 3.612077895522276e-06
Position 1018: 3.3462300079455013e-06
Position 702: 3.12663908270817e-06
Position 1126: 3.1262634863116572e-06
Position 619: 2.334305315462553e-06
Position 543: 1.752309049062522e-06
Position 304: 1.5723776105180706e-06
Position 483: 1.2497516231293553e-06
Position 302: 1.1519868025552923e-06
Position 1184: 5.055620021330084e-07
Position 1194: 5.22572169788983e-08
Position 1259: 3.6072920100754565e-08
Position 613: 1.784391587192154e-09
Position 629: 1.42451702010446e-09
Position 274: 6.606363966219925e-10
Position 146: 5.482436126055112e-10
Position 1054: 1.9347343146093417e-10
Position 823: 1.8539985287606651e-10
