Gene = SZRD1
Position 1319: 1.8589382014280008e-06
Position 1822: 1.816296085290082e-06
Position 1003: 1.7910180676391125e-06
Position 817: 1.7499943685913943e-06
Position 1316: 1.6599547945537193e-06
Position 2692: 1.6564396719623905e-06
Position 392: 6.958998927161214e-07
Position 1029: 6.546836037142489e-07
Position 854: 4.4578016156451825e-07
Position 2109: 4.259529999861225e-07
Position 950: 3.8384233794835803e-07
Position 1471: 2.0582417048933735e-07
Position 909: 1.8571080514930747e-07
Position 1524: 1.6029243485956986e-07
Position 1879: 1.5027418502603678e-07
Position 355: 1.2540547184437868e-07
Position 1584: 1.2010309689600975e-07
Position 1518: 1.1921930129291912e-07
Position 821: 1.0839388638099588e-07
Position 1049: 1.0446152755789516e-07
Position 670: 1.0246537415879736e-07
Position 363: 1.0186877874381235e-07
Position 2371: 9.93787101539804e-08
Position 802: 7.356690798170373e-08
Position 1459: 6.978625830971063e-08
Position 647: 6.764852894639153e-08
Position 303: 5.990795266598105e-08
Position 553: 5.402225516822751e-08
Position 1283: 4.0418095237695854e-08
Position 567: 2.8017256722440946e-08
Position 1819: 2.697620257128633e-08
Position 1860: 2.296204037773846e-08
Position 970: 1.4990831974108712e-08
Position 892: 4.321882696650339e-09
Position 1051: 3.839595992021589e-09
Position 1037: 2.536539140590345e-09
Position 381: 1.5537307914807062e-09
Position 353: 1.2629702930573856e-09
Position 1681: 1.1352666780981598e-09
Position 926: 1.3558043356818821e-10
Position 763: 8.528748193267826e-11
Position 679: 7.195670226590849e-11
Position 683: 5.859054684525302e-11
Position 965: 3.817722033106546e-11
Position 676: 3.7101271684659264e-11
Position 292: 3.454997539502029e-11
Position 912: 1.4042940314535462e-11
Position 236: 1.2636645490199643e-11
Position 967: 1.2237457886750207e-11
Position 371: 9.117586265816676e-12
Position 688: 1.350399154705225e-13
Position 233: 3.078008282500851e-14
