Gene = RP11-540D14.8
Position 3129: 4.204947026652846e-05
Position 1544: 3.7519480148483836e-05
Position 1407: 3.537792989977125e-05
Position 1532: 3.45065199090233e-05
Position 18063: 2.7386701897322106e-05
Position 18168: 2.2910871892224478e-05
Position 3667: 2.2075941633987365e-05
Position 733: 2.038155568011801e-05
Position 3380: 2.012570745123833e-05
Position 2241: 1.964131163613554e-05
Position 1839: 1.9039753497341282e-05
Position 16446: 1.671051296846253e-05
Position 3419: 1.5491887354284338e-05
Position 3133: 1.53804887445554e-05
Position 886: 1.2198023109874153e-05
Position 2174: 1.1619995373281216e-05
Position 5273: 1.1577007612285777e-05
Position 1262: 9.861434658749607e-06
Position 3397: 9.276377597452277e-06
Position 575: 8.534988589208842e-06
Position 3685: 8.47303043811007e-06
Position 1404: 7.0935495163478175e-06
Position 3112: 6.603597791440898e-06
Position 13863: 6.4070201937625995e-06
Position 13590: 5.550093011106012e-06
Position 4367: 5.015176896514377e-06
Position 5342: 4.9053069124921456e-06
Position 14329: 4.856912961342509e-06
Position 3562: 3.631208241175312e-06
Position 10031: 3.375287618758213e-06
Position 2995: 2.6151383104224895e-06
Position 414: 2.0211715126628522e-06
Position 1110: 1.911606070672678e-06
Position 1104: 1.8316474438208194e-06
Position 397: 1.570458896665003e-06
Position 443: 1.0042458944345153e-06
Position 2732: 9.612705325192842e-07
Position 12530: 8.333654647547076e-07
Position 550: 8.278893438327433e-07
Position 400: 7.556783660527197e-07
Position 791: 6.33360962373081e-07
Position 12459: 5.223053101506317e-07
Position 436: 4.791259217570959e-07
Position 1180: 4.2675990097854773e-07
Position 9908: 3.739247650300907e-07
Position 1145: 3.65079454461474e-07
Position 13821: 3.4226598825114544e-07
Position 1156: 3.34215727074097e-07
Position 8709: 2.8874951248013233e-07
Position 811: 2.6679317169386343e-07
Position 1203: 2.6475019307742516e-07
Position 316: 1.8157087827869632e-07
Position 1423: 1.7455782358327437e-07
Position 577: 1.6317139348033163e-07
Position 1210: 1.5417185680203476e-07
Position 8580: 1.5370619120835909e-07
Position 9946: 1.503943883812136e-07
Position 3894: 1.3459346106021237e-07
Position 524: 1.3212985644379493e-07
Position 10548: 9.918880131887938e-08
Position 8672: 8.567482225139175e-08
Position 544: 5.118015546188627e-08
Position 149: 2.450541058387852e-08
Position 803: 2.0453242347435235e-08
Position 546: 1.4536336571596894e-08
Position 407: 1.4399331760545985e-08
Position 3830: 1.114411767619606e-08
Position 1280: 8.449218385083097e-09
Position 1101: 7.604014367077885e-09
Position 837: 6.367893942920957e-09
Position 163: 4.851366864210855e-09
Position 284: 4.351358117564398e-09
Position 335: 3.3509250940076665e-09
Position 342: 2.8071647271077047e-10
Position 1594: 2.653536246935566e-10
Position 188: 2.3326679546381894e-10
Position 349: 2.1259892251305865e-10
Position 328: 1.964492752689512e-10
Position 845: 1.8165956437897435e-10
Position 179: 1.425845824359402e-10
Position 554: 3.369424890270367e-11
Position 218: 2.4913045562970027e-11
Position 192: 8.741077701408872e-12
Position 223: 3.3958553838061824e-12
Position 211: 1.114521203017972e-12
Position 817: 2.9064148238501757e-13
Position 839: 1.2160617246179792e-13
