Gene = MCL1
Position 3208: 7.2171948525071005e-06
Position 3359: 7.055165881767602e-06
Position 3580: 6.572467901994956e-06
Position 581: 6.36165279414204e-06
Position 3691: 6.191824124317786e-06
Position 3371: 5.550082655116312e-06
Position 1917: 5.460110405283386e-06
Position 477: 5.16352764955306e-06
Position 3089: 4.668585807355253e-06
Position 2153: 4.621431143648914e-06
Position 1387: 4.319280922383415e-06
Position 823: 3.6640717673281596e-06
Position 1746: 3.6532742045278195e-06
Position 419: 1.7676379632207192e-06
Position 17: 1.7482748005800106e-06
Position 942: 1.7202075200770182e-06
Position 1167: 1.6612469177359877e-06
Position 1586: 1.522897049751777e-06
Position 1529: 1.2925819689132651e-06
Position 967: 1.2873358377921285e-06
Position 578: 1.2241558570060653e-06
Position 854: 1.0451698969864351e-06
Position 896: 8.082004409335548e-07
Position 324: 7.511133542511154e-07
Position 846: 4.901361665497532e-07
Position 11: 3.99034895878849e-07
Position 2123: 3.710167684372686e-08
Position 2227: 1.9570043103813453e-08
Position 27: 1.2243215994428919e-08
Position 257: 7.76653751829978e-09
Position 590: 6.928870005128613e-09
Position 2677: 2.2000599877236714e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 2098: 0.9486397879985372
Position 1098: 0.9296852695728236
Position 3764: 0.5210383698477448
Position 558: 0.4410880995072467
Position 561: 0.34785486003768834
Position 3058: 0.14393325115367817
Position 2924: 0.0581690652549133
Position 3028: 0.055316262551769774
Position 3786: 0.04073213651550904
Position 4142: 0.03721523774335525
Position 3704: 0.03597400061859984
Position 2713: 0.03138537455446687
Position 4572: 0.02616912378879173
Position 3817: 0.0230303838171316
Position 3011: 0.018714890357931384
Position 2948: 0.01803095937246148
Position 4340: 0.01745802108838634
Position 626: 0.016526735262774154
Position 4548: 0.014487549781730124
Position 3579: 0.013667734226025248
Position 4118: 0.013127512652774866
Position 4281: 0.011249528189163669
Position 3396: 0.01023014611392957
Position 3683: 0.00923668237036547
Position 1057: 0.008996619945524061
Position 4513: 0.008444560632804224
Position 4169: 0.00828365563025368
Position 4832: 0.008129960407038372
Position 4471: 0.008074056560943687
Position 3178: 0.007917216846549158
Position 3417: 0.007746886461196312
Position 3064: 0.0071972912828718524
Position 1456: 0.006326569511032126
Position 2601: 0.004922541929037676
Position 875: 0.003864055006633436
Position 4905: 0.0035075461127567053
Position 1719: 0.003409902481507115
Position 2805: 0.0033729250988548598
Position 3826: 0.0032744183294728516
Position 1174: 0.0030198572242038702
Position 2535: 0.0027213281762671583
Position 2404: 0.00269062748386576
Position 2884: 0.0026780133901908036
Position 1586: 0.002607527985057538
Position 1564: 0.0025485149378677986
Position 4431: 0.0025105118307697967
Position 523: 0.0023692700844374923
Position 563: 0.0023204095658467924
Position 3883: 0.0022393652148623593
Position 2969: 0.0019194202599979138
Position 3260: 0.0017970151177152955
Position 2307: 0.0017946931831432362
Position 590: 0.0017919646255034904
Position 3138: 0.0015121271135721157
Position 4688: 0.001365330035488314
Position 273: 0.0013509922263962035
Position 679: 0.0013337816534462336
Position 3102: 0.001111219506818175
Position 2880: 0.0010450576256326046
Position 1284: 0.0010324001650238801
Position 661: 0.0009511960300893468
Position 3655: 0.0009148011280934993
Position 4363: 0.0008806810511769199
Position 314: 0.0008618621397911424
Position 4071: 0.0008595920293348436
Position 1281: 0.0007978776884941536
Position 2928: 0.0006910611532189513
Position 1247: 0.0006705244024163318
Position 676: 0.0006581193905515574
Position 641: 0.0006373595836083851
Position 4052: 0.0006306902346238471
Position 4104: 0.0006265242737802131
Position 4920: 0.0006024761922427453
Position 936: 0.0005653070782780044
Position 4061: 0.0005504415564781505
Position 1995: 0.0005345458258358703
Position 3168: 0.0005274178525964265
Position 2423: 0.0005133689786777188
Position 572: 0.0005091261937603414
Position 3409: 0.00047842760463484297
Position 3928: 0.0004723398571516157
Position 2171: 0.00046860952755302995
Position 1684: 0.0004135570958824527
Position 3558: 0.0003886140367110316
Position 1036: 0.00035065475337167266
Position 4732: 0.00031302122066541766
Position 4218: 0.0002964241801204367
Position 879: 0.00027462071131682055
Position 3371: 0.00026843404080647534
Position 4257: 0.00026819735463323735
Position 3435: 0.00025804669922358843
Position 599: 0.00024018655827306664
Position 1409: 0.00022243768013647665
Position 1429: 0.00019170746454606652
Position 4453: 0.00016677040235508513
Position 4403: 0.00015861979106638807
Position 2272: 0.0001550283980103806
Position 817: 0.00015144682118082471
Position 1861: 0.00015005520404886741
Position 386: 0.00014792350730506715
Position 429: 0.0001448149602191932
Position 2037: 0.00013314090426954083
Position 2126: 0.0001287343233960405
Position 844: 0.00012683468796880675
Position 1131: 0.00012501204706876257
Position 623: 0.00011179879420564936
Position 4753: 0.00010881334659628445
Position 2810: 0.00010880025989366836
Position 3892: 0.00010766366283718756
Position 2464: 0.00010695842805563685
Position 2952: 8.848943780191168e-05
Position 3925: 8.735455536984983e-05
Position 4975: 8.585931641913457e-05
Position 1730: 8.530155583517067e-05
Position 566: 8.370295491450057e-05
Position 1198: 7.865355601393144e-05
Position 1063: 7.807192740617789e-05
Position 3961: 7.143371378469698e-05
Position 3246: 7.013300805238471e-05
Position 5006: 6.712962135077271e-05
Position 179: 6.42688207912825e-05
Position 949: 6.179598554689178e-05
Position 650: 5.843802327945731e-05
Position 2406: 5.5217607182209e-05
Position 2320: 5.444912908178236e-05
Position 722: 5.2275657383694115e-05
Position 2734: 4.908061062981046e-05
Position 3453: 4.8682081126036206e-05
Position 2484: 4.7338763435672366e-05
Position 1264: 4.365827822935759e-05
Position 1008: 4.337946085847554e-05
Position 343: 4.247829413859116e-05
Position 1681: 4.044819232371215e-05
Position 569: 3.853279348545832e-05
Position 2040: 3.718188983839523e-05
Position 1011: 3.702547621237134e-05
Position 1660: 3.58876583770348e-05
Position 494: 3.4738586680723986e-05
Position 1066: 2.9660688144868522e-05
Position 1309: 2.6918244254472085e-05
Position 1774: 2.0220332310796783e-05
Position 896: 1.7296704427939948e-05
Position 1501: 1.6797084287544594e-05
Position 1498: 1.6735049701111504e-05
Position 3113: 1.6232469504534138e-05
Position 182: 1.6123644524555737e-05
Position 2366: 1.5510603961623076e-05
Position 156: 1.2732151304533131e-05
Position 389: 1.183098402335446e-05
Position 1792: 1.1200693333270741e-05
Position 840: 1.063890879375917e-05
Position 1411: 9.935435274574374e-06
Position 1260: 9.835900134745693e-06
Position 978: 8.985188673460215e-06
Position 683: 8.477063289870335e-06
Position 1469: 7.753199635979641e-06
Position 283: 7.647347115601248e-06
Position 1601: 7.501102554458071e-06
Position 2328: 7.068169787204138e-06
Position 2420: 7.042616175290499e-06
Position 176: 6.725124852889645e-06
Position 1155: 5.2064143575719684e-06
Position 204: 5.090665233760023e-06
Position 238: 4.604785534330028e-06
Position 133: 3.41066049843117e-06
Position 2332: 2.91116889020093e-06
Position 692: 2.830508060911103e-06
Position 467: 2.4116058692059128e-06
Position 431: 2.355625316055944e-06
Position 2383: 2.324708816697245e-06
Position 76: 2.3241252594230364e-06
Position 734: 2.1920369913006204e-06
Position 1633: 1.941914967551134e-06
Position 958: 1.8357638462688061e-06
Position 2530: 1.6914482637167695e-06
Position 2293: 1.5999573054139242e-06
Position 434: 1.517117459602562e-06
Position 2056: 1.3726439267521749e-06
Position 200: 1.026441804472268e-06
Position 396: 9.41949185649603e-07
Position 578: 9.046616961764876e-07
Position 2281: 6.862164228050441e-07
Position 250: 4.997773101870486e-07
Position 747: 3.560452953735431e-07
Position 772: 3.400875691745587e-07
Position 2128: 3.372751235969615e-07
Position 2341: 2.583706935684677e-07
Position 2439: 1.1227150573558224e-07
Position 2428: 8.785783744214268e-08
Position 2309: 7.04172076231474e-08
Position 2113: 5.0471562561146896e-08
Position 198: 4.9256011121274804e-08
Position 455: 3.511013237706212e-08
Position 752: 3.063165711939764e-08
Position 2235: 1.4962933339980888e-08
Position 215: 1.3937557962626134e-08
Position 2433: 1.2143646272974846e-08
Position 1329: 9.872230840955166e-09
Position 1288: 4.4541179769361516e-09
Position 1296: 3.862484187530353e-09
Position 1929: 3.562602693158966e-09
Position 1074: 3.365227603348827e-09
Position 2211: 2.053789807129998e-09
Position 210: 7.897808691468579e-10
Position 1339: 5.581566765635021e-10
Position 1413: 5.28670974966041e-10
Position 993: 4.930553234264915e-10
Position 1362: 3.858244976446343e-10
Position 1370: 3.360346813613452e-10
Position 449: 6.99138466155456e-11
Position 1877: 4.079158867960726e-11
Position 1512: 2.2949219202424273e-11
Position 1390: 4.034754633702454e-12
