Gene = ISPD
Position 55: 9.05867620151708e-08
Position 923: 5.229984244936627e-08
Position 102: 4.756897523294581e-08
Position 1009: 4.562208685619404e-08
Position 1001: 3.1043033410157754e-08
Position 782: 1.1229284825867445e-08
Position 391: 4.747754943961419e-09
Position 476: 2.9854374045548514e-09
Position 138: 1.9685445234825426e-09
Position 512: 1.5892044774705955e-11
Position 845: 1.037261610567962e-13
Position 853: 4.693345940341906e-16
Position 509: 1.269850303184627e-17

Sorted 3' Splice Sites (High to Low Probability):
Position 8474: 0.7316906118562599
Position 14984: 0.6568675521978053
Position 7951: 0.18315256220459922
Position 831: 0.16520589228955598
Position 13597: 0.16304117643008165
Position 12955: 0.15174028216701893
Position 20040: 0.1464022358364364
Position 16511: 0.13663130732759177
Position 8372: 0.11612146226021851
Position 12524: 0.11292919792044809
Position 17074: 0.09884996066233503
Position 7648: 0.08156449821126069
Position 2703: 0.0744769249213712
Position 12492: 0.07018676413084138
Position 17778: 0.06568720178712847
Position 12788: 0.06303267171439503
Position 409: 0.05999385034156062
Position 17407: 0.05577925476267267
Position 12997: 0.04790940106626022
Position 2661: 0.04513642090751489
Position 8195: 0.039533756444483356
Position 7369: 0.036388800629762984
Position 7271: 0.03550494264729744
Position 9673: 0.02901607660105699
Position 15405: 0.02735233982396909
Position 11749: 0.026144179993326726
Position 2272: 0.023799025805342076
Position 3115: 0.02355375837314669
Position 14470: 0.01884238271595577
Position 18205: 0.0171839085981405
Position 7987: 0.017154245212129333
Position 16237: 0.015634159601888895
Position 2565: 0.013024851555548823
Position 17734: 0.011807709559366594
Position 13107: 0.010857869056084886
Position 4654: 0.010810424340643783
Position 15509: 0.010760447244272033
Position 835: 0.010429251809154261
Position 2461: 0.008904109911809784
Position 2030: 0.007668681668209015
Position 16515: 0.006554535197912223
Position 8267: 0.006364106303771647
Position 14938: 0.006362755749351427
Position 12810: 0.006257417379735797
Position 15845: 0.006205481580179537
Position 2743: 0.005609313225859839
Position 11541: 0.0052010869386773
Position 11908: 0.004608754270908418
Position 4164: 0.0043251456273906645
Position 566: 0.00415271040105387
Position 1907: 0.003994092682439343
Position 11311: 0.0038935796866636217
Position 15451: 0.003890116042943983
Position 13221: 0.0038569385199083706
Position 2217: 0.003675769458901249
Position 13241: 0.003554194516848406
Position 2746: 0.003254793786784386
Position 3142: 0.002997880932446269
Position 719: 0.002863885766795407
Position 6979: 0.0028454395734437746
Position 11763: 0.002723046060315154
Position 3145: 0.002650214230892892
Position 435: 0.002402744287017642
Position 736: 0.0021128079353547524
Position 9438: 0.0020991778459780327
Position 13936: 0.0019289820782187532
Position 3690: 0.0018961061774253269
Position 4487: 0.0017990930190569915
Position 9801: 0.0017255713569872579
Position 1134: 0.0016506797649963093
Position 3487: 0.001623106670687019
Position 4680: 0.0015103849550989299
Position 867: 0.001487277519836358
Position 2457: 0.0013563711568718299
Position 9978: 0.0013036683286421478
Position 1938: 0.0012905912370207388
Position 1820: 0.0012791515777553191
Position 4705: 0.0011688651311812424
Position 10140: 0.001046684563162208
Position 13917: 0.0009963446086435337
Position 3546: 0.0009715800270992319
Position 6008: 0.000839897789355325
Position 487: 0.0008326045890034307
Position 1745: 0.0007317296025914683
Position 1170: 0.0007240967332543763
Position 1329: 0.000720825502892576
Position 4204: 0.0007120095222718175
Position 8755: 0.0006806234073257216
Position 12897: 0.0006278723659090017
Position 2986: 0.0005641241711569898
Position 745: 0.0005615262402407227
Position 4105: 0.0005593441847940562
Position 2911: 0.0005387050280516247
Position 10113: 0.0005240935319196325
Position 2047: 0.0005151081065942686
Position 2570: 0.0004803988028878488
Position 12116: 0.0004548038526123022
Position 12154: 0.0004453898377752733
Position 3077: 0.00043924402957481876
Position 3803: 0.0004355789512040123
Position 484: 0.00041929324378353486
Position 330: 0.00041899289309086594
Position 3451: 0.00040477762009263283
Position 10004: 0.0004047104213973204
Position 465: 0.00039042999733502064
Position 2297: 0.0003685650608273347
Position 6400: 0.00036207706212679593
Position 7212: 0.00036023090850065547
Position 9143: 0.0003593249842524499
Position 11274: 0.00034415897803884973
Position 8846: 0.0003432689997006327
Position 9396: 0.00032813640110626905
Position 789: 0.0002759018952780405
Position 4371: 0.00025895902218958465
Position 853: 0.00018793884288624758
Position 245: 0.0001825966090009045
Position 1052: 0.00016448530055266906
Position 6048: 0.0001612281725423583
Position 6856: 0.0001602190074459728
Position 6136: 0.00015131771945241373
Position 968: 0.00014338530977451777
Position 411: 9.350206182873694e-05
Position 1072: 8.9904762970821e-05
Position 527: 8.908851270474342e-05
Position 4263: 8.511328128201184e-05
Position 2346: 7.371171560332676e-05
Position 2187: 7.178279062714295e-05
Position 6423: 5.995537848079961e-05
Position 1138: 5.941781843268535e-05
Position 1718: 5.8577403000082786e-05
Position 586: 5.533114802163622e-05
Position 2865: 4.492130100943263e-05
Position 6540: 4.286650001710334e-05
Position 2057: 4.012384772120228e-05
Position 5535: 3.0196777930856716e-05
Position 5272: 3.007896559044507e-05
Position 2417: 2.27350642721216e-05
Position 2370: 2.2078792096515343e-05
Position 371: 2.186470287799961e-05
Position 2051: 1.9764151820684275e-05
Position 549: 1.8694357437532884e-05
Position 2136: 1.7740263650666613e-05
Position 3933: 1.6352679844840524e-05
Position 1884: 1.572198592112504e-05
Position 3964: 1.5087329458383988e-05
Position 1730: 1.5029141691609278e-05
Position 1943: 1.2767048828841381e-05
Position 1909: 1.2403424785709862e-05
Position 874: 1.1800240876359038e-05
Position 1832: 1.1397086372215208e-05
Position 1858: 1.1367846349699508e-05
Position 702: 1.0123959768768158e-05
Position 2601: 8.201342529916218e-06
Position 1427: 7.293196620553087e-06
Position 1748: 6.127039933341832e-06
Position 845: 5.555049509428649e-06
Position 1846: 5.368938533506815e-06
Position 810: 3.904614413621955e-06
Position 1706: 3.7763715095646633e-06
Position 1645: 3.7217928604092635e-06
Position 1152: 3.637253954232146e-06
Position 661: 3.266918622363858e-06
Position 668: 3.1729308267792173e-06
Position 1630: 2.5542136194040267e-06
Position 454: 2.3976174058420647e-06
Position 232: 2.276126247974746e-06
Position 197: 2.1250230980223732e-06
Position 380: 1.8716840973657982e-06
Position 890: 1.843616139100596e-06
Position 642: 1.8249755164441045e-06
Position 896: 1.389568608905308e-06
Position 580: 1.0641778753928893e-06
Position 448: 1.0637455420072062e-06
Position 1348: 9.746473426670136e-07
Position 598: 5.842627844400399e-07
Position 870: 5.559450306125644e-07
Position 336: 4.5927926895590353e-07
Position 504: 3.719657943513996e-07
Position 583: 3.3522855674661044e-07
Position 1668: 2.8988375787416635e-07
Position 467: 2.6943416048314897e-07
Position 529: 1.4809803888990585e-07
Position 2785: 1.1468535609229588e-07
Position 386: 1.0984878891407897e-07
Position 531: 1.0786538284353165e-07
Position 798: 1.0269801330559967e-07
Position 761: 8.950770961912232e-08
Position 715: 8.932093304691938e-08
Position 492: 7.559285425328487e-08
Position 135: 7.092040325520914e-08
Position 220: 3.971686579269767e-08
Position 1344: 3.3053832925897385e-08
Position 1076: 3.081702796920105e-08
Position 1188: 2.9844181048252556e-08
Position 254: 2.977957657365967e-08
Position 1268: 1.978748554299277e-08
Position 144: 1.5911216725090165e-08
Position 256: 1.4355856128034374e-08
Position 1382: 1.045385122368325e-08
Position 218: 1.026913828671738e-08
Position 904: 9.626541594422674e-09
Position 1485: 7.632034419550996e-09
Position 1192: 6.70527730122799e-09
Position 419: 5.335400519943902e-09
Position 1229: 4.10396418199592e-09
Position 887: 2.4546442522409628e-09
Position 175: 2.426937366634992e-09
Position 911: 1.568673923996431e-09
Position 758: 1.1568748427131454e-09
Position 748: 1.0604827512565832e-09
Position 755: 9.062110309700552e-10
Position 933: 6.427857332373781e-10
Position 1510: 5.10912613304131e-10
Position 1006: 6.364672277203707e-12
Position 173: 4.220366166735431e-12
Position 116: 2.923501000265308e-12
Position 1368: 2.560481528794214e-14
Position 1173: 6.488815383192671e-16
