Gene = KISS1
Position 2867: 0.01611009043222082
Position 2286: 0.015344042514515835
Position 3609: 0.015191612098760689
Position 5732: 0.014817763441907102
Position 5879: 0.011290777045523746
Position 2024: 0.008270665430687383
Position 4462: 0.007805448759200078
Position 3429: 0.007655512178155635
Position 2483: 0.007421269450486077
Position 2898: 0.00699844705449
Position 3446: 0.006779632532319559
Position 1514: 0.006621148826353492
Position 4060: 0.0065642600647990886
Position 1971: 0.006142693826558248
Position 1628: 0.0061380890669123596
Position 4138: 0.005377841491550766
Position 1703: 0.005265787458726766
Position 1931: 0.005200045774790851
Position 1650: 0.004446175826642794
Position 6118: 0.004315777787578279
Position 5019: 0.004125894407618788
Position 4771: 0.0028813265615402184
Position 2989: 0.0027918197382645416
Position 5897: 0.0024623142871429537
Position 3588: 0.0024057829759329182
Position 2103: 0.001853679028236914
Position 1557: 0.0018284948772202634
Position 4617: 0.00158101588338121
Position 2547: 0.001382773478088802
Position 4405: 0.0013688492969002413
Position 1976: 0.0013550457238233986
Position 366: 0.0013366336912109121
Position 2602: 0.0012980960886191516
Position 2961: 0.0012763519993921847
Position 3059: 0.0012315817882724072
Position 1758: 0.0012187679470243265
Position 1866: 0.0012049384684676395
Position 1363: 0.001203814200016797
Position 262: 0.0011645370958394264
Position 1113: 0.0011627413216976613
Position 540: 0.0011462547953710852
Position 2221: 0.00102113909852778
Position 2196: 0.0010020381207961337
Position 1911: 0.0008964511499504805
Position 2753: 0.0008671650802882388
Position 478: 0.0008576162014642992
Position 3546: 0.0007784169588800811
Position 2750: 0.0007657220138473524
Position 5864: 0.0007421641825187147
Position 1610: 0.000708851184751129
Position 4022: 0.0006706493981804514
Position 3172: 0.0006679769611329841
Position 563: 0.0006490224756438988
Position 2986: 0.0006194808381797991
Position 5003: 0.0005535783359547706
Position 1752: 0.0005505097227064448
Position 3224: 0.00053159152906025
Position 2001: 0.0005189002811310617
Position 5237: 0.0004914302019087018
Position 6082: 0.0004415954271162062
Position 916: 0.0004292678250328555
Position 705: 0.0004249842378360988
Position 1471: 0.0004051009671312477
Position 3926: 0.0003594521655180738
Position 4872: 0.0003503532199072471
Position 648: 0.00034125249777575443
Position 3578: 0.0003211006069643328
Position 4019: 0.0003158833001858372
Position 618: 0.00028560541096409677
Position 433: 0.00027502628166899037
Position 1989: 0.00023990976404789205
Position 4248: 0.0002286583259568089
Position 1598: 0.00022783482310150547
Position 651: 0.00022047516541679406
Position 4584: 0.00021414065299253676
Position 3913: 0.00021066439193056466
Position 1367: 0.00018556179140996867
Position 2159: 0.00018057024148076457
Position 2117: 0.00017610027147028052
Position 5343: 0.00016867709732936023
Position 3483: 0.00016395803447432343
Position 404: 0.0001623663937957635
Position 1405: 0.00015572838684461003
Position 5176: 0.00015257919661004136
Position 2838: 0.00014624847001432358
Position 566: 0.00013940737053836895
Position 3523: 0.00010742464072269595
Position 4712: 0.00010357043460351252
Position 2449: 0.00010085894292335215
Position 546: 9.327902076871032e-05
Position 2783: 8.906964958377544e-05
Position 3362: 8.198519834580177e-05
Position 2374: 6.545065202855942e-05
Position 3268: 5.7582073956064084e-05
Position 323: 5.4639107582714747e-05
Position 1567: 5.1499307377137695e-05
Position 345: 4.924893761734604e-05
Position 1982: 4.316134213955018e-05
Position 1393: 4.119608426856358e-05
Position 2640: 3.615180878192126e-05
Position 205: 3.33195805660181e-05
Position 2503: 1.7433076850622712e-05
Position 3449: 1.5175034168083237e-05
Position 1431: 1.4973777932820853e-05
Position 457: 1.039044734244552e-05
Position 3704: 1.018850819091916e-05
Position 1652: 1.0079630482416371e-05
Position 725: 8.919598849008251e-06
Position 1516: 7.835398253934925e-06
Position 519: 7.055496872026774e-06
Position 455: 6.526144578343489e-06
Position 1583: 6.450779933905099e-06
Position 413: 5.8799307878655925e-06
Position 1412: 5.0838971278994905e-06
Position 1415: 4.1455405412773634e-06
Position 1918: 3.336918161679732e-06
Position 406: 3.1949971459824706e-06
Position 1447: 2.3474520530059275e-06
Position 2004: 2.3183117030738266e-06
Position 1369: 2.3026728374407913e-06
Position 197: 1.9066187470266883e-06
Position 2468: 1.7320559247661903e-06
Position 2420: 1.552043016568314e-06
Position 1574: 1.5129691088871782e-06
Position 475: 1.5080972971418412e-06
Position 271: 1.2999567828717822e-06
Position 509: 1.2145930817424932e-06
Position 2633: 8.716781191581937e-07
Position 2524: 8.046344216070144e-07
Position 2258: 5.429107422037367e-07
Position 215: 4.632941749432028e-07
Position 219: 4.0224166074529346e-07
Position 1894: 1.821978400414064e-07
Position 2127: 1.4533971428748822e-07
Position 182: 2.3888458458743203e-08
Position 225: 2.2683473841815686e-09
Position 625: 8.949628127821468e-11
Position 304: 4.547796581824802e-12
