Gene = MAT2B
Position 8575: 0.00035618479225704215
Position 11435: 0.0003494104355963597
Position 9935: 0.00029791771228468097
Position 10765: 0.00029076030359404345
Position 13305: 0.0002866740621307929
Position 10371: 0.00028151105082064546
Position 12569: 0.00027556528899001006
Position 9708: 0.00026940532803839816
Position 4207: 0.00025549395658761714
Position 476: 0.00025257097992473617
Position 956: 0.0002489136635682836
Position 8568: 0.0002447354873243494
Position 8722: 0.00024171342017284263
Position 9188: 0.0002337506439892086
Position 8584: 0.00022870677990856594
Position 3635: 0.0002278887603262323
Position 3089: 0.00022419679953195515
Position 11847: 0.00021853310855052981
Position 13273: 0.0002120513926985643
Position 12387: 0.00020916191751489463
Position 9541: 0.00020704112129378384
Position 8246: 0.00020483850427817672
Position 3959: 0.00019046558095280037
Position 3755: 0.00018782997165507753
Position 13121: 0.00018566015873732126
Position 13112: 0.00018491754275208188
Position 11097: 0.00016868550590713743
Position 11685: 0.00016569778780872214
Position 12284: 0.0001572272588559556
Position 1154: 0.0001540736253016016
Position 9737: 0.00015102548934258866
Position 12113: 0.00014494290889563563
Position 11094: 0.0001373133444337876
Position 13277: 0.00013534203034395057
Position 4283: 0.0001231469495428441
Position 10928: 0.00010229867966397274
Position 10866: 9.996651093221274e-05
Position 12855: 9.377360035026978e-05
Position 10588: 9.215230633810432e-05
Position 10616: 8.897699532158623e-05
Position 9260: 7.601117360413754e-05
Position 426: 7.316697499599327e-05
Position 9367: 7.203057653434926e-05
Position 3370: 7.026490993497527e-05
Position 9536: 7.005920101623647e-05
Position 9355: 6.743767434425712e-05
Position 1358: 6.610205826457905e-05
Position 10079: 6.216276545487049e-05
Position 12815: 5.4068682889981594e-05
Position 13091: 5.319035005986097e-05
Position 6730: 4.182832625772305e-05
Position 6648: 4.127526484877238e-05
Position 8485: 4.0448280678729305e-05
Position 651: 3.702479755239034e-05
Position 1545: 3.638196451219583e-05
Position 8982: 3.080121687364644e-05
Position 9474: 3.0397586398823054e-05
Position 8194: 2.906241068367881e-05
Position 2181: 2.545347998048371e-05
Position 1082: 2.3416537806718377e-05
Position 5743: 2.3138373548913438e-05
Position 930: 1.9580379173795767e-05
Position 11233: 1.560188659283368e-05
Position 8742: 1.1087391205524659e-05
Position 2141: 8.704219014038398e-06
Position 1401: 5.619868846294919e-06
Position 9610: 2.677184723663883e-06
Position 3465: 2.089488484117035e-06
Position 8185: 1.5841629870181378e-06
Position 569: 1.1371830639812281e-06
Position 9210: 1.0484053355771972e-06
Position 3985: 9.12855945484271e-07
Position 777: 6.916504409813209e-07
Position 3114: 3.903573873368142e-07
Position 9213: 3.8549161173413427e-07
Position 8932: 3.5096069367582174e-07
Position 3741: 3.0609440650159995e-07
Position 644: 3.044008094936063e-07
Position 494: 2.1808203572535063e-07
Position 1439: 2.137060377167019e-07
Position 355: 1.684335251753828e-07
Position 3857: 1.5355778943454075e-07
Position 305: 1.4933447505755317e-07
Position 485: 1.4706099732733166e-07
Position 699: 1.4683006603845982e-07
Position 1110: 1.264871532146276e-07
Position 11855: 1.2407034446568943e-07
Position 483: 1.115393483886139e-07
Position 802: 1.0584545450460374e-07
Position 319: 1.0011886149917496e-07
Position 2442: 9.197750743532622e-08
Position 3662: 8.334479320614073e-08
Position 9740: 8.138939547435615e-08
Position 2209: 6.660918018935086e-08
Position 980: 5.9514150313940024e-08
Position 2492: 5.75770646847831e-08
Position 2783: 5.4954716003355845e-08
Position 2449: 4.29022298140739e-08
Position 398: 4.266427605697279e-08
Position 851: 4.104845030853448e-08
Position 580: 4.017318749200098e-08
Position 430: 3.3879378402018165e-08
Position 457: 3.176763585701544e-08
Position 796: 3.0728378197682035e-08
Position 1261: 2.9681680109109756e-08
Position 235: 2.917061010077347e-08
Position 1461: 2.7310852534357625e-08
Position 840: 2.535873394684982e-08
Position 1258: 1.9544819570237985e-08
Position 585: 1.7811975287482535e-08
Position 1322: 1.5382323913801757e-08
Position 1057: 1.2422850632952207e-08
Position 2497: 1.1683169712857236e-08
Position 2090: 8.345905820510637e-09
Position 1853: 8.24104592803592e-09
Position 1694: 7.351331106342223e-09
Position 1117: 7.177087701775198e-09
Position 763: 6.756218544281793e-09
Position 185: 6.272395783583632e-09
Position 370: 6.171198765395748e-09
Position 939: 5.443574678200692e-09
Position 248: 5.267319932317013e-09
Position 1236: 5.050864554774031e-09
Position 1283: 5.04569602218941e-09
Position 855: 4.80366797077925e-09
Position 998: 4.6647016924626905e-09
Position 1592: 3.8846993270566285e-09
Position 1735: 3.6029216626804793e-09
Position 206: 3.2347318772190074e-09
Position 1464: 2.5756414673524547e-09
Position 201: 2.4443712590700717e-09
Position 1456: 2.133130190984176e-09
Position 1411: 1.9428102173764114e-09
Position 443: 1.907552786398146e-09
Position 743: 1.874153195389017e-09
Position 257: 1.817941516621024e-09
Position 434: 6.438308244184609e-10
Position 730: 3.894635473141272e-10
Position 875: 3.296520430310051e-10
Position 591: 3.294712438248476e-10
Position 620: 3.072096907193231e-10
Position 576: 2.9884029563297597e-10
Position 437: 2.110797565658882e-10
Position 129: 2.0039548300514572e-10
Position 210: 1.0194475275205121e-10
Position 97: 6.510373333315883e-11
Position 157: 6.422778446692547e-11
Position 115: 3.4198274257240247e-11
Position 100: 3.1820642548553246e-11
Position 745: 1.0829269877807219e-11
