Gene = IGSF21
Position 3466: 1.3671931441801719e-06
Position 1252: 1.36618413798207e-06
Position 1294: 1.331757226082787e-06
Position 2866: 1.32529460949657e-06
Position 1355: 1.2463364232042323e-06
Position 3283: 1.2336590190413884e-06
Position 835: 1.210171053854374e-06
Position 1254: 9.97937274655975e-07
Position 1407: 9.554791460349341e-07
Position 1444: 8.770268606057538e-07
Position 879: 8.76247989402508e-07
Position 1924: 8.493600852886236e-07
Position 3054: 8.120367244711187e-07
Position 2369: 7.767310516469207e-07
Position 1374: 7.271918969978601e-07
Position 2844: 6.9015413996306e-07
Position 3104: 6.557154068472426e-07
Position 952: 5.6004568393534596e-08
Position 760: 3.7728866855086983e-08
Position 738: 3.725806320736186e-08
Position 959: 1.262549456636488e-08
Position 954: 1.2411992336844027e-08
Position 303: 1.0251573662209322e-08
Position 9: 6.347174541472238e-09
Position 283: 3.376168444015409e-09
Position 532: 1.1040491791957813e-09
Position 1088: 7.578141405343075e-10
Position 413: 8.855546268802218e-12
Position 580: 2.891401369878042e-12
Position 640: 2.016532691896731e-13
Position 682: 2.759544894768962e-15
Position 671: 3.3655187351841743e-16
Position 660: 2.978852319063678e-16

Sorted 3' Splice Sites (High to Low Probability):
Position 13271: 0.8685327731810502
Position 22540: 0.46081769731039207
Position 7158: 0.409087835785757
Position 19076: 0.3077791728453858
Position 25290: 0.23106497008178614
Position 20936: 0.21995928431982228
Position 20896: 0.1985559422816243
Position 6984: 0.1139553428293605
Position 19003: 0.10914081374623971
Position 1014: 0.10605971111446387
Position 3268: 0.10199674561020132
Position 1060: 0.08884349766059904
Position 11856: 0.08189984411748942
Position 17268: 0.06888088556838755
Position 7349: 0.06651509057496183
Position 5794: 0.05087333839462865
Position 7519: 0.04127430007114905
Position 6937: 0.04121141702779052
Position 10904: 0.02916653701249131
Position 10513: 0.02537544502514794
Position 16758: 0.025054274915109555
Position 10446: 0.02343496890725508
Position 7540: 0.020975835359001438
Position 7878: 0.020585348333271945
Position 8424: 0.019279474400349265
Position 18129: 0.018896529930481243
Position 8306: 0.01689268573424171
Position 4722: 0.015996518287224443
Position 7811: 0.01550079720124084
Position 4073: 0.010837932638829517
Position 1007: 0.01019150411903217
Position 6831: 0.009172791765941643
Position 7209: 0.009061680316801948
Position 17394: 0.007603423072328367
Position 10111: 0.007294890367163597
Position 16841: 0.005860121392276948
Position 1063: 0.005303131231790862
Position 6219: 0.005015338166933165
Position 18491: 0.004636150248301965
Position 7253: 0.004212876832879691
Position 3896: 0.004198216523706633
Position 1022: 0.004129311955906772
Position 6309: 0.003951745016095269
Position 7429: 0.003872077780964366
Position 19301: 0.0035754081488051093
Position 15528: 0.002308443307068167
Position 17508: 0.0019362554601244251
Position 1118: 0.0019173673879186628
Position 1195: 0.0018918244219995018
Position 15258: 0.0018166951641145571
Position 7691: 0.0017961916533287539
Position 3861: 0.0017675869440320312
Position 16266: 0.001725823443376934
Position 14478: 0.0014761737314968504
Position 13686: 0.0012675329084984987
Position 13529: 0.0012347821018374185
Position 6149: 0.0011896389239094136
Position 9979: 0.0011484269549183555
Position 8578: 0.0010684105636572635
Position 4000: 0.0010640145749698496
Position 16353: 0.0010270362831907402
Position 5493: 0.001010295618398076
Position 14895: 0.0009423023557468956
Position 4084: 0.0008930271203129595
Position 4216: 0.000765685172945585
Position 3282: 0.0007263285063846474
Position 5552: 0.0006676994960945526
Position 14833: 0.00046125103050834095
Position 10204: 0.00045570640598870517
Position 6280: 0.00040679645817966073
Position 13432: 0.00040420650646231615
Position 1809: 0.0003946859773842998
Position 13504: 0.00033790731869788506
Position 965: 0.0003146706145174381
Position 1035: 0.0002982090970824164
Position 10907: 0.00022807805892836479
Position 2582: 0.00019882379444924092
Position 2043: 0.00018614952412771712
Position 3915: 0.0001804411434266752
Position 4044: 0.00017209994628308517
Position 2539: 0.00016398236683138486
Position 6953: 0.00014278288487419891
Position 5285: 0.00013414933745571766
Position 6772: 0.00013185968380451595
Position 2408: 0.0001190810670465856
Position 1727: 0.00010710054457035679
Position 3489: 0.0001048190130197418
Position 5406: 9.759678567921852e-05
Position 1713: 9.693595480383565e-05
Position 4130: 9.423826441377857e-05
Position 7646: 9.357591816381775e-05
Position 2301: 9.125252996814584e-05
Position 3601: 8.939513370715126e-05
Position 4005: 7.916571124962906e-05
Position 3955: 7.896630847769394e-05
Position 3313: 7.595859106370068e-05
Position 4474: 7.409568436487022e-05
Position 6017: 7.34747584686457e-05
Position 7364: 7.011527071993748e-05
Position 2943: 6.714813769179606e-05
Position 10047: 6.061482106024978e-05
Position 2076: 5.9546074002145166e-05
Position 2593: 5.9484545525958765e-05
Position 3020: 5.823505082658788e-05
Position 6891: 5.4353435628654704e-05
Position 6648: 4.5640029287349235e-05
Position 2836: 4.460291914903169e-05
Position 2165: 4.275379797727817e-05
Position 370: 4.1542412689501384e-05
Position 2105: 4.0421390883248524e-05
Position 1444: 3.974598633330826e-05
Position 5476: 3.742337235148618e-05
Position 10342: 3.551562979001617e-05
Position 9439: 3.1599193957127926e-05
Position 919: 2.953286360690524e-05
Position 8842: 2.9292690473192182e-05
Position 3513: 2.7670436544863573e-05
Position 2438: 2.6952826538219227e-05
Position 542: 2.4723274483865948e-05
Position 2709: 2.338051496698355e-05
Position 3690: 2.2673267131324955e-05
Position 1298: 2.2657146164575374e-05
Position 9208: 2.113596227122038e-05
Position 8785: 1.9612899421731237e-05
Position 2000: 1.9485876521287552e-05
Position 9043: 1.7649501206847266e-05
Position 2008: 1.750263438520079e-05
Position 646: 1.7072391130722335e-05
Position 5334: 1.6591213790989734e-05
Position 2276: 1.4199420273968454e-05
Position 727: 1.2215351738119575e-05
Position 3606: 1.190577174540812e-05
Position 696: 1.0987426941772595e-05
Position 4190: 8.146772271823555e-06
Position 1397: 7.859107313389881e-06
Position 5137: 7.64968418053764e-06
Position 1954: 6.467826056567598e-06
Position 1952: 6.224578832745015e-06
Position 6436: 5.819178282749248e-06
Position 6543: 5.782860098752245e-06
Position 5020: 5.45826959912737e-06
Position 1910: 5.361397489407582e-06
Position 2237: 5.360338745842723e-06
Position 1652: 4.798900295854547e-06
Position 3687: 4.767679276537577e-06
Position 3451: 4.4551951056858795e-06
Position 5090: 4.34674479498475e-06
Position 585: 3.799596972995004e-06
Position 544: 3.6952644035178956e-06
Position 2412: 3.0348769874714166e-06
Position 2656: 2.9815373659462066e-06
Position 3748: 2.9558087530525063e-06
Position 1844: 2.7349800741507664e-06
Position 1907: 2.4665090165003514e-06
Position 724: 2.4194591877747075e-06
Position 283: 2.009045643179633e-06
Position 3530: 1.89897117632029e-06
Position 1997: 1.8529335023293767e-06
Position 3824: 1.7868206345409022e-06
Position 2949: 1.7124669905882866e-06
Position 747: 1.4172528716889677e-06
Position 184: 1.2282281932576105e-06
Position 745: 1.0679236160318595e-06
Position 709: 9.8946257283966e-07
Position 1742: 9.469910317403869e-07
Position 1153: 9.216624928967489e-07
Position 958: 8.697016710160235e-07
Position 1348: 6.914343562138078e-07
Position 1570: 5.947031742462282e-07
Position 1724: 5.82502911176223e-07
Position 1526: 5.811456116985556e-07
Position 3933: 5.436712290714764e-07
Position 1850: 5.126524255477889e-07
Position 2055: 5.012842671882094e-07
Position 1175: 4.947456841585997e-07
Position 2273: 4.922544025315961e-07
Position 1511: 4.1726926982863944e-07
Position 518: 3.9795183811773793e-07
Position 981: 3.936484069601907e-07
Position 2498: 3.279293600588367e-07
Position 2445: 3.166533582828877e-07
Position 1879: 2.889303010927993e-07
Position 1762: 2.8063996685104316e-07
Position 712: 2.517755343472686e-07
Position 1451: 2.0418742421222157e-07
Position 839: 1.9081804654228615e-07
Position 1088: 1.6796725994915166e-07
Position 825: 4.190040625536547e-08
Position 602: 1.1297579892528188e-08
Position 610: 5.599869300706528e-09
Position 852: 4.008638606726524e-09
Position 296: 3.902849532278127e-09
Position 558: 3.767800639594707e-09
Position 928: 2.6864398900260225e-09
Position 1086: 2.323012252608244e-09
Position 1372: 2.051827539614712e-09
Position 1366: 1.9140583652600043e-09
Position 399: 1.741121068407529e-09
Position 292: 1.6590120078301428e-09
Position 1410: 1.6305618856846984e-09
Position 1666: 1.5293589221682088e-09
Position 606: 1.5236324352722967e-09
Position 807: 1.4502065159767276e-09
Position 1605: 1.4463313597858218e-09
Position 799: 1.41556683118888e-09
Position 1553: 1.0362261510775325e-09
Position 1585: 1.005703527886939e-09
Position 1448: 9.54985845085251e-10
Position 1965: 7.829410310860456e-10
Position 849: 7.548668526270548e-10
Position 754: 6.290371212092074e-10
Position 320: 3.939678049960892e-10
Position 2253: 3.540289370403455e-10
Position 186: 2.756368297638273e-10
Position 1610: 1.7942860039272515e-10
Position 803: 1.7425663685989806e-10
Position 1498: 1.6564517890682628e-10
Position 192: 1.4073187608893677e-10
Position 1129: 1.2567122203418664e-10
Position 1682: 1.1885078028007177e-10
Position 299: 1.0032270410013717e-10
Position 1866: 6.73660220852169e-11
Position 624: 5.732218220781528e-11
Position 626: 5.578262917783502e-11
