Gene = ASB17
Position 753: 2.058468368044408e-06
Position 816: 1.5031004424228176e-06
Position 783: 1.0215294684466202e-06
Position 1457: 4.478968735147293e-07
Position 903: 2.1848560606658514e-07
Position 592: 1.6583318531804013e-07
Position 1478: 1.4183352674390001e-07
Position 1472: 6.699502751231371e-08
Position 1106: 6.366841035682761e-08
Position 1349: 5.419545191806766e-08
Position 1625: 4.957061574561525e-08
Position 574: 4.710563139732113e-08
Position 134: 4.122657442239044e-08
Position 93: 2.5573768370540108e-08
Position 594: 1.231091141431127e-08
Position 85: 2.8885894392581383e-09
Position 144: 2.1606609072622344e-09
Position 645: 1.2331655136002462e-10
Position 599: 7.985764498962896e-11
Position 649: 2.765265639196722e-16
