Gene = UROD
Position 1076: 9.161247011299244e-05
Position 2222: 5.7273434441071664e-05
Position 668: 5.251587982146339e-05
Position 2945: 5.106205016138201e-05
Position 582: 4.6670801551330726e-05
Position 1906: 4.57041391207247e-05
Position 143: 3.7786895812668714e-05
Position 257: 3.5680213881191604e-05
Position 482: 2.8813721004304844e-05
Position 1570: 2.5351930763652415e-05
Position 1269: 2.494203270141785e-05
Position 515: 2.4479745750421374e-05
Position 3208: 2.2502954314495746e-05
Position 300: 2.2234877923843372e-05
Position 2753: 2.1968712139986145e-05
Position 2104: 1.9844699425139894e-05
Position 2882: 1.9709741427161647e-05
Position 2926: 1.9396381235706092e-05
Position 879: 1.909333469790981e-05
Position 981: 1.805256049399542e-05
Position 2971: 1.2710190892151341e-05
Position 2796: 1.243105911171639e-05
Position 1341: 1.236222125646573e-05
Position 428: 9.751546066110163e-06
Position 187: 8.308989017312213e-06
Position 162: 8.206087809793903e-06
Position 3332: 7.724380711753184e-06
Position 1052: 6.479913921736653e-06
Position 456: 5.7382216223284254e-06
Position 1029: 4.74381364371496e-06
Position 546: 4.502556752144019e-06
Position 26: 3.972972978369557e-06
Position 3316: 3.137493202548276e-06
Position 86: 2.816422078259353e-06
Position 768: 2.4033954933167287e-06
Position 1031: 2.3445496969860717e-06
Position 990: 2.2815272651138237e-06
Position 102: 2.1728390388554894e-06
Position 921: 1.7978156456037707e-06
Position 1196: 1.1220834627557948e-06
Position 586: 1.0698098404441348e-06
Position 1351: 7.801433191928166e-07
Position 439: 5.567001208272431e-07
Position 836: 5.382068422168244e-07
Position 1274: 3.8948496106491413e-07
Position 506: 3.3446291015518963e-07
Position 861: 3.261900346780841e-07
Position 718: 2.291412274010904e-07
Position 1134: 2.8624776821953104e-08
Position 2916: 1.4891861369987418e-08
Position 1108: 2.977347647576085e-09
Position 1127: 1.0722360544847532e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 1144: 0.9292100591187289
Position 2588: 0.8817131617368525
Position 1761: 0.8229852979408826
Position 988: 0.7498692063636244
Position 3189: 0.6362693013080865
Position 2792: 0.6120644770185895
Position 1446: 0.45055736321879564
Position 2336: 0.4136310916540739
Position 709: 0.39897583335282283
Position 3166: 0.2774765628634137
Position 2291: 0.21243353717544416
Position 2319: 0.10033584237034285
Position 759: 0.06736682554467498
Position 601: 0.049044351227754385
Position 2300: 0.043951003484496744
Position 2624: 0.033237637431732046
Position 3126: 0.02862704629559302
Position 506: 0.025911024616367056
Position 990: 0.018131635722858214
Position 2177: 0.016408462646339286
Position 2603: 0.007709525837988583
Position 1836: 0.0076283605444370794
Position 716: 0.007376929488370371
Position 3345: 0.007219368983936237
Position 2760: 0.006096872651791287
Position 1427: 0.0055451484846499
Position 1068: 0.004812807352764223
Position 2477: 0.004134580191678711
Position 766: 0.004106198017084159
Position 806: 0.0039059868187993644
Position 2566: 0.0035608167657249184
Position 721: 0.00325455409028775
Position 1025: 0.002680187635742049
Position 3170: 0.0026364702208421477
Position 482: 0.0025154050209366253
Position 395: 0.0023955602993243072
Position 3192: 0.0023925098120669243
Position 2348: 0.002278193931245354
Position 3195: 0.002089451879056886
Position 784: 0.0020370682772983878
Position 3404: 0.001961420892517572
Position 2045: 0.0016282234323569719
Position 2796: 0.0013785525706627147
Position 2520: 0.0013325977041556431
Position 2767: 0.0012053728284439633
Position 1483: 0.0008559823102025215
Position 2021: 0.0008093792217468359
Position 2823: 0.0007944158811233217
Position 1207: 0.0007886007617912676
Position 1014: 0.0007642883550674789
Position 1900: 0.0007567905737761141
Position 237: 0.0007442278873307562
Position 1108: 0.0006594759072807322
Position 3135: 0.0006328823127720587
Position 297: 0.000614043746187624
Position 1815: 0.0005737983531395004
Position 2085: 0.0005579026555317657
Position 853: 0.0004768996157321192
Position 3372: 0.00043871688909884865
Position 605: 0.00043549091438956593
Position 261: 0.0003958557054708522
Position 778: 0.00036094519169684014
Position 525: 0.0003589302476911388
Position 2551: 0.00034515025835938517
Position 2517: 0.0003249144828442361
Position 995: 0.0003179343063240943
Position 2627: 0.00027484611869762175
Position 1543: 0.0002681887315452052
Position 411: 0.00025638224754293134
Position 1120: 0.00025505018141673563
Position 310: 0.00023422844800722426
Position 3386: 0.00021361235098929109
Position 3053: 0.00020837758011026436
Position 633: 0.00017443156306717395
Position 654: 0.00015871027660478322
Position 3216: 0.0001586831952002704
Position 1461: 0.00015718710840234535
Position 348: 0.00015649275508396608
Position 1788: 0.00012954175993465025
Position 324: 0.0001262772283565719
Position 898: 0.00012348136641287163
Position 447: 0.00012242850511512212
Position 3289: 0.00012050831759852448
Position 2670: 0.00011469157371489618
Position 1044: 0.00011391026576322084
Position 1564: 8.957152419268486e-05
Position 2982: 8.438279048788478e-05
Position 824: 7.97743200667538e-05
Position 1579: 7.602486571413214e-05
Position 1498: 7.363108358486632e-05
Position 423: 6.62711457799082e-05
Position 1706: 6.587295898944937e-05
Position 2006: 6.501158800663807e-05
Position 335: 6.425889106318016e-05
Position 657: 6.1020268582056527e-05
Position 1838: 5.9991916106871354e-05
Position 1231: 5.571977665098838e-05
Position 959: 5.022654327041864e-05
Position 1645: 4.999240513248656e-05
Position 2001: 4.690755150584049e-05
Position 2309: 4.460863840100638e-05
Position 565: 4.420440673834434e-05
Position 1392: 4.321601570433151e-05
Position 872: 3.525027047028608e-05
Position 582: 3.477418425978947e-05
Position 1546: 3.4038315246328054e-05
Position 661: 3.1352313132308434e-05
Position 1802: 2.871708746182752e-05
Position 1313: 2.8161731072399995e-05
Position 935: 2.7420724060939388e-05
Position 456: 2.7244220541250144e-05
Position 538: 2.6288044238009086e-05
Position 1086: 2.0943961494098087e-05
Position 607: 2.076452721741556e-05
Position 3096: 1.848342987095914e-05
Position 1490: 1.691482853284841e-05
Position 1088: 1.6736637429213776e-05
Position 2808: 1.6711677597755523e-05
Position 2381: 1.6252762527060563e-05
Position 2456: 1.597281850894973e-05
Position 3146: 1.4964955779550945e-05
Position 803: 1.4315348203434322e-05
Position 1845: 1.4142319233263142e-05
Position 1923: 1.3221656866439113e-05
Position 1969: 1.2895916395280287e-05
Position 2053: 1.217167785803704e-05
Position 2030: 1.0592126831130033e-05
Position 1695: 9.478734474284705e-06
Position 1349: 8.048468742619e-06
Position 1999: 7.743845545070225e-06
Position 533: 6.816245222094647e-06
Position 857: 6.493732602329503e-06
Position 1269: 6.20081778355691e-06
Position 200: 5.3066298789723925e-06
Position 1094: 5.060227371148007e-06
Position 1274: 4.767808279292341e-06
Position 1384: 4.713020999086681e-06
Position 428: 3.162469337753771e-06
Position 629: 3.1193737718510695e-06
Position 950: 2.362193481421564e-06
Position 940: 2.160572225507822e-06
Position 665: 1.4843794852887933e-06
Position 1658: 1.3593616469106765e-06
Position 463: 1.2511633382945442e-06
Position 540: 8.967682055543487e-07
Position 1975: 7.671288126158236e-07
Position 556: 5.622676619204977e-07
Position 965: 5.427202327918619e-07
Position 612: 5.108646574536799e-07
Position 912: 4.4423459993360295e-07
Position 916: 3.8119770397655713e-07
Position 921: 3.463752014389043e-07
Position 643: 3.462318280965446e-07
Position 817: 3.2999948178823175e-07
Position 1244: 3.22454305763774e-07
Position 609: 3.166101958538326e-07
Position 169: 2.6786966795366136e-07
Position 877: 2.559281647995465e-07
Position 1291: 1.983696521033376e-07
Position 558: 1.8871846484173491e-07
Position 883: 1.8375408075825174e-07
Position 1073: 1.534882500941386e-07
Position 1279: 9.586133192866188e-08
Position 187: 4.046354900196751e-08
Position 151: 3.680430031164051e-08
Position 1906: 1.8538136821372623e-09
Position 1325: 1.7647339830615198e-09
Position 535: 1.2972530170492404e-09
Position 153: 1.2161286903596161e-09
Position 546: 8.757469201931154e-10
Position 551: 6.196385461571163e-10
Position 1341: 2.2226461068175934e-10
Position 1351: 1.961871657109393e-10
Position 143: 1.0350349231208769e-10
Position 102: 1.9333834209451604e-11
Position 108: 1.4548882044196278e-11
Position 95: 2.5757053124299532e-12
Position 125: 1.4151556598476049e-12
Position 112: 3.7591906943715186e-13
