Gene = TBCA
Position 2339: 2.2819739035185762e-06
Position 628: 2.233540250904574e-06
Position 2412: 2.1717759279076955e-06
Position 2940: 1.779282135061754e-06
Position 641: 1.7560549443022913e-06
Position 1572: 1.716523719163248e-06
Position 913: 1.64344398938417e-06
Position 1202: 1.579697830000454e-06
Position 3139: 1.4796822230798688e-06
Position 3989: 1.2799981564699977e-06
Position 4926: 1.2055706365499528e-06
Position 3940: 9.368737638537836e-07
Position 408: 8.002888177638831e-07
Position 1514: 6.216098959342101e-07
Position 883: 5.996623575593419e-07
Position 1176: 5.723672034470649e-07
Position 493: 5.531301765805905e-07
Position 146: 3.2708786025637455e-07
Position 1210: 2.623926212734166e-07
Position 401: 1.847794871781545e-07
Position 2365: 1.5241471891061793e-07
Position 1275: 1.2848952974403903e-07
Position 660: 1.113024740862565e-07
Position 1180: 1.0458406703453398e-07
Position 1527: 1.0279952143706968e-07
Position 288: 7.040244807433435e-08
Position 1582: 4.7850421336843775e-08
Position 944: 3.72459546347e-08
Position 1478: 3.2155935777612446e-08
Position 1559: 2.6843569712309194e-08
Position 194: 2.6681612411092494e-08
Position 735: 2.1202799238329472e-08
Position 639: 2.027382791790025e-08
Position 2352: 1.6037088848110825e-08
Position 1661: 8.49509529246531e-09
Position 911: 2.986942467768662e-09
Position 789: 1.869847043332034e-09
Position 2519: 1.1813370558628422e-09
Position 1824: 1.0646662983055648e-09
Position 1867: 8.769110789565666e-10
Position 2038: 7.988885572819752e-10
Position 1992: 7.271091683127632e-10
Position 1859: 5.451983592362358e-10
Position 1881: 2.47870385927591e-10
Position 1861: 1.7070238410354815e-10
Position 1779: 1.1104152529100252e-10
Position 551: 9.145030827345856e-11
Position 717: 1.4430774414690863e-11
Position 1636: 1.3732886471640342e-11
Position 631: 6.03802101703872e-12
Position 45: 2.3579937221012835e-12
Position 615: 3.235660825674656e-13
Position 484: 3.036530973206031e-13
Position 361: 1.5183789541745872e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 6698: 0.41478345459060423
Position 19196: 0.23093479928250246
Position 8547: 0.1666845007762856
Position 6600: 0.09173616669714027
Position 6733: 0.08752795333518747
Position 4685: 0.07961051912887399
Position 12301: 0.07344957517993685
Position 13925: 0.06682224245338614
Position 6157: 0.053337144759761375
Position 11173: 0.050167942853637106
Position 2143: 0.04477499971418076
Position 17306: 0.04310772357771827
Position 13693: 0.029933983999494325
Position 8236: 0.029112438597874636
Position 7193: 0.028864571295050743
Position 13120: 0.028742633992554438
Position 18154: 0.028568783431769045
Position 1692: 0.026735763062215354
Position 16273: 0.02574526748638429
Position 7641: 0.023821802829386333
Position 17085: 0.022025268641400024
Position 15119: 0.019645071102125104
Position 5241: 0.017969256561418304
Position 8308: 0.016631505867513857
Position 6230: 0.016355506162548106
Position 11131: 0.01616551214481634
Position 16139: 0.015597645108248898
Position 9303: 0.015468349852802245
Position 19739: 0.013626116748657985
Position 10993: 0.01362342251184764
Position 6702: 0.013279567817238835
Position 7115: 0.01286704096898751
Position 2856: 0.012201487776224812
Position 17193: 0.012068266495948223
Position 11419: 0.011257350886494388
Position 5635: 0.01118898278222507
Position 7149: 0.009154635425451595
Position 11219: 0.008378465851719254
Position 4573: 0.0072017922085622806
Position 1273: 0.007018850171592737
Position 18312: 0.006715451082875577
Position 9427: 0.006645758544234516
Position 13510: 0.006544653408793925
Position 14245: 0.006194810224550733
Position 3898: 0.005537098081704799
Position 842: 0.005438428113300418
Position 977: 0.005430770694023013
Position 1248: 0.005039966431209066
Position 7537: 0.005032466187726602
Position 14098: 0.004878983123181646
Position 7905: 0.004874880711099598
Position 3939: 0.0045186996184867455
Position 12480: 0.004267127113324817
Position 6641: 0.004212856354055935
Position 2533: 0.004172798972884722
Position 3725: 0.003782936137532396
Position 10487: 0.0037008819216988397
Position 16175: 0.0036571770302527605
Position 14291: 0.003086121177069613
Position 4363: 0.00287609933049762
Position 8242: 0.0028176361375588203
Position 735: 0.00265984177208564
Position 12274: 0.0025727376135350824
Position 1197: 0.0024709523950357036
Position 9386: 0.0023973845339208205
Position 15435: 0.0023639342449369824
Position 7786: 0.0022047231358787657
Position 2670: 0.0021704644346145596
Position 12952: 0.0020364762389824495
Position 7282: 0.0020220254493661305
Position 6093: 0.0019395264959525462
Position 2449: 0.001870722245740175
Position 6115: 0.0018684866348313326
Position 926: 0.0017904493380969744
Position 8054: 0.0017485064049342085
Position 2608: 0.0017074816610385996
Position 7024: 0.001468411473115187
Position 10038: 0.001412790482338154
Position 4346: 0.0014111084551025341
Position 3988: 0.001372456385370859
Position 8462: 0.0013641765996561129
Position 14367: 0.0013524515784921437
Position 6949: 0.001337373436074024
Position 739: 0.0012282041523031266
Position 6184: 0.0012161253654657163
Position 5398: 0.0012074958561914145
Position 812: 0.00119775109849166
Position 6295: 0.0011800246444542497
Position 10541: 0.0011664665010573546
Position 7610: 0.0011153237278628985
Position 797: 0.0010755636256891824
Position 13144: 0.0009948681223309636
Position 4720: 0.0009686097709035935
Position 4196: 0.0009112278002778387
Position 698: 0.0009051109597652396
Position 3852: 0.0008861161256747921
Position 1125: 0.0008023741587671559
Position 6919: 0.0007976683393931736
Position 3199: 0.0007821644605792027
Position 10928: 0.0007674109183177455
Position 10632: 0.0007497338249816832
Position 3926: 0.0006557094558797316
Position 9447: 0.0006537274499655452
Position 7487: 0.0006439510148480206
Position 4554: 0.000635836038118763
Position 1391: 0.00062095840730851
Position 5401: 0.0006059434696704649
Position 5267: 0.0005950247146540645
Position 4653: 0.0005921218814352391
Position 860: 0.0005832878168717327
Position 6573: 0.0005618189887098666
Position 9148: 0.0005567435114881724
Position 6112: 0.0005383164017167596
Position 7351: 0.0005162795993171105
Position 6792: 0.0005109481377675171
Position 1061: 0.0005062125037528265
Position 7758: 0.0005021282793795022
Position 6789: 0.00047890367641323454
Position 1967: 0.00047081071072972047
Position 9598: 0.0004623706883037234
Position 3400: 0.00040784994740632055
Position 800: 0.0004021585029916996
Position 11602: 0.0003750293843284293
Position 6312: 0.00036517723969018616
Position 9229: 0.0003650531151714498
Position 5754: 0.0003603654140221605
Position 4454: 0.0003334335837116977
Position 5749: 0.00031983890877730864
Position 6054: 0.0003041656313568753
Position 5658: 0.00026433723588278505
Position 5655: 0.0002602223852622645
Position 1159: 0.0002557557475280237
Position 3274: 0.00025026820367640186
Position 5107: 0.0002460135600473327
Position 5443: 0.00024137818061102317
Position 2650: 0.0002340344395996346
Position 10392: 0.00023351087560339435
Position 2434: 0.00023311277405598608
Position 2777: 0.00022447379633902095
Position 6897: 0.00021789163605725028
Position 2694: 0.00020776244493279412
Position 2610: 0.00019309429172499636
Position 9271: 0.0001832319665713705
Position 4485: 0.00016045397954856817
Position 5687: 0.00014825576423886338
Position 8948: 0.00013478255220689855
Position 8558: 0.00012845465545293912
Position 8519: 0.00012025037018263376
Position 3513: 0.00011701687823163773
Position 981: 0.00010572343107712857
Position 4853: 0.00010485116965464301
Position 8522: 0.00010479408278347627
Position 1811: 0.00010428022755500466
Position 4543: 0.00010305941806330494
Position 4225: 0.00010134700316036889
Position 2392: 9.74346066500388e-05
Position 4248: 9.141722674735894e-05
Position 2478: 9.009305129297606e-05
Position 866: 8.878054345169054e-05
Position 7335: 8.507988276664189e-05
Position 760: 8.410755958991339e-05
Position 670: 8.248307698441684e-05
Position 7128: 7.85756277976259e-05
Position 288: 7.492545771362539e-05
Position 399: 7.14953914391014e-05
Position 891: 6.879780774235633e-05
Position 7669: 6.713140634372403e-05
Position 6989: 6.592300782899994e-05
Position 1050: 6.516766034541884e-05
Position 624: 5.917270509401349e-05
Position 7320: 5.897860897309109e-05
Position 6925: 5.878251433066911e-05
Position 2858: 5.713131652665376e-05
Position 5086: 5.551647480382853e-05
Position 2175: 5.245848454210363e-05
Position 5051: 5.1505373156369075e-05
Position 2675: 4.988308315518814e-05
Position 1604: 4.773468803551304e-05
Position 2548: 4.606387868234973e-05
Position 3667: 4.396552855637591e-05
Position 2515: 4.278508011247511e-05
Position 5243: 4.162920424465582e-05
Position 3145: 3.9021004701975935e-05
Position 1162: 3.85369676174968e-05
Position 1253: 3.783385233327532e-05
Position 2004: 3.757136066068222e-05
Position 5156: 3.6328737010560215e-05
Position 1013: 3.465121862431058e-05
Position 3103: 3.305598694050643e-05
Position 3219: 3.298512256479709e-05
Position 3311: 3.14746251313748e-05
Position 3249: 3.1159306954283197e-05
Position 1626: 2.7483851457743553e-05
Position 5180: 2.747211997642706e-05
Position 5303: 2.708356099621682e-05
Position 1610: 2.685348722492403e-05
Position 4876: 2.608044562337781e-05
Position 1467: 2.4394486591359406e-05
Position 4154: 2.3080013787725677e-05
Position 2118: 2.2678684490991924e-05
Position 4382: 2.2179224747111477e-05
Position 1878: 2.159617119795588e-05
Position 4130: 2.0381843050469726e-05
Position 3543: 1.9073701791412864e-05
Position 342: 1.870172409159812e-05
Position 1632: 1.8172793099655714e-05
Position 1749: 1.607738549854659e-05
Position 576: 1.5332613048440783e-05
Position 2915: 1.4679262868770494e-05
Position 4035: 1.4124963486240542e-05
Position 2328: 1.2360878476291975e-05
Position 3033: 1.2133733674266897e-05
Position 2378: 1.0983691811699225e-05
Position 440: 9.073246263525744e-06
Position 1555: 8.612456709946639e-06
Position 573: 7.724754898843234e-06
Position 2213: 7.271117787641744e-06
Position 2083: 7.02163915688142e-06
Position 1779: 6.945108499884025e-06
Position 1299: 6.337259771933022e-06
Position 1444: 6.281596050602568e-06
Position 4820: 5.642757219981907e-06
Position 590: 4.903688484377202e-06
Position 1288: 4.8834588593177134e-06
Position 267: 4.5273919853389e-06
Position 1582: 3.030896585099041e-06
Position 906: 2.8352730276611277e-06
Position 762: 1.7664373533468697e-06
Position 1657: 1.7187585089911016e-06
Position 1092: 1.3289025951446936e-06
Position 1571: 7.688230258670727e-07
Position 1587: 7.211162071519041e-07
Position 1096: 6.768115911386076e-07
Position 750: 6.731580221920183e-07
Position 1753: 6.560341832251762e-07
Position 1835: 6.295942301570518e-07
Position 1517: 5.884384655235071e-07
Position 1792: 5.594107204578328e-07
Position 1765: 4.945239296396142e-07
Position 1665: 4.798023729586355e-07
Position 1205: 4.704124249707846e-07
Position 1822: 4.668327945308235e-07
Position 334: 4.1488634028784804e-07
Position 707: 2.9379121312760625e-07
Position 937: 2.7693638623753314e-07
Position 1306: 2.6115145732759653e-07
Position 1559: 2.5261601515730905e-07
Position 956: 2.416943048351352e-07
Position 305: 2.3827946374985833e-07
Position 1349: 2.1144685833104185e-07
Position 985: 1.9752002257782752e-07
Position 537: 1.5994575943919534e-07
Position 631: 1.5639801154029072e-07
Position 585: 1.4448301622637934e-07
Position 2456: 1.253846952062878e-07
Position 2878: 4.506510322056112e-08
Position 2875: 4.335119795039484e-08
Position 1404: 3.4784639067786833e-08
Position 3045: 3.335994955340711e-08
Position 1105: 3.082737447154632e-08
Position 401: 2.2070564466917254e-08
Position 994: 2.1861880718148608e-08
Position 2983: 2.1126809812004836e-08
Position 1020: 1.681879666936825e-08
Position 1207: 1.4204514000687747e-08
Position 869: 1.25910693354981e-08
Position 770: 1.2102858323362026e-08
Position 313: 6.8088941774490325e-09
Position 249: 5.453319794817804e-09
Position 548: 4.0200207900637714e-09
Position 930: 3.6966235758674832e-09
Position 1094: 2.6359019964553075e-09
Position 602: 2.1965908097387167e-09
Position 1590: 2.1857595786522174e-09
Position 1102: 1.916017941145596e-09
Position 997: 1.7641659603307921e-09
Position 232: 1.2842243421385694e-09
Position 242: 9.52746738714275e-10
Position 808: 5.123632896800044e-10
Position 222: 1.3980168507447966e-10
Position 462: 1.3764684055822263e-10
Position 678: 8.432732824538678e-11
Position 1301: 2.2155683658150662e-11
Position 127: 1.3442973068148656e-11
Position 944: 1.1290624772444167e-11
Position 636: 1.2710453146332193e-12
Position 216: 7.542174908598851e-13
Position 239: 6.037887697674509e-13
