Gene = GHRL
Position 729: 1.4224477815855433e-07
Position 30: 6.659311713789664e-08
Position 212: 3.059492452348529e-08
Position 36: 2.7716876857813307e-08
Position 520: 1.7743624336470037e-08
Position 396: 1.6877871272839976e-08
Position 458: 1.2913423941026379e-08
Position 286: 1.1155412894856333e-08
Position 342: 9.612011757548819e-09
Position 533: 5.464435017012147e-09
Position 427: 1.3063645318049628e-10
Position 444: 4.824071637630958e-11
Position 418: 1.1503844732307782e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 6134: 0.6545033257510067
Position 3071: 0.6054407022095477
Position 258: 0.40429209622610973
Position 3068: 0.3736823383986544
Position 7052: 0.33021362610382193
Position 1995: 0.315955364338268
Position 2737: 0.30213222308635884
Position 3859: 0.30150965795858753
Position 2779: 0.1948031686686724
Position 1063: 0.19437963142961626
Position 5620: 0.18210059288579933
Position 7143: 0.17065154522830062
Position 2034: 0.16423832418555484
Position 1956: 0.12999190627240043
Position 6370: 0.12581526777815294
Position 274: 0.0965175114098262
Position 4235: 0.0742107794575753
Position 2434: 0.06561693202123367
Position 1208: 0.06286083695796559
Position 2758: 0.05996998637239615
Position 3814: 0.05161390399815505
Position 3900: 0.0468961139991489
Position 6935: 0.03483938653092937
Position 4778: 0.03285809583622173
Position 1077: 0.032675351561097736
Position 2078: 0.03216800981129488
Position 4371: 0.027919516963899157
Position 2622: 0.02522190346410948
Position 2533: 0.024935297692255554
Position 2163: 0.02463926042118206
Position 6284: 0.02172945609773813
Position 4177: 0.019192483347602055
Position 2521: 0.01631482876478124
Position 1176: 0.01619770773055068
Position 991: 0.016025039375252022
Position 2456: 0.015683209629038075
Position 4293: 0.014956827130981103
Position 3880: 0.01426899491444579
Position 1230: 0.012173864953225429
Position 2045: 0.01152030649527397
Position 4688: 0.010928911188324997
Position 859: 0.010720076401432972
Position 1189: 0.01069595435666695
Position 2510: 0.010303242242432705
Position 2792: 0.009535602019041614
Position 6750: 0.008954212491988495
Position 205: 0.008588757468098965
Position 6721: 0.008033006199180386
Position 2319: 0.007872687797781283
Position 3543: 0.007709332140079418
Position 6345: 0.00765634024862079
Position 6795: 0.007557326303144777
Position 1346: 0.007038013463445619
Position 7104: 0.006991738466452558
Position 231: 0.006968137852477819
Position 438: 0.006669640011737293
Position 2475: 0.006584197397005736
Position 6378: 0.006357634001555013
Position 297: 0.005977641557778495
Position 3562: 0.005290585766090183
Position 6779: 0.005160589080506666
Position 4911: 0.004770733502824747
Position 1099: 0.004410646503954309
Position 1358: 0.004384553074831439
Position 6164: 0.004322486199916771
Position 5539: 0.0036906111512542564
Position 6856: 0.0035159924579536506
Position 4730: 0.0033643539874972012
Position 1495: 0.003330857595947066
Position 3864: 0.003320584560937151
Position 6940: 0.0030601440077207276
Position 4428: 0.002954779947788451
Position 3572: 0.0029316215393628002
Position 6487: 0.0026383225040025656
Position 1775: 0.0023700537827957163
Position 6823: 0.0022121669181000155
Position 999: 0.0020060367981612442
Position 4340: 0.0019112409067069838
Position 6048: 0.001843942693660092
Position 5471: 0.0017462121865586809
Position 476: 0.0017236127922214154
Position 4005: 0.0015969547001708781
Position 4382: 0.0015655679637779107
Position 6757: 0.0015605490235490074
Position 1728: 0.0015031583201803758
Position 2409: 0.001468102132705454
Position 6668: 0.0014183218337299277
Position 407: 0.0013609252100537583
Position 2625: 0.00131978048755147
Position 4855: 0.0012804004915826196
Position 2001: 0.0012797076093839968
Position 2080: 0.0012430412603103376
Position 3401: 0.0012272924009668492
Position 7109: 0.0011459239666823033
Position 913: 0.001011297225470293
Position 5355: 0.0010082232228179424
Position 6444: 0.0009785542940763197
Position 2189: 0.0009258792486924435
Position 3073: 0.0009154072273279255
Position 1517: 0.0009032794098231154
Position 1869: 0.0008384811995240362
Position 910: 0.0008067690272392362
Position 4182: 0.0008043772059397896
Position 7054: 0.0007794803626252162
Position 891: 0.0007537944367573847
Position 3606: 0.0007006452640946237
Position 609: 0.0006638408693539192
Position 5185: 0.000660950577904615
Position 1619: 0.000649953952542925
Position 223: 0.0006337604906365874
Position 1114: 0.0006236317382427906
Position 779: 0.000597929402131251
Position 2911: 0.0005965325721321271
Position 767: 0.0005890312435478812
Position 4571: 0.0005335029987474545
Position 2836: 0.00048391311307330337
Position 3023: 0.0004764319123343945
Position 3907: 0.0004678312925015859
Position 4310: 0.0004303026060815215
Position 2269: 0.000425268908995116
Position 614: 0.0004051700280018961
Position 4432: 0.0003700800834811109
Position 6893: 0.000331621240383378
Position 2222: 0.0002946568297287618
Position 3921: 0.00026627663552293644
Position 734: 0.0002611712562823811
Position 868: 0.00020809439416539632
Position 478: 0.000206656938213993
Position 1402: 0.0001921916938587675
Position 1734: 0.0001812421332784808
Position 4267: 0.00017895205117682563
Position 6022: 0.00017260702645440306
Position 357: 0.0001674207926714271
Position 1676: 0.00014542836179022678
Position 3667: 0.00012291353953456085
Position 1707: 0.00011066074088316678
Position 524: 0.00010765696530725713
Position 520: 9.24276684342768e-05
Position 1089: 8.593306544853475e-05
Position 2949: 8.395988041055737e-05
Position 212: 8.084053457510844e-05
Position 2199: 7.986977585755452e-05
Position 3516: 7.64501221279318e-05
Position 4407: 7.529818046578729e-05
Position 1240: 7.38065379604999e-05
Position 444: 7.262204003044018e-05
Position 2562: 7.249829429178933e-05
Position 1538: 5.946205868547512e-05
Position 2559: 5.943806364235279e-05
Position 1248: 5.7873504878974436e-05
Position 3406: 5.755780155694719e-05
Position 2595: 5.2740932164904334e-05
Position 1520: 5.087134950122296e-05
Position 2971: 4.90075345566287e-05
Position 1439: 4.5516548232553216e-05
Position 653: 3.455754699414041e-05
Position 3297: 3.3781987741197475e-05
Position 2564: 3.2415093662970365e-05
Position 1273: 3.0874316397647444e-05
Position 3672: 2.6234964971003514e-05
Position 283: 2.5569610089477885e-05
Position 369: 1.991306272945623e-05
Position 789: 1.3975433150373126e-05
Position 1309: 1.3414446503620167e-05
Position 1139: 1.296451262022002e-05
Position 410: 1.276966392744455e-05
Position 3120: 1.142244358420524e-05
Position 3141: 1.132601645519675e-05
Position 393: 1.1201264045092765e-05
Position 378: 1.0225421294120823e-05
Position 506: 9.191258103320333e-06
Position 304: 7.054553158785407e-06
Position 1592: 6.376009134182402e-06
Position 3123: 5.019821684386532e-06
Position 4136: 4.016607716276954e-06
Position 485: 2.7051736579049463e-06
Position 3638: 2.4126071483267625e-06
Position 1282: 1.4257281423315278e-06
Position 649: 1.0665591075442111e-06
Position 665: 8.763026847790268e-07
Position 711: 6.23770513011799e-07
Position 308: 5.068754593675344e-07
Position 1145: 4.94233468155302e-07
Position 682: 3.5546584534569115e-07
Position 4179: 3.2785370086924235e-07
Position 2946: 2.7736585699754737e-07
Position 529: 2.582484091204599e-07
Position 804: 1.5543490605436212e-07
Position 921: 1.4440227800369338e-07
Position 685: 1.235072873645669e-07
Position 796: 1.2156725249373054e-07
Position 2924: 9.987274492650843e-08
Position 746: 5.596338006288906e-08
Position 669: 3.49510624414151e-08
Position 3147: 6.32046591828092e-09
Position 318: 4.583255358548039e-09
Position 1252: 1.1422822399864727e-09
Position 489: 6.446923392467062e-10
Position 129: 2.0833116674490267e-11
Position 149: 1.828284874968096e-11
Position 153: 1.07757594611373e-11
Position 132: 8.50488654509333e-13
Position 105: 2.216434537207927e-14
Position 98: 1.1095512279420457e-14
Position 110: 2.0076494814635944e-15
Position 115: 2.071832228952805e-16
