Gene = PPP1R15B
Position 2403: 9.913824172161776e-05
Position 3769: 9.80947777817946e-05
Position 1698: 9.786088547169083e-05
Position 5823: 9.597953823275118e-05
Position 3137: 8.996417262906528e-05
Position 2881: 8.793729177171715e-05
Position 690: 8.063769791905268e-05
Position 1709: 5.7728985513791024e-05
Position 3291: 5.554996756670548e-05
Position 3350: 5.38572292382054e-05
Position 2365: 5.208696336542653e-05
Position 1518: 4.947342301202869e-05
Position 2225: 4.698907739934476e-05
Position 3028: 4.687694256424268e-05
Position 2000: 4.6515864575871424e-05
Position 586: 4.535782882237564e-05
Position 1492: 4.40261153763502e-05
Position 619: 4.1583758346200416e-05
Position 4420: 4.149214972874014e-05
Position 3201: 3.928896957370761e-05
Position 3397: 3.925231403613178e-05
Position 2517: 3.910998723021931e-05
Position 1475: 3.555353023654487e-05
Position 3092: 3.498896575472233e-05
Position 2129: 3.415474984858195e-05
Position 470: 2.6430569786990786e-05
Position 1910: 2.546760550483156e-05
Position 1859: 2.496536524231394e-05
Position 945: 2.3370153238022357e-05
Position 1414: 2.2547643158311117e-05
Position 4543: 2.1017385165210607e-05
Position 550: 1.9140263542883134e-05
Position 1466: 1.6169550908834326e-05
Position 1930: 1.5005945945322557e-05
Position 112: 1.1519211985920645e-05
Position 916: 1.1355166640729765e-05
Position 1895: 1.1185743992202983e-05
Position 361: 1.073525487376615e-05
Position 2974: 1.0697272661925188e-05
Position 1029: 1.0504631567978913e-05
Position 1644: 1.022381082941211e-05
Position 1561: 9.121490340365565e-06
Position 809: 8.765169412851349e-06
Position 269: 6.985274854601479e-06
Position 742: 6.466922776227524e-06
Position 910: 5.43052311947667e-06
Position 776: 5.213142510164002e-06
Position 792: 5.182458141823121e-06
Position 289: 4.816386120439091e-06
Position 2747: 4.096331812189939e-06
Position 484: 4.0303856685842e-06
Position 671: 4.030327771275071e-06
Position 1986: 2.4790553332229986e-06
Position 2435: 2.4764323105204863e-06
Position 1870: 2.0179336204075264e-06
Position 304: 6.939964275035318e-07
Position 3964: 5.717017708029232e-07
Position 763: 4.6776017589058765e-07
Position 1253: 3.6774021561024856e-07
Position 942: 3.166554669090261e-07
Position 561: 2.645596287396379e-07
Position 395: 2.1956722161294574e-07
Position 385: 2.1904573456041182e-07
Position 862: 1.6097407211642025e-07
Position 1082: 1.4987143020996812e-07
Position 3957: 1.40039352356942e-07
Position 376: 1.2578855254668478e-07
Position 359: 9.887052084570217e-08
Position 1712: 8.491453465549562e-08
Position 1954: 5.3936123690125934e-08
Position 1368: 4.36188665149662e-08
Position 1940: 4.078956713549726e-08
Position 2652: 2.4208197413184942e-08
Position 2524: 1.6152414061716717e-08
Position 1915: 1.3096655929103176e-08
Position 931: 1.2047450282607872e-08
Position 811: 9.538294768769836e-09
Position 266: 5.428905416168746e-09
Position 1799: 4.183104433215078e-09
Position 1113: 1.737466829550802e-09
Position 1912: 1.2842810688799038e-09
Position 709: 1.0242361801765635e-09
Position 1085: 6.767337094637763e-10
Position 683: 4.704362506811216e-10
Position 1101: 1.4510755700190358e-11
Position 155: 5.516153177835296e-12
Position 868: 5.1055573491931556e-12
Position 127: 3.2805453404636657e-12
Position 370: 3.0838594563962216e-12
