Gene = GLIPR2
Position 26761: 0.05662663676011927
Position 3662: 0.04966230318548524
Position 5100: 0.04745499576913027
Position 11605: 0.04343809891632345
Position 992: 0.0413472894195336
Position 25959: 0.03301477397649488
Position 9317: 0.026791510900700297
Position 14105: 0.026659398791885384
Position 19787: 0.026484463455246535
Position 5488: 0.023580435052623045
Position 9012: 0.017871050802185186
Position 17553: 0.016136859355338696
Position 5277: 0.016076286402386696
Position 3286: 0.014001879105605113
Position 1902: 0.01393896368361891
Position 9164: 0.013673139002343508
Position 15597: 0.0119690202155835
Position 8897: 0.011749355005218886
Position 5639: 0.010129008960685179
Position 2954: 0.009962812236620013
Position 5657: 0.009918836115263388
Position 5435: 0.009784314013790945
Position 4678: 0.009660878918155803
Position 2708: 0.009578004629156549
Position 13573: 0.009467895611131656
Position 9605: 0.008632097444016973
Position 11822: 0.008565808592120371
Position 10658: 0.008201153367247202
Position 8025: 0.007842452940639021
Position 14857: 0.007098174417167858
Position 9189: 0.006805315915308694
Position 10972: 0.006403270721122168
Position 17540: 0.005623735561372338
Position 7720: 0.00560340363193713
Position 10700: 0.005564913681684077
Position 19536: 0.005338411162966541
Position 878: 0.004910089594702467
Position 1060: 0.004900634838177479
Position 12895: 0.004547496842571658
Position 11780: 0.004512901228668163
Position 12739: 0.004367338347860033
Position 11254: 0.004273409064756997
Position 10073: 0.004121600898769072
Position 3209: 0.0040842928161818415
Position 5663: 0.003844037780548196
Position 25707: 0.003787441707971768
Position 9707: 0.003784032420438187
Position 8091: 0.0037505731326632793
Position 3675: 0.003557353470873614
Position 973: 0.0034064301433654963
Position 8252: 0.0033540798755963435
Position 955: 0.0032689376857342077
Position 13922: 0.0032463954180680615
Position 7177: 0.003152554814920944
Position 13925: 0.0028785648648219195
Position 7209: 0.0026134984822430525
Position 14953: 0.002589043923133352
Position 5314: 0.0024244337206687887
Position 3245: 0.0023945008707635627
Position 7320: 0.00224706054071789
Position 17229: 0.0022127239973889694
Position 5715: 0.0021802455627390315
Position 13653: 0.002166201913353642
Position 3008: 0.00212807035171685
Position 10621: 0.0020770708061542318
Position 12637: 0.0019112887419267266
Position 14755: 0.0017682504567668096
Position 26507: 0.0017207465833234885
Position 15567: 0.0016635488454153518
Position 9730: 0.0015946356016557739
Position 11117: 0.0014582908907575702
Position 2983: 0.0012613919492060757
Position 1959: 0.001136411193894781
Position 3107: 0.0010523145466153645
Position 11615: 0.0010009470331772909
Position 14355: 0.0009555734597791129
Position 4700: 0.0009545794294276473
Position 2923: 0.0009534214186134305
Position 5718: 0.0008856294595834415
Position 9771: 0.0008656649201130833
Position 9765: 0.0007374625602199977
Position 21534: 0.0006473892591920999
Position 3512: 0.0006137449397287116
Position 801: 0.0006130056658229258
Position 13897: 0.0005238276974122909
Position 3075: 0.0005221668792408947
Position 4756: 0.0005144640782962261
Position 15241: 0.0005044831538925121
Position 3697: 0.0004989766519342019
Position 2041: 0.0004987739044434486
Position 5516: 0.0004920341694432109
Position 3032: 0.0004792831000321382
Position 13914: 0.00047149839060155733
Position 20292: 0.00043649486606312887
Position 4656: 0.00041303136424330274
Position 3903: 0.0004093963452759088
Position 3739: 0.0003864523040126557
Position 17991: 0.0003828251265226414
Position 1085: 0.00038122861035126297
Position 1839: 0.0003692852119449363
Position 3478: 0.0003583528411472063
Position 1926: 0.0003503832502556404
Position 12777: 0.0003471143243737346
Position 2904: 0.00033579449064667844
Position 2037: 0.00033146105299548844
Position 13959: 0.00032847133743322594
Position 743: 0.0003022884355191636
Position 15626: 0.00029938037072802946
Position 14388: 0.0002810617862180483
Position 13619: 0.0002529173344838988
Position 890: 0.0002471589071309839
Position 16646: 0.00024430901752740575
Position 21512: 0.00022649290338249306
Position 2011: 0.00022583913276214175
Position 5226: 0.00022573918234915777
Position 995: 0.00021065765144779382
Position 1914: 0.0002080128941168785
Position 21088: 0.00020063588922022657
Position 4428: 0.00019788854446714727
Position 16769: 0.00018574562368031206
Position 1809: 0.00017153894847663647
Position 1100: 0.00014388365435594763
Position 16734: 0.00011484851661692148
Position 16847: 0.00010382737612541085
Position 2626: 0.00010363075464893023
Position 16879: 0.00010360182953473633
Position 335: 9.382840125967858e-05
Position 4187: 9.379057220975878e-05
Position 19080: 8.853730470610941e-05
Position 3924: 8.041869724238873e-05
Position 2402: 7.182452131354457e-05
Position 1500: 7.049388131440438e-05
Position 17972: 6.89531002356347e-05
Position 1524: 6.215634498816677e-05
Position 11986: 6.160935501109863e-05
Position 16607: 5.341971691901231e-05
Position 12055: 4.8249216082861854e-05
Position 20140: 4.5365880204952053e-05
Position 18920: 4.4184072469051595e-05
Position 15531: 4.3620439385377385e-05
Position 16504: 4.3572828096575465e-05
Position 16779: 4.151772781540658e-05
Position 1574: 3.873455357086307e-05
Position 2822: 3.445562243028691e-05
Position 21644: 3.3910045674302345e-05
Position 4712: 3.2099544734426456e-05
Position 25567: 3.1119253659258465e-05
Position 1661: 2.9997219734677313e-05
Position 1438: 2.945175186893017e-05
Position 1664: 2.5256563827628534e-05
Position 20696: 2.4122671880545846e-05
Position 1342: 2.410433441851031e-05
Position 4682: 2.2950889671590737e-05
Position 17812: 1.9697479357767037e-05
Position 4093: 1.9595010961205455e-05
Position 5342: 1.764128079717855e-05
Position 2399: 1.557503535949386e-05
Position 3679: 1.4894261973121348e-05
Position 3294: 1.4673935980885062e-05
Position 3029: 1.4225783528591323e-05
Position 3951: 1.35162243673363e-05
Position 4953: 1.2859659705727798e-05
Position 628: 1.2813237193340162e-05
Position 1309: 1.1833347173651333e-05
Position 14582: 1.1248113326926282e-05
Position 14579: 1.0348451481384994e-05
Position 1349: 1.0302066884401984e-05
Position 1823: 9.023032867246561e-06
Position 2752: 7.16398251651147e-06
Position 4240: 6.5872199019337e-06
Position 17995: 6.491093171914183e-06
Position 6935: 6.281483053518322e-06
Position 6774: 6.251751654744564e-06
Position 1642: 6.130776395700583e-06
Position 6932: 5.735431790940781e-06
Position 15423: 4.855975039700577e-06
Position 19039: 4.758190665303358e-06
Position 2459: 4.756206938427346e-06
Position 17042: 4.527963855116337e-06
Position 5905: 4.2885541475368e-06
Position 14452: 3.952629928901417e-06
Position 1971: 3.553021480002493e-06
Position 582: 3.2366521619421063e-06
Position 14421: 2.445323659051097e-06
Position 577: 2.164042707027271e-06
Position 13254: 2.1254427222330134e-06
Position 705: 1.7147625239534802e-06
Position 16523: 1.5958196387385137e-06
Position 1598: 1.5761809874869474e-06
Position 1021: 1.4480257346219902e-06
Position 6525: 1.43502000420427e-06
Position 2720: 1.3618571109618331e-06
Position 5815: 1.295097293287147e-06
Position 6029: 1.2935449351806184e-06
Position 2375: 1.280341764212456e-06
Position 2404: 1.171589206369037e-06
Position 1690: 1.166744720317849e-06
Position 3017: 1.1506066003347231e-06
Position 2769: 1.083379420370202e-06
Position 779: 9.493227178146473e-07
Position 13876: 8.715904630917025e-07
Position 14547: 7.501219863532458e-07
Position 1731: 5.174178890311028e-07
Position 338: 4.823543002346485e-07
Position 1471: 4.177305834376961e-07
Position 6067: 3.741429375648778e-07
Position 1069: 2.1030225381381678e-07
Position 504: 2.0422421570990284e-07
Position 17444: 2.0122986730525562e-07
Position 2596: 1.67713869523432e-07
Position 426: 1.2983668084281155e-07
Position 421: 1.1736177355724205e-07
Position 1164: 9.757777761744796e-08
Position 1357: 9.485145662192127e-08
Position 1622: 8.611254394129592e-08
Position 845: 7.716710418407204e-08
Position 849: 7.460805779113974e-08
Position 1199: 7.19051224288347e-08
Position 380: 6.126691472452056e-08
Position 1666: 5.2143089218522785e-08
Position 1173: 4.9770075347661996e-08
Position 2295: 4.8079448285170576e-08
Position 2498: 3.4018606910034664e-08
Position 1028: 3.14362147677788e-08
Position 682: 2.7504408460218058e-08
Position 1031: 2.5557301447892376e-08
Position 1010: 2.4650805983915663e-08
Position 807: 2.3357729949391472e-08
Position 397: 1.9502327312277248e-08
Position 394: 1.807067339215662e-08
Position 630: 1.3685021737193182e-08
Position 15622: 5.876862260922842e-09
Position 2453: 5.401716457887843e-09
Position 4244: 5.065820855100183e-09
Position 2053: 2.6752837744921622e-09
Position 1786: 1.9810048712568563e-09
