Gene = SIGMAR1
Position 1645: 0.0008353866468463801
Position 1691: 0.0008329374507302436
Position 131: 0.0007606485530861993
Position 1687: 0.0007239462437349451
Position 1917: 0.0007212980943522159
Position 2986: 0.0006590166305183265
Position 915: 0.0005917846487662048
Position 2698: 0.0005750175601129991
Position 172: 0.0005686522449734973
Position 1641: 0.0005675489092143998
Position 2356: 0.00053268977762108
Position 2223: 0.00048730652165165683
Position 187: 0.0004827042023701214
Position 2270: 0.0004663808961873143
Position 2975: 0.0004332116518146213
Position 2227: 0.0004290092101612701
Position 433: 0.0003966811497880392
Position 2353: 0.00037441510256980894
Position 2244: 0.00032752307135662897
Position 1145: 0.0003100248078500286
Position 1545: 0.0003029061794257231
Position 1237: 0.0002800883202683353
Position 2467: 0.00027759014302735307
Position 1098: 0.0002469662331096523
Position 1328: 0.0002465362383833904
Position 2147: 0.0002442558186916842
Position 2143: 0.00023828616800736227
Position 318: 0.00011758064180658978
Position 2781: 0.00010078586281369648
Position 932: 9.766755521719951e-05
Position 1720: 9.251599639123192e-05
Position 1397: 8.764557146825163e-05
Position 2106: 8.225650608178013e-05
Position 364: 7.708119872351741e-05
Position 1383: 7.625291697234423e-05
Position 1834: 7.099720327499856e-05
Position 145: 6.855381684903323e-05
Position 1619: 6.719613689031161e-05
Position 1498: 6.51926457526353e-05
Position 556: 6.305461925717059e-05
Position 1564: 6.118982736449607e-05
Position 2737: 3.8094796326816064e-05
Position 430: 2.7412465781219876e-05
Position 1308: 2.5615012086839448e-05
Position 79: 1.7338506226030752e-05
Position 1508: 1.726968163392938e-05
Position 596: 1.6894634415447e-05
Position 698: 1.3077401920613306e-05
Position 1481: 1.0096966686187957e-05
Position 505: 8.42624404740445e-06
Position 287: 7.888640435807137e-06
Position 174: 6.521699404092677e-06
Position 1332: 6.440335873470632e-06
Position 1200: 6.356344210454386e-06
Position 1744: 5.988962934763503e-06
Position 194: 5.949470887655247e-06
Position 1475: 5.888271915633816e-06
Position 743: 5.643045389836997e-06
Position 1753: 5.503232076821359e-06
Position 277: 4.0422386726919e-06
Position 757: 2.289458327060512e-06
Position 801: 1.5672232844051805e-06
Position 856: 1.3385539410586897e-06
Position 236: 9.913587947747675e-07
Position 786: 8.641584673801139e-07
Position 238: 7.341806240183034e-07
Position 741: 7.09980974199206e-07
Position 859: 5.570250754982114e-07
Position 1175: 4.835027087962837e-07
Position 272: 3.145607939265297e-07
Position 1163: 3.0435841158944706e-07
Position 1249: 2.4349440247459764e-07
Position 217: 2.380662408091414e-07
Position 739: 2.0416376815886239e-07
Position 1261: 1.952182656968671e-07
Position 562: 1.7571224063396647e-07
Position 841: 1.7396075178511616e-07
Position 573: 1.6068873271246342e-07
Position 783: 1.5072577099379155e-07
Position 761: 8.980651674563446e-08
Position 796: 5.4748070084977916e-08
Position 243: 5.275210966194813e-08
Position 267: 3.9605313800657384e-08
Position 196: 3.1857188580905637e-08
Position 200: 3.070633996513385e-08
Position 934: 1.7250306996407357e-08
Position 205: 1.2843124220451507e-08
Position 252: 6.272822795993851e-09
Position 229: 2.2788706994161567e-09
Position 247: 4.164097193479383e-10
Position 581: 4.6747694365097787e-11
