Gene = TBL2
Position 2184: 4.692808307452883e-05
Position 7529: 3.9867484134843797e-05
Position 84: 3.68764083443096e-05
Position 6605: 2.652337082610593e-05
Position 4569: 2.597399402048227e-05
Position 7661: 2.4146392345428826e-05
Position 8281: 2.2021157243109536e-05
Position 6840: 2.11736020637331e-05
Position 8268: 2.1008648037831306e-05
Position 6806: 2.0646038940528535e-05
Position 2013: 2.0424786233223193e-05
Position 4933: 1.9627313276758186e-05
Position 4523: 1.5902957663344555e-05
Position 6117: 1.3300636224236162e-05
Position 6033: 3.722027066102136e-06
Position 7781: 3.6661830241031055e-06
Position 5883: 2.9359945933820285e-06
Position 757: 1.6246751209281154e-06
Position 4472: 1.3707699198176721e-06
Position 4432: 1.3260649688710712e-06
Position 7623: 1.1612092753560101e-06
Position 704: 1.0402503945476524e-06
Position 6904: 9.168431573142584e-07
Position 7855: 8.983827213696307e-07
Position 433: 6.580361207028577e-07
Position 7995: 5.131115099842764e-07
Position 1097: 4.3480467364676933e-07
Position 490: 3.6594937592524413e-07
Position 8364: 2.5605198121822095e-07
Position 1156: 2.4738494458493583e-07
Position 7998: 2.1802406054867756e-07
Position 1076: 1.3254574146301753e-07
Position 774: 1.1822073557316952e-07
Position 8165: 1.1724503752120218e-07
Position 1138: 9.343361212920688e-08
Position 228: 8.372600825818167e-08
Position 5773: 7.488782637694556e-08
Position 798: 3.1075790910025265e-08
Position 5878: 2.3870898973810966e-08
Position 430: 2.3059227151496357e-08
Position 407: 2.125804504265161e-08
Position 634: 1.9934153680988113e-08
Position 231: 1.687782126245803e-08
Position 206: 9.847297710250314e-09
Position 1051: 9.322937923975757e-09
Position 1042: 9.228081606682636e-09
Position 283: 9.222214892188985e-09
Position 992: 7.202331308629746e-09
Position 81: 2.2271514222272324e-09
Position 409: 4.3976426529111253e-10
Position 608: 3.2089669942706775e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 4277: 0.9964132867319279
Position 7818: 0.9377395362323004
Position 5319: 0.8404161360608075
Position 7478: 0.6498048529906256
Position 5820: 0.5754373958355654
Position 4735: 0.49750676920907866
Position 4668: 0.2902370885873006
Position 2089: 0.2646762436474597
Position 5845: 0.23548487891466788
Position 7449: 0.15567237475276993
Position 5368: 0.1089282729860396
Position 4706: 0.06264120076014985
Position 4551: 0.06135387543527257
Position 4703: 0.045320952728358045
Position 6730: 0.0412598951975939
Position 4607: 0.038684025577099226
Position 8363: 0.037360790477122686
Position 8446: 0.03288544245289315
Position 7513: 0.032196353585528574
Position 6755: 0.0314532142096023
Position 8513: 0.02834538782075973
Position 1913: 0.02803588267593462
Position 4631: 0.02752422677989356
Position 3757: 0.027012621790988706
Position 2209: 0.025029889786630906
Position 1902: 0.020276995551504497
Position 4491: 0.019347690552216242
Position 9550: 0.018986229710066235
Position 5604: 0.016722953449917255
Position 7457: 0.01629552970783579
Position 7837: 0.01521313184915147
Position 4511: 0.01175953193917518
Position 5321: 0.009513738482869216
Position 5699: 0.008748609994302868
Position 2389: 0.007646011350468469
Position 5286: 0.00737080782410994
Position 887: 0.007074890964056145
Position 9233: 0.006649865980555207
Position 9213: 0.006628854676353169
Position 2392: 0.0063561962957664805
Position 5644: 0.005825917880919334
Position 9623: 0.005586402310312366
Position 3986: 0.005412454654735092
Position 5405: 0.0054035209297409225
Position 2766: 0.004726104230025288
Position 1219: 0.0045669846279118515
Position 7865: 0.0045402713414363595
Position 1916: 0.003782410535101729
Position 2151: 0.003746163071739701
Position 5742: 0.003565741123263568
Position 8770: 0.0034774695861362775
Position 5584: 0.003425468675970358
Position 7972: 0.0031228952786844346
Position 7421: 0.0029434592886246947
Position 5825: 0.0029075671981066043
Position 5627: 0.0027949168826091955
Position 3046: 0.0026990514824724457
Position 9568: 0.0026742844503943822
Position 5909: 0.002630337198153808
Position 7510: 0.0026105643013537173
Position 663: 0.002583292283033586
Position 4779: 0.0025795078271618663
Position 621: 0.0025626385866006156
Position 5252: 0.002319553578392928
Position 7373: 0.0022338146398042527
Position 5739: 0.002129217798612078
Position 641: 0.00211788423718215
Position 9413: 0.002037746839903588
Position 8608: 0.0019699803587554738
Position 8486: 0.0019156372861300257
Position 1010: 0.0018873412914661527
Position 4767: 0.0017258113113136798
Position 5542: 0.0017130458410918809
Position 5559: 0.0017098112306354045
Position 1244: 0.001602888598679344
Position 2786: 0.0015647942925015137
Position 616: 0.0015582551482947826
Position 7552: 0.001520561865234085
Position 9734: 0.001444556112299518
Position 2983: 0.0014439562719585175
Position 4670: 0.001422366972155189
Position 2096: 0.0014149954231327435
Position 5869: 0.0014095655206872876
Position 7486: 0.0013852173627381605
Position 3813: 0.0012604586550739507
Position 4578: 0.0012228158822992616
Position 5257: 0.001219032021617608
Position 5876: 0.0011742040056756783
Position 982: 0.0011598608887567058
Position 7348: 0.0011082782950102372
Position 4327: 0.001096091248779303
Position 8646: 0.0010915557577729676
Position 1871: 0.0010474807122095985
Position 7333: 0.0009371876776524188
Position 5652: 0.0009317422178421357
Position 7397: 0.0009105424994944196
Position 5271: 0.0008460466327581655
Position 5577: 0.0008272959031840867
Position 6948: 0.0008219873356850842
Position 3715: 0.0008148272200127443
Position 1779: 0.00079762657929635
Position 2169: 0.0007697330928308631
Position 3810: 0.0007692202640838408
Position 9737: 0.0007418847506658785
Position 9202: 0.0007304255675685356
Position 5118: 0.0006722458737845171
Position 1105: 0.0006192162146455122
Position 2940: 0.0006068488727832563
Position 5657: 0.0005889611497682736
Position 7779: 0.0005814358723123024
Position 9040: 0.0005774105758155362
Position 9780: 0.0005728030183076594
Position 5773: 0.0005558590076270676
Position 5947: 0.0005512612782678171
Position 3718: 0.0005444414921807284
Position 7519: 0.0005394494812221342
Position 1530: 0.0005308229232816947
Position 7525: 0.0005292465738973534
Position 3027: 0.0005255096653036081
Position 1223: 0.000521407546977107
Position 771: 0.0005166751930245797
Position 4006: 0.0005157611463679177
Position 9055: 0.0005125032755302345
Position 2184: 0.0005123621415084496
Position 4219: 0.00045582943227199775
Position 6922: 0.0004438536695177753
Position 9763: 0.0004425930434110475
Position 717: 0.000433654118297061
Position 4324: 0.0004308789480330642
Position 5093: 0.0004157762426201849
Position 6896: 0.00040378250942738194
Position 8519: 0.0003932847612852251
Position 4676: 0.0003878913774657239
Position 8627: 0.00038511647922914965
Position 3007: 0.00038460836306053567
Position 3982: 0.0003789831201445162
Position 3857: 0.0003492513249016319
Position 550: 0.00034565969855923965
Position 8179: 0.00033729372669340257
Position 714: 0.00033601646120793633
Position 7252: 0.0003356411692919358
Position 748: 0.0003337816955269595
Position 1887: 0.00033312578257569276
Position 2492: 0.0003224487515316636
Position 8819: 0.00031456554551989683
Position 7429: 0.000309885019238573
Position 6893: 0.00030771416907559397
Position 2851: 0.00029459262934177654
Position 4760: 0.00027819217621101916
Position 7719: 0.00027384331927255795
Position 5414: 0.00025500827759238125
Position 9043: 0.00025479927893640614
Position 5575: 0.00025337793569179764
Position 2133: 0.0002437623447942511
Position 2219: 0.00023871003530971004
Position 2762: 0.00022972443211722384
Position 7280: 0.00022796172643392256
Position 4634: 0.00022562150301148293
Position 5720: 0.0002179694858057768
Position 1793: 0.00021459232348363104
Position 4158: 0.00020727117055015308
Position 5684: 0.0001995704919586826
Position 1919: 0.0001980155113361657
Position 5471: 0.00019735791430103644
Position 1932: 0.0001881534927804315
Position 5431: 0.00017586709923744824
Position 490: 0.00016860968164831734
Position 4974: 0.00016795245074188137
Position 2394: 0.00015452455712473874
Position 256: 0.00015120438824768536
Position 5187: 0.00015083984239567535
Position 5245: 0.0001456062931320227
Position 187: 0.00014342354004282532
Position 3828: 0.00014210012263174055
Position 1016: 0.00014029645583830622
Position 1056: 0.00013706898320406686
Position 6349: 0.0001360499196227512
Position 3093: 0.00013438510503060522
Position 3772: 0.00013099948203007734
Position 4562: 0.00012456441377065874
Position 5203: 0.00011787393572240105
Position 154: 0.00011720870409092878
Position 4929: 0.00011363716208358753
Position 4161: 9.99945455822769e-05
Position 7910: 9.934919695367802e-05
Position 216: 9.753285270257131e-05
Position 4933: 9.712126811314504e-05
Position 1700: 9.510623701835687e-05
Position 8944: 9.466034333818185e-05
Position 1294: 9.448251303601694e-05
Position 2418: 9.299081687300613e-05
Position 6098: 9.070917218992771e-05
Position 904: 8.952669059442764e-05
Position 1085: 8.946859840543935e-05
Position 4330: 8.936194905076159e-05
Position 7906: 8.465728932164084e-05
Position 8783: 8.12337065373693e-05
Position 9337: 7.931323702970163e-05
Position 4400: 7.781648819312862e-05
Position 1033: 7.678642742804476e-05
Position 9153: 7.329456837252337e-05
Position 5290: 6.862494160171988e-05
Position 4517: 6.793576217916443e-05
Position 1065: 6.776609665559702e-05
Position 5377: 6.59736118801791e-05
Position 2035: 6.418881873371932e-05
Position 4585: 6.367021339520212e-05
Position 9486: 5.8950185767607057e-05
Position 7693: 5.811169870880038e-05
Position 6736: 5.798688802629872e-05
Position 6812: 5.6344747935163735e-05
Position 123: 5.62738243879342e-05
Position 5437: 5.621321311235479e-05
Position 5765: 5.543339526147215e-05
Position 2702: 5.089074111014921e-05
Position 9355: 5.0547948430590644e-05
Position 2052: 5.051656999163583e-05
Position 8159: 5.0123736445822925e-05
Position 5717: 4.9473412773240087e-05
Position 1631: 4.9450307918037736e-05
Position 4241: 4.8429284069609856e-05
Position 2250: 4.616192968676477e-05
Position 5163: 4.469482622659218e-05
Position 6171: 4.411088192997384e-05
Position 7201: 4.3662145849308674e-05
Position 9663: 3.812295316334476e-05
Position 5196: 3.677632465412881e-05
Position 5883: 3.618190529498985e-05
Position 5674: 3.533509539993493e-05
Position 376: 3.505756065697551e-05
Position 693: 3.225432362395584e-05
Position 7294: 3.0234854631332665e-05
Position 7112: 2.8644108724316895e-05
Position 1850: 2.449540422424325e-05
Position 6155: 2.4435045728616442e-05
Position 1883: 2.423686288319725e-05
Position 7227: 2.379593360094144e-05
Position 4090: 2.196961771168588e-05
Position 5506: 2.0613803383355617e-05
Position 523: 2.0296516832209378e-05
Position 5166: 1.8994926636824216e-05
Position 7198: 1.8935733039928028e-05
Position 6511: 1.841129097757712e-05
Position 5744: 1.7381408131502297e-05
Position 5681: 1.7040997969742126e-05
Position 5416: 1.6694000233020915e-05
Position 4472: 1.6155586354999684e-05
Position 1384: 1.5852310667143605e-05
Position 1921: 1.57830408914513e-05
Position 6197: 1.5677902911020527e-05
Position 6829: 1.5353951210542783e-05
Position 5019: 1.4843451589687005e-05
Position 5292: 1.4141309995007173e-05
Position 7659: 1.4016519482385183e-05
Position 5686: 1.3714954584521619e-05
Position 6535: 1.3624198852698124e-05
Position 5037: 1.2795204253705262e-05
Position 644: 1.1057018356172028e-05
Position 5228: 1.0397760244367011e-05
Position 1722: 1.0197715069140948e-05
Position 1138: 9.695567150174317e-06
Position 5781: 9.296009547862139e-06
Position 4783: 8.79162421169396e-06
Position 1976: 8.213392020389834e-06
Position 859: 7.984906908218682e-06
Position 1072: 7.896907502282386e-06
Position 5513: 7.778533018581786e-06
Position 6369: 7.59669095763244e-06
Position 1037: 6.942510164120796e-06
Position 7056: 6.538808841706875e-06
Position 908: 6.2479632590290574e-06
Position 4853: 6.22978550509634e-06
Position 941: 5.362432739462821e-06
Position 4841: 5.178038065813894e-06
Position 8032: 4.8157495078422316e-06
Position 1702: 4.71878006511436e-06
Position 5666: 4.208290056453439e-06
Position 4978: 3.981721397410507e-06
Position 4793: 3.932080636360957e-06
Position 7989: 3.243144035332379e-06
Position 189: 2.841487131194867e-06
Position 4954: 2.61642958162745e-06
Position 5223: 2.2937388676709266e-06
Position 774: 2.1672250757259146e-06
Position 247: 2.0925410418218384e-06
Position 1146: 2.0065528847890465e-06
Position 4035: 1.9110363973964586e-06
Position 823: 1.8562860234539664e-06
Position 1381: 1.7742455896983306e-06
Position 955: 1.7635118251321945e-06
Position 898: 1.7607960596826005e-06
Position 646: 1.423391762553417e-06
Position 1027: 1.4082694963908585e-06
Position 5208: 1.2819955702959825e-06
Position 6419: 8.308406406919674e-07
Position 5175: 5.248967622584665e-07
Position 2628: 4.0719134157054787e-07
Position 2241: 3.973584924886579e-07
Position 2326: 2.473870274821819e-07
Position 844: 2.4151241429374564e-07
Position 2013: 2.2312678656342035e-07
Position 7632: 2.0022074181122764e-07
Position 927: 1.889688390849576e-07
Position 1330: 1.4145122840131642e-07
Position 7695: 8.935990007679387e-08
Position 779: 2.9528768471263388e-08
Position 129: 2.7761365209661076e-08
Position 4991: 2.764405542356683e-08
Position 525: 1.745793840642304e-08
Position 511: 1.3223902501704032e-08
Position 1149: 1.3148419678088225e-08
Position 138: 1.04239610779505e-08
Position 854: 8.669501747784225e-09
Position 1040: 7.569763540871365e-09
Position 5048: 7.357021999953919e-09
Position 1121: 6.600694957080635e-09
Position 865: 3.1972930644908444e-09
Position 354: 2.9508187411207054e-09
Position 784: 2.6012950962578885e-09
Position 323: 2.430125235191603e-09
Position 352: 2.293367603094809e-09
Position 1408: 1.6034077029390716e-09
Position 228: 7.694290538443354e-10
Position 221: 6.281100912416906e-10
Position 357: 5.928407935719679e-10
Position 265: 1.2144207451995523e-10
Position 349: 1.049351264535518e-10
Position 790: 7.165203737899088e-11
