Gene = ATPIF1
Position 227: 0.9618623005435841
Position 1703: 0.36427150978486716
Position 499: 0.1737956734696546
Position 936: 0.05181309202142725
Position 437: 0.05038022631063635
Position 1521: 0.04941226885664553
Position 1562: 0.04796154955501562
Position 752: 0.041840787784304306
Position 1013: 0.036069045526751754
Position 1942: 0.02530625219077593
Position 1401: 0.022438786280286154
Position 625: 0.022070897881841467
Position 1627: 0.021231035486034364
Position 1159: 0.0212135464665772
Position 1277: 0.020487065578324738
Position 208: 0.016355687151408418
Position 1436: 0.009977273196941725
Position 1297: 0.009642729905451161
Position 1710: 0.006618425698698459
Position 693: 0.006213603478842282
Position 969: 0.004841157044333641
Position 805: 0.004394876554071561
Position 1542: 0.004350619571266973
Position 1750: 0.004214891470608315
Position 458: 0.003946125099709778
Position 658: 0.0036362991015936835
Position 1349: 0.0034996104746926704
Position 645: 0.0030916032357885563
Position 795: 0.0027796623619822346
Position 525: 0.002773675281667847
Position 1963: 0.0027084202918044266
Position 1483: 0.002615325529017289
Position 1208: 0.0020823983024185868
Position 1636: 0.002050785926660907
Position 1897: 0.0018770424553643153
Position 615: 0.001875833012712238
Position 1468: 0.0018333381859326017
Position 531: 0.0017919069857391936
Position 1666: 0.0011679436736053632
Position 762: 0.0011265827856557279
Position 899: 0.001063429783138084
Position 1072: 0.000797268123360652
Position 1008: 0.0007532906989373741
Position 786: 0.0007356351108979051
Position 882: 0.000626728758990019
Position 510: 0.0005899797701056067
Position 1770: 0.0005856543126793311
Position 1443: 0.0005813167358803691
Position 1105: 0.0005714672552761635
Position 1773: 0.0005395657307243305
Position 1164: 0.0005379498603436415
Position 267: 0.00037859396743208267
Position 1705: 0.000367186537533445
Position 665: 0.0003543929665219697
Position 822: 0.00033871397681634025
Position 1485: 0.00026520215268690975
Position 1865: 0.0002389360998371055
Position 233: 0.00013002797948619534
Position 939: 0.000126415255180637
Position 1010: 0.0001187761208899619
Position 1753: 0.00011348992997764658
Position 1240: 0.00010758459791416113
Position 1729: 9.084985454552597e-05
Position 1791: 8.542083580022062e-05
Position 1649: 6.645582082708779e-05
Position 824: 6.469939521051804e-05
Position 287: 3.8950903183116856e-05
Position 917: 3.5430170657313894e-05
Position 909: 3.0283163762471063e-05
Position 976: 2.736743359775565e-05
Position 1591: 2.725746309219989e-05
Position 1686: 2.4014448222396557e-05
Position 1573: 1.7378348409265128e-05
Position 1567: 1.686172052018006e-05
Position 1503: 1.5972454967712978e-05
Position 346: 1.2077573787345382e-05
Position 291: 1.1276696075656923e-05
Position 296: 1.120418698128849e-05
Position 828: 1.1068305100497683e-05
Position 771: 1.0275731121404272e-05
Position 1815: 1.0223578492264474e-05
Position 1715: 9.98668888609748e-06
Position 1795: 8.542021330661422e-06
Position 1406: 8.486201048623343e-06
Position 1776: 8.198988233989514e-06
Position 1812: 7.736361134290603e-06
Position 1846: 5.176706275282618e-06
Position 1255: 5.145493540138396e-06
Position 1496: 5.103532201474142e-06
Position 1303: 5.085856922108291e-06
Position 341: 4.694397959539689e-06
Position 1017: 2.2578333902350025e-06
Position 293: 2.0217477836116987e-06
Position 289: 1.0604979427337675e-06
Position 166: 5.952421467506345e-07
Position 137: 8.466320493781527e-08
Position 946: 3.646771676709802e-08
Position 1109: 5.319835268885191e-09
Position 324: 5.0483036633942585e-09
Position 305: 3.9765915365120925e-09
Position 151: 3.228101557900909e-09
Position 303: 7.047956640450703e-10
Position 103: 5.694228798976467e-10
Position 120: 5.636855168523848e-10
Position 114: 4.4262616123974574e-10
