Gene = GATAD1
Position 835: 0.007424100642903151
Position 5560: 0.007390051188301331
Position 5593: 0.0060122031793774545
Position 10828: 0.005836121546379103
Position 7452: 0.0053892066054157745
Position 1014: 0.005212659014029911
Position 7097: 0.004826429079767441
Position 9444: 0.0044280737202685265
Position 11136: 0.004041832279051984
Position 5820: 0.003748556480388244
Position 10725: 0.0034897632232353108
Position 3037: 0.0032741857307589865
Position 3460: 0.0031370962280986518
Position 1854: 0.0030633334501942652
Position 6765: 0.0030591220594688765
Position 10170: 0.0029534734721327724
Position 850: 0.002845587365233056
Position 2500: 0.0027733625759257946
Position 3101: 0.0022863873977800897
Position 945: 0.002269209898159391
Position 11229: 0.002260090554614482
Position 9135: 0.0022392682712705455
Position 7323: 0.0022046455644063843
Position 3558: 0.0020915638716871533
Position 695: 0.0020390735836449112
Position 3553: 0.0020142700148912704
Position 7125: 0.00198364609174872
Position 3487: 0.0019652001758428913
Position 2271: 0.001908542721457077
Position 3153: 0.0018913067598880732
Position 1336: 0.0017612271515487035
Position 9762: 0.0016599088677457011
Position 498: 0.0016521559556668002
Position 7593: 0.0016398273454066904
Position 8012: 0.0013245028276822547
Position 2116: 0.0013167483426979537
Position 10764: 0.0012109551157614574
Position 7338: 0.001177567389756811
Position 670: 0.0011636834036364485
Position 1300: 0.0011301879740037242
Position 6306: 0.001119620961637792
Position 11032: 0.001004049765117318
Position 1682: 0.0010001214798698904
Position 6310: 0.0009947309604714798
Position 4375: 0.0008979141873581436
Position 7935: 0.0008902429415575833
Position 2359: 0.0008890129782489543
Position 2998: 0.0008704841979244466
Position 11301: 0.0008507119483977277
Position 5446: 0.0008212366473262282
Position 1525: 0.0008139593695160301
Position 1321: 0.0007980967559970091
Position 398: 0.0007433620847375179
Position 910: 0.0007355617821994567
Position 2312: 0.0006882570498852402
Position 4685: 0.0006718538496525271
Position 2925: 0.0006542309209142662
Position 409: 0.0006203693360167437
Position 8075: 0.0006035892406537077
Position 1318: 0.0004975691064549656
Position 8142: 0.0004909149092398377
Position 3413: 0.0004753698955383009
Position 7757: 0.00045345419222309985
Position 3201: 0.00042937354148153846
Position 5164: 0.00042761370992994467
Position 8314: 0.0003993531356028016
Position 3878: 0.00039059292227384404
Position 7525: 0.0003656371252041949
Position 7792: 0.00036547318948633255
Position 7138: 0.0003444978386258411
Position 8745: 0.0003240115911258319
Position 809: 0.0003232635888603092
Position 10570: 0.0002971225817345448
Position 2429: 0.0002900598764521254
Position 9309: 0.00027339932362805655
Position 1536: 0.00026860238337683787
Position 8924: 0.00026505354039058516
Position 7052: 0.00025659815623181495
Position 2971: 0.0002551670683579569
Position 3181: 0.0002542595370751478
Position 10281: 0.00024105375459320901
Position 10267: 0.00020271619698230417
Position 8800: 0.00020145223164197524
Position 10323: 0.00020093395604207383
Position 2475: 0.0001811508832004913
Position 3048: 0.0001752438161637917
Position 8336: 0.00017256332676553125
Position 6983: 0.00016802772472393834
Position 8838: 0.00015654133946254255
Position 711: 0.000147315875640117
Position 8288: 0.00014281434821637398
Position 7542: 0.00013987653957541686
Position 1226: 0.0001381396730656298
Position 10814: 0.00012962832410623546
Position 11336: 0.00012721455878882013
Position 7628: 0.00012693185239637158
Position 2460: 0.00012374378012055677
Position 1373: 0.00011805665077812453
Position 10731: 0.00011667130569673414
Position 1090: 0.00010604523277056495
Position 2084: 0.00010519754655240476
Position 1860: 0.00010248039731603959
Position 735: 9.805326252432237e-05
Position 7296: 9.137330177848218e-05
Position 721: 8.927197766033209e-05
Position 1587: 8.303112349391839e-05
Position 9191: 8.258809032078346e-05
Position 2139: 8.193828341550322e-05
Position 9266: 7.86346716150298e-05
Position 1202: 7.737060354239292e-05
Position 1556: 7.716501184474326e-05
Position 9109: 7.367157819670015e-05
Position 9027: 7.157856925169667e-05
Position 1307: 6.962195175756554e-05
Position 790: 6.919589305551863e-05
Position 1069: 6.80005600854515e-05
Position 8671: 6.158062616171345e-05
Position 891: 6.040202562220509e-05
Position 1078: 5.9697851635087824e-05
Position 8329: 5.964425051955326e-05
Position 1950: 5.8040462555136324e-05
Position 440: 5.575222642140615e-05
Position 476: 5.5256191180425136e-05
Position 3257: 5.0964754644499446e-05
Position 2830: 4.949033863346325e-05
Position 997: 4.8790608516294325e-05
Position 1304: 4.8320496677297304e-05
Position 1726: 4.687203424924088e-05
Position 2658: 4.62561935423529e-05
Position 1133: 4.5436834442906926e-05
Position 2795: 3.707266760469183e-05
Position 1377: 3.443752584137961e-05
Position 1607: 3.3868273208751285e-05
Position 2716: 3.2201183927383685e-05
Position 1164: 2.659445301369314e-05
Position 2290: 2.323792924931512e-05
Position 8135: 1.977926992317309e-05
Position 427: 1.9010969222753626e-05
Position 1389: 1.758226680554115e-05
Position 305: 1.5998478522254277e-05
Position 7194: 1.3849463791015044e-05
Position 743: 1.273981037301829e-05
Position 2783: 1.0620518224326593e-05
Position 557: 9.443042888882898e-06
Position 728: 8.941204589226973e-06
Position 1698: 8.64237859234773e-06
Position 294: 8.143829701786503e-06
Position 1429: 7.411047361025949e-06
Position 751: 7.393048720589846e-06
Position 1443: 6.591302229435948e-06
Position 267: 4.582116396038696e-06
Position 1395: 4.2946439751304536e-06
Position 3307: 4.178391101294234e-06
Position 3269: 4.109381009001116e-06
Position 2151: 2.9579348936861737e-06
Position 339: 2.5234395671162044e-06
Position 1094: 2.307080880552267e-06
Position 1170: 1.9576606169607016e-06
Position 566: 1.7212911401730626e-06
Position 2180: 1.5802677854745056e-06
Position 3005: 1.4488002644588747e-06
Position 1568: 1.2597677198664206e-06
Position 342: 1.0917756561735074e-06
Position 7310: 9.804017576984044e-07
Position 1138: 9.351306415369698e-07
Position 1730: 8.576665959289409e-07
Position 2020: 8.282771130881327e-07
Position 6995: 7.801111290144311e-07
Position 599: 7.07920546295959e-07
Position 500: 5.827258302005279e-07
Position 954: 3.903772094418832e-07
Position 863: 2.7464581442042395e-07
Position 859: 2.2618699698403399e-07
Position 897: 1.9891991608659353e-07
Position 1926: 1.932104720926123e-07
Position 1101: 1.5653422404979236e-07
Position 1590: 1.1594980653790358e-07
Position 1909: 7.843059362100429e-08
Position 525: 7.555523049545352e-08
Position 949: 7.254557678376009e-08
Position 522: 5.8983003820977596e-08
Position 207: 3.1561107836107465e-08
Position 1760: 1.747263344185198e-08
Position 7363: 1.0053871694695313e-08
Position 573: 6.3527785774455454e-09
Position 351: 4.7319759822513415e-09
Position 151: 3.80615223569708e-09
Position 1955: 3.3466092869884503e-09
Position 315: 2.2008046731982124e-09
Position 346: 2.026033432803881e-09
Position 1732: 1.16629256356067e-09
Position 122: 2.4340378322954373e-10
Position 357: 9.465120464891175e-11
Position 128: 2.807850647089363e-12
Position 192: 2.1629356166165618e-13
Position 530: 1.8567048735132757e-13
Position 88: 7.347030473484916e-14
