Gene = CGGBP1
Position 928: 5.830147831549324e-06
Position 1489: 4.499949095781592e-06
Position 1551: 3.7591824423850874e-06
Position 446: 3.5779540470913764e-06
Position 1228: 3.3334599021248738e-06
Position 732: 2.898513477202388e-06
Position 741: 1.8120252180599297e-06
Position 756: 1.751583066910041e-06
Position 700: 1.7195810099772118e-06
Position 1596: 1.5616740281096664e-06
Position 735: 1.2676218111709448e-06
Position 2090: 1.2295124363909922e-06
Position 1862: 1.1954912495570679e-06
Position 3447: 7.97202228348783e-07
Position 520: 7.065602260833095e-07
Position 3915: 4.3587358027185286e-07
Position 441: 2.76702107617443e-07
Position 3900: 2.3557876117872784e-07
Position 897: 1.2765527766462148e-07
Position 200: 9.645510923983166e-08
Position 769: 6.803623131779995e-08
Position 944: 3.179980710394735e-08
Position 1061: 2.583262475333459e-08
Position 744: 2.4010868316301723e-08
Position 783: 9.538740829592628e-09
Position 1185: 8.478925985088248e-11
Position 750: 3.9107141631883764e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 824: 0.46829082676021244
Position 4173: 0.32905560686834245
Position 2528: 0.320973434888422
Position 3048: 0.26393730875300203
Position 4194: 0.21935939821791384
Position 3000: 0.19311175968078081
Position 7007: 0.16696883400841905
Position 2804: 0.1615092326440076
Position 6375: 0.14330643673845186
Position 1755: 0.11743773339619387
Position 2307: 0.09575309288018659
Position 2611: 0.07702658844954129
Position 851: 0.06120861914664161
Position 1736: 0.03529766034979879
Position 2752: 0.02806874465754214
Position 3064: 0.02775052482317723
Position 1955: 0.02765768527004605
Position 2899: 0.018482772478823822
Position 769: 0.015515058381225957
Position 2489: 0.014301558688055533
Position 4066: 0.012674743921643397
Position 4197: 0.01230880155427794
Position 3344: 0.01167892719265097
Position 916: 0.011280768916767332
Position 2002: 0.009820514986800751
Position 981: 0.009728483570526445
Position 5705: 0.009241853440608284
Position 398: 0.008267902800101314
Position 5170: 0.008209092048313507
Position 1435: 0.008048448552159578
Position 2562: 0.007648633606244601
Position 3119: 0.0070259727133987464
Position 6124: 0.005405091798696759
Position 5631: 0.00461773219467009
Position 2159: 0.004333216802125878
Position 5780: 0.0038555191415211307
Position 1228: 0.0035867097047054715
Position 2358: 0.003430825965023549
Position 1959: 0.0033690437983777567
Position 1488: 0.003356429409532776
Position 4432: 0.0027033186533189303
Position 2131: 0.002249493090411962
Position 2629: 0.0022394230154938874
Position 7099: 0.0021519678683896534
Position 6741: 0.002141914910509829
Position 1917: 0.002139491576148231
Position 4900: 0.0019668323315131797
Position 6345: 0.001961892068958362
Position 5475: 0.0019000695524008415
Position 6472: 0.0018533209013660578
Position 540: 0.0018124714023159793
Position 2784: 0.0017738058610705179
Position 3476: 0.0017495438858798026
Position 2835: 0.0017274331119365026
Position 5831: 0.0016721364460715548
Position 493: 0.0016315398174365746
Position 6090: 0.00146370352989945
Position 461: 0.0014607018184458096
Position 6477: 0.0014365703215997968
Position 3758: 0.0014187083018210604
Position 829: 0.0013993232763804915
Position 2192: 0.0013971000142223278
Position 2277: 0.0013859541764366329
Position 2095: 0.0013201618191383475
Position 5090: 0.0012862708551563402
Position 2260: 0.001256975182595571
Position 5289: 0.0011589892300557787
Position 3070: 0.001151758199216298
Position 6252: 0.001145859010264356
Position 1077: 0.0011364620527534728
Position 1380: 0.0010882062357811942
Position 5226: 0.0010140486424946404
Position 2638: 0.0010092490930669036
Position 4011: 0.0009693954169459203
Position 5063: 0.000912869187812488
Position 4897: 0.0008983745049938391
Position 4866: 0.0008779722992520451
Position 4580: 0.0008668579194900278
Position 6321: 0.0008497966759274039
Position 3247: 0.0008321966669242041
Position 1858: 0.0007771162111913692
Position 1517: 0.0007730849881981149
Position 3093: 0.0007021966364935133
Position 1289: 0.000696624083795116
Position 3066: 0.0006884527997341291
Position 4461: 0.0006767938787838494
Position 5204: 0.0006078978538277762
Position 3943: 0.0005928505108783426
Position 2649: 0.0005774708575277021
Position 3087: 0.0005600908092179016
Position 5044: 0.0005492134831645601
Position 489: 0.0005368181234711711
Position 944: 0.0005310835848457658
Position 422: 0.0005269162944969068
Position 4811: 0.0005078744542353442
Position 1817: 0.0005062386055119843
Position 1903: 0.0004926603642631465
Position 3919: 0.00048440477336353854
Position 1464: 0.00039358925739717146
Position 1829: 0.0003858521670141975
Position 7037: 0.0003431685767414785
Position 5384: 0.0003055822455375407
Position 4399: 0.0002936475610719554
Position 2944: 0.00029356501154282765
Position 1847: 0.00027834463692579013
Position 2312: 0.0002580269140054563
Position 3236: 0.000253315143326585
Position 2136: 0.0002486289141293104
Position 543: 0.00023841893861429196
Position 2039: 0.0002098565135406413
Position 6022: 0.00020828141711205233
Position 5032: 0.00019983354271430032
Position 3707: 0.00019690342801377482
Position 1360: 0.00019111854673284684
Position 4690: 0.00017133382232802552
Position 1833: 0.00015715211000596736
Position 4369: 0.00014309329721922488
Position 1320: 0.00013824871019621412
Position 3366: 0.00013221326681473188
Position 2018: 0.0001298158418662624
Position 1654: 0.00012760822643697556
Position 547: 0.00012134319963338463
Position 3683: 0.00011898646431782623
Position 5010: 9.940764584653788e-05
Position 1586: 9.441601426628501e-05
Position 1240: 8.525693166453802e-05
Position 3150: 7.61276028239817e-05
Position 2112: 7.168650600999397e-05
Position 873: 6.844361645055905e-05
Position 2228: 6.529460680470664e-05
Position 359: 6.433550399637045e-05
Position 950: 5.75724244029791e-05
Position 308: 5.2615111843818126e-05
Position 545: 3.628553515049495e-05
Position 700: 3.625616286934277e-05
Position 741: 3.372927281904758e-05
Position 2580: 3.3449908286127873e-05
Position 997: 2.2551839389328594e-05
Position 1195: 2.1883528124443432e-05
Position 3431: 2.1243823125978764e-05
Position 2366: 1.9794422425736715e-05
Position 311: 1.3663963459383034e-05
Position 357: 1.1836706249234125e-05
Position 353: 1.1769656643287611e-05
Position 340: 1.148929776424398e-05
Position 1275: 1.06759730982594e-05
Position 2573: 1.0123567604772353e-05
Position 552: 9.249329616243404e-06
Position 1004: 8.140985274320407e-06
Position 382: 7.72924291075082e-06
Position 2027: 6.709591423751105e-06
Position 721: 6.2046622313194025e-06
Position 868: 5.943405699489872e-06
Position 622: 5.244190090336103e-06
Position 1270: 4.209433118118641e-06
Position 434: 3.2480997602886306e-06
Position 366: 2.4858569263900545e-06
Position 1606: 2.3456484360738926e-06
Position 1367: 2.1086163244649266e-06
Position 1440: 1.9974269893479934e-06
Position 1928: 1.973537533062529e-06
Position 1707: 1.8744320427303099e-06
Position 1388: 1.5401815855310641e-06
Position 446: 7.159197466024889e-07
Position 1555: 6.402938023749843e-07
Position 363: 6.363290809153925e-07
Position 712: 5.567114449975825e-07
Position 349: 5.301828349031898e-07
Position 374: 5.112858252138656e-07
Position 1522: 3.113102825097177e-07
Position 652: 2.130078951141119e-07
Position 1559: 1.9503313857329826e-07
Position 616: 1.874015634434136e-07
Position 1061: 1.827106066172764e-07
Position 649: 8.677690379226274e-08
Position 625: 6.800990750906535e-08
Position 127: 4.159405949208987e-08
Position 674: 3.7489282363073324e-08
Position 633: 1.985045702064058e-08
Position 662: 1.939176200074007e-08
Position 668: 1.4988424306635523e-08
Position 241: 9.980041000893276e-09
Position 1303: 6.007349921642418e-09
Position 244: 1.1727979649658081e-10
Position 258: 5.16465045602631e-11
Position 248: 2.945958729406294e-11
