Gene = WARS2
Position 1373: 0.010001629985699133
Position 17716: 0.009639919890460967
Position 25286: 0.009501146897273462
Position 16188: 0.009082683131133962
Position 6959: 0.00898051687481542
Position 21926: 0.00855802976372736
Position 853: 0.008290762955361264
Position 876: 0.008266316189043407
Position 19127: 0.008060256445936276
Position 22861: 0.007763427117876294
Position 3039: 0.007433309371377356
Position 4119: 0.0074303367431395335
Position 28004: 0.007381606917066023
Position 2816: 0.00685737370174968
Position 22423: 0.006835541512559213
Position 23861: 0.006642259829113907
Position 18732: 0.006346262297175971
Position 4072: 0.006223315602333024
Position 20372: 0.006095828686654914
Position 6834: 0.005965190477280188
Position 10087: 0.005329950996623215
Position 7762: 0.0053206311436887095
Position 19483: 0.005163731552485182
Position 660: 0.0050381368554413474
Position 22705: 0.005037502822961664
Position 24494: 0.0050374279748593345
Position 20332: 0.0049849237834001855
Position 20165: 0.004941379004734318
Position 20208: 0.004927369294690643
Position 1309: 0.004857749042052671
Position 13808: 0.004839008734707928
Position 7700: 0.004794567834751231
Position 3697: 0.004564303286332619
Position 8016: 0.00447342921926228
Position 7658: 0.004318874353853424
Position 19693: 0.004236275365049886
Position 18181: 0.00415725389421599
Position 3766: 0.004037221473424999
Position 5378: 0.003857363066589838
Position 21678: 0.003515522987456168
Position 18355: 0.003513354710890895
Position 21961: 0.003503917101085598
Position 19413: 0.0033843850096572127
Position 16208: 0.0033303466215173043
Position 16479: 0.003293887034424513
Position 3709: 0.0031349926897135303
Position 19343: 0.0030765115117580327
Position 19079: 0.002898146331132628
Position 1110: 0.002892093731036344
Position 7975: 0.002787361760914825
Position 1780: 0.0027520130480082694
Position 20999: 0.002697746989048991
Position 16510: 0.0025851480941518202
Position 20776: 0.0024260257473660224
Position 3986: 0.002387124255855418
Position 19320: 0.0023394347817407915
Position 21887: 0.0023076050811252566
Position 9587: 0.002291268082929213
Position 18796: 0.00228289372218397
Position 18502: 0.0022770846162874134
Position 657: 0.0022379320480603454
Position 1399: 0.002205813136434004
Position 19374: 0.002195976724639179
Position 21752: 0.0021800699647241046
Position 24775: 0.0020992316621031687
Position 20754: 0.001954441749372044
Position 20601: 0.001926776353185083
Position 20544: 0.0019256919272697772
Position 881: 0.0019186916197318628
Position 9694: 0.0017189536182801882
Position 19142: 0.001678882056325872
Position 1444: 0.0016275561842925721
Position 21238: 0.0015863874835356816
Position 7898: 0.0015220151218302295
Position 812: 0.00150228168667146
Position 2260: 0.0014919796378918208
Position 17550: 0.001437159179776034
Position 845: 0.0014318813417332165
Position 5277: 0.0013889565293584666
Position 19194: 0.0013526399849573616
Position 6698: 0.001267725813002228
Position 18869: 0.0012538966650175892
Position 17101: 0.0012141081293817752
Position 23551: 0.0011454449900062877
Position 17845: 0.001132292283440843
Position 7563: 0.0010990531018757828
Position 310: 0.0010482166964247217
Position 23140: 0.0010447252768885393
Position 17208: 0.0010444651529611184
Position 17303: 0.0010431209708380716
Position 20106: 0.001014223011749187
Position 13584: 0.0009711080296130083
Position 10963: 0.0009541160634125435
Position 1230: 0.0009526825686610239
Position 3404: 0.0009316710204267332
Position 18604: 0.0008136932524898705
Position 2409: 0.0007835294712723866
Position 18693: 0.0007824341450834032
Position 4299: 0.0007754221140275827
Position 5304: 0.0007348813797858391
Position 7911: 0.000700925530064787
Position 2796: 0.000699568996016608
Position 15001: 0.0006843781030539729
Position 7936: 0.0006089553076767669
Position 2749: 0.0005998444993729848
Position 6921: 0.000588170654122928
Position 18314: 0.0005764693668969445
Position 1353: 0.0005648207508828651
Position 4055: 0.0005638117195361658
Position 5307: 0.0005629371783321045
Position 1057: 0.0005580751849217214
Position 19298: 0.0005578939554472383
Position 21749: 0.0005553361987035993
Position 22087: 0.0005441889403530412
Position 18236: 0.0005275281007432518
Position 5419: 0.0005025033761420763
Position 17794: 0.0004938832181486702
Position 6244: 0.0004902241741543369
Position 16184: 0.00048049158539670837
Position 21702: 0.00046360848049408615
Position 2227: 0.00044181777563038116
Position 218: 0.0004398653054633158
Position 2654: 0.0004360146896001633
Position 3674: 0.00043434409390714695
Position 328: 0.00042505980734156674
Position 3936: 0.00042493610529705786
Position 2949: 0.0004063275593434703
Position 1447: 0.00040015953991811984
Position 6372: 0.0003944621867294378
Position 2853: 0.00039223837182803835
Position 17929: 0.0003869032566792977
Position 3797: 0.00037298864106491024
Position 2523: 0.00035418969913561223
Position 1823: 0.00033858918717580446
Position 2825: 0.0003346880701708671
Position 3616: 0.00032885180680693405
Position 1167: 0.00032829709949462073
Position 3809: 0.00032443291789520086
Position 4156: 0.000315879498954466
Position 3074: 0.00031548966403919886
Position 1410: 0.00030281926197208423
Position 1796: 0.0002636973337121099
Position 17329: 0.0002481779757072302
Position 5324: 0.00022957725240065231
Position 19730: 0.00021063714825166418
Position 3837: 0.0002078996633233234
Position 3556: 0.0002033257505305193
Position 19295: 0.00020106751890273806
Position 6375: 0.00019081485598925418
Position 5227: 0.00018964874424506466
Position 2863: 0.00017723264137811716
Position 274: 0.0001693544428370408
Position 8506: 0.0001661922830211181
Position 1246: 0.00016179823886156272
Position 1291: 0.00016112612571384183
Position 5670: 0.00015520780075964238
Position 2818: 0.00014972631148879158
Position 18993: 0.00014432074538223242
Position 1561: 0.00013001497499925366
Position 8590: 0.00010782373371777835
Position 16342: 9.923423731662725e-05
Position 6071: 9.77568899754722e-05
Position 1948: 9.540579526707516e-05
Position 16345: 9.272886519839284e-05
Position 17660: 9.043533784621666e-05
Position 291: 9.030439882671312e-05
Position 17496: 8.180747688012355e-05
Position 2346: 8.167915485019425e-05
Position 3092: 7.949941174179586e-05
Position 6716: 7.169797554011467e-05
Position 573: 7.110028168517826e-05
Position 8907: 6.996834730154827e-05
Position 1881: 6.657630521720591e-05
Position 691: 6.381872220725585e-05
Position 16930: 5.985834328717281e-05
Position 968: 5.555836820701198e-05
Position 3586: 5.538983379769511e-05
Position 6891: 5.166014067768929e-05
Position 2442: 4.933577337491687e-05
Position 2421: 4.798949990388621e-05
Position 6225: 4.617703264783371e-05
Position 2205: 4.376598917068091e-05
Position 4846: 4.158995119460509e-05
Position 2142: 4.115536145369636e-05
Position 6463: 4.019063476350475e-05
Position 2483: 3.904287141768458e-05
Position 570: 3.862158499236527e-05
Position 8782: 3.560736528123216e-05
Position 555: 3.458745048054286e-05
Position 939: 3.271992270723027e-05
Position 1993: 3.262852963288002e-05
Position 5001: 3.2257474652626326e-05
Position 4347: 3.1751499702679444e-05
Position 1013: 2.894644455451864e-05
Position 1630: 2.360359481109438e-05
Position 1172: 2.3189241349879153e-05
Position 11650: 2.3186623072974235e-05
Position 511: 2.207921323653934e-05
Position 598: 1.8858993395515476e-05
Position 3050: 1.8095425429097026e-05
Position 8813: 1.632014687348449e-05
Position 10249: 1.3661371672098606e-05
Position 10959: 1.3429130887254908e-05
Position 1972: 1.3234451192143728e-05
Position 4196: 1.3079042052828384e-05
Position 7839: 1.2374214550137143e-05
Position 279: 1.1897483898808933e-05
Position 5230: 1.0445318762862378e-05
Position 4633: 1.0389944258858806e-05
Position 4392: 1.0038136551705654e-05
Position 6013: 7.993052697271447e-06
Position 6880: 7.639738087376852e-06
Position 11820: 6.849543963725553e-06
Position 10595: 5.971719318826779e-06
Position 5117: 5.665332645117465e-06
Position 10983: 5.541104946402997e-06
Position 5310: 5.366574219390364e-06
Position 9913: 3.921040770940671e-06
Position 9723: 3.499354923125251e-06
Position 9421: 3.0151426899835563e-06
Position 5888: 2.393627403012502e-06
Position 4349: 2.3539287542008746e-06
Position 4389: 1.8374270971103567e-06
Position 4461: 1.7173961476338684e-06
Position 7359: 1.527993436392994e-06
Position 5507: 1.4409863840074774e-06
Position 2024: 1.3936681924345244e-06
Position 4763: 1.0110357232298608e-06
Position 4737: 8.487848204066022e-07
Position 1528: 7.925882985526493e-07
Position 5034: 7.54813287996235e-07
Position 4329: 7.491342436859154e-07
Position 5906: 6.549720552748123e-07
Position 9643: 6.054661808840056e-07
Position 2427: 5.59439793741995e-07
Position 2492: 5.518573706851867e-07
Position 1176: 3.963862694751092e-07
Position 682: 3.4187907922419833e-07
Position 4673: 2.922943466701212e-07
Position 1925: 2.783248361214771e-07
Position 4769: 2.705266108292182e-07
Position 5442: 1.959695350108896e-07
Position 921: 1.890377887337516e-07
Position 1710: 1.8831688336150543e-07
Position 1122: 1.830393443871096e-07
Position 1063: 1.8150375628912236e-07
Position 750: 1.148995022078379e-07
Position 433: 9.09234065054274e-08
Position 581: 7.896763428722012e-08
Position 1257: 6.727345525702122e-08
Position 887: 5.579529991303979e-08
Position 693: 5.092169677711258e-08
Position 544: 2.977357989307064e-08
Position 1589: 2.82502446357481e-08
Position 604: 2.5806687098212134e-08
Position 5393: 2.5342897295465614e-08
Position 377: 2.501951377968035e-08
Position 1834: 2.2914118006428488e-08
Position 820: 2.0688209499039556e-08
Position 670: 1.4812567396951928e-08
Position 161: 1.3488050791217095e-08
Position 594: 1.2934513604541558e-08
Position 435: 8.965723823269721e-09
Position 5119: 7.565764057835314e-09
Position 530: 7.043599780212651e-09
Position 894: 6.896880500134698e-09
Position 5163: 5.838476675823976e-09
Position 672: 2.195443308078874e-09
Position 372: 2.049547969658915e-09
Position 824: 1.8730783323961947e-09
Position 449: 1.4191968717826747e-09
Position 523: 6.06895656489409e-10
Position 527: 4.816288074961774e-10
Position 525: 4.038807492773573e-10
Position 532: 3.187842750472165e-10
Position 1010: 1.7472698514325304e-10
Position 1178: 1.6819356371078982e-10
Position 4813: 1.5220129641530174e-10
Position 451: 1.1292390641111584e-10
Position 126: 5.428549595471693e-11
Position 830: 3.94537519335726e-11
Position 4606: 2.7475055627086825e-11
Position 408: 1.183604503367619e-11
