Gene = ASB6
Position 507: 1.8138521963542292e-05
Position 3575: 1.7865437714454362e-05
Position 2746: 1.7503447297077898e-05
Position 1135: 1.6992040807339573e-05
Position 3206: 1.669298763796063e-05
Position 3547: 1.3869190396402402e-05
Position 3748: 1.30281830036394e-05
Position 3644: 1.2570138004923691e-05
Position 897: 1.1105868477157212e-05
Position 927: 7.934875166149332e-06
Position 1053: 7.87871157381315e-06
Position 914: 6.9410602699613274e-06
Position 587: 6.765449689603922e-06
Position 881: 6.338321250156101e-06
Position 3421: 6.211920872868673e-06
Position 3079: 5.870552911901037e-06
Position 3663: 5.570429076213515e-06
Position 3282: 4.939345108704221e-06
Position 3398: 3.581639839279261e-06
Position 949: 3.438723741081949e-06
Position 2716: 3.395830009583899e-06
Position 405: 3.1570589631085394e-06
Position 3833: 2.7330403770440234e-06
Position 791: 2.397567496558877e-06
Position 3955: 2.056663509711183e-06
Position 650: 1.8226291892347175e-06
Position 3331: 1.4918004582394543e-06
Position 624: 1.360239302152517e-06
Position 890: 8.170459984346522e-07
Position 2797: 6.774905162754825e-07
Position 2865: 5.970677301725986e-07
Position 4000: 5.671184643173284e-07
Position 2768: 4.886181516636344e-07
Position 3889: 4.088242352221812e-07
Position 642: 3.9797610269230323e-07
Position 3385: 2.4537103553268057e-07
Position 3164: 1.8173207506233033e-07
Position 4784: 7.271576499209506e-08
Position 610: 3.582451244743523e-08
Position 106: 2.103230540053837e-08
Position 1173: 6.941764229569368e-09
Position 329: 4.455813882535079e-09
Position 556: 1.8546765440797397e-09
Position 510: 1.3014642202510774e-09
Position 540: 9.72456838824688e-10
Position 367: 8.840896640721975e-10
Position 171: 8.735991914351395e-10
Position 94: 1.8869905752004454e-10
Position 410: 1.4590650430215418e-10
Position 551: 7.814677327629845e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 2656: 0.9838019436687896
Position 3505: 0.9695743845570866
Position 2854: 0.949670740465104
Position 1527: 0.7202547965793531
Position 3707: 0.7099105189466396
Position 4827: 0.3733712724939967
Position 2223: 0.324333652965966
Position 1035: 0.27964650032464133
Position 4320: 0.16932178183729218
Position 4590: 0.1258465986945272
Position 4941: 0.11352387806906726
Position 2427: 0.0732992291318448
Position 4273: 0.06005988311130578
Position 5017: 0.05131892850948031
Position 3833: 0.050825061040315055
Position 1833: 0.049327397200801835
Position 4210: 0.04671326076717124
Position 2011: 0.04337517443675854
Position 1442: 0.04258154361439585
Position 3661: 0.034372247729860333
Position 3913: 0.03132177608450233
Position 4043: 0.030776329529039224
Position 4237: 0.02529863877582729
Position 2917: 0.025083267199837715
Position 4206: 0.016940436028905322
Position 1531: 0.0167145777562479
Position 2181: 0.01566099684567435
Position 516: 0.014956822006773904
Position 1869: 0.012158627912744961
Position 2335: 0.011994780505632852
Position 4567: 0.011042555300332355
Position 4294: 0.00986684027446714
Position 694: 0.009707110080763607
Position 4085: 0.00928462214759352
Position 1384: 0.009050009931238988
Position 4996: 0.009035365039387329
Position 2886: 0.00885089135837779
Position 380: 0.008483603521695384
Position 2125: 0.0068637225874276855
Position 3870: 0.006852513345981409
Position 2568: 0.00627584513321588
Position 4977: 0.006241181914845705
Position 1299: 0.005996461970079972
Position 4669: 0.005594586626918426
Position 4953: 0.005566113876749742
Position 4843: 0.0053176714510856085
Position 2611: 0.00492966340285753
Position 4167: 0.0045381911813741176
Position 739: 0.004503507515858273
Position 1425: 0.0044145446952900055
Position 1328: 0.004404924179008509
Position 4123: 0.003918596160052827
Position 1409: 0.003568708221827643
Position 1883: 0.0035503358999275556
Position 1890: 0.0032487288139696393
Position 2662: 0.0024926897026676057
Position 3539: 0.002385240249686211
Position 4537: 0.0018556569240855874
Position 1697: 0.001775195635705452
Position 4686: 0.0017208591537610863
Position 349: 0.0017139204358369248
Position 940: 0.001554824071735479
Position 4891: 0.001518064207355938
Position 4718: 0.0014621459042103238
Position 1839: 0.0014398049984878619
Position 665: 0.0013992294059518562
Position 5248: 0.001380207289456896
Position 3190: 0.0012800660737220455
Position 3955: 0.0012629906075415894
Position 530: 0.0012286585478999857
Position 2494: 0.0011659118295816507
Position 3178: 0.0011358093480841275
Position 3536: 0.0011234202197979856
Position 1448: 0.0010277805804574497
Position 980: 0.001023687364199625
Position 1127: 0.000932253684104516
Position 1835: 0.0008777249980686805
Position 4751: 0.0008771135162808744
Position 2868: 0.0008610246408145725
Position 1554: 0.0008472535190424297
Position 2622: 0.0007692073416643782
Position 4341: 0.0007437700650219415
Position 799: 0.0007164217777054651
Position 2053: 0.0007024567243546037
Position 4913: 0.0006874276696348355
Position 2706: 0.0006513351517562175
Position 3874: 0.0006369624060395779
Position 577: 0.0006066497346078567
Position 2293: 0.0006030049356930668
Position 382: 0.0006024485631678182
Position 2260: 0.0005590800716915856
Position 3027: 0.0005505479392615871
Position 3713: 0.0005309900279220922
Position 4055: 0.0005100260259681081
Position 960: 0.00047512584396307506
Position 468: 0.00041536831901018963
Position 3681: 0.00039675095919012465
Position 3881: 0.00039434492684586235
Position 897: 0.0003879155469081262
Position 2430: 0.000364061468773907
Position 3104: 0.0003634271857310578
Position 3087: 0.0003150893493707438
Position 4378: 0.0003129798269815092
Position 4846: 0.000302755379883097
Position 2537: 0.00029662630845914476
Position 3915: 0.00028031384499988373
Position 5103: 0.0002555608523973118
Position 2308: 0.0002468778840055136
Position 4799: 0.00021570570108826428
Position 2289: 0.0002041626922322964
Position 619: 0.00019157781168506986
Position 327: 0.00019085925810458597
Position 757: 0.00018699221069700908
Position 1361: 0.0001648234200455983
Position 3778: 0.00016148866319807862
Position 191: 0.00015824507144408126
Position 1721: 0.0001553257939582461
Position 3366: 0.00014790721675337492
Position 1764: 0.0001467989359581061
Position 3734: 0.0001426052172687825
Position 1358: 0.00014217224124391
Position 4132: 0.00013981314380461012
Position 386: 0.0001242480266425805
Position 648: 0.00012002516905472058
Position 2452: 0.00011992444664940663
Position 3746: 0.00010788947547924945
Position 1943: 0.00010503965409571564
Position 133: 9.687459445785846e-05
Position 3797: 9.168207849891048e-05
Position 1491: 9.00451946665681e-05
Position 645: 8.691368250918856e-05
Position 3419: 8.422096145082923e-05
Position 3217: 8.252548371588755e-05
Position 2473: 8.001508447612382e-05
Position 3398: 7.603257818536027e-05
Position 2626: 7.21307604158763e-05
Position 1460: 7.135485379214833e-05
Position 2348: 6.973086785363088e-05
Position 624: 6.821156543888061e-05
Position 2432: 6.724005427115232e-05
Position 1651: 6.544613613801146e-05
Position 3552: 6.426155623378059e-05
Position 249: 6.28399598263521e-05
Position 607: 6.191067975919915e-05
Position 1724: 5.831917414469455e-05
Position 3037: 5.381126404087298e-05
Position 878: 4.955480003677943e-05
Position 3669: 4.643308567375531e-05
Position 2253: 4.580991118169986e-05
Position 1144: 4.222385664323986e-05
Position 1076: 3.950916326546683e-05
Position 2890: 3.8754527906138646e-05
Position 2980: 3.531581686176176e-05
Position 3338: 2.8058494778096008e-05
Position 2194: 2.6299570182227778e-05
Position 3200: 2.6291932845238663e-05
Position 3130: 2.5072756114319908e-05
Position 2638: 2.397090096157534e-05
Position 3589: 2.0811911460755142e-05
Position 420: 1.7285692583586067e-05
Position 3962: 1.4754821741951285e-05
Position 4385: 1.4644123327665045e-05
Position 491: 1.3803491421959686e-05
Position 801: 1.3523100298191755e-05
Position 3045: 1.2650529265154861e-05
Position 670: 1.2247630717850389e-05
Position 474: 1.2146994898386787e-05
Position 3808: 1.1923972320080583e-05
Position 765: 1.1650866855095316e-05
Position 1153: 1.0958467092497987e-05
Position 2863: 1.0750141742782473e-05
Position 4024: 1.042760619874212e-05
Position 1301: 9.634990087812784e-06
Position 1252: 9.336447757901096e-06
Position 4026: 9.126118911280528e-06
Position 1091: 9.014111089185289e-06
Position 1269: 8.713139942024578e-06
Position 3049: 8.150004957853916e-06
Position 4327: 7.78474421428368e-06
Position 2893: 7.669351969441879e-06
Position 2865: 7.515102458267006e-06
Position 1624: 6.6935704577316675e-06
Position 1094: 6.327889701513725e-06
Position 2826: 6.249761852623345e-06
Position 1507: 6.132493807031786e-06
Position 1068: 5.242258551462307e-06
Position 210: 4.8863460993068815e-06
Position 2510: 4.705436706297531e-06
Position 498: 4.3618600414137365e-06
Position 582: 4.28067951288982e-06
Position 3287: 3.996214329795516e-06
Position 579: 3.886585841814637e-06
Position 1334: 3.5991679664085797e-06
Position 2936: 3.18289831523081e-06
Position 3802: 2.906360426565628e-06
Position 3125: 2.724706707234325e-06
Position 1467: 2.533836523486351e-06
Position 3194: 2.409244245494549e-06
Position 3613: 1.885775817458505e-06
Position 650: 1.8485756682581174e-06
Position 3268: 1.7981750797472922e-06
Position 699: 1.7429908543078107e-06
Position 621: 1.6642541306311206e-06
Position 3005: 1.60418091867515e-06
Position 3225: 1.5569295037775397e-06
Position 3139: 1.4270621734846229e-06
Position 4062: 1.1839516989352166e-06
Position 3132: 1.1682383665647655e-06
Position 3057: 1.1323792067315143e-06
Position 399: 1.0820036675346856e-06
Position 3250: 9.372533373434903e-07
Position 804: 7.312180655284301e-07
Position 806: 6.372207828852464e-07
Position 264: 6.240831600558768e-07
Position 3272: 6.100394166362226e-07
Position 3889: 6.051228575656381e-07
Position 672: 6.029874784692771e-07
Position 3147: 4.454629597870475e-07
Position 1181: 4.445421964104727e-07
Position 3378: 4.4055070230461906e-07
Position 1312: 3.982293302190635e-07
Position 837: 3.862784056562153e-07
Position 585: 3.7712301277363733e-07
Position 3248: 3.3909100780792946e-07
Position 986: 3.139512676443741e-07
Position 2959: 3.0783915757263323e-07
Position 1150: 2.9640226502269455e-07
Position 1330: 2.2008399532288145e-07
Position 2130: 2.1077966374543958e-07
Position 2899: 1.9494896191229797e-07
Position 483: 1.8192712010142396e-07
Position 2988: 1.7219138453103664e-07
Position 631: 1.6534145305476838e-07
Position 3385: 1.4413277318268445e-07
Position 3352: 1.3710615269950004e-07
Position 300: 1.1743894616394578e-07
Position 3799: 9.502854481687201e-08
Position 309: 8.021890640846376e-08
Position 3721: 6.220616138360028e-08
Position 4364: 3.946002182867518e-08
Position 1008: 2.604324159892121e-08
Position 927: 2.4419726853897165e-08
Position 1011: 8.294641245204576e-09
Position 3788: 7.935891521015447e-09
Position 600: 1.7566843753855285e-09
Position 858: 1.5513269394201376e-09
Position 267: 1.1835234760791935e-09
Position 204: 1.1418480518224802e-09
Position 258: 4.5783203453786797e-10
Position 2795: 6.185798667574e-11
Position 2985: 5.608799862447726e-11
