Gene = LRRIQ3
Position 3576: 9.483114960486853e-05
Position 533: 8.327611927214651e-05
Position 400: 7.554081152542685e-05
Position 13977: 5.205326688089688e-05
Position 344: 5.184749931542133e-05
Position 2776: 4.6832928236414424e-05
Position 2321: 4.21767266837411e-05
Position 2976: 3.8336366056208e-05
Position 122: 3.705735507297556e-05
Position 2544: 3.270185930803691e-05
Position 695: 3.0926702533188486e-05
Position 328: 2.7710057394364473e-05
Position 445: 2.478764256062494e-05
Position 1850: 2.37965922613801e-05
Position 96: 2.373906727723092e-05
Position 7861: 2.3335715602220404e-05
Position 3514: 1.5437877582130553e-05
Position 3042: 1.3207091492762523e-05
Position 1733: 1.2085463672569529e-05
Position 449: 8.942376091018419e-06
Position 546: 8.521716519692915e-06
Position 2642: 5.813026401309643e-06
Position 49: 5.036211037926845e-06
Position 935: 3.826445438635394e-06
Position 1045: 3.7740981466259928e-06
Position 2438: 3.5653429747875338e-06
Position 1013: 3.0939511555188156e-06
Position 2006: 2.4313776410464655e-06
Position 2047: 2.3577987853698665e-06
Position 960: 2.1152769331637433e-06
Position 4301: 1.6820352646785972e-06
Position 211: 1.4083185430757063e-06
Position 968: 1.2633464075848677e-06
Position 746: 1.1039630482688425e-06
Position 768: 9.541015773499176e-07
Position 830: 7.914541100843104e-07
Position 646: 7.131376861851511e-07
Position 555: 6.199224490445973e-07
Position 34: 3.582018579054576e-07
Position 2192: 2.4229422387608194e-07
Position 14731: 2.3986071085616567e-07
Position 2293: 1.7761364066764392e-07
Position 4448: 1.051374904807157e-07
Position 4222: 8.033396178946535e-08
Position 351: 7.156605656333856e-08
Position 3172: 6.189541219222006e-08
Position 140: 6.091506398589033e-08
Position 3832: 6.082925993540165e-08
Position 3285: 5.98582518926942e-08
Position 15: 4.835534558522398e-08
Position 90: 3.19340331227017e-08
Position 294: 2.34427643155918e-08
Position 447: 1.8767446135662082e-08
Position 314: 1.3237161518729195e-08
Position 461: 7.630316592437579e-10
Position 1399: 3.2284296949520247e-10
Position 1165: 1.1955067627712323e-10
Position 1426: 2.937497228694567e-12
Position 1183: 1.1192326391304606e-17

Sorted 3' Splice Sites (High to Low Probability):
Position 27817: 0.8980044691033094
Position 1013: 0.7440791728008179
Position 822: 0.6664738583147867
Position 13228: 0.6082554770232663
Position 33505: 0.5742152923419372
Position 8480: 0.4963012628189098
Position 13276: 0.36891167331806113
Position 8483: 0.32642521703876565
Position 7555: 0.28376724765712946
Position 27363: 0.24269468386443388
Position 30718: 0.14721884393611556
Position 7473: 0.1292780412648304
Position 18070: 0.0844098151871891
Position 12001: 0.05364652942729551
Position 12004: 0.04552745710701744
Position 29044: 0.03913719126032586
Position 1060: 0.03662578766994234
Position 7336: 0.036455138572892544
Position 12033: 0.032452585544979574
Position 32732: 0.0300706686270411
Position 8534: 0.030007414113456265
Position 29245: 0.027249492535587387
Position 31615: 0.02707950033272299
Position 1030: 0.026900386471420578
Position 12293: 0.02474767225612088
Position 8432: 0.024366602030671754
Position 29821: 0.022598580041910014
Position 8636: 0.01977753065540304
Position 7414: 0.018137625996615434
Position 3768: 0.014607734031256103
Position 11961: 0.014316507539079877
Position 523: 0.013370974091379351
Position 30294: 0.01233005058991898
Position 3408: 0.011339330113782074
Position 4049: 0.011236335718385457
Position 30474: 0.01073386294482013
Position 3146: 0.009491162503794353
Position 2160: 0.009411885862862625
Position 328: 0.009222998232012725
Position 6722: 0.009219223219577122
Position 6623: 0.009164740795784004
Position 18157: 0.009143052354777779
Position 189: 0.008996200330449124
Position 3208: 0.008469923696725968
Position 4906: 0.007954511902281297
Position 3110: 0.007847810874170583
Position 5242: 0.0067321699746504034
Position 21194: 0.006697501820996762
Position 3294: 0.006057743962787584
Position 15930: 0.0057755251762569085
Position 16171: 0.005107444063255017
Position 3316: 0.004918142620915464
Position 20849: 0.004838647698928129
Position 973: 0.004837106165361314
Position 157: 0.0048215319746618725
Position 28367: 0.004390331531827706
Position 22824: 0.004239390834328986
Position 803: 0.004119327395801769
Position 10172: 0.0037621903970988463
Position 12057: 0.003755402349166946
Position 10102: 0.0037489835756811855
Position 1091: 0.0030859658398972654
Position 7288: 0.0030148806876145965
Position 4945: 0.0029519399323201458
Position 22689: 0.0029123520385987405
Position 995: 0.0028298490353787908
Position 6032: 0.002823810189764055
Position 482: 0.0027873533373576264
Position 10105: 0.0026585920341084847
Position 977: 0.002581241220497904
Position 4773: 0.0024527726754126947
Position 12754: 0.0023503376363133073
Position 4871: 0.0023010865075221354
Position 2101: 0.0022088530678003216
Position 7192: 0.0021833856309654565
Position 6090: 0.002032691829002582
Position 5071: 0.0019880397848342168
Position 12591: 0.001896335413959595
Position 12038: 0.001742063986560896
Position 1071: 0.0016940965944474006
Position 19261: 0.0016417360204719759
Position 3204: 0.0015121146319917124
Position 3802: 0.001354808735889001
Position 23119: 0.0013071874923167716
Position 4130: 0.0013067867984891725
Position 21821: 0.001282113748278097
Position 6679: 0.001221390491714847
Position 3772: 0.0012194309182925833
Position 3346: 0.0011145996078921578
Position 2911: 0.0011136816799804739
Position 17073: 0.001073548897550655
Position 16062: 0.0009983765221726088
Position 12928: 0.0009493033470204769
Position 3336: 0.0009470625060155201
Position 4744: 0.0009378292488721465
Position 12979: 0.0009013418798660285
Position 711: 0.0008618636707731348
Position 22293: 0.0007941237976273821
Position 21844: 0.000783737822796754
Position 7110: 0.0007390879411814774
Position 16692: 0.0007271340018723126
Position 13825: 0.0006770518204633192
Position 20272: 0.0006585484587257676
Position 6792: 0.0006205674968039467
Position 7234: 0.0006051696538455114
Position 17917: 0.0006024752760148057
Position 4980: 0.0005028562562385882
Position 3748: 0.0004991965099028983
Position 21221: 0.0004983278834210972
Position 10392: 0.0004957847713865994
Position 784: 0.000462918617863935
Position 19396: 0.0004600053219407179
Position 6874: 0.00044251821185109464
Position 16013: 0.00040844681032021135
Position 1135: 0.0004077076441877163
Position 16899: 0.0003976070466753738
Position 16374: 0.000390443316981267
Position 15945: 0.00038701338620058856
Position 2188: 0.0003602253827813206
Position 3322: 0.00034856088196771504
Position 3371: 0.00034510974239354786
Position 828: 0.00034314744256817403
Position 3655: 0.0003334207610741334
Position 2089: 0.0003261066316532322
Position 15108: 0.0003138782288168269
Position 20246: 0.0003030313639839331
Position 13647: 0.0003008148584749513
Position 15608: 0.00027996682943562943
Position 389: 0.0002659547412027649
Position 14414: 0.00025528935764074576
Position 18941: 0.00025514358781993053
Position 16661: 0.0002184996710786299
Position 16581: 0.00020705012036219855
Position 17618: 0.00020388978454208536
Position 2110: 0.00019941217430392285
Position 2177: 0.00019456741153623929
Position 3537: 0.00019080955715290783
Position 16769: 0.00018285124712023336
Position 17208: 0.00018050326929761116
Position 6902: 0.00017641195901880373
Position 2144: 0.00017363100381965468
Position 1998: 0.00016647144396210844
Position 2046: 0.00016318599582494363
Position 18608: 0.00015415739853869714
Position 397: 0.00014117853966608447
Position 15751: 0.00014108763689257712
Position 16190: 0.00014104793830701975
Position 15771: 0.00014042535094674637
Position 3778: 0.00013889905266424135
Position 445: 0.0001323783956017081
Position 2026: 0.00013105737263904353
Position 3630: 0.00013074542176898092
Position 3548: 0.0001265375368224438
Position 4652: 0.00012625868176392585
Position 14624: 0.00010924959987861088
Position 140: 9.588135711640104e-05
Position 638: 9.348340618083799e-05
Position 864: 8.631330620726573e-05
Position 15309: 8.050342644805559e-05
Position 2134: 6.973008108426213e-05
Position 13868: 6.51478390330566e-05
Position 4545: 6.219910132347025e-05
Position 17869: 5.5505615977604953e-05
Position 15900: 4.930342407276925e-05
Position 14924: 4.570488901811525e-05
Position 14996: 4.565635165836543e-05
Position 988: 4.339580622431674e-05
Position 248: 4.264085614859221e-05
Position 2677: 4.256252833574942e-05
Position 15735: 4.114859289351735e-05
Position 14588: 4.0631314808163435e-05
Position 15516: 4.061286254001239e-05
Position 4684: 3.89819791241238e-05
Position 2960: 3.770358833465417e-05
Position 8234: 3.56587728901221e-05
Position 14895: 3.5284181595526705e-05
Position 14126: 3.406733390324781e-05
Position 208: 3.213485849240845e-05
Position 10552: 2.9263126870614675e-05
Position 9670: 2.7043600594360342e-05
Position 2296: 1.8495945044545585e-05
Position 15648: 1.820619489476965e-05
Position 15626: 1.8052599165971852e-05
Position 7871: 1.678398394702602e-05
Position 11423: 1.5491269169051036e-05
Position 12432: 1.4724297670793171e-05
Position 7739: 1.2953151194051476e-05
Position 13852: 1.218004892724558e-05
Position 1585: 1.181019385718091e-05
Position 9024: 1.123192200164769e-05
Position 14286: 1.0265413955876434e-05
Position 11234: 9.973161622781559e-06
Position 2388: 9.915314897553285e-06
Position 3453: 8.831736825267286e-06
Position 11552: 8.582289274003052e-06
Position 2391: 8.498660095431925e-06
Position 2364: 8.129160138699067e-06
Position 1850: 7.5436511622369e-06
Position 7765: 7.197049913379213e-06
Position 3450: 6.9418272855070415e-06
Position 10555: 6.93540406412865e-06
Position 3479: 6.92514979254448e-06
Position 1468: 6.5187756909608164e-06
Position 1547: 6.336572968433952e-06
Position 593: 6.297943589177406e-06
Position 9033: 6.095445786145866e-06
Position 8242: 5.9976305901866126e-06
Position 2461: 5.939309420620063e-06
Position 12461: 5.213065604003888e-06
Position 3519: 4.685248069092914e-06
Position 7719: 4.605942872981314e-06
Position 159: 4.546716337887251e-06
Position 3179: 4.520528898028212e-06
Position 1732: 4.505958508373723e-06
Position 2441: 4.094991697760489e-06
Position 3234: 3.9690409576479445e-06
Position 11734: 3.7977611497443987e-06
Position 8142: 3.6719692739590014e-06
Position 11035: 3.469128624862748e-06
Position 9369: 3.4106006680599753e-06
Position 528: 3.3941923039708477e-06
Position 9647: 3.3830521106060643e-06
Position 1786: 3.109206402597288e-06
Position 1814: 3.081864967073792e-06
Position 3429: 2.9859319104873527e-06
Position 2585: 2.791156085226814e-06
Position 830: 2.691542419573809e-06
Position 294: 2.4788300913014597e-06
Position 3022: 2.161060287451089e-06
Position 2472: 2.1260517624775097e-06
Position 4397: 1.9290336730623172e-06
Position 1588: 1.926586788638172e-06
Position 1419: 1.9105245239206573e-06
Position 7851: 1.5453069741878166e-06
Position 3555: 1.4862619957546491e-06
Position 2353: 1.3578939105497586e-06
Position 4237: 1.3516250862540725e-06
Position 646: 1.3377433899777895e-06
Position 2192: 1.3366629341835534e-06
Position 8852: 1.2680208156016172e-06
Position 8991: 1.224814958506009e-06
Position 906: 1.1937638460702792e-06
Position 3058: 1.147224204354324e-06
Position 2171: 1.1260488973252813e-06
Position 1886: 1.0941368597135675e-06
Position 2614: 9.410738122378211e-07
Position 493: 8.882203525378311e-07
Position 3603: 8.67581147519781e-07
Position 4401: 8.554061932074685e-07
Position 2639: 8.173820874703868e-07
Position 3633: 7.646481232901248e-07
Position 4173: 6.839579355226099e-07
Position 268: 6.27614264167083e-07
Position 4550: 5.836984329120578e-07
Position 1707: 5.388900008012346e-07
Position 541: 4.5011932906025815e-07
Position 2273: 4.157055022776407e-07
Position 2225: 4.047942661882225e-07
Position 2210: 3.871300389756665e-07
Position 4611: 3.6405909926573716e-07
Position 2202: 3.3566529582398234e-07
Position 2547: 3.350606328891514e-07
Position 2118: 3.1893417386561305e-07
Position 546: 2.7433438474711886e-07
Position 571: 2.174006685638849e-07
Position 1959: 2.100682951329215e-07
Position 1761: 1.955376693247834e-07
Position 1399: 1.924536658685197e-07
Position 2683: 1.8573647784040086e-07
Position 912: 1.7329639288735819e-07
Position 1828: 1.6992559873263742e-07
Position 122: 1.6817212572706125e-07
Position 1320: 1.6354215197619003e-07
Position 1692: 1.4793921382631674e-07
Position 1591: 1.1578457642847472e-07
Position 1099: 1.0653808531744523e-07
Position 1368: 9.697878737679271e-08
Position 2246: 9.655266439869598e-08
Position 306: 9.344006476613602e-08
Position 2633: 7.819544864122355e-08
Position 553: 7.296198224368781e-08
Position 3685: 7.255731282632447e-08
Position 1628: 5.657076154931948e-08
Position 1604: 4.8270277736332326e-08
Position 1658: 4.7672913245769814e-08
Position 1488: 4.031906825583513e-08
Position 1436: 3.217942943667713e-08
Position 1833: 1.9672739613847768e-08
Position 1470: 1.867109356048934e-08
Position 2476: 1.3939830733884372e-08
Position 533: 1.1976231227714862e-08
Position 101: 2.8604501720826924e-09
Position 1478: 2.4486599333511374e-09
Position 259: 2.0149251373340255e-09
Position 253: 1.4597135355231587e-09
Position 555: 1.0658921700564928e-09
Position 1824: 5.850072783696662e-10
Position 1499: 1.356053023239649e-10
Position 1347: 1.247600132770818e-12
Position 1163: 1.1233036397213178e-12
Position 1502: 2.57420734976386e-13
Position 1615: 1.8130446728054676e-13
Position 1142: 5.998992369949257e-14
Position 1191: 6.5824553763604215e-15
Position 84: 1.3481054559496469e-15
